0,0.0062691,0.0018105,0.0068654,0.0042699,0,0,0.0037223,0.0055813,0,0,0.003265,0,0.0046333,0,0,0.0041206,0.012492,0.0008351,0.0095016,0.0010819,0,0,0,0.0036102
0,0.0060783,0.0089972,0.0028682,0.0058661,0,0,0,0,0,0.0020239,0.0081307,0.0056872,0,0.0023537,0,0,0.0012072,0.00034228,0,0,0.004713,0.0019957,0,0.0025106
0.013847,0.00084402,0,0.030604,0,0,0.001021,0,0.01241,0.0065101,0,0.0027479,0.0036372,0,0,0.017141,0.021714,0.016884,0,0.010798,0,0,0,0,0.00093705
0,0.013269,0.0011083,0,0,0,0.014169,0.0021643,0.0071124,0.003806,0,0.0094179,0,0.0059082,0,0.0024857,0.0072991,0,0,0,0.0039598,0.0036198,0.0034142,0.00064695,0
0,0,0,0.0059894,0.004185,0.0022243,0,0.0030199,0,0.011231,0,0.0062424,0.0010732,0,0.0031971,0.014124,0.030025,0.0023087,0,0.0022264,0,0.00049578,0,0,0.00047608
0,0.0038471,0.00090228,0.006136,0,0.0037515,0.0062599,0.0065759,0.0004437,0.0009609,0,0,0.0014206,0,0,0,0,0.01142,0,0.014868,0,0.0053016,0,0,0
0,0,0,0,0,0.0083511,0,0,0,0.98155,0.0027447,0,0,0,0.0027751,0,0,0,0,0,0.0093163,0,0.0081687,0.012889,0
0.00089678,0,0.0075886,0,0,0,0.0051907,0,0.0023651,0,0,0,0,0,0,0,0,0.037261,0,0,0.0031419,0,0.0052361,0.004535,0
0.0062506,0,0,0,0.0072859,0,0,0,0.027635,0.069733,0,0,0,0.025605,0,0.074334,0.11378,0.019697,0.002703,0,0,0,0,0,0.012933
0.0017221,0.0019977,0,0,0,0.0010614,0,0,0.0073765,0,0.00075658,0,0,0,0.0010251,0,0,0.013569,0,0,0.00084777,0,0,0,0
0.0043934,0.017404,0,0.011546,0.06432,0,0,0,0.012676,0.0012592,0,0.0035516,0.015478,0.0095626,0.0010368,0.0083339,0.021422,0.017957,0,0.0030722,0,0.0068171,0.0056612,0,0
0,0,0,0.0003979,0.0048886,0.0013888,0,0.0068539,0,0.0020956,0.0030114,0,0.0024796,0.0040185,0,0.0053682,0.024131,0.00547,6.033e-05,0.0049383,0,0,0,0,0.0032773
0,0,0,0.0020425,0,0,0,0,0,0,0,0,0.0030205,0,0.0037908,0.001781,0.0017264,0.017783,0,0,0,0.011416,0.0045465,0.00094288,0.0018721
0.016601,0.0032566,0,0,0,0,0.0067525,0.0055439,0.0011103,0.021429,0,0,0,0,0,0.037016,0.062787,0,0.013874,0,0,0.01772,0,0,0.021554
0.0006659,0.0075043,0.00033595,0.010746,0,0,0,0.0011381,0,0,0,0.0011495,0.0033355,0,0.0031632,0.0019873,0.0044863,0.025102,0,0.0061068,0.0021174,0.005808,0,0,0
0,0.0045824,0,0.0041856,0,0,0.006729,0,0,0,0,0.0074552,0.018262,0.0088858,0,0,0.003834,0.011926,0.0063836,0,0.00281,0,0.0020749,0,0
0,0.0022929,0.0023367,0.0020792,0,0,0.012711,0.004974,0,0.0016474,0.0027899,0,0.0066398,0.0058909,0.0037377,0.013435,0.012462,0,0.0027672,0.0034892,0,0.00452,0,0,0.0042474
0,0,0.00181,0.015682,0,0,0.0053893,0.0071026,0,0.0036616,0.0023498,0,0,0,0.0028386,0.015165,0.015124,0,0.00074763,0.0048664,0,0.0012133,0,0,0.0038091
0,0,0.011611,0,0.0054815,0,0.00017503,0,0.010527,0,0.0032328,0,0,0,0.0048232,0,0,0.036193,0,0,0.0019489,0,0.004782,0.0026137,0
0,0,0.013941,0.011274,0,0,0.0032024,0,0,0.0065852,0,0,0,0.0080231,0,0.0007428,0,0.0033981,0.011943,0.0054966,0,0.0041018,0.0023371,0.001116,0
0,0,0.0028009,0,0,0,0.0031209,0.0011924,0,0.014363,0.0035357,0,0,0,0.0020819,0,0,0.027165,0,0.004256,0.0037888,0,0,0.0078728,0
0.00014255,0,0.013262,0.0056357,0,0,0,0.00085833,0.0079497,0.0022264,0.0041401,0.0033624,0.0010745,0.010288,0,0,0.0071251,0,0.0083088,0.015771,0,0.002407,0.0018903,0,0.0088122
