0.023155,0,0,0.017378,0,0,0,0.01566,0.042494,0.052242,0.027749,0.039039,0,0,0.013855,0.0051815,0.093189,0.012143,0,0,0,0.0015524,0.012766,0.0094766,0.010177,0.0051095,0.011209,0
0.018492,0,0,0.036877,0,0,0,0.031997,0.043942,0.019509,0.065353,0.031359,0,0,0.0093181,0.087406,0.016685,0.017698,0.00040269,0.0050889,0,0,0.087077,0.057543,0,0.0096516,0.076478,0
0.029574,0,0,0.016974,0,0,0,0.051473,0.021554,0.037842,0.055169,0.026608,0,0,0.00056344,0.092821,0.10489,0.014957,0,0,0,0,0.019308,0.070452,0,0,0.016355,0
0.032016,0,0,0.018847,0,0,0,0.040816,0.041636,0.0099721,0.015351,0.040205,0,0,0.0011239,0.015656,0.00096092,0.017491,0,0,0,0,0.017056,0.008112,0.055481,0.0088948,0.014105,0
0.044257,0,0,0.054789,0,0,0,0.038429,0.019468,0.0069465,0.057253,0.042538,0,0,0.0073742,0.0043368,0.092989,0.06531,0,0,0,0,0.085765,0.0015726,0.037626,0.079502,0.082863,0
0.033626,0,0,0.039357,0,0,0,0.037441,0.034265,0.014539,0.057169,0.019696,0,0,0.014777,0.082938,0.097052,0.064265,0,0.024751,0,0,0.0105,0.064217,0,0.087227,0.0040959,0
0.067482,0,0,0.07221,0,0,0,0.049097,0.041872,0.088608,0.064498,0.057805,0,0,0.016925,0.01184,0.094074,0.028843,0,0,0,0,0.011222,0.0207,0.082368,0.075379,0.083903,0
0.059048,0,0,0.039936,0,0,0,0.035454,0.016684,0.023494,0.036376,0.03619,0,0,0.082861,0.012979,0.093458,0.010726,0,0,0,0,0.017211,0.0037605,0,0.0044377,0.012934,0.0028554
0.035142,0,0,0.033835,0,0,0,0.017777,0.033813,0.049731,0.044314,0.052991,0,0,0.069267,0.010707,0.0030536,0.012396,0,0,0,0,0.0098646,0.012154,0,0,0.0080684,0
0.073281,0,0,0.069428,0,0,0,0.064452,0.082604,0.047865,0.087069,0.088426,0,0,0.092333,0.082666,0.013117,0.078388,0,0,0,0,0.033833,0.069457,0.092254,0.013671,0.0094329,0.060178
0.061591,0,0,0.06417,0,0,0,0.027104,0.067158,0.048353,0.072694,0.028983,0,0,0.078549,0.083014,0.011773,0.093155,0,0,0,0.00012737,0.11168,0.075889,0.054321,0.004626,0.035309,0
0.056915,0,0,0.027402,0,0,0,0.029114,0.023361,0.015374,0.01884,0.035874,0,0,0.0046765,0.011727,0.0048982,0.079149,0,0,0,0,0.02102,0.068638,0.049101,0.0078702,0.015615,0
