0.24267,0.0056867,0.006624,0,0.0048007,0.24729,0,0.14444,0,0.0077711,0,0.008181,0.0052463,0.034334,0.0097241,0.029516,0.0027534,0.0031365,0.23555,0.24228,0.239,0.0020617,0.0066081,0,0.012565,0.0076575,0.0057278,0.0047529,0,0.22808,0.0044445,0.006019,0.0082128,0.0081698,0.20575,0,0.0037303,0.013955,0.0055225,0.0063984,0.23016,0.0064552,0.0024381,0.0031672,0.0078965,0.0036968,0.014356,0.0036832,0.2286,0.0063553,0.23533,0.028324,0.2011,0.013246,0.005205,0.0089771,0,0.22537,0.0040664,0.019174,0.017342,0,0.088618,0.0058545,0.0076476,0.0045139,0.19674,0.092495,0.011652,0.042154,0.037109
0.0049703,0.012703,0.007283,0.015006,0.26346,0.0055261,0.25904,0.10396,0.25131,0.013096,0.012073,0.25461,0.25994,0.29659,0.016448,0.028873,0.0094293,0.25001,0.24525,0.25731,0.25771,0.0074933,0.024588,0.012569,0.015163,0.24922,0.0074222,0.013365,0.25426,0.24209,0.26186,0.0038586,0.0022873,0.25916,0.27969,0.25563,0.25409,0.036698,0.23939,0.25374,0.010549,0.022571,0.25121,0.2598,0.0091848,0.2681,0.25283,0.037305,0.24941,0.012566,0.014324,0.24833,0.24883,0.018957,0.013614,0.0064468,0.25961,0.25869,0.26669,0.26019,0.030399,0.01082,0.24735,0.0049793,0.24333,0.25227,0.2675,0.10894,0.25782,0.10564,0.15726
0.25194,0.25033,0.25377,0.2572,0.0043058,0.25786,0.0081454,0.25611,0.01553,0.25953,0.25122,0.012645,0.0078735,0.075903,0.25607,0.3076,0.25092,0.0069197,0.0090632,0.0029621,0.0049553,0.26007,0.27285,0.25702,0.25945,0.017425,0.25577,0.25637,0.010688,0.015652,0.0073275,0.26948,0.26741,0.019422,0.035852,0.008056,0.012987,0.25184,0.060004,0.019082,0.24829,0.25445,0.026811,0.0083915,0.26893,0.011228,0.023192,0.2547,0.017898,0.25469,0.24772,0.039535,0.049914,0.25878,0.2587,0.26196,0.019953,0.022486,0.008098,0.029071,0.25192,0.26529,0.07796,0.26846,0.024162,0.014872,0.021386,0.24259,0.026777,0.26011,0.19799
0.0018365,0,0,0,0,0,0.001006,0.010685,0,0,0.0033741,0.0034252,0,0.0043348,0,0.020238,0.0022468,0.0021105,0,0.0024368,0,0,0.0017889,0,0,0,0.0039184,0,0,0.0026945,0,0,0.0044148,0,0.0051751,0.0015048,0,0.0023191,0.0059074,0.0036527,0,0,0,0.0032332,0,0.0019395,0.003415,0,0.0016307,0,0.0017257,0.0026987,0,0,0,0.001485,0,0.0021875,0.0066298,0,0.0028804,0,0,0.00189,0,0.0029613,0,0.036478,0,0.017749,0.0040522
0,0.015114,0,0.0058495,0.0029063,0.0076372,0,0,0.0090535,0.0011677,0.0055116,0.013228,0.0026502,0.16354,0.0027913,0.17055,0,0.24352,0,0.003269,0.0018724,0.0010896,0,0.003719,0.0027548,0,0.0035707,0,0,0.0081163,0.0060833,0,0,0.0074766,0.022643,0,0,0.0020967,0.010458,0,0,0.0019205,0,0,0,0.0060811,0.0069765,0,0.0025033,0.23941,0,0.025066,0.043785,0.007073,0,0.00591,0,0,0.22857,0.0087127,0.0078952,0.24254,0.015144,0.010314,0,0,0.0097364,0.0050708,0,0.0069621,0.019508
0.011587,0.24502,0.25826,0.26211,0.26619,0.019655,0.26199,0.30485,0.24865,0.26489,0.24874,0.025997,0.26542,0.16794,0.26819,0.11094,0.25434,0.0099709,0.2512,0.016502,0.2573,0.25674,0.27035,0.26449,0.26557,0.25517,0.25311,0.26898,0.25827,0.24611,0.26011,0.27111,0.2614,0.26806,0.085565,0.25999,0.26764,0.2749,0.27147,0.25693,0.25311,0.27164,0.27479,0.26193,0.02205,0.017054,0.25955,0.27916,0.26489,0.024853,0.25529,0.25046,0.24373,0.26498,0.26907,0.022774,0.26584,0.27273,0.031502,0.26108,0.26439,0.023459,0.29421,0.0081107,0.26357,0.26369,0.27083,0.29816,0.27657,0.303,0.31081
0.24695,0.0071001,0.25129,0.0028702,0.011202,0.25374,0.0067328,0.023676,0.24886,0.017016,0.25145,0.010662,0.007404,0.29657,0.0068846,0.019926,0.011827,0.25114,0.010838,0.24944,0.25466,0.018002,0.24956,0.0093968,0.015776,0.014666,0.24604,0.011353,0.24406,0.24064,0.011749,0.016891,0.010069,0.024599,0.26888,0.25481,0.019594,0.26587,0.25269,0.023652,0.2393,0.025952,0.25164,0.25172,0.013743,0.0075686,0.24201,0.25961,0.0084654,0.25441,0.01046,0.24105,0.2597,0.011886,0.25327,0.0097621,0.023324,0.030967,0.24965,0.043547,0.25669,0.26837,0.20798,0.0068752,0.017017,0.01268,0.033842,0.043517,0.015581,0.12697,0.11145
0.0044133,0.0071382,0.0015822,0.010418,0.0012536,0.0077146,0.00531,0.27635,0.011807,0.0054111,0.005559,0.0090181,0.004964,0.029908,0.25336,0,0.0019443,0.0018502,0.0063784,0.0050505,0.0025443,0.0066356,0.028795,0.0091313,0.25826,0.01286,0.0063883,0.0087916,0.007621,0.0092552,0.24839,0.011476,0.0062637,0.0069632,0.033808,0.0041995,0.0037684,0.010413,0.015108,0.007501,0.0097091,0,0.0055991,0.0077874,0.0073158,0.0042038,0.016095,0,0.0091992,0.0036145,0.0066153,0.019644,0.018618,0.011575,0.012623,0.005697,0.0062115,0.015994,0.011742,0.0070697,0.0047414,0.0081406,0.058782,0.26034,0.006294,0.0088841,0.25121,0.10977,0.23594,0.12062,0.06743
0.0081524,0.23835,0.0081442,0.24346,0.25276,0.0020151,0.25386,0.054143,0.0017199,0.25374,0.0069555,0.24809,0.25336,0.030241,0.0081167,0.25711,0.24748,0.0012101,0.23875,0.0030117,0.0047792,0.24373,0.012398,0.23973,0.0036114,0.24028,0.0094573,0.0049898,0.004112,0.0057365,0.0081845,0.010826,0.25995,0.24709,0.0020698,0,0.24374,0.008255,0.021032,0.24296,0.0065397,0.25093,0.02169,0.0093923,0.25551,0.25919,0.0049713,0.03424,0.24343,0.0054257,0.24174,0.0033308,0.020497,0.25872,0.0068077,0.25967,0.24488,0.23521,0.014542,0.23892,0.017017,0,0.052296,0.0024507,0.23963,0.24548,0.010971,0.13505,0.02597,0.10135,0.08857
0,0.0037515,0,0.012727,0.0027735,0,0.0052753,0.022779,0.001936,0,0,0,0.0045938,0.0082593,0.0066472,0.050301,0,0.0014278,0,0.0043162,0.002831,0.0016545,0.011831,0.010149,0,0.0021523,0.0052642,0.017631,0.0073017,0.0017454,0.0017988,0.0062776,0,0,0.0040991,0.0034073,0.0015834,0.0030817,0.008213,0,0.0033513,0.003204,0,0,0,0.0023438,0.0099734,0.0048656,0.0057724,0.0015147,0.0034937,0.0096555,0,0,0,0,0.010138,0.0050363,0,0,0.0038889,0,0,0,0.0060009,0,0,0.068638,0.010079,0.025084,0.083493
0.0057157,0.25237,0.25817,0.017756,0.011174,0.010591,0.013,0.21625,0.012374,0.26977,0.25377,0.25891,0.26355,0.27164,0.25725,0.32231,0.25087,0.24957,0.25277,0.007741,0.012217,0.25681,0.039691,0.25541,0.26067,0.015345,0.015414,0.25944,0.25235,0.24604,0.24623,0.017806,0.26414,0.2667,0.084385,0.25782,0.0076081,0.26009,0.26255,0.25706,0.24662,0.26922,0.26414,0.024223,0.015413,0.0085739,0.25076,0.043465,0.25833,0.26288,0.25165,0.26359,0.23474,0.26396,0.25818,0.016426,0.27188,0.25907,0.25309,0.27591,0.25264,0.0074576,0.26994,0.014042,0.25549,0.25733,0.25542,0.31103,0.25798,0.23214,0.2725
0,0.0023041,0.0041221,0.003947,0.0019891,0.0046513,0.001866,0.018634,0.0016048,0,0,0,0,0.015165,0,0,0.0020085,0.00259,0,0,0.0010639,0,0,0.004923,0.0018245,0.0049406,0,0,0,0.0017828,0,0.0020714,0,0.0044906,0.0046655,0.0033862,0.0044095,0,0.0025792,0.0041414,0,0.0054655,0.0031218,0,0.0038952,0,0.002324,0.21401,0.0016268,0,0.002534,0,0.01706,0.0020608,0,0,0,0,0.0029044,0.0042956,0,0.0014331,0.0024238,0.0014738,0,0,0.0019287,0.0028437,0.0049305,0.0085886,0.0087658
0.25184,0.01185,0,0.0042105,0.25361,0.24937,0.25355,0.04924,0.2471,0.0036795,0.0087322,0.0051787,0.0012153,0.051925,0,0,0.0027205,0.0060889,0.0044041,0.25051,0.24229,0.0083377,0.22594,0.0042723,0,0.23751,0.0086743,0.0035091,0.004763,0,0.011916,0.24438,0.0023585,0.0026482,0.22155,0.0010493,0.24435,0.022894,0.0078739,0,0.0016546,0,0.007034,0.011022,0.25434,0.27124,0.0056703,0.008805,0,0,0.0037041,0.016084,0.044486,0.012592,0.0033634,0.24455,0,0.012384,0.007978,0.0081406,0.019306,0.26802,0.025617,0.25727,0.0061024,0.0032486,0.0093692,0.018144,0.015635,0.051732,0.031163
