0.0077427,0.007266,0,0.0014198,0,0.011737,0,0,0.010836,0.0081159,0.0016087,0.0042889,0,0,0,0,0,0.017662,0.0078365,0,0.0037656,0.016614,0.0036894,0.025123,0,0.0040429,0,0,0.017723,0.0071093,0,0.0056898,0.0071892,0.002161,0.017982,0,0.0068956,0,0,0,0.018379,0.018322,0.0084487,0.0053139,0.013355,0,0.015022,0,0.0077848,0,0,0,0,0,0.0043906,0.016706,0.0033811,0.0073935,0,0,0,0.010105,0.0097436,0,0.0066639,0,0.0027516,0,0,0.086216,0.0024416,0,0.002664,0.011543,0.011312,0.021334,0,0
0.0047832,0,0,0.012588,0.014592,0.011324,0,0.0088249,0,0,0,0,0.051787,0,0,0,0.0035118,0.2147,0.018291,0,0.054192,0.00023043,0.00044607,0.019794,0.015039,0,0.020693,0,0.022594,0.013442,0.01194,0.012851,0.029473,0.0066454,0,0.0060839,0,0,0,0,0.0091509,0,0.0055769,0.0038413,0.050562,0,0.0053699,0.010914,0,0,0.00084131,0.011017,0.027226,0,0.0038446,0,0.0012302,0.010643,0.009889,0,0.011774,0.0044172,0,0,0.0069306,0,0,0,0.016983,0,0,0.062205,0.012026,0,0,0,0.029298,0.017918
0,0.0085531,0,0.0095124,0,0.0074972,0.0052466,0,0.01354,0,0.0087139,0.0051662,0.034708,0,0.013196,0.019651,0.009174,0.020305,0.011064,0,0.010231,0.011409,0,0,0.012706,0,0,0,0.0086186,0.02013,0.003921,0.015335,0,0,0.011529,0.010909,0,0,0,0.0044919,0.0011073,0.012246,0,0,0.0015441,0,0,0,0,0,0.0077168,0,0.0054582,0.044856,0.018438,0.0026325,0,0,0.0068021,0.0098597,0.01844,0.01951,0.00019607,0.0054245,0,0,0.01758,0,0.0058716,0.03241,0,0.0033247,0.020935,0.017181,0.021455,0,0,0
0.96947,0,0,0.0052183,0.00014692,0.0046824,0.0044314,0,0.0013294,0.0021022,0.0046062,0.002777,0,0.0033372,0.0017052,0,0,0,0,0,0,0.00014798,0,0,0,0.0045955,0.0012416,0,0,0,0,0,0.0013087,0,0.0056296,0.0052819,0.00084673,0,0,0.00015731,0.004192,0.0018726,0,0.0037787,0,0,0.0034157,0.0019158,0,0,0,0,0,0,0,0.0033119,0,0.0003405,0.0077776,0,0.0046164,0.00099309,0,0.0042404,0,0,0,0.0043801,0,0,0.00056183,0,0.0038519,0,0,0,0,0
0.018193,0.0020699,0,0.0091369,0.0074236,0,0,0.0072719,0,0.0044608,0,0,0,0,0,0.022131,0,0.060238,0.0015445,0.0014171,0,0,0.004047,0,0.010027,0,0.0082043,0.0066996,0.022893,0.0023992,0,0,0,0.0044154,0.0023312,0,0,0.017758,0,0,0.0060738,0.013666,0,0,0.018994,0.013331,0,0,0.002304,0.0063545,0,0,0.006054,0,0,0.0095967,0.0043518,0.016414,0.0088124,0.00034937,0.014089,0,0,0.018503,0.017693,0.010457,0,0,0,0.032048,0,0,0,0.0029978,0.0048748,0.0041201,0.00071119,0.0035271
0.029383,0.0052486,0,0.012101,0,0,0.00084801,0,0.030191,0,0,0.0073433,0.00050844,0.011343,0,0.0080458,0,0.067182,0.006835,0.0035492,0,0.006326,0.0068186,0,0.012317,0,0,0.013304,0,0,0,0,0,0.045753,0.017393,0.0068609,0,0.0068072,0,0,0,0,0.026734,0,0.015525,0,0,0.017246,0,0.0018773,0,0,0.0061603,0.0090457,0,0,0,0,0,0.0031077,0,0.00068591,0.0064777,0,0.05019,0.019603,0.013115,0.0015964,0.0022585,0.07574,0.0094136,0.014757,0.010529,0,0,0,0.012858,0.029115
0.043298,0,0.015494,0,0.019478,0.0010231,0.014382,0.030358,0,0,0,0.019377,0.015149,0,0,0.058285,0,0,0,0.0109,0.02008,0,0.021478,0,0,0,0.023125,0.044538,0,0,0,0.030077,0,0,0,0,0.0019566,0.0024917,0.0061001,0,0.0030288,0,0.05036,0,0.01284,0.023945,0.01765,0.012522,0,0,0,0.01597,0.035938,0.018823,0.010279,0,0,0,0,0.013749,0,0.0016857,0.036381,0,0.030022,0.0042651,0,0,0.030564,0.13728,0.0025274,0,0,0,0.010752,0.035656,0.0021836,0.037145
0.0013697,0,0,0.0065248,0.015686,0.0050932,0,0.0056048,0.0058368,0.010851,0,0,0,0,0.018786,0,0,0.028329,0,0,0,0.032479,0,0,0.002669,0.015391,0.024884,0,0.0074889,0,0.014944,0,0,0.015488,0.012036,0,0.00011362,0.0037192,0,0,0.024557,0.0024746,0.0017323,0,0.0080608,0,0,0,0,0.010462,0.0047857,0.007899,0,0,0.0024689,0,0.010261,0.0068029,0,0,0.029162,0,0,0,0,0,0,0,0,0.085936,0.0023737,0,0.011792,0,0.020856,0.00070345,0.032938,0
0.011616,0,0,0.0082227,0,0.015676,0.00083756,0.0016259,0,0,0,0,0,0,0.0010637,0.019147,0.026054,0.067226,0,0,0.0096534,0.0041892,0.032898,0,0.010239,0,0.0024431,0.017692,0.023748,0.012992,0.0035648,0,0.007542,0,0,0,0.005521,0.024487,0,0,0.026269,0.0097692,0.020621,0,0.058752,0.020703,0,0,0.013501,0.0099641,0.011503,0.022218,0.017973,0.01564,0.0068128,0.021646,0.0062822,0,0,0,0.013079,0.00026918,0,0,0,0,0,0,0,0.015029,0,0,0,0.012148,0.038368,0,0,0
0,0,0.00022445,0.0044543,0.0006689,0.0067625,0.0050773,0.0038805,6.5469e-05,0,0,0,0,0.0015519,0.0060248,0,0,0,0,0.0034564,0,0,0,0.006495,0,0.0032162,0,0.00063804,0,0,0.0010551,0.0041221,0.00070964,0.0031814,0.0032812,0.0073989,0.0067194,0,0,0,0,0.00059805,0.0048452,0.0039262,0.96376,0,0.00039576,0.0045859,0,0.0017688,0,0,0,0,0.0048038,0.0047252,0,0,0,0.0058184,0.0074033,0.00020102,0.00043455,0.0051299,0,0,0.0070606,0.00025461,0.0018032,0,0.0010525,0,0,0,0,0.0010636,0,0.0051455
