0.2425,0.0082151,0.0033865,0.0088715,0.0031023,0,0.24955,0,0.0029909,0.0019583,0.0034193,0.010869,0.0090076,0.0025122,0.0022624,0.24603,0.23488,0.10521,0.24166,0.01014,0.0055556,0.0057487,0,0.0070413,0.0063446,0.22984,0.0042322,0.007225,0.01002,0.0034672,0.0036104,0,0.0051096,0.012715,0.2353,0,0.006975,0.018068,0.0038563,0.0063815,0.020986,0.0030516,0.0095866,0.0069204,0.0071336,0.0035244,0.0046936,0.0035065,0.23695,0.005922,0.23727,0.024679,0.0060932,0.015215,0.019596,0,0.0076366,0.0089921,0.0049948,0.0024036,0.0091271,0.23346,0.24034,0.0062909,0.012951,0.0049198,0.070944,0.0086836,0.003751,0.064084,0.0088264,0,0.0071076,0.21946,0.008277,0.010207,0.20765,0.015095
0.0085749,0.012087,0.0071529,0.267,0.012371,0.25855,0.0048478,0.25457,0.014657,0.0099739,0.26007,0.011502,0.2548,0.0053785,0.25134,0.26114,0.24435,0.17578,0.25752,0.010336,0.0083985,0.004151,0.008739,0.25214,0.0029035,0.24017,0.01028,0.25976,0.0053442,0.25919,0.25548,0.25383,0.25514,0.031839,0.0095795,0.015036,0.2506,0.2614,0.22678,0.017404,0.25189,0.26229,0.043805,0.27129,0.004715,0.039065,0.26763,0.017955,0.25196,0.012796,0.014894,0.28199,0.24065,0.012055,0.26234,0.01454,0.0074298,0.26291,0.015311,0.018512,0.017271,0.25686,0.026734,0.0062441,0.014967,0.029317,0.26529,0.25628,0.25515,0.083147,0.26396,0.24886,0.011602,0.27106,0.023889,0.26865,0.26426,0.034572
0.24864,0.24844,0.24957,0.0017808,0.25702,0.0081628,0.25828,0.011725,0.24942,0.26144,0.0064762,0.2596,0.013446,0.25276,0.0065036,0.0014085,0.010022,0.18359,0.0041986,0.26454,0.25891,0.25954,0.25875,0.013919,0.26588,0.017207,0.25651,0.0081775,0.26643,0.0050964,0.021741,0.0056843,0.011432,0.24991,0.24932,0.26016,0.019701,0.015464,0.063608,0.25717,0.021468,0.006088,0.25488,0.0077273,0.27014,0.26252,0.017947,0.26067,0.016998,0.25642,0.24539,0.031094,0.031229,0.26162,0.026626,0.26457,0.26481,0.012634,0.26277,0.26354,0.25876,0.01899,0.25632,0.26577,0.2633,0.25091,0.047001,0.025741,0.011977,0.2828,0.0151,0.022536,0.26119,0.018578,0.26665,0.015189,0.020672,0.24971
0.0020907,0,0,0,0,0,0,0,0.0014548,0,0,0,0,0.0010879,0.0031055,0.0012042,0,0.014882,0.0015516,0,0,0,0,0.0012753,0.0021088,0.0022892,0,0,0,0,0,0.001483,0,0.0024083,0,0,0.0011116,0.0038915,0.0038904,0,0,0.0018436,0.18079,0.0015664,0,0.0035968,0,0,0.0037274,0,0.0011389,0,0,0,0.005002,0,0,0.0063699,0.0011148,0,0,0,0.0068166,0,0,0,0,0,0,0.0075236,0.0027811,0,0,0,0.0027588,0.010442,0.0014829,0
0,0,0.0076947,0,0.0089262,0.0021629,0.0031035,0,0.0021786,0.0023649,0,0.0071811,0.011926,0.0022871,0.24089,0.0067064,0,0.015308,0.0014735,0.0048878,0.0042678,0.0072844,0.0052851,0.0025485,0,0.009199,0,0.0059927,0,0,0.0083801,0,0,0,0,0,0.0039726,0.0029628,0.019096,0.0066962,0.00333,0,0.018097,0.007047,0.005941,0.011772,0.002738,0,0.0064421,0.246,0,0,0.0060845,0.012366,0.011102,0.0064795,0.010688,0.2362,0.24864,0.0053254,0.0077539,0.0012607,0.0044836,0.0026648,0.24433,0.0035383,0.0037715,0.22289,0,0.01389,0.23827,0.0017111,0.0041259,0,0.0036272,0,0.015739,0.0084829
0.0093879,0.25565,0.24811,0.26626,0.25764,0.26107,0.019142,0.25139,0.25514,0.26546,0.26631,0.26226,0.024217,0.25369,0.013251,0.013366,0.2547,0.27949,0.25367,0.26536,0.25433,0.25341,0.26217,0.25745,0.26643,0.24473,0.26681,0.25912,0.26728,0.26041,0.26457,0.25615,0.26358,0.2771,0.25354,0.26036,0.25181,0.26036,0.25911,0.26245,0.26134,0.26392,0.087728,0.014605,0.016433,0.27923,0.27187,0.27097,0.25894,0.023521,0.25674,0.3049,0.2647,0.0241,0.26064,0.2673,0.025087,0.024092,0.015169,0.27009,0.26457,0.26805,0.25816,0.011127,0.030868,0.26862,0.29903,0.046797,0.26622,0.29585,0.026177,0.26471,0.26565,0.27663,0.27507,0.25754,0.26047,0.26542
0.24721,0.25469,0.005659,0.011664,0.0022864,0.0061884,0.25194,0.25281,0.25449,0.014235,0.0056116,0.0039217,0.0084267,0.0064852,0.2522,0.25437,0.0089564,0.022592,0.25611,0.012797,0.011598,0.24763,0.0083208,0.015857,0.010741,0.23894,0.0083853,0.009415,0.015051,0.25578,0.018478,0.24643,0.017754,0.25806,0.23665,0.25819,0.018624,0.24728,0.25326,0.020433,0.25056,0.25296,0.018731,0.010007,0.010389,0.2576,0.03488,0.25632,0.016797,0.25202,0.012335,0.25656,0.021335,0.013502,0.25521,0.011116,0.011286,0.25731,0.26844,0.021975,0.010171,0.019473,0.031426,0.0055115,0.0235,0.25451,0.0051741,0.25284,0.014348,0.11385,0.2632,0.018828,0.011657,0.25421,0.27119,0.25637,0.23522,0.2362
0.0047266,0.0016732,0.0044659,0.0054756,0.0084948,0.0031553,0.01103,0.014602,0.0062369,0.0040602,0.0032346,0.25453,0.0089406,0,0,0.00757,0.0078419,0.25005,0.0012691,0.25882,0.0067088,0.0082911,0.0083033,0.0099725,0.0084434,0.009903,0.0061604,0.25329,0.016004,0.0054765,0.0048275,0.0081193,0.0037536,0.011751,0.012664,0.0092688,0.010021,0.013772,0.0011807,0,0.0060321,0.011685,0.0037047,0.0024631,0.0070788,0.006532,0.0051008,0.013457,0.0086325,0,0.008317,0.041622,0.0028221,0.0024988,0.019174,0.011524,0.0045082,0.013706,0.0063622,0.012901,0.0075458,0.018775,0.23934,0.26449,0.010402,0,0.2537,0.008542,0.012018,0.14035,0.010437,0.0098931,0.0093378,0.024416,0.010715,0.013126,0.01284,0.022086
0.0052687,0.0034227,0.24478,0.24976,0.25162,0.25317,0.0019297,0,0.0024936,0.25526,0.25443,0.011328,0.2512,0.25081,0.0029221,0,0.23797,0.081997,0.0019685,0.0037327,0.24729,0.0080946,0.24249,0.23866,0.25334,0.007116,0.0077313,0.0078573,0.011705,0,0.25526,0,0.24315,0.0092754,0.007635,0.0058848,0.24362,0.010319,0.029691,0.25828,0.015675,0.004332,0.24948,0.26362,0.26011,0.030208,0.23884,0.010379,0.24134,0.012933,0.24,0.02105,0.24216,0.25633,0.0060203,0.01839,0.26064,0.0030904,0.0026536,0.015067,0.25869,0.23508,0.015875,0.0013211,0.018044,0.022803,0.031771,0.010331,0.24205,0.074615,0.0038403,0.23937,0.25159,0.011504,0.0042991,0.009954,0.026345,0.021015
0,0.0016852,0.0018663,0.0021073,0.0041113,0.0053803,0,0,0,0,0.0046531,0.0048057,0,0,0.0033203,0.0038995,0,0.021178,0.001753,0.0023385,0.0033807,0.0013363,0.011613,0.0023459,0,0.0014533,0.012202,0,0.0046562,0.0047763,0,0.0036941,0.0024131,0.0012465,0.0046605,0.0049997,0,0.0044033,0.0057509,0.0042681,0,0,0.030213,0.0010742,0,0.0064366,0.0088729,0,0.0020597,0.0041169,0,0,0.0052204,0.0036734,0.0078321,0.23937,0,0,0.0010237,0.0078151,0.0033901,0.0050047,0,0.0021643,0.0057049,0.0038873,0.027774,0.012206,0,0.050016,0,0.0060653,0.0024946,0,0.0015489,0.0037556,0.0096955,0.0056869
