0,0.092253,0.0050044,0.00067086,0.0056825,0,0,0.00095365,0.00053111,0.0018588,0,0,0.00045363,0,0,0.00093145,0.00041455,0,0,0.0033978,0.0082893,0,0
0,0,0.016749,0,0.0030289,0.0017317,0.00058336,0.001823,0.10064,0.00042213,0,0,0.00062469,0,0,0.081829,0.0013628,0,0.0029105,0.0054699,0.0057174,0.005629,0
0.0001332,0.00052308,0.0064334,0,0.0011748,0.00018963,0,0.00046023,0,0.00043329,0,0,0.00052338,0,0.00092028,0.0021694,0.00010047,0.0025956,0,0.0008784,0.0018348,0,0.00064725
0.0019876,0.00070425,0.00724,0,0.0051515,0.006324,0,0.0014153,0.00026222,0.0031362,0.00093134,0,0,0.0032095,0.0014353,0.0022569,0,0.00093255,0.00084,0.0072547,0.0063421,0,0
0,0.00079795,0.0014396,0,0.00073828,0.00027638,0,0.001659,0.0013225,0.001182,0.0033116,0,0.0013467,0.0013595,0,0.0029657,0,0.0025749,0.0057238,0.00063671,0.0025062,0,0
0.0009805,0.0019805,0.022138,0.00080398,0.0014026,0,0.00083634,0.10261,0.00035844,0,0,0,0.018455,0,0,0.00014924,0,0,0,0.00063002,0.012569,0,0
0.00078864,0.00051372,0.0058784,0,0.00043625,0,0,0,0.0011348,0.10487,0.0022786,0,0.0014453,0.0021983,0.00036071,0.0010221,0,0.0018269,0.0070776,0.00017652,0.00024003,0,0
0,0,0.0065512,0.0014017,0.00094895,0.00026576,0,0.0008734,0.00053704,0.0016938,0.00066807,0,0,0.0010671,0,0,0,0.0016043,0,0.0037583,0.011512,0.00022398,0.00058682
0.0004111,0,0.0083596,0.00050027,0.002466,0,0.00033695,0.0023948,0,0,0.00012769,0.00038705,0,0,0,0,0,0.00010549,0,0,0.0011869,0,0
0.00032051,0.00078446,0.0027798,0.08966,0.0022206,0.00074396,0,0.0011962,0.0011115,0,0.00020895,0,0.00048706,0,0.0004876,0.0023114,0,0.0015406,0,0.002456,0.0060756,0.00051185,0.00046999
0,0,0.0020136,0,0.0001903,0.00071575,0,0.00045846,0,0,0,0,0.00075626,0.083137,0,0.065679,0.00044171,0.11191,0,0,0,0.0094129,0.00081207
0,0.00011388,0.0080854,0.00075046,0.0018008,0.0021687,0,0.0002483,0.00033189,0,0,0,0.00053995,0,0,0,0,0.00025109,0,0.00089402,0.00052376,0.00053098,0.00020658
