"","15"
"2",0.681021107660545
"3",0.588877846988047
"4",0.14412885434877
"5",0.14412885434877
"6",0.113253816263922
"7",0.286255131621433
"8",0.179271998099323
"9",0.167968595900352
"10",0.168069890231221
"11",0.168165377093568
"12",0.168482126923939
"13",0.117776714932553
"14",0.205898538939489
"15",0.0979791745048144
