0.0061663,0,0.0018217,0.0053941,0,0.0039593,0.0042587,0.0021521,0.0036244,0.0060468,0,0.0022001,0.0028763,0,0.0049235,0.0037661,0.0013966,0.0087453,0,0.0017473,0.0042681,0,0.010555,0,0,0,0.0044638,0.0042635,0,0,0,0,0.0010534
0.0059955,0,0.0089662,0.0088349,0,0.0021446,0.0058278,0.0017584,0,0,0.0020725,0.0024721,0.0077904,0.0071835,0,0,0.00012097,0.0040226,0.0024475,0,0,0.003293,0,0,0.0025561,0,0,0.0060356,0,0.0018116,0,0,0.0018031
0.002753,0.012527,0,0.0099496,0,0,0,0,0,0.010961,0,0,0.0028007,0.0042756,0,0.0087741,0,0.046361,0,0,0.004267,0,0.011526,0.0033068,0,0.001329,0,0,0.0032179,0.011067,0,0.0061322,0
0.01351,0,0.0013606,0.02506,0.001494,0.0033332,0,0,0.002731,0.0078908,0,0,0.010849,0,0.0073304,0.0068551,0.0022562,0.0042912,0.0027739,0.0023304,0,0.0049726,0,0.00074688,0.0032815,0,0.0018728,0,0.0056322,0,0.0067052,0.00086661,0
0,0.0026799,0,0,0,0.0050433,0.0032204,0.0015738,0.0024434,0,0,0,0.0037617,0,0,0,0,0.056762,0.0011402,0,0.0050121,0,0.00010476,0.00096969,0,0,0.0029093,0.022736,0.0065863,0.0020184,0.0032072,0.010441,0.00267
0.0037239,0,0.00105,0.00020814,0,0.00053397,0,0,0.0063363,0.00070267,0,0,0,0.0012578,0,0.003291,0,0.004988,0,0,0.0016653,0.0051299,0.0096954,0.00054492,0.0025049,0.0059765,0.0019663,0.0004678,0.003851,0,0.0048775,0,0
0,0,0,0.0014315,0.00084893,0,0.00072843,0.0018281,0,0,0.00029908,0,0,8.0709e-05,0.001823,0,0,0,0.00085679,0.003465,0,0,0,0.00099477,0.017547,0,0.0025609,0,0.0011012,0,0,0,0.0024961
0,0,0.0075211,0.101,0,0.0077379,0,0,0,0.0014023,0,0.0036547,0,0.0035417,0,0.00070266,0,0,0.0065974,0.0021585,0,0.0013039,0,0.0011789,0.0036897,0.010349,0.0031941,0,0.0015944,0,0,0,0.0080818
0.0012058,0,0.001938,0,0,0.0054674,0.0039779,0.0036629,0,0.0023482,0.00090183,0.00052896,0.0013266,0.0002357,0.00053208,0,0,0.00093116,0.00084351,0.00022228,0,0.00011673,0.0026896,0.0069493,0.0044201,0,0,0,0,0.95823,0,0.0026587,0.0067231
0.0022856,0.0001138,0,0.0052145,0.0010162,0,0,0.00092096,0,0.0078154,0.00081048,0.0013756,0,0,0,0,0,0.0099466,0.0011441,0.0014584,0.011202,0,0.011273,0.0011945,0.0013262,0.0016928,0.0013674,0,0.0047848,0,0,0.0072537,0.002232
0.018508,0.00036676,0,0.012185,0,0.0049648,0.064098,0.002694,0,0.0085535,0,0.00095509,0.0040116,0.013952,0.0089127,0,0,0.013125,0,0,0,0.0084894,0.011803,0.007432,0.0035709,0,0,0,0,0.03166,0.023354,0.018111,0.016127
0,0.0020207,0,0,0.0013367,0.0084326,0.0039595,0.0012658,0.0062954,0,0.0042019,0.00021504,0,0.00046559,0.0023072,0.002107,0,0.046562,0,0,0.017722,0,0.0026081,0,0,0.0025092,0,0.011948,0.0054582,0.0090909,0.0030976,0.003938,0.0015602
0,0,0,0.088865,0,0.00020014,0,0.0057764,0.00038204,0,0,0.003022,0,0.011146,0,0,0,0.0043825,0.0056594,0,0,0.010825,0,0,0.0032109,0,0,0,0.0061263,0,0.012872,0.0074759,0.0054561
0.0008652,0.020707,0,0.02121,0.0058916,0.010671,0,0,0.0064109,0,0,0,0,0,0,0.01255,0.012591,0.024565,0.0042626,0,0.002772,0.015301,0,0,0,0,0.014685,0.021278,0.0043563,0.087031,0,0.0014042,0
0.0077149,0,0.00060994,0.016428,0,0.00076266,0,0.001418,0.0011716,0,0,0.0019486,0.0017985,0.0045041,0,0,0,0.0040803,0,0.0019095,0.0017564,0.0060014,0.01845,0,0.0029806,0.010431,0.001993,0,0.0082712,0.0050518,0.0048576,0,0
0.0017204,0.019612,0,0,0,0.003357,0,0,0,0,0,0.0037147,0.0023819,0.016441,0,0.0030368,0.0020959,0,0.0054574,0.006195,0,0,0.010303,0.0061467,0.0056016,0,0,0.069745,0,0,0,0,0
0,0.011236,0.0010553,2.8325e-05,0.00088664,0,0,0,0.0043691,0,0.004433,0.00066264,0,0.0054464,0,0,0.00038749,0.0050757,0.00025968,0,0.0014409,0.0013563,0,0,0,0.015671,0.0050631,0.054439,0.00065435,0.012813,0.036705,0,0.0048039
0,0.0015677,0.00082873,0,0,0,0,0,0.0065122,0,0.0037976,0,0,0,0,0,0,0.047435,0,0,0.0010106,0,0,0,0,0.0069747,0.011276,0.016955,0.0024633,0.0092767,0.002731,0.0044309,0
0,0,0.011268,0.1006,0.0061169,0.00094954,0.0062956,0,0,0.0096511,0.0029662,0.0037483,0,0,0,0,0,0,0.0077047,0.0022786,0,0,0,0.0018128,0.0032203,0.0091757,0,0.0016893,0.0013134,0,0,0,0.0054179
0,0.0021992,0.013953,0.0074912,0,0,0,0,0,0,0,0,0,0,0.0056412,0.0035643,0.0096927,0,0,0,0,0.0043369,0,0.0016343,0.0040091,0,0.0024126,0.018502,0.0027797,0,0,0,0.001022
0,0,0.002684,0.096468,0.0065026,0.0027379,0,0,0.0014201,0,0.0034923,0,0,0,0,0,0,0,0,0.002575,0.0085085,0,0.0039676,0.0023016,0.0029007,0,0.0018261,0.012961,0.0082505,0,0,0,0.0048839
0,0,0.013389,0.00015576,0,0.01156,0,0.0031897,0.00050043,0.0079128,0.0041604,0,0.0032093,0.00047198,0.01151,0.024364,0.009162,0.021869,0,0,0,0,0.0013014,0,0.0052973,0,0,0,0,0,0.0034362,0.009707,0
0.0022592,0.0042676,0,0.0068793,0.0027268,0,0,0,0,0,0,0,0,0,0,0.0043501,0,0.0089675,0.0033441,0.0035729,0,0,0,0.0026023,0.0040119,0,0.0021632,0.021453,0.0014202,0,0.006353,0,0.0075954
0,0.013549,0.0024444,0.0052476,0.0022423,0,0,0.0030821,0,0.014564,0.0013183,0,0.005536,0,0,0,0,0,0.0027056,0.0021743,0,0,0.005594,0.0023038,0,0.0006659,0.0015755,0.028192,0.0061819,0.0090666,0,0,0.0032175
0.015146,0.032691,0,0.075896,0.0049746,0,0,0,0,0,0,0.00027766,0.0027196,0,0,0.0044762,0,0,0.0050739,0,0.0023085,0,0.011234,0,0,0,0.002832,0.1199,0.010717,0.035276,0,0,0
0.0051318,0.030644,0.005392,0,0.0022638,0,0.00099495,0,0,0.00012752,0,0,0,0.0072127,0,0,0.017366,0.059899,0,0.0072227,0,0,0.00098955,0.0065237,0.010791,0,0,0.046541,0.0030079,0,0.011374,0,0
0.0024585,0.0026159,0,0.0051584,0.001078,0.003317,0,0.0017453,0,0,0,0.00073779,0.0037404,0,0,0,0,0,0.0011817,0,0,0,0,0,0.0019554,0,0.0006359,0.014767,0.0012216,0,0.0070578,0,0.010869
0.0033204,0.0053907,0,0,0.0025184,0.0069609,0,0,0.01047,0.00026482,0.00058687,0,0,0,0.0062174,0,0,0.059444,0,0,0,0.0073978,0,0,0.00090499,0,0.016416,0.0049619,0,0.0023082,0.003761,0,0
0.0011566,0,0,0.031071,0,0.0048415,0.00020226,0.0023931,0.00080317,0,0,0,0,0.0014864,0,0,0.0047638,0.046448,0.0015008,0.0023562,0,0.0074872,0,0,0,0.0060384,0.011724,0,0.0041481,0.021831,0,0,0.0012766
0,0.0076108,0,0.00042415,0.0051141,0.0065293,0.0059187,0,0.0023252,0,0.0063774,0,0,0,0,0.0084424,0,0.10345,0.0048504,0,0.010437,0,0,0,0,0,0.0040173,0.0030627,0.0074741,0,0.0018693,0.0017244,0
0.0034351,0,0.00022384,0.098617,0.0054667,0.00026202,0,0,0.002618,0,0.0039665,0,0,0.0034677,0,0.0014338,0,0,0,0.003326,0,0.0017228,0,0.0018923,0.0048615,0,0.0029003,0.0047404,0.0033872,0,0,0,0.013261
0,0.013826,0.0027588,0.0022016,0.001895,0,0.0069788,0,0.0031845,0.0075303,0.0018591,0.0015429,0,0.0072279,0.010197,0.0059422,0,0.0015844,0.0018076,0.00055137,0,0,0,0.00088523,0.0018712,0,0.0021933,0.0042046,0.0015573,0,0,0,0.0044683
0,0,0.0014793,0.089557,0.0051358,0,0,0,0,0,0.0037141,0,0,0.0094912,0,0.0024561,0,0.0049037,0.0056924,0.0032585,0.0099775,0,0.00073472,0,0.0041297,0,0.0032623,0,0.0013797,0,0,0.022287,0.010266
0.0046825,0.0039147,0.0038743,0.066941,0,0,0.0057681,0.0059026,0,0,0.0011039,0.0013492,0.00051157,0.0069876,0,0,0,0,0,1.6692e-05,0.00039319,0,0,0.003622,0.0054321,0.0068262,0,0.012088,0,0.0050198,0,0.0032107,0.0039331
0,0,0,0.093794,0,0.00431,0,0,0.00044023,0,0.0023791,0,0,0,0,0.0029522,0,0,0,0,0.005206,0,0.0017289,0.0018114,0.00066347,0,0.00099645,0,0.0010716,0,0,0,0.010091
0.0033169,0,0.010563,0.034587,0,0.0037229,0,0,0.014775,0,0,0,0,0,0.0038816,0,0.01784,0.05843,0,0,0,0.0069243,0,0,0,0,0.0023417,0,0.0075241,0.0067709,0.0002552,0,0.0033315
0,0.0028176,0.011104,0.0096906,0.0020095,0,0,0.0020648,0,0.023206,0.0011638,0.0022112,0,0.01656,0,0,0,0.0063537,0.0024447,0.0024749,0,0,0.0082145,0.0011583,0.0021677,0.014991,0.0017124,0,0.0031258,0.0097569,0,0,0.0014125
0.0043143,0.0086507,0,0.0015614,0.003326,0,0,0.0025943,0,0,0.0016375,0.0023441,0,0,0.0091165,0.0063629,0,0.010564,0.0033721,0.0044595,0,0,0.0012379,0,0,0,0.0035682,0.014466,0,0,0.014754,0,0.014494
0.0067693,0,0.018369,0.016302,0,0.0025544,0.0044155,0,0,0,0.0028212,0,0,0.005762,0,0,0,0.0098921,0.0019623,0.0028005,0,0,0.03075,0,0.0038462,0,0.0034093,0,0,0,0,0.00043567,0.0071919
0,0.0058824,0.00031166,0.091793,0.0073458,0,0,0.0017531,0,0.0010769,0,0.0047323,0.0062831,0,0,0,0.0027688,0,0.00088251,0.0038931,0,0,0.024069,0.0048726,0,0,0,0.012442,0,0,0,0.005184,0
0.0097073,0.016451,0.002151,0.072485,0.0026007,0,0.0014167,0.008294,0,0,0.0012392,0.00063279,0.012211,0.00074919,0,0,0.001073,0,0.0088464,0,0,0.010293,0,0.0023411,0,0,0,0.02732,0,0,0,0.0053413,0.0013469
0,0,0.0001376,0.063093,0.00301,0,0,0.0038019,1.7015e-05,0,0.0014176,0.0019359,0.0045971,0,0,0,0,0,0.0041731,0.0011445,0,0,0.010749,0.0015243,0,0,0,0,0.00242,0,0.0020012,0,0.011067
