0.0084933,0.0054496,0,0.0023325,0.0064197,0,0.0051268,0.0057702,0.0036864,0.0028493,0.00013989,0,0.007125
0.0083372,0.0061993,0,0.0092411,0.0031687,0,0.0062259,0.0013351,0,0.0021644,0.0053155,0.003125,0.0029721
0.012971,0.0014794,0.011828,0,0.028519,0.0020753,0,0.049849,0,0.0015896,0.0090192,0.012065,0.021811
0.02289,0.013047,0,0.00098524,0,0,0,0.00064103,0.0024978,0,0,0,0
0,0,0,0,0.0046514,0,0.0039623,0.062694,0.00095482,0.0016379,0,0.0032081,0.024164
0.0036528,0.004796,0,0.0019581,0.0064124,0,0,0.0046836,0.0072461,0,0.0020576,0.0013366,0.00012457
0,0,0,0,0,0.0079907,0,0.49449,0,0.0047591,0,0.0090599,0
0.085457,0,0,0.0076262,0.00028298,0,0,0,0,0,0,0.017457,0
0.027788,0,0,0,0,0,0.0072429,0.15527,0,0.018294,0,0,0.0067097
0.0047654,0.0019027,0.0011688,0,0,0.00086096,0,0.0048744,0,0.0012227,0.0018163,0.0016609,0.0045449
0.019935,0.017116,0.0011784,0,0.011338,0,0.066194,0.011294,0,0.0039412,0.019395,0,0.0018827
0,0,0,0,0,0,0.0043948,0.048096,0.0046058,0.0025782,0,0,0.029322
0.072643,0,0,0,0.0024957,0,0,0,0,0.010019,0.0069785,0.014083,0
0.029665,0.0016486,0.0038158,0,0,0,0,0.070506,0.0057431,0,0,0.0065895,0.012921
0.017973,0.0079907,0,0.00065221,0.010861,0,0,0.0015762,0.0010977,0.0035251,0.0027682,0.0055908,0.0021408
0.014473,0.0028556,0,0,0.0041127,0,0,0.001946,0,0,0.015854,0,0.003539
0.0089783,0.002038,0,0.00059963,0.0013561,0.0037516,0,0.026847,0.0037058,0,0.003809,0,0.017001
0,0,0,0.00011193,0.014776,0.0044921,0,0.045509,0.0051104,0,0,0.00049101,0.026876
0.085785,0,0,0.011535,0,0.00074226,0.0096024,0,0,0.0035556,0,0.018116,0
0.010832,0,0,0.014633,0.011081,0.0016866,0,0.0081231,0,0,0,0,0
0.089627,0,0,0.0021582,0,0,0,0,0.00043168,0.0041479,0,0.017746,0
0.0071037,0,0,0.014266,0.0054789,0,0,0.014488,0.0012464,0.0035321,0.0070216,0,0.0060301
0.0099349,0.0032218,0,0,0,0.0011764,0,0.0049789,0,0,0,0.0026816,0
0.011877,0,0.0027122,0.0026035,0,0.0016073,0,0.0088569,0,0.0021877,0.0035304,0.0055817,0
0.093173,0.016198,0,0,0,0.0039824,0,0.031177,0,0,0,0.015513,0.023531
0.0063601,0.0091274,0.012877,0.007007,0.0023454,0.0047542,0.00078979,0.059547,0,0,0.0076509,0.0047218,0.014526
0.0063187,0.0033259,0,0,0,0,0,0.00058463,0,0.0007229,0,0.0015064,0.00084139
0.00038813,0.0034614,0.0033443,0,0,0,0,0.05941,0.0091801,0,0,0,0.013295
0.026512,0.0010385,0,0,0.0077277,0,0.00038323,0.039131,0.00032544,0.0054917,0,0.0037546,0.017163
0,0,0.0059734,0,0,0,0.0058543,0.085038,0,0,0,0.0046434,0.048437
0.087368,0.0018771,0,0,0,0.0014867,0,0,0.0021386,0,0,0.017171,0
0.0055641,0,0.011235,0.0026441,0,0.00137,0.0066978,0,0.0030446,0,0.0099299,0,0.0016266
0.074954,0,0,0.00061815,0,0.0050755,0.0011665,0,0,0,0.0067158,0.014408,0
0.060762,0.0042287,0,0.004214,0.0017576,0.0023095,0.0075001,0,0,0.0089001,0.0049268,0.011329,0
0.080674,0,0,0,0.000955,0,0,0,0,0.0034484,0,0.015256,0
