0,0.092089,0.0057163,0.00064691,0.0050383,0,0,0.00040445,0,0.00079074,0,0.00052527,0,0,0.000134,0,0,0,0.001516,0.000333,0.00057021
0,0.001495,0.017895,0,0.0019093,0.0033163,0.0029197,0,0,0.0019496,0,0.00046565,0.00050434,0,0.000677,0.0019355,0,0,0.0033027,0,0.0017306
0,0.00055027,0.0064807,0,0.0005835,0.00028686,0.00019983,0.0019893,0,0.00041038,0,0.00068342,0,0,0.0012132,0.0025266,0,0,0.0025368,0.0014951,0
0.0018545,0.00064294,0.0073849,0,0.0043345,0.0030806,0.006411,0.00044556,0,0.0010016,0,0,0.0013826,0,0.0015806,0.00077146,0,0,0.0017628,0.0023444,0
0,0.00090132,0.0015147,0,0.00057975,0.0019308,0.0004096,0.00045502,0,0.0017946,0,0,0,0,0,0.0027216,0,0,0.0034464,0.00027786,0.0024902
0.00045718,0.0016744,0.019543,0,0,0,0,0,0,0.10417,0.00057124,0.00061297,0,0,0,0,0,0,0,0.0024108,0.0009936
0.00081235,0.00057836,0.0063483,0,0,0.0017102,0,0.0011009,0,0,0,0,0,0,0.0007988,0.0020345,0,0.0001708,0.0020021,0,0.0012779
0,0,0.0066759,0.0014111,0.00025785,0.00054726,0.00032383,0,0,0.00079383,0,0,0.00028065,0,0.00013498,0.0015187,0,0,0.00026045,0.0012462,0
0.00039474,0,0.0082089,0.00049295,0.0015437,0,0,0,0,0.0022035,0.00035034,0,0.00058098,0.00038501,0.0004865,0,0,0,0,0.0019305,0.00166
0.00025408,0.00081922,0.0031803,0.089661,0.0018957,0.00023912,0.0010129,0.00010433,0,0.0012006,0.00043454,0,0,0,0.00078027,0.0014643,0,0,0,0,0
0,0,0.0019907,0,0,0.094787,0.0006851,0.0010555,0.00044386,0.00027579,0.00040446,0.0011017,0,0,0.00090332,0.11148,0.00046731,0,0.0017029,0.0001263,0
0.00050065,0,0.014206,0.0016052,0.0014608,0.0019178,0.0019132,0.0018026,0,0.0030859,0.00083853,0,0.0046314,0,0.00030109,0.00244,0,0,0,0,0
0,0.00029384,0.00085511,0,0.0023709,0.0016954,0.00087107,0,0,0.00042229,0.00099116,0,0.00042358,0,0.00080071,0,0,0,0.0083992,0.00045357,0
0.0010727,0.0013953,0.010256,0.00070016,0.00062433,0.0050121,0,0.00095615,0.00040407,0.0011743,0,0,0.00040365,0,0.00041025,0.0041102,0,0,0.0058533,0.00033584,0.0018506
0.00017915,0.0938,0.021423,0.00073986,0.090701,0.00044701,0,0.00099412,0,0,0,0,0,0,0,0.0013863,0,0,0.12775,0.0017123,0.0017577
0.001547,0,0.0076369,0,0.00067709,0.00033965,0.00028977,0,0,0.00029943,0,0.00035928,0,0,0.00015022,0,0,0,0.00069274,0,0
0,0.00035769,0.0065954,0.00047046,0,0,0,0.00059805,0,0.00014853,0,0.00017028,0,0,0,0,0,0,0,0,0.00016213
0,0.0008131,0.0065204,0.00030474,0,0,0,0.00018148,0,0.00013457,0,0.00031353,0,0,0,0,0,0.00010247,0.00027858,0.00087043,0.00070835
0.00023734,0.0018689,0.016139,0,0.00010219,0.00022536,0,0.0012533,0,0.00060445,0,0,0.00019423,0,0,0.00082561,0,0,0.0018114,0.12402,0
0,0.00088031,0.012377,0.00041998,0.0024382,0.0023415,0.0016659,0.00013284,0,0.00097675,0,0,0.0022083,0,0.0017242,0,0,0,0.0060243,0,0.0014192
0.00017552,0.00019485,0.0024882,0.0011001,0.0015605,0.00050703,0.0038086,0,0,0.00034754,0,0.00010126,0.0017344,0,0.00010269,0.00027598,0,0,0.001369,0.0015261,0.0058706
0,0.0012536,0,0.00020508,0.00028399,0.00028714,0.00014677,0,0,0.0019224,0,0.00010881,0,0,0.10756,0,0,0,0,0.0012332,0
0.0010455,0.0011835,0.010943,0.0006722,0,0,0,0,0,0.00075997,0.00097551,0.00079492,0.00010979,0,0,0,0,0,0.00030693,0,0
0.00064612,0.00025692,0.002353,0,0.0018547,0.00075548,0.097106,0.00048055,0,0.00029726,0,0,0,0,0.0012127,0.00016416,0.00010675,0,0,0.0017029,0.0031511
0.0017326,0.0003348,0.0023874,0,0.00048007,0.003025,0.00025805,0,0,0.00018832,0,0,0,0,0,0.00014754,0,0,0.0022201,0.00080679,0
0,0.00026533,0.0045512,0,0.0015954,0.0011843,0.0018802,0,0,0.0034936,0,0,0.0012793,0,0.0016034,0.00083412,0,0,0.010106,0,0
0.0012982,0.0017684,0.070986,0.097392,0.0013943,0.0008702,0.0018658,0,0,0.00081592,0.00053918,0,0.0015141,0,0.0053211,0.0022649,0,0.00063002,0,0,0.00065831
0,0,0.00011972,0.0019163,0.0002739,0.00096677,0.00069318,0.00010942,0.00050793,0,0,0,0.00050559,0,0,0.11014,0,0,0.00088649,0,0
0,0.095779,0.028001,0.0013399,0.0052702,0.10194,0.0052808,0,0,0,0.0012965,0.00032858,0.0050769,0,0.0023501,0.0014888,0,0,0.0076052,0,0.00037971
0,0.094862,0.026771,0.00029256,0,0,0.0013763,0.0023185,0,0.0012578,0,0,0.11309,0,0.0046434,0.0020654,0,0,0.0053689,0,0
0,0,0.0058798,0,0.0004391,0.0040469,0.000582,0.00062096,0,0,0,0.00042767,0.0027842,0,0,0.00086355,0,0,0.0027923,0,0.00048855
0.00048797,0,0.022621,0.00058913,0,0,0.099183,0,0,0.00010739,0.00064274,0,0,0,0.0012047,0,0.0007783,0,0,0.0013906,0
0,0.0021596,0.014122,0.00088038,0.0011998,0.00053117,0.001917,0.0045231,0,0.0014174,0.00033812,0,0.0027871,0,0.00017914,0.0014734,0,0,0.0019492,0,0.0019363
0.00046831,0.00035201,0.0039319,0.0009813,0.00078034,0.00060663,0,0,0.00032664,0.0015042,0,0,0.0011673,0,0,0.001446,0,0,0.0020276,0.00062981,0.0023442
0,0.0010121,0,0,0.00014237,0,0.00053171,0.0012719,0.00071449,0,0.0031643,0,0.0011098,0.000725,0.00010274,0,0,0.00064535,0,0.00023598,0
0,0,0.007462,0.00063271,0,0,0,0.00117,0,0,0.00028959,0,0.00021883,0,0.00024989,0.00051959,0,0.00061544,0.0074409,0,0
0,0,0.00522,0.090392,0.089737,0,0,0.00063865,0,0,0,0,0.00086857,0,0.00016962,0.0026385,0,0,0.0020432,0.00023523,0.00060525
0.0023286,0.005545,0.025532,0.00026307,0.0023592,0.0044603,0.00040606,0.0080346,0,0.0029129,0.0010341,0,0.0039343,0,0.00065494,0.0040301,0,0.0030379,0,0,0.0031282
0,0.00047471,0.013965,0,0.091315,0.095768,0,0,0.00042626,0,0,0.00089024,0,0.00027816,0,0,0,0,0.00061773,0,0
0.0010864,0,0.0023782,0.00023124,0.0017807,0,0.00074417,0.0004323,0.0007285,0.0012704,0.0011961,0.00014669,0.00057341,0,0,0,0,0,0.11421,0.0021758,0.0026634
0.087301,0.00075256,0.0094419,0,0.0015949,0.0031062,0,0.0014805,0,0.0015975,0,0.00062186,0,0,0.010497,0,0,0,0.0067125,0,0.00065208
0.085157,0,0.0080206,0.00014997,0.001936,0.00035745,0,0.0016983,0,0,0,0.00036265,0,0,0.0065521,0.0027486,0,0,0.0025213,0.00054757,0
0.0003598,0.00032794,0.0024791,0,0.0042087,0,0.00025055,0,0,0.0011449,0,0,0.00033914,0,0,0,0,0,0.0016377,0.0012256,0.00071008
0.00053862,0,0.0058694,0,0,0,0,0,0.00018813,0,0.0002356,0.00041074,0,0.00040897,0,0,0,0,0,0.00020444,0
0.0026936,0,0.007644,0,0.0058424,0.002827,0,0,0,0.00041582,0,0,0.00012822,0,0,0,0,0,0.0059404,0.0027059,0
