0,0,0,0.0064822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016193,0,0,0,0,0.0018306,0,0,0.0010114,0,0.0016534
0.35587,0.33889,0.35703,0.44058,0.38121,0.35719,0.35655,0.35763,0.35649,0.35773,0.35949,0.35748,0.35838,0.35752,0.35841,0.35839,0.34111,0.38393,0.38337,0.35831,0.35698,0.35947,0.38868,0.37465,0.35902,0.35933,0.38354,0.3584,0.38962,0.36931,0.36139,0.3631,0.36549,0.38519,0.39164,0.34148,0.39911,0.38073,0.36562,0.4335
0.0011971,0.31437,0.35188,0.13642,0.0019041,0.0011332,0.35277,0.0019748,0,0.0019527,0.0023955,0.0015012,0.0016217,0.0019302,0.0015273,0.0019556,0.32692,0.0031253,0.0024343,0.0030775,0,0.0027538,0.0059485,0.018358,0.34897,0.34844,0.0035526,0.3481,0.0075698,0.0086711,0.0064455,0.10104,0.0051832,0.0045645,0.024509,0.3259,0.014804,0.016235,0.003818,0.047266
0.35296,0.33617,0.0032935,0.21109,0.002891,0.35146,0.0021404,0.35379,0.35394,0.35289,0.35216,0.35369,0.35487,0.35342,0.35449,0.35467,0.33439,0.0076734,0.0066747,0.35215,0.35353,0.35514,0.01081,0.35958,0.0048881,0.0073422,0.0057655,0.0057138,0.0087185,0.35375,0.35187,0.35007,0.35249,0.019205,0.34876,0.33484,0.31766,0.3554,0.35166,0.29875
0,0.0010468,0,0.010957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015218,0,0,0.0012413,0,0.0019239,0,0,0,0,0,0,0.0015743,0.0012333,0.0012951,0.0016716,0.0028032,0,0.0088002,0.0024846,0.0025177,0.0097102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017509,0,0,0
0.0020305,0.0018895,0.0031662,0.01749,0.0035722,0.35194,0.0020487,0.0026381,0.35401,0.0023633,0.35542,0.0030829,0.00258,0.0020583,0.003009,0.0052047,0.0050108,0.0043046,0.379,0.35414,0.3529,0.35446,0.38303,0.0073939,0.0039326,0.0037327,0.37586,0.0023554,0.3863,0.0069271,0.0027311,0.0056567,0.0045472,0.37836,0.0093278,0.33556,0.021234,0.007771,0.007893,0.018464
0.35392,0.33825,0.35403,0.43738,0.37847,0.0056377,0.35468,0.35568,0.003169,0.35546,0.0058514,0.35478,0.35614,0.35577,0.35583,0.35479,0.33798,0.38111,0.0071227,0.0065283,0.0051884,0.0076647,0.0080977,0.36946,0.35674,0.35668,0.009734,0.35701,0.010859,0.36626,0.36038,0.36145,0.36171,0.011361,0.38605,0.0088499,0.38741,0.37796,0.35796,0.42067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012632,0,0
0.0024094,0.002215,0.35265,0.041495,0.0032711,0.35437,0.0030165,0.0035146,0.35457,0.0031931,0.355,0.35365,0.35095,0.0024346,0.3514,0.35279,0.33288,0.37369,0.38053,0.35397,0.35324,0.35499,0.38238,0.012468,0.0056218,0.0046486,0.37864,0.0033765,0.38876,0.012195,0.0063931,0.010374,0.008015,0.37941,0.014286,0.33667,0.035699,0.015414,0.34676,0.045119
0.35326,0.33808,0.0044426,0.4142,0.37873,0.0031615,0.35372,0.35482,0.0024653,0.35441,0.0061003,0.004198,0.0076934,0.35534,0.0074297,0.0069857,0.009748,0.011599,0.0047592,0.0062552,0.0046862,0.0064524,0.0083397,0.36466,0.35509,0.35576,0.0068445,0.35607,0.0069657,0.36096,0.35689,0.35747,0.35824,0.0096287,0.38131,0.007167,0.37459,0.36929,0.019108,0.39428
0,0,0,0.0085443,0,0,0,0,0.35085,0,0,0,0,0,0,0,0.0011341,0,0,0,0,0,0,0.0016795,0,0,0,0,0,0,0,0,0,0,0.0021991,0,0.0030332,0.0019631,0,0.0054487
0.35474,0.0085217,0.35615,0.38795,0.37892,0.35575,0.35584,0.0082728,0.0039596,0.35625,0.35815,0.0052599,0.35733,0.3559,0.35644,0.0096677,0.012407,0.3806,0.38218,0.35708,0.0056255,0.35654,0.3877,0.36859,0.35749,0.35871,0.38122,0.35729,0.38694,0.3649,0.35669,0.027988,0.3632,0.38364,0.37879,0.0097772,0.38122,0.3733,0.359,0.40255
0.0010151,0.33189,0,0.054581,0.0028561,0.0011056,0,0.34977,0.0022611,0.0013598,0.0021791,0.35229,0.0011326,0.0017615,0.0022849,0.34968,0.32909,0.0041887,0.0025767,0.002433,0.35234,0.0043206,0.0019963,0.005924,0.0018568,0.0015683,0.0037471,0.0019207,0.0064751,0.0063092,0.0050979,0.33836,0.0021394,0.0040147,0.012953,0.33364,0.021208,0.0082337,0.006548,0.029537
0.35518,0.33794,0.35472,0.38017,0.38037,0.35606,0.35587,0.3573,0.35609,0.35603,0.35811,0.35672,0.0077543,0.35601,0.35676,0.35581,0.33987,0.38238,0.38122,0.35774,0.35661,0.3579,0.38738,0.36407,0.35779,0.35834,0.38274,0.35708,0.38798,0.36258,0.36015,0.35619,0.35888,0.38427,0.33261,0.33996,0.38191,0.37205,0.36173,0.37176
0,0.0011093,0.002266,0.051409,0,0,0,0,0,0,0,0,0.34937,0.001347,0.0010748,0.0020376,0,0.0011768,0.0016066,0,0,0.0015402,0.0010725,0.0078218,0.0010938,0.0014843,0,0.0018861,0,0.0043613,0,0.0068175,0.0051831,0,0.053611,0,0.013335,0.0041116,0.0026249,0.049569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0076086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002086,0,0,0,0,0,0.0020249,0,0,0,0,0.0036488,0,0.0038999,0.0043099,0,0.0011006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0085539,0,0,0,0,0,0,0.0018438,0,0.0013321,0,0,0.0011091,0,0,0.0011823,0,0,0.0010175,0,0.0016826,0,0,0.0010786,0,0.0025783,0,0,0,0.0012415,0.0017229,0.0033638,0.0017045,0.0032142,0.0013698,0,0.013869
0.35196,0.33356,0.0016838,0.12456,0.0012945,0.35306,0.0016458,0.35101,0.0015474,0.0048985,0.0083099,0.0034623,0.35237,0.0031066,0.0032487,0.35288,0.33127,0.0050163,0.3737,0.34946,0.35354,0.010149,0.012506,0.34164,0.0029039,0.0039798,0.0091163,0.0036629,0.0076367,0.34494,0.0077503,0.34663,0.013683,0.37132,0.32672,0.32873,0.28389,0.33906,0.34625,0.20861
0,0.0019246,0.3508,0.086253,0.001552,0,0.35211,0.0010084,0,0.0013709,0.0015472,0,0,0.0010619,0.0010619,0.0014178,0.0035833,0.0020112,0.0019236,0.002558,0,0.0021934,0.0030742,0.0071419,0.34759,0.3468,0.0024609,0.34721,0.006167,0.0065612,0.0049141,0.0055799,0.0027877,0.0040112,0.014457,0.004236,0.0064729,0.0088044,0.0030368,0.029662
0.0017542,0.0014077,0.0028978,0.15532,0.37726,0.0015992,0.0015057,0.0029005,0.0022918,0.002495,0.0054605,0.0024061,0.0023857,0.0029772,0.0027867,0.0032405,0.0024577,0.37523,0.010492,0.005583,0.0022786,0.0038303,0.3717,0.012039,0.0070432,0.0050746,0.37336,0.0045878,0.38295,0.010963,0.0056576,0.008286,0.0077903,0.011047,0.031777,0.0062204,0.027412,0.016266,0.007414,0.096934
0,0.0022358,0,0.039426,0.0013633,0,0,0.0014078,0.0010541,0.0011392,0.34457,0.0015285,0.0015192,0.0032841,0.0023027,0.0015856,0.0043826,0.0017179,0,0.0017563,0,0.34354,0,0.0063779,0.0023453,0.0019833,0.0011035,0.0024377,0.0020541,0.0054932,0.0033082,0.0048777,0.0028536,0.0017347,0.0084085,0.0039106,0.071461,0.0087139,0.0048381,0.033345
0,0.0015748,0,0.038434,0,0.0012059,0,0.0019191,0,0.34798,0.0016761,0,0,0.34682,0.34806,0.0015163,0.002232,0.001561,0,0.0017617,0,0.0016872,0.00392,0.0054272,0,0.0011797,0,0,0.0011564,0.0051304,0.0018281,0.0023315,0.0028907,0.0030084,0.011925,0.0022551,0.0077849,0.0081069,0.0027101,0.04495
0,0,0,0.0029815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33922,0,0,0,0.0012557,0,0,0,0,0
0,0,0,0.0078327,0,0,0,0,0.35107,0,0,0.34921,0,0,0.0014143,0,0,0,0,0,0,0.0019426,0,0.0040543,0,0.0010499,0,0,0,0.0015803,0,0.0013236,0.3362,0.0011709,0,0,0.01775,0.0059502,0,0.023771
0,0,0,0.0047859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001205,0,0,0,0.0013112,0.0035073
0,0.0010036,0,0.016051,0,0,0.34673,0,0,0.34743,0.0046238,0,0,0,0,0,0,0,0.0019627,0.0061151,0.0011754,0.0030303,0.0014971,0.0047552,0,0,0.0015771,0,0.0043332,0.0033607,0,0.0010139,0.0010099,0.0053756,0.0058024,0.0016317,0.004525,0.0042901,0.0018389,0.017423
