0,0.0048593,0,0,0,0,0,0.0013367,0,0,0
0.33835,0.43292,0.3568,0.3733,0.38281,0.35817,0.35763,0.43383,0.36709,0.37095,0.3618
0.32645,0.12923,0.35191,0.012406,0.0040344,0.35116,0.0020918,0.049563,0.0051974,0.0071903,0.0028411
0.33486,0.24594,0.0035891,0.35454,0.0044228,0.0043334,0.35487,0.24791,0.35891,0.35999,0.35681
0,0.010592,0,0.0020628,0,0,0,0.0064567,0,0.0011825,0
0,0,0,0,0,0,0,0.0010046,0,0,0
0.0012652,0.01441,0.0020003,0.0051777,0.0036859,0.0021444,0.34865,0.38552,0,0.0025902,0.0017888
0.33748,0.43004,0.35524,0.36921,0.37983,0.35638,0.0093248,0.094326,0.36708,0.36886,0.36051
0,0,0,0,0,0,0,0.0012971,0,0,0
0.0054342,0.046796,0.35245,0.011585,0.0041883,0.0034369,0.35288,0.41266,0.0079735,0.0039401,0.0042899
0.33361,0.40308,0.0049359,0.36309,0.37963,0.35526,0.0051408,0.059578,0.35997,0.36758,0.35817
0,0.008286,0,0.0018305,0,0,0,0.016724,0,0,0
0.0082097,0.38467,0.35574,0.36742,0.37963,0.35721,0.35499,0.3809,0.35949,0.36939,0.35981
0.3313,0.054007,0.0013561,0.0052004,0.0040044,0.0012684,0.0022544,0.067613,0.0084336,0.0021219,0.0023425
0.3375,0.3884,0.35437,0.3656,0.38139,0.35704,0.35669,0.4146,0.36331,0.36868,0.35986
0,0.039115,0.0025899,0.0061239,0.0015264,0.0010272,0,0.0098214,0.0031365,0.0020595,0.0019403
0,0,0,0,0,0,0,0.0013255,0,0,0
0,0.006107,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0.0065905,0,0.0013978,0,0,0,0.018179,0,0,0
0.33256,0.16715,0.0017897,0.3444,0.0022111,0.0028304,0.35287,0.17,0.013257,0.35451,0.0043569
0.0021196,0.081848,0.35097,0.0074983,0.0033919,0.35041,0,0.031902,0.0029709,0.0047211,0.0015864
0.0012555,0.11986,0.0030344,0.011003,0.37572,0.0027348,0.0012341,0.13716,0.00426,0.0059166,0.0035848
0.0014319,0.035155,0,0.0044826,0.0015157,0.0014191,0,0.106,0.0028712,0.0028452,0.0032596
0.0010091,0.036296,0,0.0049098,0,0,0.001537,0.01685,0.34213,0.002525,0.34555
0,0.003259,0,0,0,0,0,0.002002,0.0010608,0,0
0.0012521,0.0085673,0,0.0011589,0,0.0010347,0.001086,0.028697,0.0021772,0,0.0042257
0,0.0042775,0,0.0014989,0,0,0,0.0010595,0,0,0
0,0.012736,0,0.0011016,0,0.34239,0,0.026273,0.30296,0.0012062,0.025642
0.0017814,0.040143,0,0.0047861,0.0047926,0.0014434,0.0013904,0.051672,0.0070525,0.0025779,0.0023636
0,0.04464,0,0.0035382,0.0017138,0.0034523,0,0.054544,0.0012686,0.0030375,0.0011403
0.0013861,0.044299,0,0.27139,0.0013701,0.0012427,0.001943,0.083392,0.0025663,0.20039,0.0019065
0.0026026,0.043373,0,0.0051475,0.001792,0.001189,0.34956,0.057904,0.039024,0.0042582,0.32308
0.32748,0.12799,0.35079,0.07131,0.0030132,0.0021688,0.0012797,0.067445,0.0031569,0.15233,0.002179
0.0014735,0.055899,0,0.0077294,0.0031086,0.0019903,0,0.10012,0.0036877,0.0036323,0.0018779
0.0016269,0.032688,0.0023999,0.0054002,0.36629,0.0018659,0,0.019167,0.0024467,0.0016511,0.0018718
0.0022942,0.044511,0.001543,0.0043348,0.0017994,0.0026471,0,0.038313,0.0018715,0.0015311,0
0,0.014403,0,0.0010079,0,0,0.001032,0.0087299,0.0052145,0.0015546,0.0019041
