0,0,0.0014732,0.0040403,0.033917,0.076144,0.0015958,0,0.0063342,0,0,0.076269,0,0.00903,0.080374,0.036336,0,0.005718,0,0.077971,0,0.0047929,0.0042626,0,0.0083522,0,0,0.0056148,0,0.086393,0,0.017521,0,0,0,0.01744,0.091435,0.0064111,0,0,0,0.023179,0.02049,0,0.0012209,0,0,0,0.0085615,0,0.02575
0,0,0.06485,0.0027869,0.036435,0.0088236,0.071892,0,0.0081302,0,0,0.075251,0,0.001729,0.019998,0.0016735,0,0.0052518,0,0.0045854,0,0.0041729,0.0011282,0,0.0013075,0,0,0.076498,0,0.087646,0.0086025,0.0029086,0,0,0,0.0054109,0.011177,0,0,0,0,0.10053,0.020483,0.003715,0,0,0.0024734,0,0.0045527,0.14245,0
0,0,0.0016855,0.069305,0.060373,0.0056055,0.069615,0,0.0085752,0,0,0.085147,0,0.012766,0.0096878,0.068211,0,0.0074627,0,0,0.00094285,0.0075491,0.0060413,0,0.083859,0,0,0.0023884,0,0,0.0020766,0.0093975,0,0,0,0.038518,0.096313,0.019382,0,0,0,0.057461,0.012332,0.0032074,0,0,0,0,0,0.049149,0
0,0,0,0.008602,0.0066901,0,0,0,0.0045235,0,0,0,0,0.077266,0.0027073,0.011187,0,0.0043853,0,0,0,0.0078889,0.005491,0,0.032478,0,0,0.013905,0.0019855,0.090833,0.0039303,0.0069392,0.00043232,0,0,0.017794,0.0013107,0.043753,0,0,0,0.013521,0,0.094557,0,0,0,0,0,0.01345,0.018705
0,0,0.071645,0.0032695,0,0,0.072544,0,0.0044801,0,0,0.0041611,0,0.077841,0.004719,0.040025,0,0,0,0,0,0.075489,0,0,0.01188,0,0,0.077565,0.00059104,0.00067481,0.0037058,0.0030716,0,0,0,0.017928,0.086518,0.012783,0,0,0,0,0.090163,0.0088214,0,0,0,0,0.022845,0,0
0,0,0.069668,0,0.0091253,0.0022374,0.0010863,0,0.0074696,0,0.00080371,0.079965,0,0.077063,0.013256,0.0084577,0,0.0017406,0,0.0043926,0,0.074527,0.0039182,0,0,0,0,0.0025158,0,0.07962,0.0088215,0.010175,0,0,0,0.0065412,0.090477,0.020979,0,0,0,0.057163,0.0089537,0.0033234,0,0,0.0068931,0,0.007953,0.088995,0
0,0,0.069453,0.078047,0.039032,0.076292,0.066588,0,0.08476,0,0,0.077676,0,0.0084636,0.027229,0.10003,0,0.0079719,0,0.0084812,0,0.018527,0.08268,0,0.0096718,0,0,0.081142,0,0.01673,0.0028655,0.098624,0,0,0,0.098422,0.09299,0.0010075,0,0,0,0.010211,0.0034648,0.013726,0,0,0,0,0.010106,0,0
0,0,0.075349,0.0050378,0.07153,0.0060772,0.0021679,0,0,0,0,0.0029794,0,0.078222,0.081007,0.070871,0,0.0032972,0,0.004985,0,0.00852,0.0095466,0,0.087219,0,0,0.011979,0,0.0020588,0.00049737,0.0055278,0,0,0,0.031491,0.096065,0.033384,0.00010278,0,0,0.017788,0.094326,0,0,0,0.0032344,0,0,0.029013,0.0044038
0,0,0.067806,0.0047735,0.08057,0.00045022,0.073319,0,0.071989,0,0.0021579,0.000473,0,0.0042031,0.080887,0.00027908,0,0.075827,0,0.0022489,0,0.0042251,0.08108,0,0.079158,0,0,0.0033771,0,0,0.0046315,0.0062472,0,0,0,0.018826,0.003487,0.0224,0,0,0,0.011279,0.091188,0,0,0,0.0064212,0,0.003671,0.013152,0
0,0,0,0.069373,0.085101,0.011867,0.077952,0,0.030198,0,0,0.080759,0,0.087243,0.025786,0.049133,0,0.077159,0,0.07236,0,0.079454,0.010258,0,0.0047722,0,0,0.0098768,0,0.089565,0.090941,0.010378,0,0,0,0.094341,0.0048678,0.034267,0,0,0,0,0.12212,0.024276,0,0,0,0,0,0,0
