0,0,0,0.0061585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013037,0,0.0010583,0
0.35629,0.33674,0.35751,0.43888,0.38321,0.35774,0.35692,0.35771,0.35672,0.35844,0.36004,0.35845,0.35984,0.35795,0.35744,0.35891,0.35837,0.34211,0.38491,0.38474,0.36027,0.35842,0.35706,0.35997,0.38484,0.35938,0.38538,0.37002,0.38504,0.38903,0.36869,0.36802,0.36985,0.36152
0.0012171,0.32937,0.3514,0.13944,0.0022061,0.00144,0.35147,0.0023801,0.0010454,0.0020747,0.0030995,0.00224,0.0017896,0.0018798,0.0020945,0.0017131,0.0026509,0.32676,0.0037074,0.002921,0.0046019,0.34899,0.0011535,0.0031783,0.0059532,0.34856,0.0039001,0.33742,0.0042433,0.0046258,0.012759,0.0057365,0.003739,0.0048987
0.35277,0.33412,0.0039468,0.22252,0.0043571,0.35278,0.0034456,0.35436,0.3539,0.35365,0.35226,0.354,0.35568,0.35347,0.3541,0.35455,0.35453,0.33491,0.009074,0.0097462,0.35036,0.003914,0.35316,0.35488,0.008816,0.007052,0.009286,0.024809,0.0066918,0.010824,0.3512,0.35463,0.34684,0.35306
0,0,0,0.012854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018665,0,0,0,0.0013052,0.0013452,0,0,0.0014632,0,0.0015277,0.0032056,0.0016299,0.0020347,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0024134,0.0012545,0.0033969,0.02145,0.0047175,0.35136,0.0022435,0.0029409,0.35441,0.0025944,0.35587,0.0043569,0.002781,0.002511,0.0035327,0.0035418,0.0056598,0.0080329,0.005588,0.37825,0.35586,0.0022916,0.35348,0.35505,0.37707,0.004297,0.3783,0.0059112,0.002447,0.0050001,0.013468,0.0054228,0.0056172,0.0032421
0.35405,0.33588,0.35432,0.43374,0.37971,0.0068408,0.35492,0.35569,0.0031908,0.35602,0.0062269,0.35458,0.35758,0.35583,0.35484,0.35585,0.35463,0.33691,0.38123,0.010311,0.0082324,0.35646,0.0051819,0.0082039,0.013751,0.35714,0.0078042,0.36782,0.38294,0.38506,0.36635,0.36381,0.3646,0.35899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010027,0,0,0
0.0031348,0.0018804,0.35251,0.045045,0.0043891,0.35377,0.0032952,0.0039291,0.35493,0.0034657,0.35532,0.3537,0.34939,0.0029586,0.0042658,0.35109,0.35401,0.33314,0.37316,0.38112,0.35538,0.0030545,0.35372,0.35542,0.38075,0.006116,0.37774,0.0089319,0.0042508,0.0090095,0.020342,0.0095253,0.011193,0.0071684
0.35312,0.33515,0.0051003,0.411,0.38001,0.0043812,0.35388,0.35471,0.002501,0.35494,0.0065731,0.0052296,0.010906,0.35533,0.35435,0.0082863,0.0060437,0.011362,0.013471,0.0065197,0.0080762,0.35571,0.0047108,0.0070616,0.0093813,0.35531,0.0082817,0.36509,0.38099,0.38133,0.35883,0.35972,0.35908,0.35484
0,0,0,0.010016,0,0,0,0,0.35033,0,0,0,0,0,0,0,0,0.0011625,0,0,0,0,0,0,0,0,0,0,0,0,0.0014593,0,0,0
0.35468,0.0066937,0.35661,0.38683,0.38097,0.35616,0.35625,0.0087136,0.0046122,0.35713,0.35828,0.0066247,0.35868,0.35652,0.35506,0.35707,0.0096008,0.013821,0.38122,0.38308,0.35824,0.35645,0.0068083,0.35703,0.38224,0.35799,0.38398,0.36821,0.013259,0.38142,0.3607,0.365,0.35504,0.3587
