0,0,0.00066834,0.0040874,0,0.053699,0,0,0.0085261,0.011541,0,0.0071157,0.004938,0.028126,0.0028617,0.0036259,0,0,0,0,0.0046953,0.024431,0.0050799,0.0059855,0.018519,0.02623,0,0.013982,0.001093,0.0034111,0,0,0.017623,0,0.0075358,0.0076178,0,0.0010859,0,0,0.011529,0,0.011328,0.017519,0.0078481,0.025285,0,0.049126
0,0.0078536,0,0,0.0082782,0.038897,0,0,0,0,0.0046974,0.0051065,0,0,0,0,0.024887,0,0,0,0.0025536,0,0,0,0.0032809,0.026273,0.051582,0,0,0.012479,0.0049783,0.017175,0,0.06017,0.033695,0.030534,0,0.015806,0.014569,0,0.04054,0,0,0,0.002192,0.029235,0.017667,0
0,0.002661,0,0.0093229,0,0.0011354,0,0,0.016779,0,0,0,0,0,0.012156,0.0020662,0,0,0,0,0,0.033952,0.023833,0,0.018516,0,0.011275,0,0,0.0095565,0,0.002891,0,0.011966,0,0,0,0,0,0,0.0042274,0.0061557,0,0.012398,0.0034126,0.034232,0,0.013031
0,0,0,0,0,0,0,0.0024701,0.012379,0.0086291,0,0,0.0016759,0,0.01243,0.009121,0.01784,0.0064923,0.0033276,0,0.0032337,0,0,0.0035705,0,0.010315,0,0,0.0083391,0,0,0.023246,0,0.010254,0.0076412,0.0027368,0.0034938,0.018361,0,0.0037054,0,0,0.0043222,0.0036917,0.012715,0.0022341,0,0.0032993
0,0,0,0,0.0012652,0.0031645,0,0,0,0.00058209,0.01254,0.012861,0.007508,0,0,0.0054557,0.010243,0,0,0,0.009405,0.017631,0.020229,0.0028883,0,0,0,0,0.0034327,0.0016472,0.0075983,0,0.0032102,0,0,0.0043871,0,0.024011,0,0.0020216,0.016213,0,0.0035427,0.014728,0.0006567,0,0,0
0,0,0,0,0,0.024036,0.0036114,0,0.02511,0.0057444,0,0.004675,0,0.0075223,0,0.0049089,0.0085797,0,0.013481,0,0.0018027,0.035617,0.0039711,0.012451,0.0088007,0,0,0.024357,0.010915,0,0.023383,0,0.056142,0,0.0037522,0.033854,0.010237,0,0,0.002932,0.017989,0,0,0.00033822,0,0.0062502,0,0
0.04103,0,0.012745,0,0.027271,0,0,0,0,0,0.027643,0,0,0.038646,0,0.0064723,0,0.0037888,0,0.034184,0,0.025607,0.056529,0.037635,0,0.0033575,0.02217,0,0.015837,0,0.05428,0,0.0016436,0,0,0.018327,0.011522,0,0.0041752,0.018408,0.01102,0,0,0,0,0.0098429,0.024131,0.054144
0,0.002517,0.0082364,0,0.024808,0.022263,0,0.0025277,0,0.011903,0,0.0098497,0.011633,0,0,0,0.025008,0,0,0,0,0.016049,0,0.0079202,0.038146,0,0.0026494,0,0,0.024643,0,0,0.027688,0,0,0.016699,0.022106,0.0087555,0,0,0.009361,0,0,0.0036233,0,0.011035,0,0.048111
0,0.0013512,0,0,0,0,0,0,0.013736,0.012491,0,0,0,0,0,0.0066593,0.0086275,0,0,0.0067742,0,0,0.016843,0,0.0077702,0,0.010576,0,0,0.043205,0.016906,0,0,0,0.014897,0.004444,0,0.010764,0.035941,0.025278,0.051894,0,0.011377,0.02242,0,0,0.026576,0
0.013187,0.013561,0.0010632,0,0,0,0,0.0078801,0,0.0020329,0,0,0,0,0.0077004,0,0,0.0045979,0.0025927,0.014413,0,0,0,0.0054135,0,0.018931,0,0,0.0076582,0,0.0050818,0.016861,0.011582,0,0.011521,0,0.0050749,0.012266,0,0,0.92542,0.011574,0,0,0.011853,0.002595,0,0
