0.0057136,0.0088533,0.0016366,0,0.0067075,0.0048382,0.0029091,0.0093763,0.0053895,0,0
0.006177,0.0076199,0.0089762,0.0015174,0.0034623,0.0061732,0.0018768,0.0027202,5.6049e-05,0.0063857,0.0076224
0.00092702,0.00081709,0,0.019461,0.028746,0,0,0.056167,0.011134,0.0019057,0.00099279
0.013252,0.022348,0.00080228,0,0,0,0.0030865,0.004086,0.0090913,0.006145,0
0,0,0,0,0.0046245,0.0034779,0.00095196,0.06284,0,0.0038689,0
0.0046556,0.0025392,0.0016315,0,0.0062833,0,0.00061201,0.0091489,0.00221,0.0018475,0.0011237
0,0,0,0,0,0.0044233,0,0.4212,0,0,0
0,0.078564,0.0082031,0.021399,0.0020491,0,0.0072691,0,0.0056279,0.027191,0.0028347
0,0.030152,0,0,0,0.0063457,0.002623,0.14201,0.019132,0,0
0.0020119,0.0024776,0,0.0029934,0,0,0,0.004557,0.0070387,0.00051563,0
0.017763,0.018699,0,0,0.011572,0.066585,0.0049547,0.012671,0.01742,0,0.014921
0,0.00099168,0,0,0,0.0039184,0.0056692,0.045811,0,0,0.002077
0,0.068459,0,0.016537,0.0041871,0,0.00026961,0,0.00077891,0.027153,0.014678
0.0011581,0.022343,0,0.023729,0,0,0.0068919,0.07655,0,0.011068,0
0.0079861,0.015167,0.00050555,0.0059894,0.011285,0,0.00029577,0.0036708,0.00040799,0.0073376,0.0049762
0.0031764,0.015729,0,0,0.004405,0,0.004008,0.0047393,0.004805,0.00053535,0.018637
0.0020952,0.011649,0.00052322,0,0.0019192,0,0,0.025208,0.00013987,0.00066923,0.0082121
0,0,0,0,0.015333,0,0,0.042217,0,0.0020959,0
0,0.081873,0.011861,0.018736,0,0.010185,0.0004327,0,0.010484,0.03224,0
0,0.013075,0.013926,0,0.010833,0,0,0.0095513,0,0,0
0,0.083956,0.002859,0.026189,0,0,0.00083344,0,0,0.039666,0
0,0.007908,0.012937,0,0.0053774,0,0.011756,0.019293,0.009645,0,0
0.003094,0.0084679,0,0.00155,0,0,0,0.0062536,0.00046395,0.005343,0
0,0.0064824,0.0021347,0.0098272,0,0,0,0.0081144,0.014637,0.003567,0
0.01623,0.086565,0,0.030922,0,0,0,0.030123,0.0041419,0.042615,0
0.0085382,0,0.0048191,0.010695,0.0017036,0.00087355,0,0.065833,0.0021454,0,0.006867
0.0032986,0.0053005,0,0.0013007,0,0,0.0031069,0.0019758,2.8483e-05,0.0032275,0
0.0033179,0.00077208,0,0,0,0,0.0036517,0.059835,0,0,0
0.0013495,0.025045,0,0.0037903,0.0085573,0.0003814,0.0023603,0.038076,0,0.0047454,0.0012379
