0.0085334,0,0.0075244,0,0,0.010941,0.0054955,0,0.0067883,0.0053888,0,0,0,0,0.0023067,0.0081515,0,0,0,0.0069453,0.0038919,0.00042242,0.035839,0.019573,0,0,0.010104,0.0093701,0.017463,0.0040057,0.0087723,0.016267,0,0,0.0041183,0.016296,0.0087199,0.015721,0,0,0,0,0,0.0064743,0.011903,0,0,0.0028368,0.0072989,0,0,0,0,0,0.015181,0,0,0.031452,0,0.01587,0.0085675,0.0095344,0.010486,0,0,0,0,0.010581,0,0.006347,0,0,0,0.024959,0,0.017127,0.0037597,0,0.015096
0.0059,0.025666,0,0,0.015698,0.004563,0.0081219,0.012456,0,0,0.05216,0.017413,0,0,0,0.011846,0.012783,0.010299,0.026984,0.058866,0,0,0.17063,0,0,0.0042887,0,0.015023,0,0,0,0.024782,0.0038774,0.072657,0.017764,0,0.024765,0,0,0,0,0,0.011832,0.0027512,0.019107,0,0,0,0.021561,0,0.0027055,0,0.0097182,0.0032343,0,0.017881,0,0,0,0.0091474,0.025476,0.001268,0.010238,0,0,0,0.0054805,0,0.016849,0.0036588,0.013635,0.025622,0.054852,0.029402,0,0,0.013095,0,0
0,0.0026429,0.0077406,0,0,0.0068639,0,0,0,0.0094962,0.034511,0,0.015505,0,0,0.010046,0.0070735,0,0,0.010886,0,0,0.030083,0.011997,0.0066554,0.005283,0.013276,0.014917,0.00045603,0,0,0.009033,0.0075071,0.0066304,0.018157,0,0,0.0098604,4.9213e-05,0,0.0024082,0.0052362,0,0,0,0.0088588,0,0,0,0.050814,0.0063098,0.0022694,0.0010023,0,0.0023719,0.0064308,0.0092813,0,0.0010689,0,0.0061034,0.0059052,0.021596,0.0059277,0.010931,0.020241,0.0051577,0,0.00013736,0.020475,0,0.018759,0,0.001405,0,0.0092501,0.010651,0.017218,0
0.96859,0,0,0,0,0.0062803,0,0,0,0.0069976,0,0,0.00044393,0.0020165,0,0,0,0.0029289,0.0069802,0,0.0030599,0,0,0,0.0015239,0.0046729,0.0040225,0,0,0,0,0,0.0013601,0.0016987,0.00099307,0,0.0025206,0.0054735,0,0,0.0079754,0,0.00018763,0.0047923,0.0005121,0,0.0039119,0.0030062,0.0087108,0,0,0,0.0050311,0,0.005067,0.0043865,0,8.0459e-05,0.00081088,0,0.0058919,0,0,0.0051265,0,0.0014425,0.0021559,0.0031474,0,2.5445e-05,0,0.0020406,0,0.002939,0.0028667,0.00097461,0,0.0029992,0
0.019675,0.011324,0.0012818,0,0.0086205,0,0.011541,0.011025,0.0040033,0,0,0.010002,0,0,0.0026497,0.0027722,0,0,0,0,0,0.0021234,0.07935,0,0.0066918,0,0,0,0,0,0.0015444,0.021739,0,0,0.0022597,0.0002733,0,0.0034364,0,0.019236,0,0.0089929,0,0,0.0055588,0,0.0066861,0.0017364,0.013222,0.0013525,0,0,0,0.01711,0.010906,0,0.0070946,0,0,0,0,0,0,0.019252,0.0001163,0,0.0017829,0.00574,0,0.030565,0.0066991,0,0.0044434,0.00032831,0.0090596,0,0.014961,0.012138,0.0080486
0.030333,0.013911,0.0013434,0,0,0,0,0,0,0.023382,0,0.010066,0,0.011829,0.010827,0.00070488,0,0,0.034184,0,0,0.0061151,0.11744,0.0015528,0.0056296,0,0,0,0.018953,0,0,0,0,0,0,0.0050719,0,0.01871,0,0.006993,0,0.0096345,0.0011588,0,0.0038128,0,0.002066,0,0.013248,0.003356,0,0.026873,0.010531,0.023173,0,0,0.00032196,0,0,0.030494,0,0.055487,0.0092695,0,0.0018243,0,0,0,0,0,0.037927,0.014495,0.0015559,0.0030589,0,0.0083188,0.022727,0,0
0.04648,0,0,0,0.019216,0.00024328,0,0.026409,0,0,0.0069642,0.013551,0.0010187,0,0.017408,0,0,0,0.023776,0.020711,0,0.010486,0.02436,0,0.0039949,0,0,0.033889,0,0.0043034,0.0052534,0,0.0024795,0,0,0.010762,0,0,0,0.008769,0,0.017026,0.025013,0,0.0054205,0.0076266,0,0,0,0.014188,0,0.066113,0.0078861,0,0,0.016374,0,0,0.023585,0.019663,0,0,0.0045,0,0.04293,0,0,0,0.01332,0.0061068,0.050988,0,0,0,0,0.0019698,0,0.0023725,0.025726
0.0054196,0.0091995,0,0,0.017594,0.004301,0.010499,0,0.013955,0,0,0.0093724,0.026573,0,0,0,0,0.0026912,0.033999,0.0013807,0.0079324,0,0.14214,0.030686,0.012683,0.0058245,0.014445,0,0,0,0.001376,0.007217,0,0,0,0,0,0.012042,0,0.0062827,0,0.0079424,0.00051823,0,0.021319,0,0.0013922,0,0.027245,0.00047692,0.0024494,0,0,0,0,0.035581,0.01135,0.072087,0.031322,0,0,0.011437,0,0,0.012716,0.012842,0.0039417,0.0011619,0.012091,0.0041685,0.031253,0.0088015,0,0.0077769,0.0022531,0,0.018565,0,0.021121
0.011455,0.010687,0,0,0,0.01506,0,0.0044888,0,0,0,0.021559,0.0057383,0,0.00083293,0,0.025294,0,0,0.0093837,0,0,0.089201,0,0.0089832,0,0,0,0,0,0.03205,0.020982,0,0,0.010681,0,0.010786,0,0,0.03166,0,0,0,0,0.029117,0,0.012853,0.0059807,0.02906,0.010643,0.0082946,0,0,0,0.021276,0,0.024506,0,0.016753,0,0.019611,0,0.0051846,0,0.015424,0.0072617,0,0.028142,0.019078,0.022449,0,0,0,0.016961,0.031524,0,0.027771,0,0.022999
0,0,0,0,2.7597e-05,0.0086554,0,0,0,0,0,0,0.0079602,0.00084009,0,0,0,0.0082094,0.010272,0,0.0023279,0.0027896,0,0,0,0.008399,0,0.0056355,0,0.0030247,0,0,0,0,0,0.0008303,0.0034528,0.006845,0,0,0,0,0,0.0047525,0,0.0032317,0.0020306,0,0.0010278,0,0,0.0015283,0.0071441,0,0.0067632,0.014205,0.0001383,0.0010969,0.00147,0,0.0078928,0.0036183,0,0.0070393,0,0.0064753,0,0,0,0.0014244,0.0050317,0,0.00073168,0,0,0,0,0,0.0053532
