0.23836,0.0070656,0.0069427,0.0048328,0,0,0.24817,0.0047494,0.0070642,0,0.0065593,0.0064241,0.0031365,0.0045962,0.0055471,0.24191,0.23576,0.24322,0.13399,0.003034,0.22714,0.0081221,0.13001,0.0018061,0.0046159,0,0.0085515,0.0012843,0.0032831,0.0092355,0.0019538,0.0075751,0.02765,0.0048631,0.0025069,0.0049546,0.0022158,0.23245,0.0016243,0.016013,0.0045039,0.075195,0.0054126,0.0023121,0.015648,0.007893,0,0.23235,0,0.0040618,0.23673,0.0075137,0.0041928,0.018593,0,0.22055,0.0048438,0.0041204,0.01715,0.0018857,0.003809,0.002707,0.23179,0.0062869,0.0075058,0.0099204,0.24015,0.0045096,0.013024,0.0068512,0.016815,0.0080713,0.01068,0.012042,0.24079,0.0049849,0.0020659,0,0.053335
0.0045094,0.013375,0.0096255,0.26147,0.014066,0.25506,0.0051097,0.01208,0.0096566,0.2519,0.25275,0.26173,0.25239,0.0085333,0.012876,0.25512,0.24701,0.2542,0.3143,0.0055711,0.24303,0.014542,0.13421,0.0054703,0.2521,0.0063421,0.26193,0.2566,0.011379,0.0058539,0.017805,0.0074308,0.039863,0.2523,0.25515,0.25626,0.25433,0.010291,0.013568,0.25715,0.0049554,0.17495,0.25946,0.27048,0.25437,0.033355,0.013419,0.25439,0.24041,0.014231,0.013906,0.26692,0.015254,0.25574,0.013524,0.0091091,0.25785,0.24514,0.25922,0.015169,0.027099,0.036043,0.25846,0.0025562,0.25615,0.015719,0.26216,0.25277,0.27527,0.26412,0.031739,0.013848,0.019641,0.027622,0.033653,0.021454,0.28211,0.027208,0.11878
0.25595,0.24682,0.25068,0.0040227,0.25734,0.014626,0.25805,0.25191,0.26171,0.013538,0.015738,0.0059635,0.0066347,0.25072,0.25814,0.008704,0.0065958,0.0046184,0.058992,0.25978,0.015242,0.26048,0.2377,0.25889,0.012732,0.25886,0.0072998,0.0079514,0.25764,0.26462,0.2621,0.26466,0.24709,0.01777,0.0075337,0.020004,0.010924,0.24917,0.25998,0.016131,0.26897,0.16694,0.0084022,0.0093146,0.017144,0.27029,0.25849,0.012816,0.043791,0.26173,0.24608,0.011766,0.25751,0.030274,0.26453,0.26213,0.014955,0.024512,0.020323,0.26255,0.25222,0.25419,0.016165,0.2697,0.016891,0.26387,0.0090695,0.014346,0.011352,0.016878,0.2448,0.25779,0.26444,0.25839,0.24908,0.25198,0.02172,0.26917,0.23843
0.0022166,0,0,0,0,0.0011512,0,0.0043363,0.0010583,0,0.0051929,0,0.002157,0.0028112,0,0,0,0.0028066,0.006072,0,0.002416,0,0.011017,0.0044363,0,0,0,0,0,0.0046343,0,0,0,0.0025999,0,0,0,0.0022462,0,0.0051348,0.0011692,0.018419,0.0026066,0.0023009,0.0011564,0,0.0014769,0.0015964,0.0023143,0.0096349,0.0012992,0.006348,0,0.0034053,0.0011437,0.003013,0,0,0.0020135,0,0.0018697,0.0011979,0.0010365,0.0026895,0,0,0,0.0024383,0,0.0041394,0.0034537,0,0,0.0097437,0.0062651,0.0026873,0,0,0
0.0034791,0.0049836,0,0,0.005622,0.0073615,0.0014893,0,0,0,0.009681,0,0.24066,0.0041343,0.0056514,0.0061099,0,0.0016805,0.015555,0.0043594,0.0091623,0.0010882,0.0057879,0.0048896,0,0.0065404,0.0073914,0.008493,0.0017688,0.0021223,0.0011237,0,0,0,0,0.0097202,0,0.001278,0.0047506,0,0.0038413,0.0055438,0,0.0056903,0,0.017106,0.24435,0,0.009084,0.010608,0,0.23387,0.0047238,0.010664,0.0082704,0.21787,0,0.0026687,0.0011382,0.010295,0.0045415,0.027117,0,0.0044819,0.23153,0.24532,0.0073047,0.0027386,0.0014484,0.24157,0.0022401,0.0042056,0.0034878,0.0074363,0.01052,0.0015739,0.0098372,0.0010653,0.0038208
0.011066,0.25419,0.26021,0.26791,0.26143,0.25824,0.019775,0.25516,0.26781,0.2542,0.026059,0.2674,0.014419,0.25187,0.26376,0.25548,0.25325,0.013353,0.30584,0.2509,0.24597,0.26689,0.28908,0.25241,0.2593,0.25667,0.25944,0.25215,0.26363,0.26384,0.25605,0.26683,0.27884,0.25465,0.25739,0.26386,0.25891,0.25069,0.26297,0.26566,0.018322,0.31246,0.26348,0.015102,0.26894,0.27806,0.021028,0.26526,0.26294,0.020889,0.25469,0.033177,0.26077,0.26076,0.26489,0.041097,0.26671,0.26291,0.27108,0.26061,0.26489,0.26126,0.27114,0.0086137,0.022252,0.029813,0.029325,0.25881,0.28225,0.026912,0.2621,0.26488,0.27265,0.26365,0.25891,0.26359,0.2786,0.28933,0.33744
0.24697,0.0067912,0.25357,0.0082834,0.0039025,0.0097858,0.25231,0.25349,0.012634,0.2511,0.0075017,0.0058963,0.2544,0.0082638,0.0071397,0.255,0.0085266,0.24951,0.24036,0.008794,0.23794,0.015297,0.055342,0.24785,0.010345,0.0078469,0.01086,0.24784,0.0088045,0.0088661,0.25333,0.01513,0.26123,0.014134,0.2517,0.019777,0.016138,0.24031,0.017401,0.24435,0.0085046,0.011332,0.2518,0.010322,0.24881,0.036667,0.25683,0.015532,0.25675,0.01563,0.012263,0.2566,0.2536,0.25481,0.010137,0.019333,0.018244,0.017673,0.01274,0.0089633,0.24849,0.26569,0.018823,0.0074335,0.25798,0.025366,0.25695,0.015736,0.26652,0.26351,0.25057,0.0084807,0.25243,0.030633,0.033942,0.026375,0.27479,0.2663,0.057468
0.0047255,0.0081484,0,0,0.00954,0.0013436,0.010504,0.0056158,0.0048104,0.01185,0.0060503,0.0058692,0,0,0.25393,0.0043442,0.010723,0,0.055812,0.0072278,0.0094203,0.25923,0.2831,0.007413,0.010248,0.0033818,0.25237,0.0074486,0.0054035,0.0096226,0.0073576,0.016064,0.014877,0.013528,0.0066939,0.0067874,0.0033994,0.010377,0,0.0084651,0.0049535,0.1827,0.011354,0.0017638,0.0015599,0.02812,0,0.0098375,0.0085362,0,0.006928,0.0078605,0.011685,0.016621,0.0092694,0.007369,0.0067139,0.0062485,0.24043,0.014265,0,0.0071921,0.017505,0.26159,0.010714,0.0072152,0.016031,0.0070221,0.018015,0.0089105,0.0098814,0.012648,0.01661,0.010034,0.23464,0.0052021,0.0092492,0.0050655,0.097429
0.008971,0.242,0.0046721,0.25466,0.25086,0.25465,0.0023238,0.0041982,0.25535,0.0018985,0.25401,0.25304,0,0.24842,0.0092166,0.0024282,0.23491,0.004906,0.071256,0.24984,0.0088554,0.0012116,0.034609,0.0088908,0.24327,0.24727,0.0096337,0.0036368,0.010679,0.25524,0.016437,0.011612,0.0075708,0.24307,0.0014559,0.25189,0.24456,0.0086659,0.25709,0.012844,0.26333,0.081025,0.0044413,0.26497,0.019007,0.024362,0.012543,0.23751,0.014384,0.25987,0.2409,0.013324,0.0099784,0.006897,0.019436,0.23698,0.24272,0.2403,0.023171,0.25868,0.027496,0.012189,0.23562,0.0036603,0.0025589,0.019088,0,0.24667,0.004901,0.0055191,0.0098325,0.25115,0.014533,0.23761,0.016566,0.23833,0.01277,0.020241,0.1209
0,0.0020251,0.0025222,0.0015593,0.0038871,0.005934,0,0,0,0,0,0.0042395,0.004173,0.0015745,0.003535,0.0020774,0,0.0034892,0.0031653,0.0012387,0.0028739,0.0012276,0.017342,0.0026401,0.0015308,0.0090984,0,0.0050422,0.012334,0,0.0052941,0.0044883,0,0,0.0026814,0,0.0018182,0.0026593,0.0042029,0.006277,0,0.076399,0,0,0,0.014498,0.0032841,0.0039501,0.0024361,0.0038388,0.001095,0,0,0.0068596,0.2412,0.0088481,0.0054864,0.0057105,0.0045262,0,0.0027175,0.0064763,0.0042548,0.0012585,0,0.0053971,0,0,0,0.0029853,0.0031321,0.0023486,0.0020412,0.012136,0,0.0034901,0.008136,0.010366,0.093595
