0.0057656,0.0012061,0.0011152,0,0.0030358,0,0,0.07697,0.0016431,0.073509,0.0014604,0,0,0,0.0022894,0.0033865,0,0,0,0.0039065,0,0,0.083485,0,0.088683,0.0043487,0,0,0.0042954,0.0011139,0,0,0,0,0.093453,0,0,0,0,0,0.040299,0.0060686,0.092078,0,0,0.098375,0.0039314,0.0025115,0,0.0067537,0,0.0010619,0.00096533,0,0.0035264,0.0080479,0,0.023562,0,0.0051207,0.001424,0.0021694,0.0031293,0.0065451,0,0,0.011605,0,0.0021862,0.0024343,0.0009743,0,0,0,0,0,0,0.0051887,0.011011,0,0.045945
0.065354,0.066267,0.00045501,0,0.07189,0,0.00081561,0.077324,0.0083888,0.07753,0.0028208,0,0,0,0.077742,0.0033176,0,0,0,0.0071772,0,0.0016495,0.013288,0.0031242,0.08875,0.001946,0,0,0.0080256,0,0,0,0.095783,0,0.0086495,0,0,0,0,0,0.060567,0.011247,0,0,0.0016575,0,0.0013255,0.0042941,0,0.0059883,0,0,0,0,0,0.012293,0,0.075069,0,0,0.095678,0.0025765,0.00035702,0.0032074,0,0,0,0,0,0.0066739,0.00015052,0,0.0016817,0,0,0.00014274,0.0053213,0,0,0,0.047061
0.068936,0.0049892,0.069876,0,0.070016,0,0,0.084551,0.079097,0.00038174,0.0029509,0,0,0,0.085287,0.0044465,0,0,0,0.079316,0,0,0.0021033,0,0.0015333,0.089888,0,0,0.00046855,0,0,0,0.0085139,0,0.093176,0,0,0.0082917,0,0,0.0026328,0.031429,0.0094452,0,0,0.0080021,0.016648,0.0048694,0,0.00088603,0,0,0.001943,0,0.0031575,0.0064311,0,0.10446,0,0,0.0035795,0.010918,0.11187,0.014001,0,0,0.018139,0,0.0061911,0.002631,0.016187,0,0.0060527,0,0,0,0.018612,0.0044456,0,0.017662,0.018644
0.00052447,0,0.0061877,0,0.0018248,0,0,0,0.0058533,0.0050085,0,0,0.0027505,0,0.0031838,0.0046509,0,0,0,0,0,0,0.002856,0,0.093252,0.019252,0,0,0,0.00079628,0,0,0.0050722,0,0.0016339,0,0,0,0,0,0.039447,0.11358,0,0.0015489,0.0020291,0.0051482,0.013878,0.012707,0,0.010087,0,0,0,0,0.094039,0.017128,0,0.0061582,0,0,0.00059715,0.010609,0.11403,0.10131,0,0,0.011316,0,0.0033376,0.0041418,0,0,0.011849,0,0,0,0.11316,0.0048505,0,0.0079778,0
0,0.073851,0,0.0018495,0.073284,0,0,0.00031079,0.073202,0.00073731,0.0018396,0,0,0,0.078225,0.0012695,0,0,0,0.00088199,0.0003198,0,0,0,0.0021286,0.0081418,0,0,0.0020462,0,0,0,0.091933,0,0.091214,0.0007999,0,0,0.00050478,0,0.011903,0.010695,0.099895,0.00045541,0.001018,0.0081609,0.019203,0.0073332,0,0.010196,0,0.0027252,0,0.0059968,0.004029,0.010346,0,0.0036935,0,0.0076931,0,0.012276,0.002757,0.0044715,0,0,0.0084652,0,0.0088307,0,0.10699,0,0.011882,0,0,0,0.0031157,0.0065118,0,0.026296,0.0074863
0.066111,0.071532,0,0,0.0040797,0,0,0.080121,0,0.0043322,0.0029174,0,0,0,0.08196,0.0022389,0,0,0,0.0054807,0,0.00099907,0.009342,0,0.081463,0,0,0,0.00063307,0,0,0,0.0046367,0.00038265,0.092406,0,0,0,0,0.0017836,0,0.020765,0.011204,0.0020348,0,0,0.015633,0,0,0.0018419,0,0,0,0.0021221,0.0015151,0.012365,0,0.050785,0,0,0.00297,0.0030827,0,0.0068559,0,0,0.02333,0,0.0051773,0.0036941,0.0097728,0,0.0085933,0,0,0.001581,0.015371,0.020198,0,0,0
0.0038235,0.07239,0.075692,0,0.070314,0,0,0.081127,0.0082642,0.086849,0.083736,0,0,0.0021231,0.078225,0.0092012,0,0,0,0.0079938,0,0,0.0062484,0,0.011648,0.0027789,0,0,0.0025854,0,0,0,0.00076769,0,0.097724,0,0,0.10537,0,0,0.058361,0.020795,0.097277,0,0,0.11408,0.0064664,0.097465,0.0023349,0.0062185,0,0,0,0,0.010669,0.10847,0,0.004542,0,0,0.0096023,0.095808,0.10136,0.0067017,0,0,0.023854,0,0.0051429,0.0028115,0.0044737,0,0.10886,0,0,0.0019352,0.11856,0.00098738,0,0,0.036305
0,0.071472,0.0048047,0,0.002792,0,0,0.0029449,0.0068792,0.071848,0,0,0,0,0.0048708,0.0037394,0,0,0,0.00010735,0,0,0.090519,0,0.0045862,0.094498,0,0,0.085295,0.0017516,0,0,0.014777,0,0.09436,0,0.00055842,0.007315,0,0,0.0087382,0.0056559,0.0068984,0,0,0.0061214,0.00069662,0.0020782,0.0082972,0.009922,0,0,0,0,0.0018524,0.0079739,0,0.094898,0,0,0.0025471,0.016226,0.0048734,0.0031741,0,0,0.10799,0.0049795,0,0.0083722,0.11195,0.0023335,0,0,0,0,0.0097692,0.013649,0,0.003031,0.11942
0.0035073,0.070866,0.0058891,0.00069947,0.073618,0,0.0018256,0.0016503,0.075979,0.072122,0.075839,0,0,0,0.0011385,0.080275,0.00026666,0,0,0.086673,0,0,0.084008,0,0,0.087295,0,0,0.083277,0,0,0,0.001528,0,0.0033685,0,0,0.0035289,0,0,0.037074,0.0042208,0.00040403,0,0,0,0,0,0,0.0089873,0,0,0,0,0.090641,0,0,0,0,0,0.0015884,0,0.004512,0.0009004,0,0,0.012194,0,0.0049937,0.0055897,0.11194,0,0,0.001005,0,0,0.0052861,0.0057714,0,0,0
0.070192,0.0035629,0.071666,0,0.079131,0,0,0.076431,0.074121,0.079358,0.014858,0,0,0,0.00034228,0.077233,0,0,0,0.0016499,0,0,0.015929,0,0.094097,0,0,0,0.0069769,0,0,0,0.015674,0,0.0071711,0,0,0.084116,0,0,0.013911,0.02928,0.09553,0,0,0.033194,0.013937,0.012785,0,0.016847,0,0,0.0026936,0,0.016903,0.032569,0,0.0051757,0,0,0.0040345,0.014979,0.0037137,0.007871,0,0,0.027959,0,0.0046306,0.0082563,0.11483,0,0.0081373,0,0.0094857,0,0,0.012267,0,0,0.010152
0.071161,0.073161,0.073796,0,0.071327,0,0,0.079937,0.080075,0.00093361,0.012201,0,0,0,0.0014059,0.079518,0,0,0,0.0036297,0,0,0.082393,0,0,0.091871,0,0,0.0029978,0,0,0,0.10466,0,0.0038128,0,0,0.0026106,0,0,0.0091638,0.022586,0.11367,0,0,0.00084873,0.10353,0.098831,0,0.094226,0,0,0,0,0.10045,0.11137,0,0.018548,0,0.0049425,0.10121,0.013961,0.0023023,0.0096429,0,0,0.01025,0,0.10773,0.00011202,0.004378,0,0.11325,0,0,0,0.015003,0.0035131,0.042646,0,0.029861
0.066671,0.0051907,0.072037,0,0.0046564,0,0,0.0018238,0.071526,0.002603,0.0085791,0,0,0,0.0026039,0.00083651,0,0,0,0.081591,0,0,0.0053024,0,0.012442,0.0019981,0,0,0.0012293,0.003261,0,0,0.0053848,0,0.008531,0,0,0.098411,0,0,0.003035,0.006181,0.0087888,0,0,0.0021903,0.010294,0.010841,0,0,0,0,0,0,0.012109,0.012818,0,0.0040244,0,0,0.0059847,0.10806,0.0053477,0.0010136,0,0,0.11617,0.0014888,0,0.0037984,0.0022624,0,0.0095129,0,0,0,0,0.0021683,0.022734,0,0
0.067295,0.078125,0.0020272,0,0.074369,0,0,0.076403,0.0077252,0.081436,0.0080322,0,0,0,0.0028949,0.084108,0,0,0,0.078869,0,0,0.08031,0,0.082069,0.08795,0,0,0,0,0,0,0.0085645,0,0.0024176,0,0,0.0064399,0,0,0.0015364,0.017926,0.0059938,0,0.0022098,0.0023245,0.11782,0.012066,0,0.0015178,0,0,0,0,0.007865,0.013073,0,0.017267,0,0,0.0050386,0.019162,0.002136,0.0058242,0,0,0.016617,0,0,0.0034893,0.00062768,0,0.0044716,0,0,0,0.010383,0,0.01427,0,0
0.065059,0.076104,0.0063803,0,0.00095567,0,0,0.081991,0.084156,0.082387,0.015819,0,0,0,0.084816,0.086473,0.00017165,0,0,0.0079644,0,0,0.092633,0,0.093854,0.0908,0,0,0.08694,0,0,0,0.095762,0,0.098809,0,0,0.089059,0,0.0014044,0.10537,0.051128,0.11863,0,0,0.006423,0.11353,0.099196,0,0.0093834,0,0,0,0,0,0.045166,0,0.048289,0,0,0.0025223,0.026748,0.01438,0.10051,0,0,0.040518,0,0.014558,0.11488,0,0,0.11993,0,0,0,0.011423,0.0091331,0,0.087081,0.029728
0.0040977,0.0011675,0.071026,0.00021071,0.0083473,0,0,0.077836,0.002767,0.011857,0.0067805,0,0,0,0.084976,0.0008861,0,0,0,0.0011959,0,0,0.084844,0,0.0032902,0.087636,0,0,0,0,0.00055332,0,0.090255,0,0.0019077,0,0,0.00050057,0.0066271,0,0.031149,0.013737,0.091984,0,0,0,0,0.0086875,0,0.010159,0,0,0,0,0.0017612,0.016564,0,0.01034,0,0,0.096023,0.012888,0.0029299,0.10157,0,0,0.0086996,0,0.0024307,0.0031278,0.0091607,0,0.10623,0.0012177,0,0,0.0040831,0.12027,0,0,0.0092258
0.001912,0.069533,0,0.0035978,0.071301,0,0,0.074207,0.0041189,0.00051936,0.0066107,0,0.0027499,0,0.0016724,0.0020291,0,0,0.00077916,0.0013522,0,0.0010893,0,0,0.0099861,0.0055623,0,0,0.082348,0,0,0.0024031,0.0038846,0,0,0,0,0.0075803,0.00049096,0,0.0098354,0.010417,0.00024292,0,0,0.0050618,0.0097465,0,0,0.089711,0,0,0,0,0.0059613,0.0086459,0,0.012826,0.00085404,0,0,0.10036,0.008211,0.006454,0,0,0.010599,0,0.0090352,0.0042398,0.017724,0,0.0058467,0.0012732,0.014219,0,0.0070015,0.010422,0,0.011356,0.085053
0.066123,0.067329,0.002006,0,0.06811,0,0,0.0017128,0.075122,0.068728,0.081841,0,0,0,0.076439,0.0021196,0,0,0,0.0012551,0,0.0020391,0.087879,0,0.0046006,0,0,0,0.0066844,0,0,0,0.0066091,0,0.0068159,0,0,0,0,0.0011691,0.082229,0.0093474,0,0,0.00029112,0.010613,0.012783,0.0061064,0,0.004292,0,0,0,0,0.0032113,0.010934,0,0.0046324,0,0,0.00060523,0.0062317,0.00083427,0.0017967,0,0,0.016914,0.00161,0,0.0016052,0,0,0.00014766,0,0.0064017,0,0.0014702,0.0099905,0,0,0
