0,0,0,0,0,0,0,0,0,0.0046535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056105,0,0,0,0,0.0015991,0
0.35574,0.33651,0.35738,0.38123,0.35675,0.35646,0.35777,0.35701,0.35778,0.43998,0.36127,0.35766,0.35821,0.35863,0.36011,0.35897,0.35841,0.40323,0.34193,0.38459,0.38445,0.35932,0.38317,0.35971,0.35771,0.4356,0.38528,0.36041,0.38528,0.35894,0.36706,0.37376
0.0011217,0.32991,0.35172,0.0028548,0.0011914,0.35198,0.002291,0.0016332,0.0021313,0.11675,0.0031694,0.0021388,0.0020206,0.0015704,0.0024412,0.0016526,0.0026576,0.031619,0.32622,0.0038274,0.0026757,0.0039576,0.002472,0.34788,0.0016528,0.12828,0.0034349,0.0028047,0.0030092,0.34708,0.0093832,0.015488
0.35283,0.33404,0.0039066,0.0033179,0.35313,0.0034891,0.35418,0.35394,0.35307,0.23387,0.35366,0.35468,0.35408,0.35546,0.35526,0.3548,0.35469,0.040746,0.33663,0.0089829,0.0082856,0.35255,0.004121,0.0072396,0.35331,0.27312,0.0080817,0.35667,0.0094697,0.0085097,0.3544,0.35787
0,0,0,0,0,0,0,0,0,0.011733,0,0,0,0,0.0017851,0,0,0.0031109,0,0,0.0016115,0,0,0,0,0.013293,0,0.0011897,0,0,0.0013087,0.003363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012481
0.0020999,0.0011174,0.0030041,0.0030955,0.352,0.0019294,0.0027937,0.3541,0.0022492,0.013242,0.35678,0.0035774,0.0021177,0.0023047,0.0043367,0.0032962,0.0053988,0.40332,0.010297,0.003163,0.37825,0.354,0.0029793,0.0029224,0.3522,0.031629,0.0041086,0.35407,0.37649,0.0029725,0.01042,0.0098043
0.35375,0.33571,0.35462,0.37892,0.0051793,0.35482,0.35561,0.0036412,0.35567,0.43732,0.0066942,0.35449,0.35657,0.35675,0.35719,0.35612,0.35425,0.030167,0.33387,0.38236,0.0087032,0.0075061,0.38048,0.35758,0.0063887,0.41562,0.38193,0.0079787,0.0093697,0.35757,0.36257,0.36925
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0025772,0.0014573,0.35203,0.0036993,0.35427,0.0023382,0.0037861,0.35456,0.0030319,0.042043,0.35608,0.35331,0.0023372,0.35025,0.0052403,0.35064,0.35431,0.41094,0.33293,0.37098,0.38081,0.35376,0.37656,0.0035416,0.35323,0.059108,0.0076466,0.35434,0.37625,0.0039806,0.018183,0.014293
