0,0.092332,0.00061852,0.0049894,0,0,0.00041668,0,0.00081872,0,0.0017897,0.00048097,0,0.10529,0,0,0,0.011207,0.00020001,0.0020677,0.0021323,0.0008554,0,0.00045624,0.0011013,0,0.0031905,0,0.00047258,0,0.0011631,0.0021494
0,0,0,0.00029253,0.0013832,0.00018986,0,0,0.00084467,0,0.00095082,0.00054771,0,0,0.0030102,0,0,0.0077547,0.0070321,0.00092066,0.0022121,0.00036632,0,0.064812,0.12118,0,0.0018605,0.00021719,0.0022558,0.11375,0.0014647,0
0,0.00053493,0,0.00060414,0.00042247,0.00017283,0.0019711,0,0.0004377,0,0.0005635,0.00065275,0,0.00028713,0.00084775,0,0.0025608,0.003675,0,0,0,0.0018044,0.00040542,0.0014583,0.0012256,0.0054827,0.00316,0.0015324,0.00038201,0,0.00018845,0.00035453
0.0015901,0.00078643,0,0.00094435,0.0027989,0.0057779,0,0,0.0007512,0,0.0027768,0,0,0,0.0012115,0,0.00032954,0.0069852,0.00058576,0,0.0058081,0.0013412,0.00072433,0.0034365,0,0,0.11512,0,0.00040685,0.0025464,0.0024601,0.0010137
0,0.00071519,0,0.00067952,0.0013536,0.00033028,0,0,0.0016593,0,0.0012722,0,0,0,0.0016809,0.00050581,0.0024051,0.0029455,0.0056613,0.0020094,0,0.0027082,0,0.00039153,0,0,0.00043056,0.0012313,0.00027508,0.0001824,0,0
0.00054807,0.0015805,0,0.0058686,0.00012261,0,0,0,0.10501,0,0,0.00016239,0,0.0010476,0,0.00045606,0,0.0026779,0,0.11169,0.00091205,0,0.0011231,0.0042272,0.00022626,0.0080887,0.00057179,0.001225,0,0.00025227,0,0.001897
0.0006445,0.00040606,0,0.0001369,0.0012424,0,0.00054689,0,0,0,0.10371,0,0,0,0.0018657,0.0011425,0.0016891,0.0013432,0.0070476,0,0,0.0018614,0,0,0,0,0.00012649,0,0.00044198,0,0.0010333,0
0,0,0.0012261,0.00016769,0.0003518,0.00014642,0,0,0.00072946,0,0.00154,0,0.00010374,0.0012877,0.00029565,0.0018439,0.0015274,0.014107,0,0.0016328,0.0032213,0,0.00033064,0.0015682,0,0,0.0024141,0.00046118,0.002221,0,0,0.0009192
0.00037331,0,0.00053561,0.0018676,0,0,0,0,0.0022165,0,0,0,0.00059426,0,0.00041018,0.00014578,0.00013717,0.0015419,0,0.00044706,0,0,0.00025131,0.0016079,0,0.0036232,0.00073959,0.0001743,0.0010388,0,0.00068113,0
0.00025393,0.00063432,0.089607,0.0016501,0,0.00074779,0,0,0.0011338,0,0,0,0,0.00081784,0.0012556,0.00024311,0.0014138,0.0079079,0,0.00079978,0.0013251,0,0.00024549,0,0.0018179,0,0.0042381,0,0,0.00031928,0,0.00045222
0,0,0,0,0.096053,0.00044009,0.0014113,0.00011956,0.00053676,0,0,0.00059837,0,0.00020974,0.00069316,0,0.11238,0.0016473,0,0,0,0.00055692,0.0010785,0,0,0,0.0012053,0.0005597,0.0014562,0,0.0003071,0.0017735
