0.006829,0,0.0050701,0.00057872,0.0010735,0,0,0.014495,0.016853,0.0093936,0.0043316,0.0061302,0,0,0.014095,0.0025594,0,0.0094999,0,0.0022006,0.0058468,0.026221,0,0.0011133,0.017961,0,0.007886,0.017879,0.010441,0,0,0,0.018667,0,0,0,0.0072593,0.014248,0.013786,0.011258,0.0026592,0.019007,0.0073149,0.031031,0,0,0.011994,0.016789,0.0044985,0,0.011304,0,0.0038021,0.001759,0,0,0,0.02078,0,0,0.01693,0.0043983,0,0.0047323,0,0.01248,0.019989,0.042302,0.009236,0.006659,0,0,0.035974
0.009713,0,0,0,0,0,0.009833,0.0028884,0,0,0,0.00607,0.017613,0,0.00019559,0,0,0,0.018551,0.016316,0.061694,0.027044,0.04408,0,0,0,0,0.025299,0,0.013954,0,0.0092397,0.031119,0,0.0084466,0,0,0,0,0.029288,0,0.035135,0.00019829,0,0,0.00029302,0.043128,0,0,0.028631,0.0018186,0,0.0040311,0,0,0,0,0,0.0077757,0,0,0.0051667,0.00033537,0.0092139,0.00090328,0.012222,0,0,0,0,0.07928,0.0014534,0
0,0,0.0094467,0,0,0,0,0.0079571,0.010097,0.017078,0,0,0,0,0,0,0,0,0.00056619,0,0.013848,0,0.028886,0,0.012914,0.0035816,0,0.003462,0.015463,0,0,0.013925,0.033049,0,0.009062,0.0014625,0,0.011712,0,0.00089358,0,0.0093648,0.0014651,0.0017193,0,0,0.0017829,0.0037629,0,0,0,0,0,0,0,0,0.0016221,0,0,0.0098381,0.0017494,0.012637,0.020562,0,0.0081754,0.01891,0,0.010993,0,0.019898,0.0069402,0.003139,0.0074106
0.967,0.016398,0,0,0,0.012806,0,0.0022945,0.00039572,0.0057078,0.003794,0,0,0.00047923,0,0,0.00086043,0.0013586,0,0.0026043,0,0,0,0,0.0018126,0.0060634,0,0,0.003498,0.0014312,0.0018365,0,0.0061915,0,0,0,0,0.0041289,0.00044138,0.0035847,0,0,0.0026197,0.003057,0,0,0,0.004653,0,0.011313,0,0.0014966,0.0067958,0.00047039,0.00066054,0.0058935,0.003954,0,0.0012716,0.0042933,0,0.00069435,0.0023584,0.0022614,0.00031962,0,0,0.0014328,0.001926,0.0011877,0,0,0.0039533
0.021732,0,0,0,0,0,0.0073414,0,0,0,0.0035679,0.0094826,0.011922,0,0.012686,0,0,0.0062632,0,0,0,0,0,0.0051983,0,0.0012747,0.0067023,0.024395,0,0.0075895,0.011537,0.001307,0,0.0001872,0,0.0020098,0.0019625,0.0034339,0.0011022,0.0084424,0,0.019182,0,0,0.0013997,0,0.018629,0.0085831,0.00032034,0,0,0.0054313,0,0.016299,0,0,0,0,0,0.018148,0.0065571,0.023679,0.008886,0.00037466,0,0,0.0033653,0,0,0,0,0.010584,0
0.03563,0.036208,0.0018878,0,0,0,0,0,0.029354,0.018503,0,0.0025981,0.012253,0.012278,0.0027371,0,0,0.0095058,0,0,0,0,0,0.0091452,0.0044266,0.014151,0.0029079,0,0,0,0.011585,0.0024184,0.00026726,0.006412,0,0.0044225,0.0031313,0.023606,0.047358,0.0019081,0,0,0,0,0,0.0016543,0.020514,0,0,0,0.03229,0,0,0,0.031022,0.0054881,0,0.028615,0,0,0.005664,0,0,0,0.0221,0.011381,0.014783,0,0,0,0.014645,0.0074587,0.006085
0.043801,0,0,0.014859,0,0.042971,0.025071,0.0031781,0,0,0,0,0.017442,0,0.0065735,0.0086999,0.030939,0.034876,0,0,0.018661,0,0.014613,0.0069903,0,0.025333,0.022213,0,0,0.018204,0,0.025862,0.015526,0.016327,0,0.033694,0.010289,0,0,0,0.0024354,0,0,0,0,0.021874,0.016728,0,0,0,0.018472,0,0.0085069,0,0.079275,0,0.020225,0.062421,0,0.001037,0,0.0062625,0,0,0.0037424,0.0053185,0.013191,0.049107,0.011935,0.0087418,0,0,0.012993
0.0053332,0.020481,0,0.0020985,0,0,0.018856,0.0051641,0.0041762,0,0.0060765,0.0053664,0.010783,0,0,0,0.0030319,0.0099038,0.0088475,0.0023288,0.001287,0,0,0,0.028881,0,0,0,0.015802,0.02075,0.011705,0,0,0.024925,0.01554,0,0.0020116,0.014032,0.0046234,0.011539,0,0.050115,0,0.062369,0.00098992,0,0.0027723,0,0,0,0,0.0046408,0,0.012676,0,0,0.02674,0,0,0,0,0.033748,0,0.020495,0.0024379,0,0.014717,0.025627,0.012394,0,0.0029683,0,0.007113
0.016166,0,0,0,0,0,0,0.011548,0.00064355,0.011878,0,0,0.022896,0.0048678,0,0,0.012023,0,0,0,0.016604,0,0,0,0,0.030618,0.038701,0.016798,0,0,0.0096199,0.0087039,0,0,0.0010169,0,0.015886,0,0,0.026507,0.024852,0.033871,0,0,0,0,0.053828,0.022759,0.0071063,0.02888,0,0.012537,0,0,0,0,0.013477,0.0056871,0,0,0.023459,0.0037643,9.233e-05,0.024819,0,0.018268,0.013374,0.015669,0.034522,0,0,0.0095743,0
0,0.0086808,0,0,0,0.0046379,0.00058479,0.0049553,0,0,0.0006488,0,0,0,0,0.0009222,0.0048316,0.0057523,0.0035005,0.0058634,0,0.0060614,0,0.0024657,0.0016379,0.0099859,0,0,0.00090455,0,0,0,0.0062658,0.0030369,0.001166,0.00020142,0.0049368,0.00045424,0.0020928,0,0,0,0.0016546,0.00068306,0.002106,6.5556e-05,0.95452,0.0096281,0,0.0031516,0,0.00060636,0.0014722,0,0.0028381,0.015685,0.0012015,0.0026139,0,0.0069804,0,0,0,0,0,0,0,0,0.0023773,0,0,0.0028981,0
