0,0.0078044,0,0,0.076055,0,0,0.077642,0.002948,0.0035361,0,0.071457,0.074696,0.002417,0.00015454,0.0029227,0.0030791,0.0037737,0.0041655,0.003832,0.0068083,0.0022544,0.078993,0,0.088011,0.0068371,0,0.00035634,0,0,0,0,0,0.006411,0,0.00191,0.0019026,0,0.0051996,0.0002634,0,0.0027933,0,0,0,0,0,0,0.014622,0,0,0.0052441,0,0,0.0076387,0,0.0023588,0.00045827,0,0,0,0,0.0030524,0.013656,0.0067783,0,0,0,0.10044,0.0013582,0.0051496,0,0.10197,0.096252,0,0.011631,0
0,0.065116,0.0018149,0,0.0041044,0,0,0.07631,0.001331,0.0078978,0,0.079945,0.002381,0.0015524,0.001156,0.078307,0.0022131,0.0029063,0.0060874,0.0070265,0.0043876,0.00062044,0,0,0.09024,0.085362,0,0,0,0.0012606,0,0,0,0.00016341,0.00072413,0.096555,0,0,0.0043539,0.0068615,0,0.087886,0,0,0,0,0,0,0.10577,0,0,0.10535,0,0,0,0,0.0073723,0,0,0,0,0.011918,0.015484,0.01037,0.0037392,0,0,0.0049095,0,0.0059808,0.0012423,0,0,0,0,0,0
0,0.068753,0.069847,0,0.0041982,0,0,0.084436,0.0021753,0.077961,0,0,0,0.003453,0.0018598,0.085435,0.0046126,0.00041356,0.0060374,0.083188,0.0013989,0.0026529,0.0022526,0.0028354,0.0005653,0.00026533,0,0,0,0,0,0,0,0,0,0.0068476,0,0,0.013227,0.010993,0,0.098097,0,0,0,0,0,0,0.09758,0,0,0.10119,0,0,0.006701,0,0,0,0,0,0,0,0.00032345,0,0.011784,0.0015498,0,0.0063592,0,0.00093744,0.019284,0,0,0.01048,0,0,0
0,0.0046182,0.0058634,0.0022588,0.0030268,0,0,0,0.003099,0.0045467,0,0.00030496,0,0.080083,0.0016699,0.0041309,0.0054078,0.0034236,0.0017666,0.0014284,0,0.0032351,0.0062163,0.080621,0.09094,0.0029758,0,0,0,0.00021436,0,0,0,0.0029689,0,0.0063448,0,0,0.011552,0.0040805,0,0.0081443,0,0,0,0,0,0,0.014986,0,0,0.094351,0,0,0.0093081,0,0.0041149,0,0,0,0,0,0.0018754,0,0.10091,0,0,0.0084786,0,0.1102,0.0019445,0,0,0.0069585,0.015258,0.033122,0.0077296
0,0,0,0,0,0,0.00036426,0.0023049,0.0022596,0.078772,0,0.0013509,0.0014187,0.081162,0.075356,0.07777,0.078105,0.08157,0.0021871,0.0013804,0,0,0.0054676,0.084692,0.0021674,0.080889,0,0,0,0.00097295,0,0,0,0.0017491,0,0.090783,0,0,0.0028604,0.012266,0,0.0092698,0,0,0,0.0014557,0,0,0.01407,0,0,0.0008875,0.00064165,0,0.014014,0,0,0,0.0016907,0,0.00043269,0,0.0094059,0.0011965,0.003582,0,0,0.010865,0.0085451,0.0069925,0.0016932,0,0.11108,0.0015437,0,0,0.036788
0,0.063594,0,0,0.0017868,0,0,0.077837,0,0.0014476,0,0.0069841,0.0043107,0.078412,0.075579,0.086601,0.075816,0.083399,0.0034015,0.0011017,0.0051435,0,0.009832,0,0.084842,0.0026351,0,0,0,0,0,0.00054754,0,0.0090619,0,0.0034068,0,0,0.0066742,0.010724,0,0.0018537,0,0,0,0,0,0.0030084,0.10854,0,0,0.10319,0.0028926,0,0.0035185,0,0,0.00086339,0.0006931,0,0,0,0.00088964,0,0.0069021,0,0,0.011442,0.014073,0.0035109,0,0,0.010879,0.0027542,0.11952,0.012556,0.0017809
0,0.0067543,0.074031,0,0.079067,0,0,0.079498,0.079424,0.010037,0,0.080066,0.0084993,0,0.084959,0.08037,0.015708,0.082355,0.0080068,0.0079995,0.011661,0.085586,0.085888,0.0068513,0.016834,0.086563,0,0,0,0.0051097,0,0,0,0.093355,0,0.00094065,0,0,0.10497,0.021745,0,0.1073,0,0,0,0,0,0,0,0,0,0.0018783,0,0,0.01625,0,0.01203,0,0,0,0,0,0,0.11821,0.0086683,0,0,0.099716,0.0017412,0.0059556,0.10549,0.0023714,0.079584,0.093543,0,0.0031674,0
0,0,0.0041567,0,0.0045742,0,0,0.0043475,0.078259,0.0077929,0.0021637,0.073762,0.0072102,0.080401,0.011163,0.0068348,0.006639,0.0046848,0.0024332,0.0044337,0.087545,0.0068709,0.08469,0.013017,0.0030859,0.0062976,0,0,0,0.082447,0,0,0,0,0,0.01306,0,0,0.00027946,0.015563,0,0.0075514,0,0,0,0,0,0.00062387,0.0013964,0,0,0.020065,0.00056503,0,0.0047524,0.00045346,0.0046114,0,0,0,0,0,0.0053501,0,0.0021216,0,0,0.0025885,0.0034436,0,0.015291,0.0065107,0.0029409,0.0057331,0.0088974,0.012205,0
0,0.0040992,0.0032456,0,0,0,0,0.0012587,0.0005258,0.078702,0,0.070619,0.0048545,0.0016572,0.0074099,0.00084945,0.0045729,0,0.080306,0.084741,0.077663,0.080515,0.0054887,0.081473,0,0.003629,0,0,0,0.084975,0,0,0,0.0028925,0,0.0019126,0.0032093,0,0.00805,0.020924,0,0.0032833,0,0,0,0,0,0,0.088302,0,0,0.0024862,0,0,0.0043388,0,0,0,0,0,0,0.0011163,0.0023352,0.0014317,0.00026388,0,0,0,0.0043574,0,0.004315,0,0,0,0.12319,0,0
0,0.06894,0.072622,0,0.00062541,0,0,0.081204,0.0030858,0.080572,0,0.082702,0.074037,0.083921,0.078763,0,0.078352,0.0064918,0.079464,0.001449,0.08455,0.0072515,0.083603,0.087869,0.088471,0.0049364,0,0,0,0.0027393,0,0,0,0.0067224,0,0.013885,0,0,0.11528,0.10939,0,0.095117,0,0.0030934,0,0,0,0,0.00751,0,0,0.10164,0,0,0.012186,0,0.0038265,0,0,0,0,0.00027885,0.10945,0.10871,0.0054882,0,0,0.0078449,0.10321,0.015119,0.11073,0,0.098779,0.0064836,0.0093177,0.057051,0.0053162
