0,0,0,0,0,0.0067429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016611,0,0,0,0,0,0,0
0.3584,0.33662,0.35771,0.38211,0.35839,0.43818,0.3567,0.35793,0.35722,0.35778,0.35988,0.3578,0.35821,0.3584,0.35931,0.358,0.38823,0.38468,0.3411,0.3605,0.4043,0.37311,0.35907,0.35938,0.3844,0.38602,0.38832,0.37518
0.001789,0.33004,0.35151,0.0034334,0.0017535,0.1567,0.3522,0.0022438,0.0017706,0.0022956,0.0031142,0.0023263,0.0023411,0.0016158,0.0016191,0.0028425,0.0049694,0.0043934,0.32855,0.0048106,0.03283,0.0090076,0.34852,0.0011137,0.0032278,0.0083909,0.011697,0.018004
0.35323,0.33367,0.003614,0.0029177,0.34985,0.21085,0.0029254,0.35406,0.35331,0.35282,0.35189,0.354,0.35326,0.3545,0.35399,0.3542,0.017968,0.0086563,0.33566,0.35064,0.35273,0.35654,0.0044857,0.35026,0.0047156,0.010867,0.36051,0.35328
0,0,0,0,0,0.01249,0,0,0,0,0,0,0,0,0,0,0.0022538,0,0,0,0.011844,0.0032091,0,0,0,0.0013865,0.0047663,0.0023359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017529,0,0,0,0,0,0,0
0.0039714,0,0.00373,0.0045664,0.35295,0.02231,0.0021747,0.0030375,0.35454,0.0023099,0.35628,0.0040867,0.0022903,0.0021625,0.003931,0.0052154,0.38241,0.0051976,0.0078417,0.35728,0.036167,0.0092631,0.0024447,0.35577,0.0038268,0.38139,0.012581,0.0059503
0.35505,0.3359,0.35422,0.37863,0.0060565,0.43087,0.35482,0.35563,0.0035601,0.35557,0.0055234,0.35409,0.3563,0.35652,0.35583,0.354,0.011936,0.38108,0.33542,0.0071099,0.39298,0.36462,0.35697,0.0050878,0.38092,0.012876,0.37798,0.37138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0048168,0.0012998,0.35229,0.0042229,0.35532,0.043542,0.0025622,0.00408,0.35497,0.0030718,0.35564,0.35379,0.0025159,0.35101,0.35123,0.35442,0.38557,0.37292,0.33265,0.35672,0.05232,0.01341,0.0032896,0.35595,0.37634,0.38508,0.018802,0.012286
0.35407,0.33549,0.0055687,0.37896,0.0036079,0.41043,0.35446,0.35459,0.0029884,0.35458,0.0059912,0.0043753,0.35602,0.0075975,0.008525,0.0046041,0.0075468,0.013257,0.010265,0.0070482,0.37894,0.36056,0.35614,0.0046657,0.0084297,0.0082821,0.37214,0.36454
0,0,0,0,0,0.0095205,0,0,0.34998,0,0,0,0,0,0,0,0,0,0.0011113,0,0.00357,0,0,0,0,0,0,0.0014035
0.35618,0.0066683,0.35684,0.37941,0.35672,0.3912,0.35661,0.00867,0.0054002,0.35648,0.35829,0.0056849,0.35681,0.35734,0.35716,0.008425,0.38551,0.38176,0.012841,0.35834,0.37679,0.36513,0.35706,0.01256,0.010695,0.38338,0.37809,0.36791
0.0022738,0.33042,0,0.0034453,0.001437,0.04854,0,0.34978,0.0025403,0.0011472,0.002525,0.35219,0.0015571,0.0011376,0.0024706,0.35036,0.00576,0.0037787,0.32914,0.0041967,0.039294,0.007971,0.0023371,0.34796,0.37355,0.0071275,0.011115,0.007283
