0.0002937,0.092514,0.00081344,0.0056158,0.00016491,0,0.00026949,0.00064527,0.00064437,0.0010218,0.0020493,0,0,0,0,0.00018116,0.0040962,0,0.00021665,0.001629,0,0,0.00059418,0.0013513,0,0,0,0
0.0001093,0,0,0.002038,0.0010765,0,0.0023488,0,0.10075,0.0014346,0.00054623,0,0,0.00029007,0.00099297,0,0.0031816,0,0,0.00021951,0,0,0.0010052,0.12011,0.00029548,0,0.0063621,0
0.00056783,0.00051984,0,0.00083974,0.00049978,0,0.0002422,0.0020217,0.00010529,0.00046283,0.00044047,0,0,0,0,0.0026071,0.00091794,0,0,0.0023067,0,0.00097638,0.0016807,0.0013741,0,0,0.00092714,0
0.0029529,0.00049982,0,0.0044473,0.0036719,0,0.0063549,0.00021214,0.0002185,0.00070637,0.0028004,0.00078702,0.00093151,0,0,0.00060235,0.007556,0,0.00035275,0.0014919,0,0,0.0028571,0,0,0,0.0041104,0
0.00026304,0.00072436,0,0.00058758,0.0015927,0.00045256,0.00033961,0,0.0013782,0.0015241,0.0010775,0.0031509,0,0,0,0.0021543,0.00034166,0,0.0054051,0.003022,0,0,0.00019906,0.00057259,0.00090793,0,0.0065364,0
0.0006624,0.0019172,0,0.0021669,0.00051789,0,0.00030099,0,0.00020678,0.10521,0,0,0,0,0,0,0.0018451,0,0,0,0,0,0.0035638,0.00015845,0,0,0.0011462,0
0.0012898,0.00049725,0,0.00014882,0.0017282,0,0,0.0006403,0.0012287,0,0.10518,0.0022723,0,0,0,0.0016487,0.0011743,0,0.00701,0.0020058,0,0,0,0,0.0012769,0,0.0017993,0
0.00011901,0,0.0014579,0.00065525,0.00094335,0,0.00032369,0,0.00058345,0.00075219,0.0017671,0.00065273,0.00024251,0,0,0.0014816,0.0049716,0,0,0.00039501,0,0,0.001514,0,0,0,0.0042429,0
0.00077744,0,0.00057456,0.0019934,0.00010193,0,0,0,0,0.0022502,0,0.0001336,0.0006856,0.00062824,0,0.00015893,0.00031668,0,0,0,0,0,0.0021353,0,0,0,0.0012238,0
0.00060393,0.00074332,0.089611,0.0019366,0.00036871,0,0.00082497,0.00014513,0.0011225,0.0010888,0,0.00018324,0,0,0,0.0013909,0.0028487,0,0,0,0,0,0,0.0019959,0,0,0.0038327,0
0,0,0,0.00021428,0.095187,0,0.00072135,0.0014991,0,0.00062808,0,0,0,0,0.00040298,0.11268,0,0,0,0.0036378,0,0.0016521,0.00024695,0.00015089,0,0.00030391,0,0
0.00018958,0.00013795,0.00082534,0.0015138,0,0,0.0024704,0.00089416,0.0003329,0,0,0,0.00015045,0,0,0.00017377,0.0010343,0.00029775,0,0,0,0,0,0.00020723,0,0,0.0050841,0.0021888
0,0.00018481,0,0.0019436,0.0020267,0.00030065,0.00064711,0,0.00022682,0.00032152,0,0.0006565,0.00023689,0,0,0,0.0039443,0,0,0.0064842,0,0.00053121,0.00059845,0.0012007,0,0,0.00088637,0
0.003104,0.00092339,0.00057874,0.00044263,0.0053689,0,0,0.00042622,0,0.00062641,0.0018895,0.0010774,0,0,0.0014916,0.0030537,0.0062039,0,0.0042126,0.0046429,0,0,0.00037701,0.0012336,0,0,0.015219,0
0.0016648,0.094316,0.00093209,0.091539,0.0013047,0,0,0.0015542,0.0024787,0,0.0031435,0.10917,0,0,0.0015085,0.001638,0.011583,0,0.00014867,0.12914,0,0,0.0021093,0.00042148,0,0,0.0091111,0
0.0015866,0,0,0.0010607,0.00047046,0,0.00033784,0,0.0007041,0.0004851,0.00010079,0,0,0,0,0,0.00025119,0,0,0.00093305,0.00074047,0,0.00024159,0.0014086,0,0,0.0026254,0
