0,0,0.0031233,0,0,0
0.35701,0.33856,0.45162,0.35876,0.36345,0.35903
0.0017341,0.32623,0.084806,0.35023,0.0047476,0.35093
0.35368,0.33578,0.22648,0.0061799,0.3526,0.0061223
0,0,0.0088639,0,0,0
0,0,0,0,0,0
0.0030511,0.0023988,0.084177,0.0053118,0.35207,0.002613
0.35436,0.33681,0.40084,0.35383,0.014033,0.35712
0,0,0,0,0,0
0.0044634,0.0062556,0.13622,0.35423,0.35952,0.0038786
0.35279,0.33302,0.35347,0.0048265,0.0062105,0.35605
0,0,0.0086447,0,0.0024495,0
0.35506,0.0083974,0.38879,0.35682,0.35501,0.35819
0.0016013,0.33138,0.082425,0.0018482,0.007831,0.0011551
0.35563,0.33781,0.41373,0.35622,0.36157,0.35745
0,0,0.034523,0.002579,0,0.0014134
0,0,0,0,0,0
0,0,0.0041545,0,0,0
0,0,0,0,0,0
0,0,0.010197,0,0.0013834,0
0.35078,0.33252,0.13792,0.0030281,0.34621,0.0041844
0,0.0019394,0.057279,0.34892,0.0012833,0.34934
0.0016738,0,0.1909,0.0035278,0.0057769,0.0034412
0.0017774,0.0015925,0.041817,0.0011485,0.0059747,0.0019051
0.0014251,0.0020899,0.055594,0.0011512,0.0034455,0
0,0,0.0040129,0,0,0
0,0.0012196,0.018941,0.0012905,0.0039415,0
0,0,0.0030347,0,0,0
0,0,0.026578,0,0.0017148,0.33967
0,0.0016871,0.055823,0,0.0039652,0.0013801
0,0,0.039224,0,0.0031208,0.0043823
0.34898,0.0013691,0.049537,0,0.0070876,0.0018786
0.0018672,0.0036083,0.056604,0.0012247,0.3364,0.0013059
0.001418,0.32742,0.079843,0.34908,0.003459,0.0035726
0.0017489,0.0015386,0.056118,0.0011634,0.0052134,0.002881
0,0,0.094517,0.0023826,0,0.0017977
0,0.0021752,0.043341,0.0018872,0.004017,0.0029333
0,0,0.019213,0,0.0020624,0
