0,0,0,0.0029875,0.016078,0.013585,0,0,0,0.0042584,0,0,0,0,0,0.038742,0.0001065,0,0.0082718,0.0048948,0.0013321,0,0.013422,0,0,0,0,0,0.031291,0.037599
0,0,0.025669,0,0,0,0,0.01416,0,0,0,0,0.0013524,0,0.0033431,0.0035577,0,0,0.02106,0.056263,0.010499,0,0.0093506,0,0,0.0072374,0.024301,0.024372,0.026601,0
0,0,0.015958,0.013318,0.023566,0.012007,0,0,0,0.00011534,0,0,0.0063409,0,0,0,0.014821,0,0.00064313,0.012266,0,0,0,0.045879,0,0,0.01965,0,0.072055,0.025519
0,0,0.022787,0,0.00077615,0,0.048909,0.002289,0.0056024,0,0,0.022313,0.0036789,0,0,0.0094854,0.019908,0,0,0,0.0012603,0,0.035291,0.0090561,0.00036331,0.0013807,0.54469,0.015856,0,0.0080765
0,0.021141,0,0,0.0011741,0,0,0.091311,0,0.00057909,0,0,0.0042169,0,0.021069,0,0.013132,0,0.013327,0.0032133,0,0,0.0040657,0.011641,0,0.0099154,0.04218,0,0.019987,0.098808
0,0.072483,0,0.011904,0.0020171,0.023036,0.01001,0.036173,0.0042976,0,0,0.032297,0,0,0,0,0.0053101,0,0.010678,0.0075977,0,0.0099429,0,0.017113,0,0,0.03289,0,0.012644,0
0.010017,0.0040837,0,0,0,0,0.072318,0,0.00043768,0,0.02151,0,0,0,0,0,0.068012,0,0,0.017402,0.0059089,0.0071002,0.0053269,0.03055,0.011106,0.025294,0.046329,0,0,0
0,0.045902,0,0,0,0,0,0.032525,0,0.013834,0,0,0,0.03773,0.018959,0,0,0,0.010028,0.0071894,0.008532,0.028788,0,0.0097091,0,0,0,0,0.027728,0.0053562
0,0.034329,0,0,0.0033052,0.014519,0.0036539,0.008162,0,0,0,0,0.0323,0,0.032807,0,0.0184,0.008376,0,0.010255,0.017248,0,0.012002,0,0.018051,0,0.0076913,0,0.05242,0
0,0,0.037096,0.013423,0,0.050245,0,0,0.001164,0,0,0.022568,0.0098989,0,0.042454,0,0.04086,0,0.0001641,0,0,0,0,0.11906,0.03803,0.03259,0.040709,0,0,0.011278
0,0.016173,0.027683,0.083021,0,0,0,0,0.038731,0,0,0.013529,0.070924,0.033257,0,0,0.019817,0.0033667,0.027523,0.014734,0.036233,0.019317,0,0.010643,0,0,0.043177,0,0,0
0,0.039934,0.0040921,0.0045604,0,0.012722,0.0033562,0,0.0045909,0,0,0,0,0.013323,0.0093683,0.012701,0.0054675,0.014481,0.0022471,0.0096823,0.0029857,0.0077724,0.0085021,0.018684,0.0046344,0.00081217,0,0.0023399,0,0.090777
0,0.013377,0,0,0,0,0.0033035,0.042302,0,0,0.031575,0,0,0,0,0,0.0056739,0,0,0.010261,0.0036748,0.018505,5.8911e-05,0,0,0,0,0,0.018434,0
0,0.049235,0.030209,0.00135,0.024527,0,0.1083,0.021313,0,0,0,0,0,0,0.0013296,0,0.047828,0,0,0.041523,0,0,0.017227,0.031203,0.0020941,0,0.063746,0.048769,0,0
0,0,0.0035383,0,0,0,0.018104,0,0.0049867,0.0022579,0,0.013331,0.0058808,0,0,0,0.0017552,0,0.95058,0.0030817,0,0.00072955,0,0,0,0,0,0,0,0
0,0,0,0.010997,0.0068416,0,0.016426,0,0,0.013796,0,0,0,0.00088455,0.01464,0,0.0014163,0,0.016767,0.0066706,0,0.011807,0.021168,0,0.003043,0.027948,0,0.0050695,0.018296,0.0076426
0.0032602,0,0.005686,0,0,0,0.025208,0,0.0046906,0,0,0,0.02734,0,0,0.018084,0.0048467,0,0,0.015585,0.016483,0.0043469,0.00016568,0,0.035519,0,0.062139,0,0.055512,0
0,0.0078684,0,0.018606,0.016365,0,0,0.037178,0.00077776,0.012657,0.041368,0,0.0040904,0.021596,0.015659,0,0.012026,0,0,0,0.00072265,0.0098068,0.01226,0,0,0,0.00024485,0,0.022348,0
0,0,0,0,0,0.0033378,0,0.025547,0.039898,0,0.0060378,0.0058157,0.0063112,0,0,0.0070677,0,0,0.033188,0.030133,0,0,0.0079033,0.035953,0,0,0.024386,0,0.069317,0
0,0.023732,0,0.0054043,0,0.00040868,0,0.010086,0,0,0.042101,0.0054627,0,0.013125,0,0.00067716,0.0026748,0,0.0049905,0,0.0020847,0,0,0.060818,0.0033486,0.016964,0,0.0024932,0,0
0,0.059815,0,0,0.0033794,0,0,0.018682,0.026676,0.11439,0,0,0,0,0.0095977,0,0.022469,0,0.086638,0,0,0.011153,0,0,0.059141,0.017438,0.003691,0.020345,0,0.027909
0.002547,0,0,0.006967,0,0.010985,0.0059037,0,0,0,0,0,0,0,0.010902,0.02572,0,0.0075754,0,0.0091228,0.003957,0.0041698,0.0019308,0.022058,0.0019329,0,0,0,0.0089727,0.14151
0.0093173,0.025849,0,0,0,0.0053191,0,0.040203,0,0.0050088,0.019568,0.0079967,0,0.0013909,0,0.0036095,0.95217,0.017702,0,0.0051542,0,0.013105,0.0081601,0,0,0,0,0,0.0045393,0.013081
0,0.017419,0.028058,0.010361,0,0,0.0060785,0.0031994,0.019622,0,0.0109,0,0,0.0041733,0.022248,0.0090557,0.012216,0,0.02906,0,0.0079573,0,0.002647,0.013208,0,0.00023886,0.010766,0,0,0.019124
0,0,0.057836,0.0089912,0,0,0,0,0.0024634,0,0,0,0.0019572,0,0.028565,0,0.036363,0,0.020567,0.041853,0.038788,0,0,0.01828,0.088092,0,0.029482,0,0.0023439,0.0086694
0,0.077359,0,0,0.0026178,0.0082757,0.0073865,0,0,0.00084443,0,0.0017592,0,0.014112,0.016325,0.013272,0.0032765,0.015657,0,0,0.02364,0.010809,0,0.056159,0.0015776,0.00035037,0,0,0,0.011991
0,0.0518,0,0.013162,0,0.0062575,0.011661,0,0.0034053,0,0,0,0,0.036611,0.019216,0.027723,0.0048198,0.04879,0,0,0,0,0.0027242,0.0011122,0,0.0021986,0,0,0,0
0,0.032186,0.0047706,0,0.0080108,0.0044423,0.015639,0,0,0,0,0,0,0.017874,0.017222,0.010446,0.0034223,0.023656,0.012863,0,0,0,0.0026532,0,0,0.014282,0,0.01121,0.018958,0
0,0,0,0,0,0,0.01288,0.03749,0.0084503,0.018797,0,0.0042139,0,0,0,0,0.0088453,0,0.0058737,0.019487,0.0041342,0,0,0,0.0011789,0,0.040307,0.0077531,0.022852,0
0,0,0,0.024086,0,0.0024883,0,0.03527,0,0,0,0,0,0,0.058755,0,0.040861,0,0.024351,0,0,0,0,0,0.045465,0,0.018467,0.012868,0.017057,0.017062
0,0.014012,0,0,0,0,0.0030967,0.010609,0.0036581,0,0.033834,0,0.03374,0,0.039437,0,0.0089148,0,0.021951,0.032159,0.025078,0,0.00084193,0.02653,0.019704,0.0048332,0.0037165,0,0.042312,0.0063554
0,0,0,0,0,0,0.014215,0.014909,0.015988,0,0.0083575,0.00012808,0.0086059,0,0,0,0,0,0,0,0,0.0029758,0.016584,0.01977,0.0042073,0.01181,0,0.0027273,0,0.015173
0,0.014405,0.010793,0,0,0.018231,0,0.012355,0.0079166,0,0,0.011661,0,0,0.00040088,0.026835,0,0,0,0.026991,0.013925,0.02584,0,0,0.02734,0,0,0.077834,0.0070063,0
0.0018707,0.038809,0,0,0.010383,0,0.040622,0,0,0.017462,0,0.042414,0,0.016272,0,0,0,0.037201,0,0,0,0,0,0.012088,0.0057654,0,0.0012743,0.017448,0,0
0.0060981,0.024088,0,0,0,0,0.023318,0,0,0,0.001037,0.03204,0,0,0,0,0.0062254,0,0.0048852,0.039382,0,0,0.017172,0.027623,0,0.063641,0.012441,0,0.0058662,0
0,0,0,0.0010806,0.032575,0.030283,0.014029,0,0,0.001499,0.010864,0.0023319,0,0.033572,0,0.043206,0.0057621,0.0086573,0.016314,0,0,0,0,0,0.0056832,0,0,0.023603,0,0
0,0.0031089,0.1249,0,0,0.025502,0.040505,0.013686,0,0,0,0,0.012165,0.015394,0,0,0.039694,0,0,0,0,0.01508,0,0.058599,0,0,0.017071,0.050768,0,0
0,0,0.025978,0,0,0.0056166,0.066236,0,0.019777,0,0,0,0.021606,0,0.00833,0.0077481,0,0,0,0,0.020984,0.0044614,0.0071152,0.0011669,0.0022193,0.019482,0,0,0.010575,0
0,0,0.0183,0.0017145,0.011983,0.0030651,0.010699,0.025241,0.02376,0,0,0,0.00059302,0,0,0,0.0044869,0,0.00017791,0,0,0,0,0,0,0.0098085,0,0.012687,0.04165,0
0,0.033365,0,0.0024676,0.011936,0.042989,0.048248,0.01775,0.00069775,0.05068,0,0.061792,0.0022217,0,0,0.0048974,0.00028895,0.044129,0.041214,0,0,0,0.0080754,0,0,0,0.049027,0,0,0.04914
0,0.069612,0,0,0,0.011614,0.015984,0.010892,0.0019785,0.0023466,0,0,0,0.014313,0,0,0,0.0035214,0,0.0017465,0.018315,0.0013214,0,0.001826,0.0014165,0.025392,0,0.007038,0,0
