0,0,0,0.0064248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024653,0,0,0.0014883,0,0
0.3367,0.36011,0.35728,0.43663,0.38113,0.35736,0.35661,0.35783,0.35684,0.35737,0.35762,0.3593,0.35847,0.35797,0.35721,0.35864,0.35801,0.40714,0.38436,0.38361,0.35895,0.34447,0.35883,0.36058,0.35914,0.36177,0.38448,0.40854,0.36194,0.36647,0.36638,0.36547,0.36234
0.32941,0.0022305,0.35164,0.15091,0.0016877,0.0012232,0.35176,0.0021199,0.0010065,0.0019667,0.0021232,0.0026058,0.00144,0.0019076,0.0019988,0.001549,0.0023678,0.033663,0.0030763,0.0016356,0.0032974,0.31646,0.3492,0.021922,0.0026476,0.35043,0.0028492,0.037683,0.34936,0.0066907,0.0091339,0.0058367,0.0043933
0.33392,0.35409,0.0037719,0.21422,0.0027046,0.35285,0.002886,0.35406,0.3539,0.35261,0.35384,0.3514,0.35472,0.35328,0.35316,0.35412,0.35382,0.037615,0.0079383,0.0058453,0.35184,0.33747,0.0045897,0.3545,0.35508,0.0056976,0.0080378,0.3626,0.0085262,0.35213,0.35007,0.35286,0.35536
0,0.0012833,0,0.012812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030355,0,0.00128,0,0,0,0,0.0010081,0,0,0.018891,0,0,0.0011818,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010758,0,0,0,0,0,0,0,0,0,0.0026117,0,0,0,0,0
0,0.0054666,0.0028918,0.016249,0.0027512,0.35131,0.0018617,0.0025748,0.35418,0.0016534,0.0034084,0.3545,0.002018,0.0020053,0.0019567,0.0027869,0.0047644,0.40296,0.0033873,0.37778,0.35351,0.021806,0.0022014,0.33646,0.35355,0.0043393,0.37723,0.044511,0.0039483,0.35563,0.0097949,0.0045306,0.002495
0.33595,0.35588,0.35457,0.43381,0.3788,0.0064069,0.35495,0.35566,0.0031983,0.35576,0.35456,0.0056692,0.35676,0.35631,0.35527,0.35628,0.35389,0.030164,0.38163,0.0068873,0.0063985,0.32388,0.35703,0.0256,0.0066549,0.35855,0.0077381,0.38574,0.35982,0.014165,0.35948,0.36153,0.36052
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010064,0,0,0,0,0
0.0017286,0.0077688,0.35227,0.039979,0.0024873,0.35354,0.0028721,0.0036307,0.35474,0.0026108,0.35358,0.35406,0.35058,0.0025944,0.0025129,0.35107,0.3546,0.4109,0.37307,0.38003,0.35328,0.33679,0.0029601,0.35694,0.35419,0.0062,0.37699,0.074026,0.0051198,0.35991,0.014992,0.0086316,0.0062771
0.33504,0.35388,0.0051293,0.41269,0.37907,0.0041651,0.35398,0.35465,0.0025365,0.35457,0.0044091,0.0060347,0.0081657,0.35569,0.3548,0.008028,0.0040234,0.018235,0.012021,0.0041976,0.0064166,0.0088956,0.35629,0.0048967,0.0055546,0.35676,0.0079118,0.36187,0.35882,0.0093417,0.35415,0.35749,0.35643
0,0,0,0.0096244,0,0,0,0,0.35041,0,0,0,0,0,0,0,0,0,0,0,0,0.001059,0,0,0,0,0,0.0053222,0,0,0,0,0
0.0063123,0.35632,0.35641,0.39033,0.37864,0.35582,0.35591,0.0083971,0.0043678,0.35584,0.0050128,0.35769,0.35736,0.35621,0.35511,0.35666,0.007883,0.3955,0.38092,0.38223,0.35701,0.012492,0.35707,0.0080926,0.3561,0.36033,0.38278,0.36847,0.36163,0.35348,0.36111,0.36275,0.35834
0.33081,0.004369,0,0.049426,0.0029108,0.0012152,0,0.34977,0.0025248,0.0013672,0.35265,0.0019815,0.0012323,0.0019885,0.0022309,0.002327,0.35047,0.024706,0.0039213,0.0019042,0.0024579,0.33242,0.0021994,0.35374,0.0035301,0.0018958,0.0018147,0.054128,0.0019275,0.015358,0.0068235,0.0028522,0.0040411
0.33589,0.35715,0.35485,0.3826,0.38025,0.35617,0.35584,0.35751,0.3564,0.35571,0.35684,0.35809,0.0076975,0.35626,0.35536,0.35689,0.35604,0.39541,0.38245,0.38174,0.35836,0.34327,0.35761,0.36005,0.35771,0.36058,0.38323,0.38535,0.36054,0.36046,0.36288,0.36028,0.35942
0,0.0016738,0.0024361,0.047367,0,0,0,0,0,0,0,0,0.34968,0.0016074,0.0018431,0.0012513,0.0015047,0.0028883,0.0015406,0.0014718,0,0,0.001466,0,0.0014177,0.0011766,0,0.018749,0.0024431,0,0.0024736,0.0040742,0.0012452
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0081109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018556,0,0,0,0,0.0011256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0014673,0,0.007427,0,0,0,0,0,0,0,0.0013397,0.0012347,0,0,0,0,0.013883,0,0,0,0,0,0,0,0,0,0.010576,0,0.0066474,0,0,0
0.33218,0.34836,0.0019835,0.12737,0.0012117,0.35269,0.0022087,0.3512,0.002076,0.0039653,0.0041417,0.0053796,0.35205,0.0032902,0.35016,0.0031774,0.35201,0.050337,0.0051895,0.37125,0.34838,0.33511,0.0028261,0.35441,0.0073596,0.0030312,0.0085266,0.28451,0.0053186,0.3489,0.34138,0.01394,0.34659
0.0011909,0.0010754,0.35056,0.092499,0.0013475,0,0.35121,0.0010486,0,0.001288,0,0.001441,0,0,0,0.001031,0.0013677,0.024924,0.0019892,0.0012434,0.0022535,0.0034781,0.34776,0.0011416,0.0019545,0.34876,0.0015558,0.020242,0.34808,0.0037051,0.0061674,0.0028762,0.0022152
0.0011032,0.0027704,0.0028833,0.14713,0.37718,0.0020972,0.0016699,0.0025806,0.0020941,0.002485,0.0024978,0.0046589,0.0025805,0.0034095,0.0033312,0.0034178,0.0026759,0.34849,0.37481,0.011314,0.0049975,0.0023345,0.0049179,0.003266,0.0022549,0.0076979,0.37149,0.031707,0.0055675,0.0090315,0.011185,0.0077141,0.0042829
0.0015018,0.0047568,0,0.037165,0.0012592,0,0.0010829,0.00132,0.0011043,0.0011635,0.0015408,0.34644,0.0014528,0.0036453,0.0020037,0.0022304,0.0010983,0.0075725,0.0015744,0,0.0016316,0.0038276,0.0019355,0.0016447,0.34546,0.0023531,0,0.04655,0.0029704,0.0043261,0.0029556,0.0022039,0.0058385
0.0010208,0.0014091,0,0.038929,0,0.0010816,0,0.0019567,0,0.34838,0,0.001658,0,0.34637,0,0.34759,0.0012483,0.005777,0.0014251,0,0.0015468,0.0017882,0,0.001561,0.001443,0.0010044,0.0023468,0.020261,0,0.0043952,0.005177,0.0046816,0.0016057
0,0.002603,0,0.0033394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030434,0,0,0.0020645,0,0
0,0.0014365,0,0.0079825,0,0,0,0,0.35065,0,0.34866,0,0,0,0,0.0015027,0,0.0017466,0,0,0,0,0,0,0.0018783,0,0,0.016224,0.0010501,0,0.0020343,0.334,0.0022867
0,0,0,0.0057442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025222,0,0,0,0,0
0,0,0,0.014149,0,0,0.34802,0,0,0.34798,0,0.0014078,0,0,0,0,0,0.012238,0,0,0.0028187,0,0,0.0014013,0.0013505,0.001555,0,0.0087661,0,0.32855,0.0041169,0.0013259,0
0.0010177,0.0050305,0,0.043886,0.0038882,0.0017726,0,0.34744,0.0013232,0.0017346,0.001043,0.002742,0.0011818,0.0021162,0.0014388,0.0019693,0.0010084,0.03443,0.0034019,0.0021362,0.0022433,0.0032054,0.0012258,0.0013156,0.0016227,0.0017551,0.0021312,0.053713,0,0.0051149,0.0031055,0.0021091,0.015183
