"geneName","geneScore"
"CDH1",0.0064257
"HUWE1",0.006047
"AIM1",0.0057968
"MAP2K4",0.0057432
"UBR4",0.0057292
"OBFC1",0.0055056
"NEB",0.0054533
"SNX13",0.0054496
"ADAMTS20",0.0054185
"CROCCP2",0.0053512
"BRD8",0.0052693
"NFASC",0.0052359
"ANK3",0.0050905
"WSCD2",0.0050239
"CLASP2",0.0050236
"CNTN4",0.0049956
"TENM1",0.0049791
"ANKRD17",0.0048905
"TRA2B",0.0048731
"GRIK2",0.0048706
"ASH1L",0.0048528
"MGAM",0.0048439
"NKAIN4",0.0048437
"AKNA",0.0048245
"SEC24C",0.0048228
"EML5",0.0047947
"MYH7",0.0047871
"KL",0.004779
"WWC3",0.0047621
"HNF4A",0.0047397
"TPP1",0.0047349
"KCNQ5",0.0047224
"STAT5B",0.0046944
"CUBN",0.0046579
"OR8H2",0.0046203
"SVIL",0.0045948
"NEDD9",0.0045158
"CASK",0.0045011
"SYMPK",0.0044977
"HYDIN",0.0044819
"ZNF540",0.0044444
"PCNT",0.0044107
"ROBO4",0.0043762
"CNTLN",0.0043441
"ARMCX2",0.0043012
"RYR3",0.0042654
"CSMD1",0.0042578
"ATP11C",0.0042265
"PREX2",0.0042164
"RYR2",0.0042139
"USP34",0.0042063
"GLT8D2",0.0042049
"BTN2A3P",0.0041838
"CHD9",0.0041753
"LRGUK",0.0041742
"JAK2",0.0041517
"CMYA5",0.0041387
"USH2A",0.0041324
"EPB41L1",0.0040978
"PPP1R9A",0.0040975
"PDE4D",0.0040845
"CTCF",0.0040583
"YLPM1",0.0040297
"ATP7A",0.0039939
"TMEM189",0.0039806
"CPA1",0.0039755
"ASL",0.0039582
"EXT1",0.0039478
"STAT4",0.0039262
"TP53BP1",0.0039123
"MAST2",0.0039116
"RB1",0.0038892
"TRPM6",0.0038731
"HMCN1",0.0038695
"DLGAP4",0.0038666
"CACNA1C",0.0038598
"LRP12",0.0038517
"ATRX",0.0038336
"SRGAP1",0.0037866
"SYNE1",0.0037707
"FAM134C",0.0037637
"NOL6",0.0037563
"SLFN12L",0.0037477
"SLC15A1",0.0037458
"NAPA",0.0037354
"LPA",0.0037352
"CR1",0.0037332
"MYO1B",0.0037284
"PALLD",0.0037093
"DST",0.0037047
"RIMS2",0.0036434
"COL18A1",0.0036394
"GRIN3A",0.003637
"PCDH18",0.0036261
"DNAH10",0.0036188
"FOXO4",0.00361
"SRCAP",0.0035936
"LPP",0.0035857
"IQGAP3",0.0035679
"DNAJC13",0.0035643
"BRCA1",0.0035543
"HECW1",0.0035432
"SIPA1L1",0.0035406
"OR6S1",0.0035336
"JAK1",0.0035314
"LAMA5",0.0035134
"SYNE2",0.0035087
"CACNA1F",0.0035027
"ZFHX3",0.0034886
"CHD7",0.0034855
"TGM7",0.0034791
"IRAK2",0.0034237
"MYH1",0.0034148
"GPR125",0.0034074
"HIPK2",0.0034045
"ZBTB16",0.003379
"FAT1",0.0033778
"PRDM10",0.003374
"GRID1",0.0033665
"FBXL19",0.0033647
"NF1",0.0033532
"CHD4",0.0033483
"ASCC3",0.0033456
"TMTC2",0.0033344
"ASPM",0.0033192
"PLEC",0.0033088
"ZNF587B",0.0033086
"GP1BA",0.0032985
"SORCS1",0.0032862
"CATSPERG",0.0032779
"KCNU1",0.0032772
"TRAK2",0.0032723
"CDCA7L",0.0032655
"ZFHX4",0.0032606
"ST18",0.0032562
"UPF2",0.0032432
"RNF213",0.0032392
"GPR64",0.0032372
"MAGI2",0.0032368
"ENPP4",0.0032323
"FUK",0.0032258
"NAV2",0.0032162
"TTC28",0.003196
"RFX4",0.0031914
"ENSG00000210082",0.0031833
"PRRC2C",0.0031814
"CCDC181",0.0031726
"FAUP1",0.0031694
"SLC25A13",0.0031584
"COBLL1",0.0031496
"ACACB",0.0031466
"NUP160",0.0031443
"SLITRK2",0.0031411
"SLCO5A1",0.0031295
"PHIP",0.0031282
"NLRC4",0.0031274
"CTH",0.0031253
"CCDC112",0.0031241
"SLC15A5",0.0031172
"IARS",0.0031094
"AHNAK2",0.0030947
"LGR5",0.0030918
"MAP3K13",0.0030895
"ZNF266",0.0030849
"AP4E1",0.0030713
"PRMT10",0.0030641
"ARID1A",0.003063
"OCRL",0.003061
"ATM",0.0030589
"PIGQ",0.0030334
"ELOVL5",0.0030139
"SH3PXD2A",0.0030034
"KIF13A",0.0029981
"ERBB3",0.0029955
"ITSN2",0.0029861
"C7",0.0029843
"EGFLAM",0.00298
"MCTP2",0.0029797
"CSGALNACT1",0.0029751
"MLXIP",0.0029715
"CEACAM18",0.0029661
"WDR3",0.002959
"PLG",0.0029511
"SHD",0.0029459
"ACTN2",0.0029454
"RP11-432N13.4",0.0029421
"KLF7",0.0029318
"FREM2",0.0029287
"XPO7",0.0029278
"WDFY2",0.0029146
"SLIT2",0.0029089
"DYNC1H1",0.0028968
"PHF3",0.0028916
"PKHD1L1",0.0028815
"ZNF611",0.002874
"SPTBN1",0.0028693
"NOP9",0.002855
"MALAT1",0.0028468
"DBH",0.0028465
"HPSE",0.0028281
"AKAP17A",0.00282
"MXRA5",0.0028191
"ERCC6",0.0027949
"ARHGAP21",0.0027862
"OPRM1",0.0027841
"ZC3H12B",0.0027757
"NLRP3",0.0027644
"PTK2B",0.0027594
"NCOR1",0.002754
"SHROOM2",0.0027523
"PLXNA2",0.002751
"KIAA2022",0.0027422
"ZNF445",0.0027355
"SRPR",0.0027312
"EPG5",0.0027138
"ARFGEF2",0.0027078
"GPR179",0.0027004
"ARHGEF15",0.0026872
"RBM6",0.002687
"SYNE3",0.0026806
"RP5-1182A14.5",0.0026725
"SACS",0.0026681
"RBM14",0.0026628
"snoU13",0.0026598
"HKR1",0.0026564
"HIST1H2BC",0.0026498
"SH2B1",0.0026494
"TLR4",0.0026419
"MDN1",0.0026375
"WDR52",0.0026367
"KAT6B",0.0026244
"NRK",0.0026011
"GSPT1",0.0025975
"NLGN3",0.0025932
"NELL2",0.0025847
"HOXA5",0.0025769
"TTC7A",0.0025692
"GPR98",0.0025522
"NOTCH4",0.0025479
"CARD11",0.0025448
"AFF2",0.0025442
"EPHA3",0.0025243
"CSMD2",0.0025162
"SCAPER",0.002515
"FN1",0.0025126
"UGT1A6",0.0025076
"WNK1",0.0025009
"GRAMD1B",0.002493
"XRRA1",0.0024742
"RBFOX1",0.0024648
"RNF43",0.0024523
"RUNX1",0.0024382
"OR2L2",0.0024348
"SLCO1B3",0.0024193
"ARID4B",0.0023939
"XPNPEP3",0.002389
"TRIM6",0.0023862
"AGO2",0.0023817
"GATAD2B",0.0023794
"OSCP1",0.0023732
"IL18RAP",0.0023725
"HECTD4",0.0023685
"FASTKD2",0.0023684
"CACNA1E",0.0023616
"CACNA1A",0.0023543
"KRT1",0.0023538
"BCORL1",0.0023504
"FOCAD",0.0023437
"CD97",0.0023406
"TMC5",0.00234
"CNTN6",0.0023356
"GNPTAB",0.0023333
"RP11-32B5.1",0.0023321
"NEK5",0.0023316
"TG",0.0023289
"F2",0.0023258
"ABCA8",0.0023169
"ATP8B3",0.0023153
"NUDCD3",0.0023103
"UPF1",0.0023067
"CRYBG3",0.0023026
"ZCCHC5",0.0023
"TRPC7",0.0022916
"LRRC16B",0.0022913
"OTOP2",0.0022834
"ADCY7",0.0022814
"RP11-323I15.2",0.0022789
"ZCWPW1",0.0022704
"PODN",0.002264
"PRRC2B",0.0022617
"PYCRL",0.0022616
"FBXO18",0.0022557
"PTPN13",0.002255
"CHD3",0.0022535
"BAIAP2",0.0022511
"ARHGAP29",0.0022422
"MRC2",0.0022263
"SELP",0.0022241
"CYP4F11",0.0022195
"CDH8",0.0022149
"RP11-321E2.13",0.0022111
"MAGEB4",0.0022073
"MYH14",0.0022008
"CASR",0.0021978
"GPRASP2",0.0021924
"HIVEP1",0.0021879
"DOCK8",0.0021835
"MYO10",0.0021807
"MROH2B",0.0021775
"ROS1",0.0021731
"ACVR1B",0.0021723
"KIRREL",0.0021713
"EML4",0.0021668
"LONRF1",0.0021635
"PLCE1",0.0021589
"SEC24B",0.0021555
"KCNH7",0.0021534
"DLG1",0.0021532
"C1orf101",0.0021528
"TGM6",0.0021504
"LSP1P3",0.0021464
"SDK2",0.0021419
"GLT8D1",0.0021384
"DNAH8",0.0021361
"LRP1B",0.0021355
"SIM1",0.0021348
"PCDHGB6",0.0021315
"PRKAA2",0.002131
"MUC6",0.0021259
"PLEKHH2",0.0021253
"FAT4",0.0021238
"MORN1",0.0021233
"FYCO1",0.0021199
"GPSM2",0.0021187
"H2BFWT",0.0021156
"PZP",0.0021152
"ZNF438",0.0021147
"ALDH1L2",0.0021093
"NCAN",0.0021085
"NLRP7",0.0021042
"COL1A2",0.0021025
"ABCB1",0.0020895
"SIPA1L2",0.0020888
"SRRT",0.002087
"SRRM2",0.0020854
"BANK1",0.0020821
"EPHA5",0.0020815
"EFCAB12",0.0020789
"FAM194B",0.0020708
"WDR7",0.0020686
"C4orf40",0.0020672
"CFHR4",0.0020628
"RP11-1055B8.7",0.0020621
"MGA",0.0020501
"TRPC1",0.0020433
"BTN3A1",0.002043
"ESRRG",0.0020425
"PCDHGA3",0.0020423
"LPAL2",0.0020421
"SCN9A",0.002041
"DSP",0.0020385
"TNC",0.0020376
"STRN",0.0020257
"CADPS2",0.0020247
"KCNQ1",0.0020235
"DNAH17",0.0020212
"SLC45A2",0.0020212
"DMPK",0.0020194
"SPTA1",0.0020155
"GOLGA6L2",0.0020127
"FRAS1",0.0020112
"VILL",0.0020081
"PNLIPRP1",0.0020073
"PPL",0.0020018
"PCED1B",0.0019959
"LTBP1",0.0019955
"SVILP1",0.0019897
"CTNNA2",0.001988
"OSMR",0.0019816
"TRO",0.0019814
"KIF4B",0.0019737
"DLGAP2",0.001973
"BRPF3",0.0019559
"LCA5L",0.0019558
"ERBB2IP",0.0019533
"BRINP1",0.001953
"ZNF646",0.00195
"SPAG17",0.0019466
"PTCHD1",0.0019453
"RSF1",0.0019444
"ASZ1",0.0019408
"CDH23",0.0019398
"PCDHB7",0.0019387
"SCN10A",0.001934
"BIRC6",0.0019295
"TGFBI",0.0019274
"SFMBT1",0.0019238
"RAPGEF1",0.0019211
"FIP1L1",0.0019173
"SYCE1L",0.0019155
"UTRN",0.0019146
"PPM1E",0.0019131
"TTLL5",0.0019113
"ALDH3B1",0.0019071
"TBX3",0.0019022
"KLRC1",0.0019005
"FAM186A",0.0018993
"WNK3",0.0018982
"KCNT1",0.0018959
"KMT2E",0.0018925
"ACACA",0.0018924
"DOCK5",0.0018909
"AKT3",0.0018876
"FNDC1",0.0018867
"AGL",0.0018799
"OBSCN",0.0018793
"PAMR1",0.0018774
"ZNF418",0.0018734
"SEMA5A",0.0018711
"LILRA1",0.0018694
"MYB",0.001867
"CACNA1D",0.0018626
"TMEM246",0.0018567
"SPTBN2",0.0018509
"FAM120C",0.00185
"GPR32",0.0018482
"ITGA7",0.0018475
"MICAL3",0.0018422
"KNG1",0.0018417
"TBC1D8",0.0018413
"EEF2K",0.0018298
"CDCA2",0.0018292
"MUC17",0.0018264
"MAP3K4",0.0018241
"NOTCH3",0.0018197
"PLCZ1",0.0018184
"ALPK3",0.0018155
"DNAH6",0.0018155
"DNAJC11",0.0018126
"KRT28",0.0018082
"PTK7",0.0018068
"SETX",0.0018043
"ZNF467",0.0017978
"KLK15",0.0017925
"KIAA1614",0.001792
"MAGEC3",0.0017859
"CNGA3",0.0017855
"PIK3R4",0.0017853
"TRIM58",0.0017831
"CALD1",0.001783
"ZNF729",0.0017797
"COL14A1",0.0017795
"HGFAC",0.0017783
"PTBP3",0.0017735
"ARHGAP28",0.0017727
"DMGDH",0.0017701
"VPS13B",0.0017692
"ZNF407",0.0017684
"PLS3",0.001767
"PBXIP1",0.001762
"C14orf37",0.0017614
"RPS17P5",0.0017504
"ZNF208",0.0017503
"RGS7",0.0017499
"PCDHGA11",0.0017488
"OR2T3",0.0017488
"PXDN",0.0017471
"SLC4A11",0.001746
"LCMT2",0.0017394
"CASC5",0.001739
"AEBP1",0.001716
"CEP350",0.0017144
"NTRK2",0.0017143
"PPP6R1",0.0017087
"RNF123",0.0017068
"C20orf26",0.0017023
"SHROOM4",0.0016975
"CCDC168",0.0016946
"TMIGD2",0.0016944
"ZNF730",0.0016944
"TLE6",0.0016929
"PRKRIR",0.0016923
"ECM1",0.0016919
"F5",0.0016907
"MUC21",0.0016904
"INPP5D",0.00169
"ATG4A",0.0016884
"FAM208B",0.0016876
"KIAA1432",0.0016848
"BDP1",0.0016836
"AMPD1",0.0016832
"MECP2",0.0016823
"ZSWIM8",0.0016806
"CNTN1",0.0016754
"LIMA1",0.0016741
"PRKG2",0.0016738
"KTN1",0.0016734
"SIDT2",0.0016726
"ZNF229",0.0016726
"COL6A3",0.0016705
"SPECC1",0.0016694
"LMTK2",0.0016618
"ELTD1",0.0016613
"NRXN1",0.0016606
"USP12",0.0016574
"FMN1",0.0016538
"COL24A1",0.0016456
"TARBP1",0.0016398
"CACNA2D2",0.0016393
"SELL",0.0016378
"LINC00869",0.0016372
"IFIT5",0.0016358
"CEP250",0.0016345
"CCDC61",0.0016321
"WDR72",0.001632
"SEC31A",0.0016304
"SLC39A6",0.0016292
"ZC3H11A",0.0016291
"FCGBP",0.001628
"KIAA1109",0.001627
"GPS2",0.001625
"MYOM3",0.0016243
"NINL",0.0016242
"SAMD9L",0.0016213
"KIAA0430",0.0016178
"TSNARE1",0.0016146
"EPB41L4A",0.0016136
"FASTKD1",0.0016127
"COLEC12",0.0016103
"ADAMTS10",0.0016086
"KIF17",0.0016059
"RP11-656G20.1",0.0016045
"NUPL1",0.0016029
"ANKS1B",0.0016009
"XKR5",0.0015942
"CCDC30",0.0015923
"UNC45A",0.001591
"AP3B1",0.0015901
"MCM3AP",0.0015898
"HAUS6",0.0015895
"MKI67",0.001589
"WDR33",0.0015874
"PLCL2",0.0015851
"INPP4B",0.0015844
"EIF3I",0.0015829
"SPI1",0.0015802
"IFNL3",0.0015795
"DDX11",0.001578
"CIT",0.0015763
"NHS",0.0015692
"ZNF606",0.0015681
"IRS4",0.0015644
"RXFP1",0.0015643
"HRCT1",0.0015598
"MTIF3",0.0015549
"PGLS",0.0015538
"FRMD4A",0.0015522
"KCNJ12",0.0015501
"LAS1L",0.0015487
"LRIT2",0.0015451
"GGT3P",0.0015427
"LRRC8A",0.0015425
"PCDH15",0.0015408
"SIGLEC9",0.0015396
"TARS2",0.0015378
"ZNF680",0.0015305
"POLE",0.0015254
"RNU1-61P",0.0015249
"KCNH2",0.0015244
"KIF5A",0.0015223
"MTSS1",0.0015143
"SIMC1",0.0015133
"KCNB2",0.0015094
"PDZRN3",0.0015084
"RAPGEF6",0.0015078
"PTEN",0.0015008
"FOXA1",0.0015
"N4BP1",0.0014964
"PREX1",0.0014954
"GTSE1",0.0014924
"EP300",0.0014916
"MED13L",0.001489
"RABEP1",0.0014849
"SDK1",0.0014829
"MYH4",0.0014816
"TRNAU1AP",0.0014797
"KCND2",0.0014794
"BZRAP1",0.0014791
"MAST1",0.001478
"RBBP6",0.0014749
"AL022344.5",0.0014735
"PXDNL",0.0014735
"LRIG3",0.0014719
"MYO1H",0.0014716
"SIRPB1",0.0014709
"CDC25B",0.0014709
"DCHS2",0.0014697
"TARS",0.0014663
"KCNQ2",0.0014662
"NAV1",0.0014639
"ZNF568",0.0014614
"COX10",0.0014611
"APOBR",0.0014606
"ENSG00000211459",0.00146
"PLCB4",0.0014597
"GRIN2A",0.0014581
"PTPRH",0.0014575
"TSHZ2",0.0014569
"DROSHA",0.0014563
"NRXN2",0.0014544
"HFM1",0.0014528
"TMCC1",0.0014474
"SLITRK6",0.0014441
"SLC9C1",0.0014435
"FAM111A",0.0014397
"OR13G1",0.0014392
"THSD7B",0.0014375
"CXCL11",0.0014323
"SCN7A",0.0014248
"CHD6",0.0014235
"OSBPL1A",0.0014235
"SCN11A",0.0014222
"SGOL1",0.0014218
"PHKG1P4",0.0014217
"SP100",0.0014211
"SPATA31C1",0.0014206
"KANSL3",0.0014196
"SMC1A",0.0014189
"MYOM2",0.001418
"DMXL1",0.0014174
"PCID2",0.0014128
"CTNND2",0.0014122
"ZNF506",0.0014117
"TNS1",0.0014046
"MUSK",0.0014039
"ALDOA",0.001403
"MTUS2",0.0014024
"SEMG1",0.0013984
"MUC5B",0.0013961
"PTPN12",0.0013953
"GCM2",0.0013929
"LAMB2",0.0013926
"TRPM8",0.0013885
"IPO8",0.0013848
"ZNF217",0.0013843
"ECE2",0.001381
"KIAA1045",0.0013787
"LAMB3",0.001376
"COL4A6",0.001373
"AKT1",0.0013729
"SCN1A",0.0013649
"SPHKAP",0.0013637
"ERCC6L2",0.0013607
"NBPF12",0.00136
"CEP68",0.001359
"MAP10",0.0013583
"PTPN2",0.0013566
"COL5A3",0.0013554
"PDE4DIP",0.0013553
"GTF2IRD2",0.0013549
"PTPRB",0.0013543
"MCC",0.0013499
"UNC13A",0.0013483
"SCN4B",0.001343
"FNBP1",0.0013411
"MTM1",0.0013391
"PACS2",0.0013373
"ZNF93",0.0013327
"ADAMTS19",0.0013323
"HIVEP2",0.0013311
"SNTG2",0.00133
"AC090692.1",0.0013218
"HDAC1",0.0013206
"PRTG",0.0013203
"PCSK5",0.0013162
"ARAP3",0.0013137
"SIN3A",0.001313
"FOLR4",0.0013122
"HMGB3P24",0.0013093
"FAM114A2",0.0013074
"MYH6",0.0013063
"RIC8A",0.0013062
"PER2",0.0013046
"GRHL2",0.0012996
"GUCY1A2",0.0012946
"GIMAP8",0.001293
"F13A1",0.0012912
"ABL2",0.0012898
"C2orf16",0.0012888
"DNHD1",0.0012886
"GAB4",0.001286
"ABR",0.0012852
"ATXN1",0.0012766
"NCKAP5",0.0012686
"MYH10",0.0012654
"NYNRIN",0.0012654
"FBN3",0.0012564
"SERPINA1",0.0012557
"KIFC1",0.0012556
"MST1L",0.0012543
"PIP4K2C",0.0012527
"KIF26B",0.0012455
"GABRQ",0.0012405
"C1orf65",0.0012328
"NSMAF",0.0012322
"BAZ1A",0.0012271
"SIAH1",0.0012234
"NEUROD6",0.0012222
"IQCA1",0.0012216
"CAMSAP1",0.0012207
"NHSL2",0.001217
"PI4KA",0.0012149
"LAMB4",0.0012115
"EDEM3",0.0012115
"ABCA12",0.0012091
"CCDC88B",0.001209
"SPATA13",0.0012082
"MMP3",0.0012078
"QSER1",0.0012066
"PRKD2",0.001206
"HERC1",0.0012035
"GPR112",0.0012027
"THEG",0.0012007
"CYP4B1",0.0012001
"ABCA10",0.0011981
"MYCBPAP",0.0011978
"PKD1L1",0.0011964
"ZNF644",0.0011916
"MLLT4",0.0011895
"ABCA13",0.0011879
"MYO16",0.0011877
"COL16A1",0.0011869
"MAGI1",0.0011833
"RANBP17",0.0011829
"VWF",0.0011823
"PAPLN",0.00118
"GABRG3",0.00118
"MED12",0.0011797
"KIAA0319",0.0011791
"CCNF",0.0011789
"MADD",0.0011786
"VSTM4",0.0011747
"ADCY3",0.0011729
"DNMBP",0.0011728
"MUC12",0.0011726
"FAM47B",0.0011696
"UBC",0.0011687
"DMBT1",0.0011675
"NLRP2",0.0011672
"SLC35B2",0.0011671
"RB1CC1",0.0011668
"NUP214",0.0011656
"NPDC1",0.0011654
"PPP2R3C",0.0011562
"NWD1",0.0011531
"SYBU",0.0011517
"EIF4A2",0.0011516
"ITGA11",0.0011495
"HIST1H1C",0.0011494
"DDX11L8",0.0011489
"GAD2",0.0011479
"GLI2",0.0011418
"FLG2",0.0011414
"CKAP5",0.0011391
"CSMD3",0.0011368
"CYP26B1",0.0011337
"TTC18",0.0011323
"KLC4",0.0011306
"CDHR1",0.0011301
"WDR17",0.0011293
"DNAJC6",0.0011288
"TAOK3",0.0011206
"GRIP2",0.0011202
"PCDHB16",0.0011192
"FAT3",0.0011173
"PTPRU",0.0011155
"DOCK6",0.0011146
"FLT3",0.0011132
"TPO",0.0011123
"ABCA6",0.0011104
"TRANK1",0.0011101
"IGHG3",0.0011095
"AARS",0.0011074
"RAI1",0.0011062
"C10orf71",0.0011061
"LETM1",0.0011034
"ITM2A",0.0011023
"TANC2",0.0011013
"SQSTM1",0.0010986
"BMS1",0.0010977
"ENSA",0.0010972
"KIF2B",0.001096
"ZC3H12C",0.0010946
"SVEP1",0.0010937
"SGSM1",0.0010897
"MBOAT4",0.0010895
"SSPO",0.0010864
"NCOA3",0.0010859
"GPATCH8",0.001085
"ATP1A3",0.0010795
"ACAD10",0.0010763
"DOCK11",0.001075
"EMR2",0.0010739
"IGDCC3",0.0010671
"MUC3A",0.0010646
"MTOR",0.0010583
"UTP20",0.0010556
"NT5C1B",0.0010549
"ZZEF1",0.0010543
"DOPEY1",0.0010512
"HRC",0.0010457
"ZNF578",0.0010456
"THSD7A",0.0010447
"KMT2C",0.0010422
"DOCK10",0.0010388
"NXF1",0.0010385
"NBEAL1",0.0010381
"CBLB",0.0010374
"UPK3B",0.0010362
"TTC29",0.0010359
"PRDM8",0.0010333
"MOGAT3",0.0010332
"SORBS2",0.0010327
"SUGP1",0.0010321
"NRP1",0.0010304
"TPM2",0.0010286
"SMC4",0.0010263
"DUS3L",0.0010246
"JARID2",0.0010246
"PFKM",0.0010242
"CDK11B",0.0010241
"YME1L1",0.0010236
"LRRN1",0.0010231
"MICALL2",0.0010217
"TGM4",0.0010199
"PRKCB",0.001019
"C17orf97",0.0010174
"RP11-166B2.1",0.0010163
"KCNQ3",0.0010153
"CHSY3",0.001014
"VPS41",0.0010103
"NR5A2",0.0010098
"TTYH2",0.0010075
"FREM1",0.0010067
"DENND1B",0.0010063
"SBF2",0.001006
"PHF8",0.0010053
"CTD-2128F4.1",0.0010044
"COL4A1",0.0010038
"ARHGAP23",0.0010034
"GPRIN3",0.0010032
"RP11-430N14.4",0.0010028
"SLC4A4",0.0010001
"ZCCHC2",0.00099989
"IL13RA2",0.00099989
"TRMT2A",0.00099532
"MYH7B",0.00099221
"TRIM56",0.00099129
"NRDE2",0.00098962
"FAM135B",0.00098722
"ZNF131",0.00098051
"ATP8B2",0.00097932
"PAM",0.00097756
"SUPT6H",0.00097596
"MAPK4",0.00097501
"ANKRD11",0.00097455
"PRDM16",0.00097334
"HDAC6",0.00097043
"MEST",0.00096564
"LLGL2",0.00096411
"IL1RL2",0.00096348
"PCM1",0.0009613
"MGAT5B",0.00096042
"ZNF28",0.00096019
"TRIM49B",0.00095966
"LRSAM1",0.00095701
"TET3",0.00095231
"EPS8L1",0.00095039
"IQCB1",0.00094766
"PDXDC1",0.00094743
"TMEM27",0.0009465
"USP33",0.00094557
"PIK3CB",0.00094546
"ABCC8",0.00094372
"PRKDC",0.00094364
"PLXDC1",0.00094162
"A2M",0.00094054
"HEATR3",0.00093973
"DOCK7",0.00093959
"BOD1L1",0.00093958
"WWC1",0.00093943
"CSPG4",0.0009389
"SPARCL1",0.00093657
"FER1L5",0.00093444
"SLC26A9",0.00093221
"NEK10",0.0009291
"MTO1",0.00092559
"RYR1",0.00092246
"MYH11",0.0009224
"FANCA",0.00092232
"GRIN2B",0.00092097
"AK9",0.00092024
"CDC42BPA",0.00092001
"PRDM15",0.00091901
"EPAS1",0.00091865
"ZSWIM2",0.00091527
"KIAA0232",0.00091398
"GDPD5",0.00091215
"NNT",0.00091065
"RARS2",0.00090928
"COL23A1",0.0009091
"CNTN2",0.0009091
"FLNA",0.00090839
"FLNB",0.00090825
"STAG1",0.00090733
"HS3ST5",0.00090695
"SLC7A6OS",0.00090568
"WNT7A",0.00090394
"CCDC110",0.00090251
"TBL3",0.00089956
"CDCA4",0.00089896
"MICU3",0.00089864
"HMGN5",0.00089845
"COL1A1",0.00089803
"PTCH1",0.00089751
"CACHD1",0.00089601
"SH3TC2",0.00089477
"CLASRP",0.00089417
"CLIP1",0.00089325
"SPEG",0.00089242
"MBD1",0.00089236
"RNU6-614P",0.00089231
"DOK5",0.00089132
"LAMA1",0.00088973
"BRWD3",0.00088964
"N4BP2L2",0.00088317
"SNRNP200",0.00088248
"PSMG1",0.00088221
"ERO1L",0.00088112
"HLA-C",0.00087744
"CELF2",0.00087682
"ZEB2",0.00087224
"C9orf131",0.00087182
"KIAA2026",0.00086857
"SLC44A5",0.00086733
"RBM12",0.00086571
"ZNF592",0.00086479
"BRIP1",0.00086427
"PTPRM",0.00086196
"TCF20",0.00086132
"RAI14",0.00086051
"HECTD1",0.00085886
"ANO5",0.00085763
"MOB2",0.00085683
"INADL",0.00085661
"DNAH11",0.00085393
"SWSAP1",0.00085006
"RIN1",0.0008457
"ITK",0.00084507
"DSG3",0.00084384
"TAF1L",0.00084353
"SPATA31D1",0.00084326
"FAP",0.00084235
