0,0.0056028,0,0.0062334,0.0035075,0,0.0014591,0.0032165,0.006412,0,0,0,0.0024953,0.0037842,0,0.015726,0,0,0,0.0085176,0,0.0036801,0.0030286,0.010543,0.0040398,0,0,0,0.0038863,0,0,0,0.00392,0,0.0024484,0.0011371,0.0016701,0
0,0.0040221,0,0.0025538,0.0058363,0,0.0018041,0,0,0,0.0022132,0,0.0078418,0,5.5458e-05,0,0.0021137,0,0.0050855,0,0.0056608,0,0.0025327,0.002239,0,0.0064272,0,0.0043231,0.012047,0,0,0,0,0,0,0.011588,0.00062212,0
0.0084559,0,0.0038255,0.028303,0,0.003797,0.00078273,0,0.01261,0,0.00044356,0.0014433,0.0028697,0,0.008991,0.056204,0,0.0089244,0,0.0079153,0.02182,0.0035724,0,0.010362,0.015869,0.0023383,0.0066964,0.017064,0,0,0,0.012511,0.0078022,0.0041647,0.018377,0.024621,0.015776,0
0,0.01055,0,0,0,0,0,0.0023383,0.0076189,0,0,0.0041718,0.0080691,0.0065196,0,0.007913,0,0,0.0040308,0,0,0,0,0,0,0,0,0,0,0,0,0.010263,0.0088745,0,0,0.006443,0.0051679,0
0,0,0.0012657,0.003135,0.0034604,0,0.0016338,0.0004916,0,0.010347,0,0.0048017,0.0046187,0.0024515,0.0048784,0.073478,0.004524,0.004605,0,0,0.0093366,0.0018454,0,0,0.010527,0.016728,0.0092387,0.00090903,0,0.0049894,0,0,0.0017431,0.010879,0,0,0,0.0092988
0,0.0025206,0,0.0059405,0,0,0,0.0064356,0.00025037,0,0,0.00066338,0,0,0.0032534,0.003937,0,0.0035235,0.0047685,0.014245,0.0017595,0.0011795,0,0.0084841,0,0,0,0,0,0.012328,0.00018965,0.0042239,0.0022472,0,0.0051932,0.0066852,0,0
0,0,0.00055534,0,0,0.0012517,0.00098459,0,0,0,3.3416e-05,0.98841,0,0,0.00088498,0,0.0010404,0.0015635,0,0,0,0,0,0,0,0,0,0,0,0.0003212,0,0.0014401,0.00064515,0,0.0076447,0,0,0
0.00095004,0,0,0.0034124,0,0,0,0,0.0022252,0,0,0,0,0,0.0069134,0.0034812,0,0.0053539,0.0017139,0,0,0,0,0,0,0,0,0,0.0061812,0.0041127,0,0,0.0090264,0,0,0,0.004703,0.021642
0.0036486,0.0041266,0.0038496,0,0.011425,0,0.01247,0,0.028466,0,0,0.060316,0.000457,0,0,0.12369,0,0,0,0,0.0021463,0.060202,0.0089067,0.0091095,0.027973,0,0,0.0042575,0,0,0,0,0.0036667,0.0012416,0.037718,0,0.0022926,0.10572
0.0014413,0.0023657,0.00099503,0,0,0.0010774,0.00076421,0,0.0077019,0,0.00095948,0,0,0.0023236,0.0013603,0.0024972,0.0011729,0.00065574,0,0,0,0.011371,0,0.0097735,0,0.010525,0,0,0,0,0,0,0,0.0067195,0.00086774,0,0.00066717,0
