0.051761,0.061922,0,0,0,0,0.018443
0.087246,0,0,0,0.040365,0,0
0.036242,0.029001,0,0.0080858,0,0.021583,0
0.10546,0,0,0.071645,0.1549,0.33572,0
0.018146,0.014084,0,0.019067,0.087221,0.026575,0.015636
0.012161,0.03311,0.011909,0,0.038567,0.013402,0.017999
0.014472,0.0065521,0,0.03095,0.019932,0.1016,0.010291
0.058345,0,0,0.0031204,0,0.0065869,0.025841
0.088263,0,0,0,0.030607,0.071556,0
0.13072,0,0,0.05658,0,0.1181,0
0.028898,0,0.015174,0.072301,0,0.057343,0
0.021735,0,0,0.012042,0.05856,0.021122,0.026285
0.02532,0,0,0.032524,0,0,0
0,0.084118,0,0.034949,0.035665,0.093895,0.018649
0.038144,0,0.056644,0,0.11886,0.2078,0.07098
0.025101,0.030608,0.018062,0,0,0.034964,0
0.014059,0.055591,0,0,0.069556,0.068193,0
0.040347,0,0.00077631,0.016187,0,0.015225,0
0.017484,0.061015,0,0.011492,0.052338,0,0.038931
0.0047654,0.022432,0.088278,0,0,0.025361,0
0.00063035,0,0.081905,0.010759,0.064774,0.14407,0.058789
0,0.05107,0,0.12433,0.0084614,0,0.017524
0.067239,0.03767,0,0.0015503,0,0.49086,0
0.027002,0.041106,0,0.016797,0,0.053975,0.017337
0.10992,0,0,0.0044111,0,0.13059,0
0.013893,0.051958,0.026092,0,0,0.0012256,0
0,0.031215,0,0.080926,0,0,0.025335
0,8.5269e-05,0,0.049088,0.013996,0,0.013967
0.0034202,0,0,0,0.13854,0.037211,0.0080954
0.12445,0,0,0,0,0.12356,0.027613
0.021537,0.042944,0,0,0,0.044021,0
0,0,0.0064754,0.045384,0.048738,0.022253,0.012414
0.099014,0,0,0,0.0072206,0,0
0.016909,0,0.0045867,0.040398,0.050241,0,0
0.023817,0.027536,0,0,0.094809,0.00079826,0
0.083234,0.00205,0.0068194,0,0,0.021159,0.01612
0.05751,0.024585,0,0.035695,0,0,0
0.055502,0.035151,0,0.017975,0,0,0
0.0011623,0.030989,0,0.0011179,0.061595,0,0.010347
0.015437,0.016524,0,0.018017,0.031914,0.0043125,0.018713
0.0099879,0.030365,0.050179,0,0,0.02853,0
0.033019,0.17688,0,0,0.023264,0,0.038028
0.095734,0,0,0,0.027338,0.1032,0
0,0.011436,0.019163,0,0.099608,0,0.021224
0,0.013519,0.053728,0,0.0012634,0.0048393,0
0.017197,0.079758,0,0,0.052247,0,0
0.1062,0,0,0,0.14442,0.06371,0.0012892
0.010397,0.04041,0.031195,0,0.0013228,0.037582,0
0.087135,0.066294,0,0,0,0.10579,0
