0,0.00171,0.0073678,0,0,0.013502,0.0055789,0,0.0031942,0,0.0080537,0,0,0,0.00037493,0,0,0,0,0.0052165,0.0019387,0.022173,0.024296,0,0,0,0.020471,0.0081495,0.0095694,0.018798,0,0.011702,0,0,0,0.016249,0.0084741,0,0,0,0,0,0,0.010289,0.021712,0.0052865,0.034525,0.014622,0.014709,0.016715,0.014012,0.006368,0,0.013586,0,0.0055466,0,0.031082,0,0,0,0.0057374,0,0,0.0045977,0,0,0.0029857,0.0070084,0,0,0.017688,0.010348,0.0010558,0.023074,0.0095009,0,0.016971,0.001975,0,0,0.0068971,0.028855,0.0036362,0.0069552,0.025478,0.01512,0,0
0,0.019872,0,0,0.016615,0.0056215,0.012334,0.0062974,0,0.0020199,0,0.043866,0.00048789,0.0062381,0,0.012237,0.012868,0.013362,0,0.056159,0.01264,0.0085057,0.021125,0,0.018152,0.020018,0.028716,0,0,0,0,0,0,0,0.010246,0,0,0.010479,0,0,0.013795,0.00028802,0,0.020164,0.014547,0,0.002643,0.0046845,0.00081973,0,0,0.0049311,0.0081933,0.032254,0,0.0052325,0.017969,0,0,0,0.028101,0,0.070557,0.010462,0.0074535,0,0.0076586,0,0.0081406,0.041938,0,0,0.0046378,0,0,0,0,0.0075814,0,0,0,0,0,0.014561,0.0053176,0.0044923,0,0,0.018045
0.0034142,0.003976,0.0072639,0,0,0.0081942,0,0,0.010661,0,0,0.032308,0,0.014434,0,0,0,0.0098438,0,0.012014,0.0057224,0.015677,0,0,0.010854,0.013251,0.009798,0,0.010384,0,0,0,0,0.0005586,0.0058949,0.011371,0,0.013253,0.0033668,0.0082156,0,0,0,0.0015987,0.032172,0,0.012256,0,0,0.0020231,0.0028672,0,0.0045431,0,0.045313,0.00023412,0,0,0.0042114,0,0,0.021823,0.0030761,0.00019773,0.026509,0.010471,0,0,0,0.011586,0,0.0013763,0,0,0.025122,0,0,0.009001,0.0095756,0.0061505,0.0036812,0.021429,0.0073213,0,0.0029846,0.011783,0.0021392,0.030042,0.015189
0,0,0,0,0,0.0064748,0,0,0.0052964,0,0,0.0010398,0.0017962,0.0001991,0,0.007988,0.0023936,0,0.00071693,0,0.00021723,0,0,0.002644,0.0010129,0,0,0,0.0055237,0,0.012239,0,0,0,0,0.0060667,0,0,0.0011819,0.0029519,0,0,0.0088687,0.0016103,0.0062105,0.0027349,0.00034904,0.0021428,0,0.0083648,0.0051171,0.0043538,0.0063038,0.0043854,0,0,0.0011899,0.0014355,0.0045429,0.0060386,0.002399,0.002233,0,0,0.00032925,0,0,0,0.00075881,0,0,0,0.00046157,0,0,0,0,0.0043054,0,0.0013005,0,0,0.0013333,0.0029391,0.00060467,0,0.0017155,0.00096925,0
0,0.013463,0.00056795,0,0.009541,0,0.01292,0.0068794,0,0.0032673,0.0040967,0,0,0,0.00060905,0,0,0,0,0,0,0,0,0.0067967,0.0095008,0.0042562,0.027628,0.0053774,0,0,0,0,0,0.0059098,0,0.0021998,0.0057601,0,0,0,0,0.0020813,0,0.0085355,0,0.0012234,0,0.0016585,0,0,0.0089905,0,0.0093376,0.014925,0,0.008808,0,0,0.015954,0,0,0,0,0.0026387,0.033845,0,0,0.016516,0.0017073,0.019692,0.0088856,0.0010193,0,0.0027241,0.00042246,0,0,0,0,0.0053404,0.0080614,0.004821,0,0.0032119,0,0,0,0,0.020333
0,0.010306,0,0,0,0,0.0026894,0,0,0,0,0,0.012082,0,0.01235,0.0058887,0,0,0,0,0,0.007177,0,0.0070559,0.012914,0.0058721,0,0.00019756,0,0.021647,0,0.0047464,0.0039592,0.007413,0,0.01624,0,0.00067411,0,0,0.0030722,0.0084572,0,0.0015866,0,0,0,0.016556,0.024057,0,0,0,0,0.0057598,0.0010357,0,0.017038,0,0,0,0,0,0.01878,0,0,0.0016391,0,0.044852,0,0.01903,0.026094,0,0.022979,0,0,0.0058249,0,0,0,0.010008,0.023487,0,0,0,0.011243,0.0022249,0.040923,0.025418,0.054063
0,0,0,0.0060863,0.015656,0.0054936,0,0.033644,0,0.035971,0,0.020633,0,0,0.014885,0,0,0,0.029501,0.021816,0,0,0,0,0.00057066,0.017461,0,0.038918,0,0,0.0047969,0.010919,0.0065468,0.037152,0,0,0,0.035799,0,0.015118,0.017393,0.030424,0,0,0.0069356,0,0.0067751,0.013087,0.014263,0,0,0.0096826,0,0,0.01524,0.0030538,0.011609,0,0,0,0,0,0.015041,0,0.013354,0.019797,0.024279,0.027522,0,0,0.017767,0,0.029202,0.02423,0,0.04291,0,0.016262,0.052199,0.01324,0.00077579,0.0061885,0.041052,0,0.03156,0,0.019631,0,0.0075875
0,0.0047781,0,0,0.01896,0.0079217,0.011791,0,0,0.0037385,0.013706,0,0,0.025344,0,0,0.00044368,0,0.0029086,0.0013162,0.021747,0.036073,0,0.0027571,0.0056091,0,0.0090498,0,0.012499,0,0.00013069,0.004658,0.025565,0.008971,0.018846,0.0071053,0,0.0064082,0,0,0,0.064668,0,0.022534,0,0,0,0,0,0,0,0,0,0.028259,0.0012746,0.018101,0,0.065242,0,0,0,0.0021,0,0.0096109,0.0070333,0,0.014479,0,0,0,0.0027544,0,0,0,0,0,0.0073307,0,0,0.0048156,0,0.01265,0.022597,0,0.0083746,0,0,0.0025419,0.047408
0,0.011627,0,0,0,0.013177,0,0,0,0,0,0,0,0.009796,0.0039238,0,0,0.030963,0.012031,0.010997,0.04053,0.0042174,0,0.0025664,0.0098068,0.013259,0.029837,0.038126,0,0.0040064,0.013944,0.013076,0,0,0.0011012,0,0.041848,0,0,0.0039356,0,0.086732,0,0.024898,0,0.010234,0,0,0,0.013311,0.019204,0,0,0.025553,0.012368,0.0017572,0,0,0,0,0,0.0013505,0.0010245,0,0.033349,0,0.01914,0,0.017278,0,0,0.021064,0.0011269,0.0016423,0.024069,0,0.0016296,0,0.011683,0.012819,0.0058832,0.027444,0.01112,0.024815,0,0.0032924,0.018728,0,0.00030823
0.0067947,0,0,0,0.0025491,0.0064252,0,0,0,0.0015097,0,0.0027785,0.002305,0.0060014,0,0.0039699,0.0056451,0,0.002702,0,0,0,0.0054919,0,0,0,0,0,4.5665e-05,0.00064347,0.0050881,0.0047588,0.0038339,0.00099638,0.00063362,0.0032288,0,0.0017851,0.00044397,0,0,0,0,0,0.0043835,0,0.00019884,0.0019868,0,0,0.0058865,0,0,0.00069575,0.00036376,0,0.0056379,0,0.004916,0.0051516,0.0016376,0.0030987,0,0,6.0689e-05,0.0048,0,0,0.003476,0,0,0,0.0084612,8.0249e-05,0,0.00027479,0,0.00071221,0.00051189,0.0022989,0.0036233,0,0.0020425,0,0,0.00038509,0,0,0
