0,0.0062181,0.019575,0,0.0063206,0,0.016201,0.084813,0.013866,0,0.010923,0.0037301,0.010606,0,0.086992,0,0,0.075405,0.019899,0,0.012258,0,0.025937,0,0,0,0.081571,0.0099153,0,0.09996,0,0,0.017039,0,0.023316,0,0,0,0.010157,0,0.0024904,0,0,0.013226,0.0018078,0,0.075653,0.017046,0,0.0087903,0,0.0062044,0.014763,0,0,0.0032808,0,0.0021451,0.069563,0,0,0.013263,0,0,0,0.034795,0,0,0,0.048656,0,0.01443,0.05203,0,0,0,0,0,0,0.0069962,0.053468,0.06743,0
0,0.075533,0.042147,0,0.008347,0,0.026235,0.010987,0.0065965,0,0.020738,0.082794,0.059544,0,0.0115,0,0,0.085152,0.035853,0,0.052485,0,0.0081275,0,0,0,0,0.018791,0,0.0031581,0.0013825,0,0.015946,0,0.026052,0,0,0,0.0047974,0,0.10061,0,0,0,0.007694,0,0.0014345,0.0037991,0,0.0085476,0,0.07679,0.011529,0,0,0,0,0,0,0.034056,0,0.032617,0,0,0,0,0.027636,0,0.019963,0,0,0,0,0.048834,0,0,0,0.0039745,0.00040974,0.058605,0.0079748,0,0.0059718
0,0.064391,0.011773,0,0.0033773,0,0.057915,0.0051061,0.01412,0,0.02101,0.001282,0.065862,0,0.0033985,0.09891,0,0.015386,0.069818,0,0.014535,0,0.013056,0,0,0,0.0071953,0,0,0.00017051,0,0,0.070447,0,0.11933,0,0,0.0082866,0.016926,0,0.0027293,0.011006,0,0.021824,0,0,0.00055592,0.0073936,0,0.03336,0,0.078917,0,0,0,0,0,0,0.0082315,0.012506,0.029023,0.038932,0,0,0,0.046404,0.046526,0.022195,0.02193,0.0030797,0,0,0,0.01738,0,0.019808,0,0.074089,0.049781,0.07753,0.019349,0,0
0,0,0.018634,0,0.0021177,0,0.023541,0.0031962,0.0018165,0,0.027354,0.0085589,0.017518,0,0.0054194,0.010262,0,0.088371,0.028745,0,0.034391,0.010218,0.014369,0,0,0,0,0,0.00038134,0.096839,0,0,0.010135,0.0016738,0.02079,0,0.0079262,0,0.077526,0,0,0,0,0.040356,0,0,0,0.0025849,0,0.022645,0,0.0045542,0,0.0019433,0,0,0.00071464,0.0069122,0,0,0.0071927,0.011955,0,0,0.034206,0,0.0032115,0.023185,0,0.008857,0,0.0065626,0,0.047465,0,0,0.072989,0,0.022371,0,0.0050704,0.083292,0.037868
0,0.072309,0.062158,0,0.076931,0,0.038321,0.00058838,0.007534,0,0.02141,0.084723,0.0055896,0,0,0.0085838,0,0.016764,0.018312,0,0.042868,0,0.024908,0,0,0,0.0071409,0,0.0079542,0,0,0,0.012412,0,0,0,0.0070774,0.074115,0.070668,0.0026398,0.0013385,0.017841,0,0.048259,0,0,0.0021672,0,0.0098613,0.0096119,0,0.070068,0.0093913,0.013073,0,0,0,0,0.089447,0,0.12468,0.088702,0,0,0.04731,0,0,0,0.05547,0,0,0,0,0.064443,0,0.0038714,0.043915,0.082755,0.0010325,0.069638,0,0.0064023,0
0,0.0082148,0.064239,0,0.086325,0,0.026993,0.0055535,0.0063208,0,0.019156,0.00083835,0.056495,0,0.0025585,0.0022224,0,0.076066,0.012878,0,0,0,0.0080187,0,0,0.0030952,0.0091618,0,0,0,0,0,0.0088427,0.00045732,0.0063094,0,0.0081683,0.08367,0.0081282,0,0.0072337,0.0024455,0,0,0,0,0.0027907,0,0,0.0081923,0,0.08498,0.0059657,0,0,0,0,0,0,0.026921,0.0089261,0.047613,0,0.035261,0.038756,0,0.048588,0,0,0,0,0,0,0,0,0,0,0,0,0.10375,0.012338,0.088649,0
0,0.071798,0.058214,0,0.079613,0,0.066538,0.018548,0.085942,0,0.078591,0.083448,0.027204,0,0.085476,0.0040126,0,0.0057801,0.08579,0,0.019169,0,0.025029,0,0,0,0.083937,0.0097357,0,0.10738,0,0,0.023227,0,0.073341,0,0,0.084015,0.038247,0,0.0047332,0,0,0.055516,0.005389,0,0.0098696,0,0,0.036313,0.0064765,0.074402,0.014103,0.029169,0,0,0,0.0023709,0.17225,0.014293,0,0.029673,0,0,0,0.055663,0.077442,0.059988,0,0,0,0,0,0.02629,0,0.01253,0.037711,0.080396,0.0046112,0,0,0,0.12752
0,0.0099256,0.04588,0,0.0040457,0,0.0079508,0.086746,0.069098,0.0016944,0.028736,0.0088864,0.0071854,0,0.0064079,0.096355,0,0.0074921,0.022214,0,0.02114,0,0.084933,0,0,0,0.095985,0,0,0,0,0,0.068101,0,0.085071,0,0,0,0.013179,0,0.0057946,0.00020768,0,0.0038992,0.003549,0,0.0072005,0,0,0.0087567,0,0.0060528,0.0068874,0.010625,0,0.056277,0,0.11481,0.0011946,0.032025,0.018414,0.038331,0,0,0.11884,0,0.028298,0,0.0081433,0.029665,0,0,0,0.0080392,0,0,0,0,0.012823,0,0,0.00318,0.030466
0,0.079568,0.044038,0,0.0014643,0,0.048305,0.080785,0.011037,0,0.015242,0.0026572,0.010249,0,0.0071023,0.090688,0,0.0027699,0.030272,0,0.024224,0,0.068183,0,0,0,0,0,0,0.097696,0,0.0021326,0.069767,0,0,0,0,0,0.06916,0,0.0026452,0,0,0,0.0040987,0,0.0061736,0,0.016854,0.027536,0,0.006267,0,0,0.0014002,0,0,0.00026193,0,0.031883,0.063254,0,0,0.036382,0.045729,0,0.087583,0,0.041789,0,0,0,0,0,0.043678,0,0.0043192,0.039634,0,0.037515,0,0,0.058544
0,0.07671,0.018568,0,0.0099012,0,0.045461,0.0099293,0.015533,0,0.030195,0.0048112,0.073644,0,0.016525,0,0,0.092048,0.047827,0,0.029165,0,0.026553,0,0,0,0.086726,0,0,0.010337,0,0,0.08089,0,0,0,0,0.073575,0.079983,0,0.003941,0,0,0.054291,0.10946,0,0.0632,0.02682,0,0.077687,0,0.011146,0.022064,0.064513,0,0,0,0,0.12839,0.074765,0.11147,0,0,0,0.062102,0,0,0.039116,0,0,0.030262,0,0.0039483,0.0083776,0.033564,0,0,0.047126,0,0.0030758,0.039746,0.055472,0.04512
