0.0049865,0,0,0,0.0027001,0.073164,0,0.0024272,0,0,0.00112,0,0.0010665,0.002989,0.0016341,0.0019778,0.003331,0.0035716,0.0011164,0,0.085761,0,0,0.0010613,0,0,0.0015619,0.0030375,0.0067434,0,0,0.0042097,0,0,0.0054367,0,0,0.00070344,0,0,0.093733,0,0.09141,0.092853,0.011778,0.0029207,0.00067916,0.0026366,0,0,0,0,0,0,0,0,0.0014992,0,0,0.011899,0,0,0.0043211,0,0.013065,0,0,0,0,0.098615,0,0,0.0047983,0.097098,0.0048486,0.001696,0.0029703,0.004682,0,0,0,0.10385,0.0062142,0.0038193,0,0.021782
0.064875,0,0,0,0.072779,0.0045858,0,0.001438,0,0,0.0069678,0,0.0042333,0.078612,0.0021998,0.0040104,0.0034173,0.0018774,0.00015616,0,0.088136,0,0,0.00021042,0,0,0.001028,0.0035121,0.081296,0.0034154,0,0.0048993,0,0.036212,0.0018562,0,0,0.0049557,0,0,0.0025666,0,0.0053852,0.00043847,0.071596,0.089207,0,0.010217,0,0,0.10681,0,0,0.010714,0.00032672,0,0.0054143,0.0046379,0,0.10551,0.0029522,0,0.0053456,0,0.10323,0.00095242,0,0.00036727,0.004554,0,0,0,0.00033317,0.0074058,0.10205,0.0011203,0.0026046,0,0.0046872,0,0.0068567,0.11897,0.0042333,0,0,0.0092195
0.070933,0,0,0,0.069465,0.0013578,0,0.0069501,0,0,0.0051217,0.00028051,0.079214,0.082179,0.0016538,0.00037105,0.0016511,0.003321,0,0,0.0012795,0,0,0,0,0,0.093761,0,0,0.0010228,0,0.009158,0.0070614,0.053201,0,0,0.00066546,0.092384,0,0,0.088829,0,0.0057056,0.0052923,0,0.098901,0,0.0063631,0,0,0.064837,0,0.003525,0.0061396,0,0,0,0.006339,0,0.097568,0.012514,0.0039157,0.0038811,0,0.0056701,0,0,0,0.010554,0.10289,0,0,0.0045764,0.0081174,0.10489,0.010821,0.10604,0.014144,0.0046286,0,0,0.11391,0.0095882,0,0,0
0.0017455,0,0.0054433,0,0.0011087,0,0,0.0026019,0.0014335,0,0.0062544,0.0019352,0,0.0043138,0.081987,0.0042698,0,0.0054883,0,0.00092702,0.091533,0.00083452,0,0,0,0,0.012564,0.002109,0.0084383,0.00062774,0,0.041983,0,0.033809,0.0020015,0,0,0.0039388,0,0,0.0096791,0,0.0028966,0.00045243,0.037104,0.0063803,0.004939,0.01903,0,0,0.027307,0,0,0,0,0,0.0058721,0,0,0.010994,0,0.10017,0.017088,0,0.0022199,0,0.00074418,0,0,0.0044547,0,0,0.10647,0.0028836,0.0018253,0,0.013212,0.0039927,0.010257,0,0,0.0029533,0.0019587,0.011164,0.02105,0.0051517
0,0,0,0,0.073233,0,0,0.0014539,0,0,0,0,0.079633,0.07667,0.079873,0.08215,0.0022603,0.080169,0,0.00056609,0.0050407,0,0,0,0,0.0017864,0.0091739,0.00049,0.08638,0.0053346,0,0.018888,0.0039035,0.039529,0.00089606,0,0,0.0028908,0,0.00042024,0,0,0,0.097307,0.032061,0.0080649,0,0.003112,0,0.00071769,0.0064053,0.0021585,0,0,0,0,0.014492,0,0.0017934,0.013345,0.0058806,0,0.10065,0,0.0038304,0,0.0028468,0,0.00086789,0.10314,0,0,0.0035069,0.0059455,0,0.10338,0.0008751,0.004284,0.010999,0,0,0,0.0015252,0.0051642,0,0
0.065994,0.001458,0,0,0.0047048,0.0023888,0,0,0,0,0.0033392,0,0,0.084244,0.079919,0.084302,0.0029797,0.079475,0,0,0.083817,0,0,0,0,0,0,0,0,0.0020552,0,0.017162,0.0050198,0.0017848,0.0068658,0,0,0.0040074,0,0,0.0010161,0,0,0.011739,0.014644,0.00038451,0.0067924,0.0064268,0.0011695,0.00026055,0.1442,0,0,0,0,0,0.0061405,0,0.00041453,0.10849,0.0021801,0,0.0029578,0,0.10497,0,0,0.0025221,0,0.0016769,0,0,0.0048613,0.015718,0.00024695,0.0034035,0.10025,0,0.004851,0,0,0.00087419,0,0.03453,0.0026568,0
0.005347,0,0,0,0.067469,0.073142,0,0.082392,0,0,0.085048,0,0.00535,0.079098,0.00018773,0.082764,0.004092,0.0093626,0,0,0.012992,0,0,0,0,0,0,0.0020582,0.086613,0.0049858,0,0.045379,0.11017,0.04112,0.089996,0,0,0.090772,0,0,0.094644,0,0.091083,0.096249,0.02258,0.103,0.10328,0,0,0,0,0,0,0,0,0,0.011595,0.011411,0,0.00085031,0.097574,0.0085448,0.099425,0,0.01434,0,0,0,0.10777,0.097866,0,0,0.0073411,0.0010108,0.007752,0,0.0062779,0.10837,0.10695,0,0,0.0052449,0.0054378,0,0,0.025584
0.00091757,0,0,0,0.0021697,0.0013545,0,0.077069,0,0,0,0,0,0.0040853,0.082029,0.0022041,0.001776,0.0063003,0,0,0.0022555,0,0,0,0,0,0.091878,0.085213,0.0048985,0.0016213,0,0.0012903,0.0092053,0.065346,0.0014268,0,0,0.085337,0,0,0.011997,0.00054539,0.0028225,0.0022482,0.018364,0.0039007,0.0079937,0.0090025,0,0.0016095,0.054156,0,0,0.024378,0,0,0.0037888,0,0,0,0.0045154,0,0.0030054,0,0.010903,0,0.0078226,0,0,0.0043789,0,0,0.00093575,0.0015418,0.10069,0.11422,0,0.013518,0.0042759,0,0,0.021069,0.0031542,0.0002664,0,0
0.0048164,0,0,0,0.074785,0.00070976,0,0,0,0,0.076524,0,0.07951,0.0012894,0.00026031,0,0.080388,0.0055826,0,0,0,0,0,0,0,0,0.082111,0.08508,0.0036576,0.00084942,0,0,0.0056757,0.0080889,0.0033879,0,0,0.00448,0,0,0.0017368,0,0.0017671,0.00070304,0.014744,0.002322,0.0094722,0.010655,0,0,0.018685,0,0,0,0,0,0.0081424,0.0073982,0,0.090857,0.089456,0.0050383,0.0038678,0,0.00085923,0,0,0,0.0033797,0.0035677,0,0.0044782,0.00021891,0.0020393,0.0042071,0.11317,0.00064524,0.0056898,0,0,0,0.0034741,0,0.014297,0.02665,0
0.067746,0,0.0041108,0,0.074561,0.0012096,0,0.00022652,0,0,0.01433,0,0.075755,0,0.085485,0.008419,0.079239,0.081843,0,0,0.08951,0,0,0,0,0,0.0026555,0.0058222,0.0028422,0.089782,0,0.025237,0.082985,0.036699,0.0060525,0,0,0.00093051,0,0,0.088697,0,0.010612,0.09894,0.095878,0.096621,0.11702,0.015557,0,0.0039197,0.020973,0,0,0,0,0,0,0.10083,0,0.010605,0.009931,0.0053471,0.12664,0,0.007466,0,0,0,0.0073779,0.0048164,0,0,0,0.111,0.10725,0.11316,0.10588,0.10967,0.0043343,0,0,0.0138,0.11461,0.0147,0,0
