0.0075613,0,0.0011459,0,0,0,0.01429,0.0040752,0.0099612,0,0,0,0,0,0,0,0,0,0.0021826,0,0.0018036,0,0,0,0.024744,0,0.0058989,0.012483,0.019287,0,0,0,0.0089742,0.077427,0.019073,0,0.0097849,0,0.018256,0,0,0.0045053,0.011102,0.017306,0.025949,0,0,0,0,0.015916,0.00066516,0,0,0,0,0.0090653,0.012089,0.002052,0.014145,0.014337,0.011336,0.025861,0.021037,0,0,0.011332,0.0041861,0,0,0.0071356,0.015117,0,0.0033597,0,0,0,0,0,0,0.00861,0.0074218,0,0,0.0065032,0.019027,0.077431
0,0.02146,0.040241,0.070669,0.011204,0,0.0021893,0.0089692,0,0.011204,0.057048,0.024851,0.0038134,0,0.00061186,0,0,0,0,0,0,0,0.023324,0.010241,0.019478,2.9706e-05,0.0089645,0,0.0069903,0,0,0.040749,0,0.0051041,0,0,0.022996,0.051688,0,0.01059,0,0.0021354,0.047967,0.037529,0.025871,0.010128,0,0,0,0,0,0,0.027509,0,0.027055,0.035823,0.016455,0.0015337,0,0.011161,0.0085711,0,0,0.0062392,0,0.001058,0,0.0048146,0.00084606,0,0.021881,0,0,0.026388,0,0.008153,0.013615,0,0.011963,0.0075051,0,0.014693,0.039498,0,0.0083185,0
0,0,0.011292,0,0,0,0.0081067,0,0.011615,0.0037605,0.034317,0,0,0.010993,0,0.0077312,0,0.018109,0,0,0,0,0.012794,0,0,0.0076831,0.016957,0,0.011552,0,0,0,0,0.029005,0,0,0,0.0044194,0.0091597,0.013719,0,8.557e-05,0,0.028081,0,0,0.00022719,0.047813,0,0,0.0068025,0,0.0021009,0,0.028552,0.0012539,0,0.0071558,0.0012203,0,0,0,0,0.0084386,0,0.020167,0,0.0026078,0.011878,0,0,0,0,0.0043395,0,0,0.01852,0,0.016549,0.01598,0.012946,0,0,0.0039825,0,0.028062
0.97078,7.1657e-05,0,0.0036049,0,0,0.0043804,0,0.001666,0,0,0,0,0.0013112,0.0025312,0.00018361,0.00066382,0,0,0.0035541,0.0035319,3.0677e-05,0.00019507,0.0013607,0.00042867,0.0037456,0,0,0.0001258,0,0,0.0043043,0,0,2.6727e-05,0.0048059,0.004103,0,0.0037508,0.0087814,0.00094494,0.0055475,0,0.0010062,0,0,0,0,0.0010971,0.0035185,0,0.0060275,0.0001429,0.018878,0,0.0062099,0.0048989,0.0010478,0.0036551,0,0,0,0,0.0040983,0,0,0.002435,0.00018418,0,0.0060451,0,0.0024023,0.0027976,0,0.0044629,0,0.00068111,0.0032221,0.0049548,0,0.0041162,0,0.0020433,0.0017321,0,0
0.021263,0,0.0084819,0.0094455,0.0068056,0,0,0.010568,0,0,0.00044922,0.010416,0.0022362,0,0,0,0,0.020254,0.0052407,0.0055313,0,0.0052029,0.0077249,0.015914,0,0,0,0,0.021046,0.0067887,0,0,0.0038283,0.065328,0,0,0,0.0079166,0.0073843,0,0.0014549,0,0.018715,0,0.02816,0,0,0,0.0062832,0,0,0.0079046,0.011109,0,0.0023936,0,0,0,0.01511,0,0,0,0.003117,0.013701,0.020125,0,0.013808,0,0.0030756,0.00067458,0.016876,0.013107,0.0030305,0.018894,0,0.0022052,0.026901,0.0081388,0,0,0,0.0052907,0.00096982,0,0.013392,5.1895e-05
0.028281,0.003298,0.011816,0.043499,0,0,0,0,0.030222,0.010549,0,0.014839,0,0.0033673,0.011517,0,0,0.0030707,0.012813,0.0054366,0,0.0035572,0.017432,0.00017588,0,0,0,0.011022,0,0.010884,0.006066,0,0.046733,0,0.0029777,0,0,0,0.022938,0.0098531,0,0,0.014807,0.010077,0,0.0026224,0,0.0057608,0.0042278,0.018044,0,0,0.0011234,0,0.015898,0,0,0,0,0.025622,0.026371,0.029984,0,0,0.0008708,0.0030739,0,0,0.0045236,0,0.02097,0,0.0064638,0.012258,0,0.034766,0,0,0.011775,0.00059554,0,0.022934,0,0.021018,0,0.035644
0.049546,0.01117,0,0,0.026006,0.004935,0.0080549,0,0,0.021644,0.01631,0.0090187,0.032982,0,0,0,0.023417,0.041622,0.0090901,0,0,0.0085156,0,0.017976,0,0,0.024592,0,0,0.039539,0.010631,0,0,0,0.0086271,0.038624,0,0,0,0.0041515,0,0,0.012788,0.0097786,0,0.020022,0,0.012994,0,0.018218,0,0,0.023417,0,0.03121,0,0.0081759,0.0018476,0,0,0.027174,0.066249,0,0,0,0.010652,0.0016664,0,0.028732,0,0.022775,0.043415,0,0,0,0.040718,0,0,0,0.0018349,0.033358,0,0,0,0,0.058312
0.0076648,0.0082567,0.011078,0.023723,0.014991,0,0.0073088,0.0080406,0.0076176,0,0,0.010808,0.0069806,0.025929,0,0,0,0,0,0,0.010081,0,0.0056765,0,0,0.0084166,0,0,0.0027797,0,0.023733,0,0.014814,0.078372,0,0,0,0,0.012636,0.012071,0,0,0.0037535,0.0046175,0.017381,0,0,0,0.0048533,0,0,0.043456,0,0,0.0039002,0.00059815,0,0,0.001574,0,0,0.0037218,0,0,0.0026209,0,0.0002068,0.00098356,0.014264,0.01718,0.018771,0,0,0,0,0.024894,0.005629,0.0094858,0.012799,0,0,0,0,0,0,0.041134
0.0075009,0.0083881,0.018139,0,0,0,0.013436,0,0,0.010149,0,0.024268,0,0.0022942,0,0.022546,0.013636,0.012741,0.0038561,0,0,0,0.0090448,0.0066483,0,0,0,0,0.017562,0.0077816,0,0,0,0.038206,0,0,0.0069612,0,0,0,0,0,0.05037,0,0,0,0,0.015682,0.0055653,0,0,0.020722,0.018321,0,0,0.016307,0,0,0.020821,0,0,0.0099281,0.018341,0,0.010817,0.012802,0.0038751,0,0.016814,0.024645,0.012672,0.010942,0,0,0,0,0.016498,0.033354,0,0,0,0,0,0,0.017529,0
0,0.00095177,0,0,0.0011229,0,0.0056885,0,0.00042191,0.0022947,0,0,0.0032785,0.0069244,0.00068935,0,0.0018644,0,0,0.0021725,0.0036581,0.003371,0,0.0020125,0.0057582,0.0060395,0.0050733,0,0.00036537,0.0024349,0.0048112,0,0.0031095,0,0,0.010361,0.0012356,0,0.0034697,0.0068028,0.00055397,0.0062873,0.96385,0.0036335,0,0,0.0052195,0,0.0016703,0.0060268,0,9.9628e-05,0,0.015544,0.00074937,0.0061979,0.0023773,0.0049649,0.0052358,0.0020103,0,0.0023379,0,0.0084181,0,0,0.0046669,0,0,0,0.0046809,0,0.0020256,0.00043473,0.0012487,0.0055248,0.00098921,0.0024168,0.002904,0,0.0030429,0.0038574,0.0023561,0,0,0
