0.0071703,0.2434,0.0054317,0.009456,0.0021552,0,0.25218,0.0032369,0,0.0086857,0.012197,0.087146,0.0035681,0.0057464,0.0034739,0.002134,0.23491,0.2405,0.24621,0.0042599,0.0088901,0.0076604,0,0.22955,0.008276,0.0096059,0,0.0083994,0.0045614,0.0088852,0.013576,0.1087,0,0.0064697,0.015602,0.0025693,0.014385,0.23516,0,0.048089,0.006044,0.0035914,0.018667,0.14101,0.0054258,0.23332,0.016743,0.0031634,0.010151,0.23979,0.0061694,0.0022832,0.00378,0,0.0046711,0.0043413,0.018676,0.0019793,0.0031344,0.013746,0.023812,0.0078713,0.0089053,0.019042,0.0032481,0.0012559,0.23422,0.24016,0.23819,0,0,0.030633,0.0083087,0,0.010639,0.0077284,0.022464,0.0086537,0.011836,0.20909
0.0079222,0.0051823,0.0091746,0.26743,0.011431,0.25651,0.0064226,0.015953,0.25166,0.25545,0.010078,0.14338,0.26098,0.010524,0.25102,0.0072282,0.24673,0.25775,0.25608,0.0070382,0.012738,0.0028566,0.25913,0.242,0.2481,0.0062986,0.012667,0.25781,0.0086521,0.0035379,0.24947,0.21865,0.26015,0.26282,0.036828,0.25481,0.0065939,0.011676,0.011201,0.090141,0.015753,0.25941,0.2622,0.26949,0.26781,0.24769,0.25123,0.015553,0.014347,0.012356,0.014489,0.26223,0.019741,0.01364,0.24181,0.0026414,0.057321,0.014189,0.26008,0.25326,0.24548,0.25901,0.27503,0.04089,0.25246,0.012297,0.25804,0.014356,0.26303,0.018148,0.028197,0.26806,0.011944,0.25782,0.020312,0.26241,0.032325,0.016122,0.2661,0.25791
0.25511,0.2525,0.2515,0.0027098,0.26123,0.008171,0.25512,0.24873,0.013668,0.013578,0.26217,0.23898,0.0069647,0.2596,0.0075496,0.25273,0.0086308,0.00537,0.001449,0.25802,0.26128,0.26068,0.0073529,0.015833,0.015633,0.26884,0.25246,0.011253,0.2592,0.2656,0.022572,0.18668,0.0040971,0.012957,0.24846,0.01081,0.29426,0.2469,0.2572,0.25227,0.2551,0.008691,0.011305,0.047766,0.013285,0.020509,0.022129,0.25286,0.26179,0.24652,0.26124,0.011401,0.25189,0.26299,0.02991,0.26404,0.24633,0.26102,0.010217,0.028149,0.033949,0.011724,0.010716,0.24347,0.02568,0.26096,0.015301,0.25905,0.0066648,0.26022,0.25527,0.10734,0.26221,0.016849,0.26566,0.0074313,0.26416,0.26395,0.013434,0.022748
0,0.0022396,0,0,0,0,0,0.0027826,0,0.0029516,0,0.0013216,0,0.0010238,0.0011125,0.0023932,0,0.0012489,0.0015312,0,0,0.004217,0,0.002832,0,0,0,0,0,0.0040188,0.0021333,0.012548,0,0,0,0,0.0027658,0,0,0.054288,0,0,0,0,0.002136,0.0013517,0.002297,0,0.0061376,0.0011661,0,0,0,0.0015606,0,0.0021058,0.0026549,0,0.0020905,0.0031299,0,0,0,0,0,0,0,0.0048149,0.0012256,0.0014509,0,0.086602,0,0.0012385,0.0026996,0,0,0,0.0019397,0.0031589
0.012772,0.0013543,0,0.0055345,0.0082897,0.0011532,0.005261,0.0056725,0.0010711,0.017021,0.0062798,0.010323,0,0,0.2454,0.0036566,0.0024894,0,0,0.0018615,0.0016769,0,0.0059258,0.010674,0,0.0026954,0.0081423,0.007658,0.0029832,0.0022436,0,0.13848,0.0033427,0.01102,0,0,0.013703,0.0017545,0,0.012828,0.0034779,0,0,0.0081149,0.011308,0.0050416,0.0032605,0.25411,0.016318,0,0.0050073,0,0.0044063,0.0062255,0.0099756,0.0033366,0.0077635,0.25134,0.0033112,0,0.021016,0.2375,0.0063174,0.019771,0.015692,0.0058086,0,0,0.0031045,0.007114,0.0084996,0.029171,0.0049984,0.014744,0,0,0,0.0065364,0,0.0073253
0.24978,0.011625,0.25735,0.26618,0.25493,0.26126,0.016928,0.25322,0.2521,0.021144,0.2627,0.20883,0.26619,0.26597,0.01048,0.25166,0.25264,0.25752,0.01617,0.25494,0.26526,0.25764,0.25486,0.24388,0.2596,0.25967,0.25783,0.25884,0.2631,0.26217,0.25795,0.22766,0.25507,0.26356,0.27723,0.26106,0.06127,0.25252,0.26246,0.27741,0.2662,0.26734,0.27135,0.28991,0.010311,0.26374,0.25809,0.01556,0.021836,0.25586,0.26572,0.27266,0.26383,0.2653,0.2607,0.022784,0.27424,0.011262,0.26498,0.26965,0.25582,0.01904,0.27937,0.25815,0.25863,0.26642,0.27471,0.26284,0.026841,0.2593,0.2682,0.20308,0.26198,0.25247,0.27718,0.26654,0.29605,0.26798,0.27506,0.26693
0.0036023,0.24323,0.25027,0.015873,0.0027131,0.0023275,0.2498,0.25526,0.25004,0.011038,0,0.19898,0.0057773,0.014232,0.25572,0.0098942,0.011235,0.2587,0.25091,0.0090557,0.012992,0.24212,0.25206,0.24023,0.0056981,0.012213,0.0098186,0.0083299,0.0066811,0.0049915,0.016381,0.15756,0.25667,0.020017,0.26384,0.021091,0.0088391,0.24039,0.24815,0.020603,0.015155,0.25491,0.2528,0.029253,0.0059923,0.019497,0.24208,0.25121,0.02121,0.010005,0.011418,0.021691,0.25727,0.01006,0.022873,0.0068223,0.22804,0.26637,0.028826,0.015975,0.24172,0.26012,0.26702,0.25986,0.24991,0.011723,0.016963,0.011184,0.25908,0.26348,0.26215,0.25863,0.0067944,0.029255,0.26213,0.25947,0.022773,0.25198,0.015532,0.22173
0.01032,0.0062543,0.0029229,0.0053184,0.012741,0.0016987,0.0090214,0.0057888,0.013938,0.0053984,0.25673,0.099325,0.0061161,0.0029318,0,0,0.0080263,0,0.0042424,0.0093238,0.26055,0.010625,0.0059592,0.0083672,0.01606,0.028597,0.0023046,0.25549,0.0060023,0.0081383,0.014752,0.11319,0.0048841,0,0.0082646,0.0029618,0.012253,0.0099633,0.011316,0.074299,0,0.0093695,0.0031455,0.27711,0.0084656,0.0031668,0.015904,0,0,0.0089245,0.0056841,0.0047954,0.0068568,0.006233,0.0026839,0.0011373,0.042799,0.0060827,0.0028065,0.23802,0.015134,0.0042489,0.014972,0.0071895,0,0.010463,0.017569,0.25119,0.0094361,0,0.004147,0.062259,0.019892,0.0078087,0.013198,0.0084867,0.25514,0.0095563,0.0059407,0.02172
0.24155,0.007329,0.0051054,0.24648,0.24968,0.25772,0.0027349,0.0044238,0,0.25098,0.012426,0.080457,0.2537,0.25467,0.0011124,0.24947,0.2354,0.0025372,0,0.24661,0.0025404,0.012536,0.0025496,0.0063837,0.24185,0.011345,0.24306,0.0065697,0.0093493,0.25732,0.2417,0.099211,0,0.25427,0.0074096,0.24225,0.27607,0.0086898,0.0079036,0.15168,0.25631,0.0047476,0.016375,0.014407,0.26166,0.24185,0.0070526,0.013718,0.25645,0.23962,0.25982,0.24265,0.0096556,0.015848,0.24008,0.26285,0.031073,0.0015412,0.24043,0.024701,0.0030212,0.0013724,0.0075759,0.014277,0.017879,0.011122,0.23677,0.017217,0,0.019876,0.012908,0.047137,0.24963,0.23374,0.0064534,0.0040643,0.011762,0.017744,0.25479,0.026391
0.0028743,0.0014753,0.0021757,0.0017214,0.0055769,0.0060885,0,0,0,0,0.0051917,0.0051724,0.0048338,0,0.0028869,0,0,0.0023539,0.0032981,0.0014804,0.0011113,0.0025989,0.0053894,0.0027854,0.0030726,0.0044495,0.0087347,0,0.012995,0,0,0.040804,0.0037236,0,0,0.0014541,0.0030745,0.0020435,0.0047657,0.10173,0.0042512,0,0,0.0052412,0.0011872,0.0030217,0.0019083,0.0031075,0.0023641,0.001564,0.0032673,0.0064123,0,0.24026,0.0052083,0,0.00806,0,0,0.0054457,0.0070406,0.0014897,0,0.0020932,0.0028008,0.006908,0.0052768,0,0.0015825,0.0041128,0.0055531,0.014678,0.0022374,0.003972,0,0,0.011291,0.0039712,0.0030314,0.0082004
