0.00060805,0,0.0088026,0,0,0.015369,0,0,0.008745,0.01261,0,0,0,0.0075899,0,0,0.0084113,0,0.0034406,0.0113,0.0026093,0.019953,0.0072893,0.0050236,0.025893,0.020637,0.0074357,0,0.020157,0.0045805,0.0070238,0.063242,0.0030975,0.014067,0.0064538,0.0069646,0,0,0.0015177,0.0024086,0,0,0.0091206,0,0.0072822,0,0.018927,0.031963,0.013827,0,0.017112,0.011136,0.0056901,0.017271,0,0.0022439,0.020415,0,0,0,0,0,0.0025326,0.022513,0,0.006738,0,0.011586,0,0,0,0,0,0,0,0,0.013834,0.027315,0.015596,0
0,0,0,0,0.013965,0.0015984,0,0.013234,0,0,0,0,0.016005,0,0,0.00076805,0,0,0.016371,0.061748,0,0.0051408,0.01101,0,0.017319,0.030632,0,0.0043943,0,0,0,0.068291,0.0076813,0,0,0.027813,0,0.010536,0,0.039976,0,0.0064716,0.019436,0,0.0033258,0.046518,0.031743,0,0.027886,0.0037693,0,0.0054414,0,0,0.027054,0,0,0.015803,0.0067999,0,0,0,0,0,0,0.0054502,0,0,0.0071584,0,0,0.053219,0,0.057842,0.024711,0.0071103,0,0,0.016314,0.024002
0,0.0065734,0.0058322,0,0,0.0071896,0.0077576,0,0.012279,0,0.003097,0,0,0,0.015246,0,0,0,0,0.013931,0,0.013599,0.021232,0,0,0.008412,0,0,0,0,0,0.025262,0.015244,0,0,0,0.011222,0,0,0.0055453,0.00027857,0,0,0,0.0014375,0.031237,0.029463,0.010503,0,0.0054878,0,0,0,0.0022134,0.0038205,0,0,0.0087442,0.0067102,0.0041023,0,0.0080693,0.0010623,0.0059913,0,0,0,0.002479,0.0065366,0.0096876,0,0,0,0.0032011,0,0.017065,0.015762,0.0066592,0.0044042,0
0,0,0,0,0,0.0030218,0.0029335,0.00024637,0.0060312,0.0016994,0.0025177,0.0069149,0,0.0013165,0,0.000314,0.00066509,0.00044237,0.0014757,0,0,0,0,0.0020924,0,0,0,0,0,0,0.00086551,0,0.0035125,0.0013773,0,0.0028239,0.0019098,0,0,0.0016661,0.00071776,0.00095874,0.00018444,0.013962,0.0048431,0,0.0026032,0.0021706,0,0,0,0.0041412,0.0014913,0.0028193,0,0,0.00020758,0.0042157,0,0.0021728,0.00011592,0,0.002057,0.0039016,0,0.0041834,0.0024959,0,0.0010398,0.00095722,0.0018053,0.0036616,0.00015799,0.00040534,0.0023313,0.00042588,0.0027377,0.0012457,0,0
0,0,0,0,0.0059889,0,0,0.012451,0,0.0014352,0,0,0.010101,0.0024412,0,0,0.0063469,0,0,0,0.004839,0,0,0,0,0.02382,0.0024624,0.0067097,0,0,0,0.069253,0,0,0.0057379,0,0,0,0,0,0,0,0.0034407,0,0,0.0010156,0,0,0.0025134,0,0,0,0.011962,0.011033,0.0057296,0,0.0062795,0.013996,0,0.0080491,0.010329,0,0.004431,0,0,0,0.0049315,0,0.0037435,0.0037818,0.0075077,0.010577,0.0065012,0,0,0.0077816,0,0,0.0046387,0.0027877
0,0,0.0017831,0,0,0,0.00015613,0,0.018318,0.0027093,0.0034845,0,0.01085,0,0,0.012223,0.007717,0,0,0,0.0048747,0.0020123,0,0,0,0.0014718,0.0046943,0.019431,0.020033,0,0.0061854,0.043769,0,0,0.048968,0,0,0,0,0.010536,0,0.00080139,0.0084727,0,0,0.015052,0.0059115,0,0,0,0.025674,0,0,0,0.0045859,0,0,0,0,0,0.011547,0,0.0094474,0,0,0,0,0.003517,0,0.010385,0,0.0063098,0,0.010044,0.013013,0,0,0.0056039,0.022816,0.010232
0.00047753,0,0,0.0080501,0.027762,0.0092348,0.0090799,0.029032,0,0,0.016859,0.021473,0.010435,0,0,0,0.027544,0.035479,0,0.027902,0.0077837,0,0.036084,0,0,0,0.033878,0.04441,0,0.0021778,0.020763,0.041796,0,0.016348,0,0,0,0,0,0.020612,0,0.020792,0.010285,0,0,0.03308,0,0.0025087,0,0,0.022209,0.017362,0,0,0.031921,0,0,0,0.022354,0.011132,0,0.041731,0,0,0.0028629,0,0,0.044144,0,0.018972,0.045484,0,0.024318,0,0.0010107,0,0.04201,0.027357,0.016523,0.010561
0,0,0,0,0.021173,0.0055062,0,0,0,0.016293,0,0,0.0065652,0.0090487,0.020707,0,0.0073369,0.0041852,0.0074756,0.005352,0,0.033999,0,0.010423,0,0.014588,0,0,0,0,0.0079143,0.00966,0,0,0.0091969,0,0,0,0.0008092,0.013324,0,0,0.024529,0,0,0.0090135,0,0,0.0074283,0.002547,0,0,0.019151,0,0,0.011082,0,0.0014357,0,0.020806,0.0069334,0.0032402,0,0,0,0.022072,0.012097,0,0.0047936,0.0058154,0,0,0,0,0,0,0,0.020436,0,0.025859
0,0,0,0,0,0.015337,0.009149,0.00068986,0.0053969,0.0079862,0,0,0.021287,0,0.0098746,0.0043999,0,0.0129,0,0.01288,0,0.0018248,0,0,0,0.024518,0.03547,0.014162,0,0,0.011997,0.067076,0.0043048,0,0,0.008269,0,0.032842,0.025927,0.045466,0,0,0.022192,0,0,0,0,0,0,0.010167,0,0,0,0.026596,0.015481,0,0.014851,0,0,0.016653,0.0074542,0.0076456,0,0.011121,0,0.025339,0,0,0,0.024634,0.005299,0.0024114,0.0059105,0,0,0.004366,0,0.015446,0.011178,0.0052362
0,0.017561,0,0,0,0.0068661,0.011639,0,0,0.0076243,0.0057767,0,0,0.0013371,0.011021,0,0.0042988,0,0.0084513,0,0.0050346,0,0.0084843,0,0.0052833,0,0,0.0034735,0,0,0.011309,0,0,0.00079252,0.0034085,0.011277,0,0,0,0.033164,0,0,0,0.0047949,0.0086937,0.0098655,0.009653,0.0037156,0.01501,0,0,0.0051959,0,0.019841,0.0041804,0,0.008768,0,0.0065542,0.0050493,0,0.0042383,0,0,0.0051481,0,0.0032051,0.0020743,0,0.016996,0.015137,0.0097359,0.014725,0,0.01232,0,0.0074402,0,0,0
0,0.003075,0.0033671,0,0,0,0,0.0009604,0.0023299,0.0015989,0.0019091,0.012512,0.0038265,0.0018743,0,0,0.0030563,0.0018441,0.0028708,0,0,0,0,0.00066388,0.0042201,0,0,0,0.0014475,0,0.0036041,0,0,0,0.00078944,0.0041121,0.0040602,0.0048483,0,0,0.00071523,0,0,0,0,0,0.00075985,0.00027693,0.00021269,0,0,0.00048163,0.0054828,0.0015793,0.0028112,0,0.0032818,0.0024052,0,0.0022244,0.0045143,0,0,0,0.0028945,0.0013161,0,0,0.0033199,0,0.00076235,0.007151,0.00033876,0,0.0023694,0.0049299,0.00018983,0,0,0.0025367
