0,0.017929,0,0,0,0,0,0,0,0.0066668,0.014264,0.003353,0.0039323,0,0,0,0.015572,0.0098686,0,0,0,0.0040741,0,0,0,0,0.012931,0.0045315,0.0073501,0.016202,0.018847,0,0,0,0,0.008131,0,0,0,0.013215,0,0.0069767,0.020616,0,0.021415,0,0,0.015665,0.013082,0,0,0,0,0.008254,0.033516,0,0,0,0
0,0.0011943,0.028048,0,0,0.012157,0,0.065473,0.00048422,0.0094169,0,0,0.01675,0,0,0.04815,0.0034281,0.016034,0,0.0049107,0.017189,0.016466,0.0077935,0,0.014571,0,0,0,0,0.026258,0,0.01572,0,0.0063114,0,0.027721,0.05072,0.0056508,0,0.0073098,0,0,0,0.034401,0.029135,0.00033179,0,0.00040264,0.005539,0.084193,0,0.029031,0.011902,0.016921,0,0.041181,0.044696,0,0
0.002851,0.014615,0,0,0,0,0,0,0,0,0.0070625,0,0.02021,0.013491,0.00085377,0.037264,0.0039143,0.013295,0.00969,0.013396,0,0.016912,0,0,0.0017019,0.0098531,0.018519,0,0,0,0,0,0,0.01428,0.0010443,0,0.0048412,0.0033116,0.006064,0.0036538,0,0,0.014242,0.011516,0.033429,0,0,0,0.013381,0.010344,0,0,0.0066551,0.020851,0.013658,0.01478,0,0,0
0,0,0.0041124,0.012967,0,0.00041608,0.003735,0.013185,0,0,0.0001402,0.0043931,0.0034909,0.0021007,0.0068753,0,0,0,0.0067343,0.0017196,0.0077381,0,0,0.0056357,0.00015048,0.002122,0.0011514,0,0,0,0,0,0,0,0.0094037,0,0.0013819,0.0019724,0,0.0038832,0.0013598,0.0035373,0.001218,0,0.0041015,0,0.005434,0,0,0.0012027,0.0029751,0,0,0,0.0024866,0,0.0086746,0.0040584,0.00029658
0,0,0.0028827,0,0,0.0081654,0,0.020848,0.005399,0.01268,0,0.0047978,0,0,0,0,0.0079011,0.0044826,0,0,0,0.00024855,0.0065038,0.0011981,0,0.0069725,0,0,0.0053709,0.019734,0,0,0.0039456,0,0,0,0.00045026,0,0,0.00045964,0.0083912,0.0013424,0.011308,0.009488,0,0.00013574,0,0,0,0,0.0027833,0,0,0.0017095,0,0.023251,0,0.01241,0
0,0.0059522,0.00024769,0,0,0,0,0.0059697,0.0086867,0.0095108,0.032099,0,0,0,0.0021263,0,0,0.0050947,0,0,0,0.017473,0,0.0020717,0,0,0,0,0.00088946,0.0017539,0.019266,0,0.0085444,0.0018048,0,0,0,0,0,0.029386,0.014711,0,0,0.037724,0.006524,0.017994,0,0.028496,0.0087487,0.028793,0,0.027086,0.017217,0.018123,0,0.018611,0,0,0
0,0,0.0024232,0,0.013206,0.016193,0.021047,0,0,0,0,0,0.024869,0.002167,0.014242,0.012682,0.0055727,0,0,0,0,0.047245,0.033616,0,0,0,0,0.0051477,0.021975,0,0,0.0055692,0.0091604,0,0,0,0,0,0.002535,0.035888,0,0,0,0,0.015155,0.029501,0.028956,0.017639,0.01601,0.0038074,0,0.0093975,0.020593,0,0.04206,0,0,0.0091811,0
0,0.035589,0.011296,0,0,0.023145,0,0.026038,0,0.01052,0.0060871,0.010907,0,0.019859,0,0,0.011303,0,0,0,0.0072625,0.0052522,0.0068395,0,0.017218,0.014155,0.012085,0.00040659,0,0.014084,0,0,0.027843,0.01936,0,0,0,0,0,0.013308,0.018564,0,0.0040035,0,0.0022481,0.064402,0,0,0,0.0046739,0.00069596,0.010423,0,0,0.021842,0,0,0,0
0,0.0043394,0.01229,0,0,0,0,0.062804,0,0,0,0,0,0.0053203,0,0,0,0,0,0.023374,0,0.018239,0,0,0.043711,0.0085266,0,0,0.032243,0,0,0.035656,0.0017126,0.0055344,0,0.016292,0,0.0057031,0,0.0085767,0.031062,0.0093906,0.017541,4.626e-05,0,0.077318,0,0,0.010856,0,0.012629,0,0.013978,0.018327,0.009481,0,0.041285,0,0
0.022249,0,0.0099578,0.02527,0,0,0.00030696,0.015949,0,0,0.002754,0,0.016105,0.01889,0,0,0.0008885,0,0.0055491,0,0.019683,0,0.017745,0.0048137,0,0,0,0,0,0,0,0,0.010572,0,0,0.007654,0,0,0.014479,0.0016684,0.0027516,0,0,0.0091615,0.0063624,0,0.006553,0,0,0,0.021513,0,0.0058133,0,0,0,0.036144,0.030677,0.0031303
0.003922,0,0,0.014814,0,0,0,0.0062734,0,0,0,0.00061941,0,0,0.0023127,0,0.0013423,0,0,0,0.0027193,0,0,0.0025346,0.0011964,0,0.0021353,0,0,0,0,0.0032862,0.00082743,0.0012421,0.004439,0.0057264,0,0,0.0017457,0,0,0,0.0038737,0.0033133,0.00055574,0.96199,0,0,0.00012442,0,0.0046006,0,0,0.0024679,0,0.0015314,0.0021324,0.0075629,0.0055711
0,0.0030262,0.0073347,0,0.0036021,0.00091537,0.0043546,0.0014029,0.0013274,0.0036281,0.0061736,0,0.0018374,0.0046617,0.0042156,0.0020156,0.0037767,0,0,0,0,0,0.00065051,0,0,0,0.0021303,0,0,0.0053094,0,0,0.0064651,0,0.005409,0,0.0052292,0.0060686,0,0,0,0,0.00063051,0.0085631,0,0.0020703,0,0,0,0,0,0.013152,0.0047644,0.0065022,0.010237,0.017735,0.0038793,0.0049772,0.035337
