0,0.014125,0,0,0.071039,0.0034978,0.0028924,0,0.0073285,0.004943,0,0.073085,0.010255,0.0030304,0.0011149,0,0,0,0.074151,0.0033668,0,0,0,0,0.010831,0.0043485,0,0.074303,0.076406,0.0054293,0,0.091563,0,0,0,0,0,0.0031047,0.0030993,0,0,0.095934,0,0.039741,0.087118,0.0024522,0,0.0029661,0,0.006761,0,0.091757,0,0,0,0.093293,0.014008,0.0031617,0
0,0.015212,0,0,0.0069446,0.071756,0.070173,0,0.0084883,0.0047916,0,0.078726,0.0011418,0.077612,0,0.005315,0,0,0.0015104,0.0060109,0,0,0.0016232,0,0.010063,0.0041493,0,0,0.0072748,0.081979,0.0045028,0.010948,0,0,0,0,0.0038998,0.005774,0.0032258,0,0,0.002664,0,0.13254,0,0.0019649,0,0.0034182,0,0.024962,0,0,0,0,0,0.00058278,0,0,0
0,0.014302,0,0,0.0047453,0.068952,0.0036289,0,0.074976,0.0061073,0,0.0030376,0.088192,0.084012,0,0.0078,0,0,0,0.00031475,0,0,0.07382,0,0.00060202,0.0059178,0,0.0024375,0.0050705,0.0007821,0.0028348,0.099375,0,0,0,0.0002636,0.090457,0,0.018034,0,0.0019721,0.013289,0,0.073939,0.0088483,0.0039944,0,0.011055,0,0.0098645,0,0.00023329,0.0010028,0,0,0.0020835,0,0.0025426,0.0078031
0,0.074157,0,0,0.0025676,0,0,0,0.0049859,0.0029598,0.0024584,0.0060442,0.030892,0.008966,0,0.0065989,0,0,0,0.0065494,0,0,0.0029262,0,0,0.0055476,0,0.013348,0.0032332,0.0068678,0,0.0016906,0,0,0,0,0.0078166,0,0.016024,0,0,0.0090555,0,0.01349,0,0.0051146,0,0.0037485,0,0.00092689,0,0.0048924,0,0,0.00082928,0.0073203,0,0,0
0,0.07601,0.0026984,0,0.0004416,0.074691,0.075149,0,0,0.0019792,0,0,0.013121,0.075345,0,0.00070325,0,0,0,0.079889,0,0,0.078839,0,0.00011703,0.0013256,0,0,0.0020091,0.082913,0.00043218,0.089377,0.0002407,0,0,0,0.0039221,0.0026303,0.0067921,0,0,0.0071969,0,0.0052222,0.09849,0.0032672,0,0.012104,0,0.0039122,0,0,0,0,0,0.011443,0.0018666,0,0.035552
0,0.0061289,0.0027317,0,0.0049826,0.0036034,0.068163,0,0.0081523,0,0,0.0065734,0.0017173,0.083261,0,0.0058522,0,0,0.0053523,0.083391,0,0,0,0,0.0045036,0,0,0.0094866,0.0078053,0.0015161,0,0.090222,0,0,0.00044528,0,0.0033322,0,0.0086921,0,0,0.003297,0,0.075325,0.010306,0.0017113,0,0,0,0.010185,0,0,0,0,0,0.017507,0,0,0
0,0.029251,0,0,0.073656,0.065529,0.071803,0,0.00635,0.082693,0,0.087058,0.015244,0.080609,0,0.083264,0,0,0.0067044,0.08256,0,0,0,0,0.012255,0.087026,0,0.087741,0.011915,0.087738,0.0080269,0.094317,0,0,0,0,0.08766,0,0.10799,0,0,0.10676,0,0.0078018,0.093603,0.0080003,0,0.097335,0,0.11014,0,0.094274,0,0,0,0.0015813,0.015431,0.0030089,0
0.00074907,0.022261,0,0,0.0050892,0.0011799,0.083694,0,0.066498,0.078273,0,0.06794,0.083986,0.0073006,0,0,0,0,0.0065131,0.00417,0,0,0.0020699,0,0.085987,0.0067625,0,0.07757,0.079754,0.0039228,0.081426,0.095327,0,0,0,0,0.10363,0,0.0015877,0,0,0.014054,0,0.014794,0.011726,0,0,0.016055,0,0,0,0,0,0,0,0.0064445,0,0,0
0,0.070752,0,0,0.0011178,0.074825,0.068413,0.00064415,0.073347,0,0,0.070419,0.080283,0.0031748,0,0.074398,0,0,0.0032597,0,0,0.00076059,0.08031,0,0.075374,0.078403,0,0.00079948,0.085916,0,0.083013,0.0060993,0,0,0,0.00039379,0.0026772,0,0.012381,0,0,0.0029018,0,0.033713,0.0016593,0.0039352,0,0.086154,0,0.01068,0,0.0023406,0,0,0,0.0078914,0.0014228,0,0
0,0.089034,0,0,0.0023328,0.075912,0,0,0.075887,0.0022752,0,0.078776,0.0021121,0.0032812,0,0.015274,0,0,0.073551,0.01011,0,0,0.073092,0,0.082873,0.0058679,0,0.077285,0.0040414,0.0013452,0.0018221,0.0083352,0,0,0,0,0.0039989,0,0.104,0,0,0.033588,0,0,0.096646,0.086998,0,0.026847,0,0.1138,0,0.093196,0,0,0,0.10076,0,0,0
0,0.018116,0,0,0.075794,0.073833,0.075145,0,0.071455,0.077181,0,0.0048229,0.087888,0.0015415,0,0.012105,0,0,0.00059605,0.0082385,0,0,0.069044,0,0.076499,0.014451,0,0.012899,0.089409,0.027045,0.012709,0.010473,0,0,0,0,0.0041327,0.00066695,0.08884,0,0,0,0.0016997,0.023439,0.11184,0.09081,0,0.0019565,0,0.033385,0,0.0028162,0,0,0,0.014804,0,0,0
0,0.075592,0,0,0.069003,0.005085,0.0042073,0,0.0039636,0.081227,0,0.00098873,0.0074778,0.0030989,0,0.004713,0,0,0,0.00181,0,0,0.072877,0,0.0063471,0.077348,0,0.0017251,0.0019718,0.0066379,0.0014438,0.011953,0,0,0,0,0.0072401,0,0,0,0,0.0018701,0,0,0.006261,0.091654,0,0.014748,0,0.0049664,0,0.0096008,0,0,0,0.10552,0.0054224,0,0
0,0.031114,0.00085175,0,0.07396,0.075588,0.081364,0,0.074191,0.0039023,0,0.080695,0.080334,0.0036972,0,0.0079589,0,0,0.079461,0.085927,0,0,0,0,0.089753,0.0073213,0,0,0.081742,0,0,0.009531,0,0,0,0,0.022653,0.00064756,0,0,0,0.0070292,0,0.014006,0.0081994,0.0049054,0,0.08716,0,0,0,0.004457,0,0,0,0,0.012103,0,0
0,0.093638,0,0,0.004974,0,0.074084,0,0.011085,0.078753,0,0.087146,0.095111,0.086227,0,0.023394,0,0,0.079604,0.0026037,0,0,0.080506,0,0.085217,0.091865,0,0.096143,0.096426,0.096346,0.084381,0.098818,0,0,0,0,0.10391,0,0.013743,0,0,0.016202,0,0.078179,0.11979,0.0033732,0,0.025512,0,0.021972,0,0.099851,0,0,0,0.028467,0,0,0
0,0.07611,0,0,0.0012392,0.0090497,0,0,0.075878,0,0,0.015016,0.08388,0.083821,0,0.0075645,0,0,0.003242,0.0087289,0,0,0,0.0022625,0.0013475,0.085954,0,0.017392,0.089111,0.011285,0,0.0077381,0,0,0,0,0.08608,0,0.014993,0.0094916,0,0.0083325,0,0.03356,0.087928,0.0073911,0,0.089332,0,0.018749,0,0.089535,0,0,0,0,0,0,0
0,0.0082748,0.00033031,0,0,0.072891,0.071326,0,0.0028816,0.0022624,0,0.00070013,0.0089188,0.0013434,0,0.0093492,0,0,0,0.0052802,0,0,0.0032528,0,0,0.0087627,0,0.0067107,0,0,0.085796,0,0,0.0013061,0,0,0.0028688,0,0.010356,0,0,0.0056573,0,0.003025,0,0,0,0.011637,0,0.0027614,0,0.0021798,0,0,0,0.026714,0,0,0.0080936
0,0.010311,0,0,0.0010674,0.068698,0.064741,0,0.072517,0.0011699,0,0.069759,0.0064769,0.072899,0,0.081507,0,0,0.074506,0.0023385,0,0,0.076721,0,0.0044845,0.0052104,0,0.077601,0.093051,0.0035144,0.0050634,0.010712,0,0,0,0,0.00072153,0.0057171,0,0,0,0.013014,0.0011796,0.0019086,0,0.0019683,0,0.093202,0,0.012356,0,0.093584,0,0,0,0.0992,0.010806,0,0
0,0.085716,0,0,0.0029358,0.075433,0.063404,0,0.071864,0.07676,0,0.078119,0.013424,0.0094369,0,0.084834,0,0,0.077934,0.079877,0,0,0.079837,0,0.073331,0.080276,0,0.0040478,0.097709,0.084796,0.0037261,0.010522,0,0,0.00010098,0,0,0,0.12497,0,0,0.0068276,0.003,0.0097522,0.092198,0.094487,0,0,0,0.015853,0.0067585,0.011194,0,0,0,0.0089108,0,0,0.0040888
0,0.092106,0,0,0.073383,0.077303,0.073024,0,0.082404,0.010064,0,0.080759,0.08908,0.082642,0,0.02603,0,0,0.078859,0.093427,0,0,0.09465,0,0.0055661,0.0055348,0,0.09391,0.092068,0.093685,0.089342,0.098116,0,0,0,0,0.016898,0,0.10082,0,0,0.020083,0,0.049432,0.0063008,0.096425,0,0.094881,0,0.021031,0,0.01817,0,0,0,0.12288,0.01566,0,0
0,0.019751,0,0,0.014571,0.076094,0.07208,0,0.0088753,0.087082,0,0.012166,0.026871,0.0099195,0,0.078757,0,0,0.0012196,0.010235,0,0,0.087727,0,0.093615,0.014532,0,0.0095663,0.0062661,0.0089798,0.0017699,0.014844,0,0,0,0,0.087299,0,0.037539,0,0,0.0096937,0,0.040865,0.090385,0.0032109,0,0.11134,0,0.03167,0,0.10274,0,0,0,0.012996,0,0,0.072153
