0.0075931,0,0,0.0023936,0.012544,0,0,0,0.00457,0,0.012986,0,0,0,0.025074,0.00059562,0.010901,0,0.0071929,0,0,0.005002,0,0.025177,0,0.015638,0.01142,0,0,0.0031788,0,0.0045156,0.020019,0,0.0099346,0,0,0,0,0,0,0.012277,0.02024,0,0,0,0,0,0,0.014627,0,0,0.0089358,0,0.0065551,0.0040881,0,0,0.0057459,0.010327,0.0033157,0.015885,0,0.010014,0,0.026826
0.007997,0,0,0,0,0,0,0.0048427,0.006829,0.011114,0,0,0.019913,0.041272,0,0.022279,0.0049049,0,0,0,0,0.05672,0,0.020386,0,0.0062681,0,0,0.0011243,0,0.01087,0,0,0,0,0.061135,0,0,0.010898,0.0038735,0.013807,0.0047654,0.026206,0.0070923,0.0045327,0,0,0,0,0,0,0,0.0057103,0.030211,0.0037905,0,0.030496,0.013753,0.00054445,0.0034281,0,0.01791,0,0.010411,0.06319,0
0,0,0,0.0036943,0.017751,0,0,0,0,0.004234,0.011919,0,0,0.031821,0.0021852,0,0,0,0,0.018247,0,0.0093255,0,0,0,0.014115,0,0,0.0072221,0,0,0,0,0,0,0.0047824,0,0.0013317,0.0082478,0,0,0.0024304,0.031126,0.002309,0,0,0.0022826,0.0072885,0,0,0.046755,0.019055,0,0.033878,0,0,0,0.0093088,0.0060441,0,0,0.0041232,0,0.018568,0,0.006439
0.96334,0,0.015312,0,0.00080142,0,0,0,0,0,0.0056281,0.010884,0,0,0,0,0.0004258,0.00028531,0.0019803,0,0.00093945,0,0.0010933,0,0,0,0,0.0027183,0.0039075,0.0070454,0,0,0,0,0,0.0012704,0,0.0025807,0,0.0068215,0,0.0014603,0.004461,0,0,0,0.00944,0,0.0017571,0,0,0.008741,0.00012922,0,0,0,0,0.0076502,0,0,0.0051536,0.0034364,0,7.2694e-05,0,0
0.021178,0,0,0,0,0,0.0063019,0.0095608,0.012787,0,0,0,0.011034,0,0,0,0.01227,0,0.0052071,0.015083,0,0,0,0,0.00077374,0,0.005315,0.010969,0,0,0.0091273,0,0,0.0015691,0.0091578,0,0.0033377,0.0035174,0.00091468,0,0,0.0045063,0,0,0,0,0,0.010259,0.014092,0.0016511,0,0.013565,0.017356,0.00091716,0.0055288,0.0070387,0,0.010925,0,0,0,0,0.003182,0,0.0043704,0
0.032014,0,0.0045856,0,0.011575,0,0.0052188,0,0.0041075,0.0083162,0.015998,0,0.01303,0,0,0,0.0029161,0.01115,0.0088504,0.0050673,0,0.0037438,0.002537,0,0.0031294,0.0079444,0.049882,0.0050804,0,0,0.019306,0,0.015136,0,0,0,0.011231,0.0075358,0.0016404,0.016942,0,0.022163,0.0076883,0.019494,0.0025885,0,0,0.0033035,0.0074608,0.018471,0.0016697,0,0,0.011749,0,0.0048362,0,0,0.027431,0.051833,0,0,0,0.006136,0.0025101,0
0.041971,0.018587,0,0,0,0.0054129,0,0.036245,0,0.018362,0,0.014536,0.013565,0.017973,0.020868,0,0.0014612,0,0.032674,0.058888,0.028595,0.023433,0.025095,8.8397e-05,0.012791,0,0,0,0,0,0.041591,0.0017521,0,0.0082748,0,0,0.012129,0.030595,0,0.02921,0.0052146,0.030816,0.0087979,0.032077,0.028166,0,0,0,0,0.014422,0.012895,0,0,0.025998,0,0,0.012231,0,0.003254,0.0053192,0.023965,0,0.027199,0.015417,0,0
0,0.0030712,0,0,0,0,0.00019032,0,0.0086532,0,0,0,0.011369,0,0,0.015283,0,0,0.0059268,0,0,0.0043151,0,0,0,0.030922,0.015902,0.0039762,0.0064302,0.015932,0,0.0019103,0,0,0,0,0.02889,0.0094165,0.020841,0,0,0.010633,0.0029549,0,0.0035557,0,0,0.011256,0,0,0,0.027803,0.0088418,0.0076417,0.01175,0,0,0,0.00034259,0.02751,0.0035874,0.0070423,0,0,0,0
0.012696,0,0,0,0.0076851,0,0,0,0,0.015287,0.010654,0.013253,0.02183,0,0,0,0,0.010422,0,0.0062932,0.011809,0.01073,0,0,0,0.001751,0,0.0077108,0,0,0.016305,0,0.0023001,0.021921,0.00096698,0,0.001702,0,0.0045982,0.022243,0.03583,0.012232,0,0.01775,0,0,0,0.034506,0.017147,0,0.016935,0.011218,0.003232,0,0.0045309,0.021738,0.0024063,0,0,0.0085891,0.024257,0,0.0022653,0.01211,0,0
0,0,0.011482,0.00070087,0.0017167,0,0,0.0021685,0,0.00044427,0,0,0,0,0,0.00085573,0,0.0011541,0.0031997,0,0.004446,0,0.005469,0.0064583,0.003456,0,0.0027087,0,0.0068217,0.0029385,0,0.0044029,0.0015353,0,0.0065368,0,0.00077861,0.00035181,0.0022184,0.018856,0,0.00075902,0.0059505,0.0014956,0,0.010123,0,0,0,0.0064757,0,0.010157,0,0.0045463,0,0,0,0,0,0,0.0041178,0,0.0055331,0,0,0.00040485
