0.24226,0.0087924,0.14994,0.0087337,0.0024726,0.0021752,0,0.0023052,0.24774,0.0071413,0,0.075324,0.0068964,0.0061085,0.0071037,0.013848,0.0049278,0.0059381,0.23565,0.23995,0.24108,0.0096141,0.0080916,0.0059746,0.0093981,0.0065624,0.023487,0,0,0.23105,0.0052033,0.013749,0.0059459,0.0024138,0.00645,0.0076502,0.0027309,0.0034078,0.0046674,0.023452,0.23372,0.0070313,0.016016,0.010071,0,0.021307,0.0043872,0.0020197,0.020488,0.23274,0.01238,0.018045,0.0050527,0.23695,0.011459,0.0014222,0.012857,0.0017156,0.0081874,0.0057608,0.22083,0.021899,0.006443,0.23403,0.015481,0.011052
0.0061586,0.012373,0.24608,0.010847,0.014407,0.26139,0.26162,0.016695,0.0049377,0.016903,0.25031,0.25021,0.26157,0.25962,0.239,0.010988,0.25193,0.0096239,0.24662,0.26276,0.25659,0.0077522,0.01907,0.26098,0.010664,0.0090527,0.04828,0.25825,0.011697,0.24378,0.25978,0.004786,0.009439,0.020919,0.05555,0.25724,0.26102,0.26013,0.25315,0.062043,0.011566,0.010731,0.25291,0.039371,0.26543,0.26583,0.0064199,0.26059,0.24389,0.017817,0.017744,0.011403,0.26799,0.2501,0.0065756,0.26953,0.043881,0.013868,0.024467,0.0062278,0.26298,0.25733,0.016237,0.25927,0.013222,0.25066
0.25444,0.24942,0.15333,0.24879,0.25807,0.0056398,0.0094904,0.24962,0.25888,0.25777,0.015401,0.069871,0.0078338,0.008999,0.092082,0.26164,0.0079765,0.25265,0.0097607,0,0.0052226,0.25917,0.26285,0.010486,0.26539,0.25763,0.24563,0.010065,0.257,0.016328,0.012816,0.26487,0.25904,0.25926,0.27531,0.016255,0.0036747,0.010185,0.023417,0.27261,0.24898,0.26,0.026551,0.26045,0.010146,0.010246,0.27268,0.023295,0.043369,0.24515,0.25997,0.26693,0.0124,0.014186,0.26572,0.0082902,0.26173,0.26384,0.25668,0.26931,0.020452,0.02556,0.26163,0.016273,0.27069,0.032291
0.002806,0,0.010869,0,0,0,0,0.0021589,0,0,0,0.0049128,0,0.0012839,0.0049578,0,0.0020107,0.0017164,0,0.0011905,0.0010589,0,0,0.0016871,0,0.0025659,0.0024287,0.0011955,0,0.0020874,0,0.0038449,0,0,0.0047082,0.0019686,0,0,0.001283,0.11216,0,0,0.0035579,0,0.0039567,0,0,0,0.003187,0,0.0035416,0,0.0064706,0.0032608,0,0.0013576,0.0036905,0,0,0,0,0,0,0.003391,0,0
0.0056012,0.013597,0.055894,0,0.0036102,0,0.0032913,0.0066071,0.0054885,0.0038687,0,0,0.0027543,0.015786,0.051475,0.0073842,0.24732,0.0026821,0.0039275,0.0096725,0,0,0.0051533,0,0.006412,0.0039991,0.0011558,0.0038506,0.0070182,0.009219,0.0083116,0,0.0032916,0,0.024225,0,0,0,0.0093777,0.029295,0,0,0.0094542,0.012285,0,0.0021386,0.007978,0.0051592,0.02157,0,0.025497,0.010719,0.23467,0.0055081,0.020128,0.0051404,0.0011414,0.25612,0.030049,0.0094266,0,0,0.009209,0,0.0051927,0.013566
0.010163,0.24598,0.25391,0.25814,0.26347,0.26654,0.25845,0.25357,0.018925,0.26581,0.25312,0.30768,0.26503,0.021434,0.2587,0.26505,0.0098829,0.25311,0.2482,0.011526,0.25718,0.25534,0.26123,0.25184,0.26521,0.25581,0.28545,0.25481,0.25939,0.24712,0.25912,0.26578,0.26574,0.26997,0.27379,0.25265,0.26127,0.26459,0.26422,0.19318,0.25387,0.2685,0.25839,0.28252,0.25911,0.26372,0.02273,0.27362,0.25559,0.25912,0.018884,0.26453,0.031719,0.25874,0.022828,0.25787,0.28565,0.01131,0.2576,0.0072067,0.27161,0.28144,0.2646,0.26932,0.2731,0.2648
0.24513,0.0040446,0.23164,0.2534,0,0.010833,0.01234,0.25692,0.25301,0.019083,0.2498,0.031674,0.010285,0.0099857,0.28082,0.0065478,0.25454,0.0091282,0.009238,0.25783,0.25319,0.0093634,0.01806,0.012916,0.014234,0.24645,0.26563,0.25082,0.0098646,0.23739,0.0067518,0.0051519,0.012502,0.26154,0.22016,0.018915,0.26134,0.025796,0.018541,0.025402,0.23598,0.014643,0.24137,0.25218,0.2548,0.25239,0.0063814,0.039049,0.24056,0.012775,0.025326,0.010716,0.25799,0.0096206,0.0092109,0.030744,0.061355,0.26755,0.028214,0.005706,0.024506,0.023253,0.0064095,0.027595,0.2505,0.2518
0.0079436,0.0078756,0.15095,0.0020749,0.013792,0.0033067,0.0016491,0.0034281,0.0070235,0.0073489,0.0088668,0.25221,0.003822,0.0070294,0,0.25148,0,0.0020723,0.0096397,0,0.0033789,0.011066,0.020928,0.010242,0.26146,0.010862,0.013853,0.0069122,0.0095739,0.014308,0.24809,0.016232,0.0035906,0.0074246,0.035845,0.0090964,0,0.0023725,0.0023568,0.039214,0.015542,0,0.016409,0.01317,0.0073787,0.0037594,0.0089031,0.0060517,0.01348,0.0076525,0,0.017261,0.007623,0.0068817,0.010366,0.0046792,0.023728,0.002924,0.015373,0.2611,0.022669,0.23977,0.014659,0.010661,0.018033,0.01234
0.0075363,0.23671,0.0062309,0.0026479,0.24433,0.2495,0.25652,0.0051815,0.0026047,0.25243,0.0041908,0.03139,0.2538,0.2495,0.04245,0.0092926,0.0030076,0.24902,0.23778,0.0039446,0.0034062,0.24458,0.023165,0.25032,0.0053609,0.0090729,0.0090145,0.0043324,0.24319,0.0087959,0.01505,0.25314,0.0066529,0.010098,0.060111,0.24834,0.002548,0.24169,0.25291,0.19963,0.0059332,0.25343,0.0076467,0.030445,0.015369,0.017394,0.25796,0.2364,0.013595,0.23674,0.25672,0.2532,0.014244,0.23937,0.25922,0.24622,0.22361,0.0024539,0.017157,0.0070041,0.23733,0.014885,0.25086,0.23741,0.013418,0.010315
0.0015851,0.0064627,0.0078001,0,0.013469,0.0029808,0.0036731,0.0022633,0.0019273,0,0.0026625,0.015405,0.003903,0,0.010942,0.0065375,0.0029861,0.0017739,0,0,0.0034648,0.0038354,0.0042802,0.0016085,0,0.0041364,0.004144,0.0043478,0.0015253,0,0.0056799,0,0.0094682,0.0036594,0.017353,0,0,0.0019957,0,0.075334,0.0027159,0.0050252,0.011081,0.0031521,0.0011891,0,0.0048433,0.007977,0.0079263,0.0054872,0,0.0023606,0,0.0051868,0,0,0.0013477,0.0013553,0.21359,0,0.0035653,0.0074588,0.01149,0.0046712,0.0043896,0.0054819
