"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207","X208","X209","X210","X211","X212","X213","X214","X215","X216","X217","X218","X219","X220","X221","X222","X223","X224","X225","X226","X227","X228","X229","X230","X231","X232","X233","X234","X235","X236","X237","X238","X239","X240","X241","X242","X243","X244","X245","X246","X247","X248","X249","X250","X251","X252","X253","X254","X255","X256","X257","X258","X259","X260","X261","X262","X263","X264"
"2",0.710560768297919,409,2,0.136143986362115,409,2,0.161290950015235,409,2,0.183384503833871,409,2,0.658837156408756,409,2,0.0554917415960856,409,2,0.344982613276531,409,2,0.0695024652927602,409,2,0.0635884128865576,409,2,0.936064375329589,409,2,0.174188726828203,409,2,0.532064516274505,409,2,0.238567593390393,409,2,0.0994658582217815,409,2,0.11064343087599,409,2,0.10167900275149,409,2,0.0179178443102058,409,2,0.457873057329029,409,2,0.896902046463811,409,2,0.0958312801188451,409,2,0.0729204317081674,409,2,0.0620835713386852,409,2,0.0178238194192592,409,2,0.108556631069738,409,2,0.0743275976318675,409,2,0.0423845214624785,409,2,0.0275881494400746,409,2,0.36360952584688,409,2,0.0790753553091423,409,2,0.00435258872091934,409,2,0.117791598824392,409,2,0.0537672646200237,409,2,0.0467147161212655,409,2,0.00932435046920804,409,2,0.161778263110483,409,2,0.465326374710848,409,2,0.319192331408078,409,2,0.0703024756984139,409,2,0.0142678586866313,409,2,0.0383878833417996,409,2,0.0338589094043085,409,2,0.514065498606737,409,2,0.600744734442985,409,2,0.0366162181719436,409,2,0.0866265327697963,409,2,0.513766811761613,409,2,0.308762799986405,409,2,0.0631075118254022,409,2,0.0328850692803357,409,2,0.00186653626735541,409,2,0.0402795264147518,409,2,0.00166244639787246,409,2,0.00328411000201289,409,2,0.157977751056269,409,2,0.604851543651133,409,2,0.438625387414794,409,2,0.339789084666106,409,2,0.134342264767791,409,2,0.0226975278418759,409,2,0.966057175130954,409,2,0.0603930242002786,409,2,0.305373263275921,409,2,0.414394386369128,409,2,0.429173069663167,409,2,0.253524628660518,409,2,0.218127465772986,409,2,0.371905368640566,409,2,0.288923450162528,409,2,0.48175569078478,409,2,0.371943107260659,409,2,0.823167998113563,409,2,0.467951665060068,409,2,0.667795065112809,409,2,0.312955770515758,409,2,0.680478486991334,409,2,0.874827457018456,409,2,0.885009482923818,409,2,0.909270153565626,409,2,0.383530899019651,409,2,0.287763442079444,409,2,0.238017031634158,409,2,0.648724732757605,409,2,0.397920215198713,409,2,0.387884649489951,409,2,0.634717042450437,409,2,0.553578433951461,409,2,0.607424027708909,409,2,0.150741010823072,409,2
"3",0.572474815297005,409,3,0.0510421751351666,409,3,0.0227690101603828,409,3,0.148916129964146,409,3,0.445009380227081,409,3,0.857891730455238,408,2,0.053566920390987,408,2,0.0618599878058314,408,2,0.0634956672743522,408,2,0.25841927398452,409,3,0.27284150591839,406,2,0.197067613642507,409,3,0.0167960498931741,408,2,0.112674348608924,407,2,0.208536303943956,400,2,0.109864405492589,408,2,0.0137551324661547,407,2,0.547107502138741,408,2,0.879054320943624,407,2,0.0678181944009413,409,3,0.0726349158659963,408,2,0.0902982226981989,408,2,0.0178170825817625,408,2,0.122939652547604,406,2,0.0234027880552232,408,2,0.125899297402448,408,2,0.0275814956135627,408,2,0.358380851212904,405,2,0.0774690884377011,408,2,0.00270479339705717,400,2,0.115131365278511,408,2,0.0523183178202598,408,2,0.0465525794608177,406,2,0.0247459905904559,409,3,0.153217697631929,407,2,0.453669676962427,406,2,0.327936498284349,407,2,0.0701405834558595,408,2,0.0265450100705392,408,2,0.00748230463698184,406,2,0.00590047473210666,407,2,0.754179059258886,408,2,0.652488943722878,409,3,0.0370374419981035,408,2,0.0893859684920779,408,2,0.256943300362097,409,3,0.825425317330825,409,3,0.157020307903653,407,2,0.208963377928201,409,3,0.0101955585496141,406,2,0.0418186784022275,408,2,0.000110427586364614,407,2,0.00102529469674802,409,3,0.186015693501795,409,3,0.614326601297919,409,3,0.455550629834308,407,2,0.305238898769214,409,3,0.157312344068841,409,3,0.0226779640621265,408,2,0.416091363302863,401,2,0.163133494389397,409,3,0.293479426210636,406,2,0.667708289633856,409,3,0.346479377506932,409,3,0.258690446682952,408,2,0.432464395226574,409,3,0.289049046932481,403,2,0.181474111939995,409,3,0.0300916613210388,409,3,0.539913069848039,407,2,0.750250835150524,405,2,0.0970714864405723,409,3,0.603920056302646,405,2,0.505727675399241,409,3,0.333199625408813,409,3,0.726715723984105,409,3,0.221310075653308,409,3,0.83253750355082,409,3,0.231735199793938,409,3,0.00762885255436667,409,3,0.0112988159488491,409,3,0.950034260235787,409,3,0.232436239089522,409,3,0.405720331421628,409,3,0.272061971623577,409,3,0.582933207313774,409,3,0.0603533837796825,409,3,0.624440549522346,409,3
"4",0.189733101358604,409,4,0.0663533274885048,409,4,0.0353049260814567,409,4,0.0553777103372581,405,3,0.52047425305178,409,4,0.0353529453112618,408,3,0.0235634242470147,408,3,0.157107963867592,408,3,0.0206185884963696,405,2,0.887382076402102,408,3,0.50129417282764,408,3,0.197227456142785,408,3,0.659486367180588,405,3,0.763555317561692,407,3,0.0392823300200563,401,2,0.0705412599810767,408,3,0.0225017325508416,406,2,0.225195350668124,408,3,0.846036431820225,406,2,0.152262012798241,408,3,0.0490508202527664,407,2,0.0322327227231481,408,3,0.0293396335052437,407,2,0.0436412127949043,408,3,0.0467986642405438,406,2,0.188459509692119,408,3,0.0317538996916948,406,2,0.512107362945413,406,2,0.220692906952793,407,2,0.00256319815527367,399,2,0.128238670879827,404,2,0.663797170359692,408,3,0.0440653281248126,407,2,0.0469065384993436,408,3,0.115149402298213,405,2,0.314565374071162,407,2,0.334591274499173,407,2,0.0426520737200922,408,3,0.0266204797997123,407,2,0.0504229380357626,405,2,0.339219128968349,407,3,0.320967837286775,408,3,0.675892157373684,407,3,0.0263760590941002,405,2,0.0742564604858966,408,3,0.293951304139257,408,3,0.502430019100708,407,3,0.06083172997178,405,2,0.0593411921164437,405,3,0.00931256908583666,406,3,0.0285447895210116,406,2,0.0101833872835507,406,3,0.00204680224017371,408,3,0.185965533024386,408,3,0.608692851635742,408,3,0.516632565930726,407,3,0.319086008299169,407,3,0.00851738365540229,404,3,0.484834624153264,408,3,0.011581226267445,401,3,0.147639660482828,407,3,0.349336304093103,403,2,0.270053176024554,401,2,0.476184491827969,406,3,0.05598513375724,408,3,0.400942460430581,406,3,0.374617005111744,400,2,0.546071686947678,404,3,0.146306049684048,408,3,0.143548773451649,407,3,0.745034428743605,405,2,0.0692794029033905,407,3,0.576998837118508,401,2,0.414080731396914,407,3,0.409344076401611,404,3,0.411894074752788,407,3,0.139629263818883,408,3,0.832829963820657,408,3,0.051835711478075,408,3,0.0267452881114251,406,3,0.0583031440259686,409,4,0.560565319874241,407,3,0.400010199494385,405,3,0.436440006456093,400,3,0.765894444195917,406,3,0.381028216921623,408,3,0.138842376061911,408,3,0.454533636056273,407,3
"5",0.30828593804481,409,5,0.0555647099662064,400,4,0.0855619113418008,409,5,0.152223390110689,405,4,0.815836588761177,409,5,0.147046913805176,408,4,0.00527364648998669,408,4,0.230723803977399,408,4,0.00304436943079821,407,3,0.428172642696877,407,3,0.160999760386494,406,3,0.197442445505674,407,3,0.102510430672581,400,3,0.290579152742613,406,3,0.385711264121491,408,4,0.166141160654124,408,4,0.0150405207693346,406,3,0.0704274766578886,399,3,0.872361770781485,405,2,0.0860453979181121,408,4,0.145885101679919,407,3,0.00324297459414446,407,3,0.0280469182100007,407,3,0.13809941752527,392,2,0.0665654819927029,407,3,0.400467827279685,408,4,0.0828525684323,403,2,0.470153911722451,405,3,0.463197399291538,404,3,0.016263841803605,399,3,0.040705666736416,397,2,0.632056921804898,406,4,0.0324116967057944,399,2,0.0362538415010738,400,3,0.0761645751794617,405,3,0.169048681256412,405,2,0.248520051212691,406,3,0.126747192266442,407,3,0.0189482646249725,406,2,0.0255505192817269,400,2,0.365041972786607,406,3,0.650848551379985,406,2,0.874097841220186,403,3,0.275664566081141,399,2,0.123925811629261,405,3,0.271750231080517,405,2,0.882615359848878,406,3,0.0989858741670812,406,3,0.191409060127247,407,4,0.00397168987138827,403,2,0.141125905252969,406,3,0.0296729892036344,405,3,0.00244900726657722,407,3,0.130006903239385,403,3,0.737595108645645,406,3,0.661323781794262,406,3,0.325683940754507,406,3,0.175511280199949,402,3,0.942622693316912,406,3,0.00420029342239224,398,3,0.186775353132053,407,4,0.209549640020341,401,2,0.234079277934619,397,2,0.338180179174671,404,3,0.134678819327696,406,3,0.39838278269503,402,3,0.679995905132532,399,3,0.459586309197412,397,2,0.10697538778622,406,3,0.201026332953042,405,3,0.959924062515495,405,3,0.0767573522662593,407,3,0.79317178851391,401,3,0.0259573950774781,406,3,0.600698073973133,401,3,0.453118328428094,406,3,0.261942336346442,407,3,0.821306844059506,407,3,0.308789258691061,408,4,0.029149833454923,405,3,0.0863334942265697,408,4,0.374636636185901,404,3,0.248723624246207,403,3,0.468681305498675,398,3,0.1853862016896,407,3,0.301483164670288,404,3,0.105330375809453,404,3,0.616938356170151,406,3
"6",0.218589650101606,409,6,0.166023551448338,394,4,0.123205403068121,403,5,0.31299485929782,400,5,0.397662715543824,406,5,0.0363446198660883,408,5,0.0459072325422628,408,5,0.215762515419622,408,5,0.074542719182889,403,3,0.808432320129098,407,4,0.346259270935789,399,3,0.340746669401336,407,4,0.234221884927412,407,4,0.421814133381141,405,3,0.184296113665074,400,3,0.171101263711929,398,3,0.0101094135884748,406,4,0.0124515138624045,398,3,0.734556906477298,405,3,0.604911131097482,407,4,0.133618874826819,406,3,0.0478365836127307,406,3,0.073297448556397,406,3,0.286471133740015,399,3,0.154952655455519,405,3,0.329873788881536,408,5,0.428214340579226,403,3,0.0308588740476461,404,3,0.411274200318208,406,3,0.098178865852021,398,3,0.216510247171452,406,4,0.500822908560361,406,4,0.133722340811743,403,3,0.0635831793280623,406,3,0.236037903757785,403,3,0.522958311084056,406,3,0.454942358695556,404,3,0.136154051606304,407,4,0.00603283339887553,406,3,0.119826680434161,404,3,0.517120244882553,405,3,0.484882022435274,406,3,0.653461424816022,405,3,0.0653040644468442,400,3,0.0589343145052124,404,3,0.384172112854986,405,3,0.635664179998904,405,3,0.107390515529254,403,3,0.286880456564205,406,4,0.0127932420746915,403,3,0.0832493513446718,403,3,0.0284911176736054,405,4,0.00257161103911923,406,3,0.0916996656794484,404,3,0.406259192935335,406,3,0.739438351692257,405,3,0.267179478364506,397,3,0.0576982993971064,402,3,0.951045121250721,404,3,0.381919363259676,399,3,0.130616043928409,401,3,0.26765143459232,401,2,0.236060927883254,395,2,0.402998046319389,403,3,0.0224139254888793,402,3,0.388830235580513,404,3,0.62976932773605,400,4,0.0833189965098593,407,4,0.146832630921734,405,3,0.20113875251223,404,3,0.858834439348365,402,3,0.160940622620149,405,3,0.810895986389603,399,3,0.054881160974625,405,3,0.600524750357181,396,3,0.629910932732704,404,3,0.257904954154005,406,3,0.888115072869536,406,3,0.160271824274844,406,3,0.115965701855238,404,3,0.321583346131182,394,3,0.181168385171286,404,4,0.55470562356005,400,3,0.479235182614272,397,3,0.382228609306591,405,3,0.927803143781364,404,3,0.153724777223365,396,3,0.404199661516294,404,3
"7",0.230531482902525,409,7,0.0915174205206122,394,5,0.169587822817662,397,5,0.231066702095307,396,5,0.667759259301008,407,6,0.0116058989478444,407,5,0.00320062985427131,408,6,0.301474395969248,407,5,0.0103767344963592,399,4,0.467673415427683,407,5,0.608471093546337,390,3,0.182379400448753,402,3,0.6740953771372,404,4,0.632343474646678,399,3,0.344381841068961,406,4,0.397861828365236,407,5,0.064769014849176,405,4,0.0601823662615521,406,4,0.910877494613026,406,4,0.397085855213824,407,5,0.0360767957809935,407,5,0.0159984328966857,406,4,0.00505956941333454,404,3,0.0669849618754872,399,4,0.477557654230584,406,4,0.116566102048456,407,5,0.235022285876074,401,3,0.0579360443091112,404,4,0.811115094466504,402,3,0.00876029659315144,397,3,0.411757100837299,406,5,0.552978629476644,397,4,0.0385798810826151,401,3,0.0253833320877787,406,4,0.800846654761316,404,4,0.101023404484909,405,4,0.414425690063326,397,3,0.167502084520578,406,4,0.00208643022844751,406,4,0.147579814817849,404,4,0.129303923834021,401,3,0.417169283387552,406,4,0.799000707089435,392,3,0.00466471690319389,404,4,0.0665544991153427,405,4,0.102032985270018,405,4,0.622681998495298,405,4,0.190639171419085,403,3,0.233268004371699,402,4,0.0507893423989916,392,3,0.186684273278404,403,4,0.0125063301182447,402,4,0.0385413262950494,405,3,0.0786684357925451,402,3,0.650113505977143,404,3,0.377153324053444,404,3,0.155636956207254,404,4,0.0515333226390874,403,4,0.451781492051108,404,4,0.00472987631362797,398,3,0.114363991140738,401,4,0.40805809048528,400,3,0.877872758703424,398,4,0.0805344787987091,403,3,0.0332171487536531,405,4,0.280852221432174,399,3,0.947789292919957,398,4,0.676140540646501,397,3,0.181686186182735,406,4,0.806733319712058,403,4,0.93939955210784,402,4,0.136528486428405,403,3,0.861424613925487,398,3,0.117252706787311,403,3,0.327864452819939,401,3,0.931286101732783,403,4,0.253402824262989,406,4,0.801815346579552,405,4,0.047996868826828,406,4,0.0361339648374333,400,3,0.0624140690351562,401,4,0.0852241453112034,403,4,0.261468977411356,404,4,0.391502280086687,393,3,0.448684280953768,402,3,0.660487312637834,398,3,0.104362662537566,396,3,0.843757513384797,404,4
"8",0.504202236447884,406,7,0.117112276787871,395,6,0.180969704338362,389,5,0.0780355569709352,387,5,0.945092611777529,407,7,0.166033491416585,401,6,0.00322878494765019,406,6,0.25656337732065,407,6,0.106010052772516,400,4,0.15571540939912,407,6,0.167153189471085,402,4,0.126986524931078,403,4,0.832045649108788,406,5,0.485362895345338,405,4,0.341246098090388,397,3,0.301563105296189,400,5,0.102415328276114,404,4,0.0205716049759342,398,3,0.985198516218278,396,3,0.53911075298787,396,4,0.0434636089953779,406,5,0.0118462536932954,405,4,0.142288797634359,403,3,0.124324538348905,400,4,0.259644421637486,404,4,0.582264366627424,406,5,0.21428441496394,402,3,0.0733514398218367,401,4,0.0347823999835329,405,4,0.00973161199493674,401,4,0.4069187325904,403,4,0.446896608990264,405,5,0.0364766211088438,395,3,0.0683077925582654,405,4,0.187434258374198,399,4,0.0876024494943239,405,4,0.0982342774135391,402,4,0.0656225275490735,405,4,0.00232199925046013,405,4,0.143641525855248,401,3,0.0173803700752235,404,4,0.456798733960886,405,4,0.389874138556055,403,4,0.702112770831063,402,4,0.136846482745262,402,4,0.447138239619037,402,3,0.0791973850522952,405,4,0.0313157910455837,404,4,0.602157764067665,405,5,0.0744307966778254,402,4,0.0520877617639752,398,3,0.0261294118835985,402,4,0.138197538346995,405,4,0.165188372056875,401,3,0.641310639698542,399,3,0.244146046797448,403,4,0.496978470299431,401,4,0.329720546763313,402,4,0.750015868509132,398,3,0.822927510167702,397,3,0.16031512618283,399,4,0.391477804627339,401,3,0.714026177394318,396,4,0.393252363492626,397,3,0.824824850360488,402,3,0.155223600285713,398,4,0.288196094009192,387,2,0.240375913276716,395,3,0.116095591006732,404,4,0.543517230702865,402,4,0.793661749254386,399,4,0.165812517572274,401,3,0.913884027850497,397,3,0.0380537098900547,405,4,0.601643365712464,397,3,0.250552950390274,403,4,0.256874744916942,403,3,0.588388243936908,403,4,0.0912804691158524,405,4,0.0104002180161015,402,4,0.00959213795337022,393,3,0.36671649580325,398,4,0.245036494018196,400,4,0.144483536870431,397,4,0.504428329685842,400,3,0.273359382320878,404,4,0.154367655413993,399,3,0.680490032796435,400,3
"9",0.42475136801568,406,8,0.128547123186544,395,7,0.222509492493545,397,7,0.150039841995334,384,5,0.94659223337698,405,7,0.166848921850182,400,6,0.0200986807405087,399,6,0.561460139720882,391,5,0.209520971376963,400,5,0.274647410521486,406,6,0.762973843143189,400,4,0.237147875184518,396,3,0.981037828965697,401,5,0.276314985361982,404,4,0.136117556782962,400,4,0.36995016363893,397,5,0.166855469546208,400,4,0.173459386959557,397,4,0.895554727096343,397,4,0.639561125786294,398,5,0.454213662421547,406,6,0.0665015387871473,404,4,0.0568892772240824,404,4,0.296498115233523,397,4,0.125687691576716,405,5,0.839707335389667,398,5,0.569099954642862,401,4,0.0880500192588095,400,4,0.743642718431837,399,4,0.00186411487701379,400,4,0.565023999735225,399,5,0.248226506468542,403,5,0.00509202799979512,400,4,0.129205888040493,404,4,0.486490465517851,403,4,0.089571452185737,400,4,0.194880839621749,402,4,0.169327304972389,405,5,0.0427498265689013,403,4,0.452767553505182,402,4,0.022137892568381,404,5,0.353708599906088,403,4,0.725535363404989,403,5,0.020447020887238,402,5,0.65970744204866,404,5,0.405545342713016,404,5,0.0493684811730146,403,4,0.288569576670398,403,4,0.58344200564674,404,5,0.00546177477114659,397,3,0.264034430772666,402,5,0.0502315066589766,399,4,0.0553298944321962,404,4,0.179287929749487,402,4,0.52923607833034,403,4,0.40878715197399,401,4,0.0846959693000094,401,4,0.057824528253875,398,3,0.451662114036213,390,4,0.00186388953180489,397,4,0.0835776798236608,401,5,0.517566032663195,390,3,0.703346109660065,395,4,0.322009125718543,401,4,0.0449383951871865,402,4,0.172712882589806,401,4,0.584180483417329,393,4,0.219685276956665,399,4,0.201744704775792,404,5,0.687688699864429,397,4,0.259495800583378,400,4,0.127420425777292,403,4,0.469819057576793,400,4,0.0134670791035832,402,4,0.0259447256443614,400,4,0.445731562102733,402,4,0.410061943853095,405,5,0.423281606826231,402,4,0.780449430889811,404,4,0.000914004269972605,399,4,0.117525297511515,398,5,0.236832084477356,401,4,0.127682317142314,400,4,0.808620515307247,393,4,0.852724716715894,400,3,0.166702489918356,402,4,0.217947416691825,392,3,0.387744124801779,401,4
"10",0.339343227950203,406,9,0.106971754493885,395,8,0.185994820346797,389,6,0.110978424948489,384,6,0.954391743090737,397,7,0.240517296824011,403,7,0.0136974126988655,398,6,0.170416349457886,385,5,0.134676496046729,394,5,0.203920567730207,406,7,0.0803138588035502,402,5,0.184409474969448,399,4,0.459250664011447,404,6,0.318430789940867,395,4,0.198791213781014,395,4,0.124374968418217,406,7,0.1195526599303,403,5,0.039485289431106,397,4,0.839971816008967,403,4,0.512727732479025,396,6,0.0122328557133088,405,6,0.204500381016566,401,4,0.128237058761725,404,5,0.0460273442306779,396,4,0.161331108157993,403,5,0.105143580062778,405,6,0.902128903950902,399,4,0.705936672973916,403,5,0.83622578777903,397,4,0.00932877078466688,392,4,0.186509836422773,404,6,0.85022088853084,403,6,0.0417116183049489,402,4,0.0171317397749455,404,5,0.763885816182051,402,4,0.523346746420795,402,4,0.115708763176711,397,4,0.39601207715486,404,5,0.272575158007322,403,4,0.0564360301844042,401,4,0.0658136018738059,403,5,0.453029170887853,403,4,0.412549056842321,402,5,0.30450262142191,402,6,0.00810086726426128,403,6,0.145448871499831,403,5,0.057323906718336,403,5,0.11345335579368,401,4,0.397552146817735,403,5,0.0336952226769283,390,3,0.0736847519029779,399,4,0.0238068106524315,399,4,0.1536114013537,399,4,0.144500174651611,400,4,0.890189739031879,402,4,0.724279883997484,403,5,0.572936760127351,398,4,0.0454156472801279,398,4,0.339873663646274,396,5,0.0339548962220987,396,4,0.127081176697581,402,5,0.420470150905247,399,4,0.736529183440379,388,4,0.0897707547917078,399,4,0.161011490259565,397,4,0.262570290574182,399,4,0.857849666149276,391,4,0.0186951443871928,398,4,0.170561168731426,401,4,0.4540595845093,400,5,0.871441963674491,398,4,0.11789343264309,402,4,0.469354253037928,398,4,0.483639873059398,404,5,0.236937681190216,399,4,0.903568433789494,400,4,0.255552831045334,403,4,0.842836790403225,402,4,0.779723183047178,404,5,0.0201071748146447,400,4,0.0126636700330593,394,4,0.676245084546767,397,5,0.0920611558409289,399,4,0.288324058950949,395,4,0.119176426027351,400,4,0.14783388658288,398,4,0.0845985917815325,390,3,0.762810527001617,392,3
"11",0.370302710350212,406,10,0.147560177953341,392,8,0.173452569904361,389,8,0.164447707094306,378,6,0.482338456751049,405,9,0.557660336115491,387,6,0.0384509806532648,398,7,0.191647755132155,377,5,0.178715524159637,392,5,0.219410888562241,404,7,0.0202405402563347,394,4,0.216108433758312,401,5,0.298786041101021,402,6,0.272587275328762,398,5,0.88601640704438,393,5,0.0539549684933329,398,6,0.0569167759093689,404,6,0.020473477412478,391,4,0.991846645117217,403,5,0.0970651280170172,395,6,0.058706672170503,405,7,0.0709838788574072,403,5,0.0825934432886195,402,4,0.481679548851083,396,5,0.00766706970622902,404,6,0.0777689640506063,394,5,0.732057470814206,399,4,0.0259028982914629,401,5,0.763708521664071,397,4,0.00575590495707857,399,4,0.479184843557191,405,7,0.925215158361838,388,5,0.0198866728973147,398,4,0.512264436732673,404,6,0.0152890069167244,396,4,0.0886264246760295,402,5,0.594304597871122,401,5,0.510710714181854,403,5,0.0487750849825298,402,4,0.263226937932982,395,4,0.0226849120491442,401,4,0.912352889822293,402,5,0.621340777615406,392,5,0.118350425723569,394,4,0.07527004168132,401,5,0.400238835618012,402,5,0.139650371967408,402,5,0.0492388719432787,394,4,0.439887905079871,396,4,0.10530092217667,398,4,0.254684828782304,398,5,0.0321489393767108,398,5,0.167591901731589,403,5,0.244917621726817,392,4,0.0411566666657049,400,4,0.270712126441702,402,5,0.233356955189848,394,4,0.0163975689790634,402,5,0.892292790091469,399,5,0.445811560116996,395,4,0.0983931721022196,399,5,0.893819209204304,398,4,0.568712848100781,379,3,0.219829473641818,392,4,0.103800719988887,394,4,0.213231716903305,398,4,0.966985288857321,381,3,0.5327373557462,396,4,0.316036132871086,401,5,0.593108171710612,389,4,0.767823631688177,398,4,0.110301611916698,400,4,0.728370055447575,401,5,0.00809771638280788,403,5,0.705081189365546,400,5,0.844215783488716,400,5,0.455107461958035,403,5,0.225382403643579,392,4,0.404561036836444,395,4,0.285255953215608,399,5,0.0215373043889114,395,5,0.704880103058672,402,6,0.481451241389705,401,5,0.0474869010646685,396,5,0.112882968877992,398,4,0.22674792322895,393,4,0.375647745611125,397,5,0.712277587211182,400,5
