0,0.0044114,0,0.069943,0.0050723,0,0.0041407,0,0.077139,0,0.071861,0.074519,0.0010155,0,0,0,0.0053776,0,0.0027136,0.002491,0,0,0,0.011253,0.0037389,0.0025547,0,0.079496,0,0.0030082,0.0017797,0.0073314,0,0.0087532,0.0024329,0,0.0085002,0.0024246,0.00046753,0,0,0.094432,0,0,0.00069734,0.0079297,0.090078,0.0056547,0.00078955,0,0,0.060323,0.0057505,0.00016891,0,0,0,0,0,0,0,0
0,0.0018683,0,0.0098796,0.073525,0,0.0016414,0,0.077217,0,0.078029,0.001589,0,0,0,0,0.091848,0.00071895,0.0063168,0.0037937,0,0,0,0.077542,0,0,0,0.0093356,0,0.0032654,0,0.0001592,0,0.0093262,0.087941,0,0.0093566,0.0014769,0.094349,0,0,0.0021315,0,0,0.00074165,0.0084945,0.0057408,0.003431,0.08732,0,0,0.13254,0.0041132,0.0033065,0.0058987,0.001687,0.0011011,0.012475,0.00073832,0,0.002904,0
0,0.068443,0,0.0053627,0.070055,0,0.0074873,0,0.086344,0,0.0033534,0,0.0010652,0,0,0,0.069424,0,0.0040608,0,0,0,0,0.0051868,0.0042102,0.0055835,0,0.0058647,0,0.001089,0,0.082512,0,0.00090635,0.088748,0,0.035898,0,0.0081115,0.0088749,0,0.010066,0,0,0.0059897,0.00047962,0.0027777,0.015675,0.098159,0,0,0.013783,0.0022321,0.00084764,0,0.0093782,0.0080244,0.0032532,0,0,0.0017966,0
0,0.0077295,0.004084,0.0013005,0.00077651,0,0.002103,0,0,0,0.0066731,0,0.0001627,0,0,0,0.051475,0,0.00080815,0.0066202,0,0,0.0015762,0.0047298,0.00025455,0.08108,0,0.0063429,0,0,0,0.0070557,0,0.0084207,0.0050311,0,0.10378,0.0013675,0.0028784,0,0,0.009097,0,0,0.0012024,0.0069455,0.0019923,0.02328,0.0079301,0,0,0.0075451,0.093572,0.0059365,0,0,0.097383,0.013828,0,0,0,0
0.00084091,0.0009064,0,0,0.073609,0,0.0053003,0.00069472,0.0030719,0,0,0.0028601,0.080996,0,0,0,0.028136,0,0.0022468,0.079744,0.0028181,0,0,0.083006,0.0031118,0.088402,0,0.00058758,0,0.0013457,0,0.013631,0,0.012863,0.0015937,0,0.0208,0,0.090583,0,0,0.011804,0,0,0.0032848,0.018002,0.0004376,0.017552,0.0089012,0,0,0,0.0028044,0.093131,0,0.0054829,0.00041468,0.010721,0,0,0,0
0,0,0,0.0033834,0.0033176,0,0.00034137,0,0.080114,0,0.0058079,0.004691,0.075752,0,0,0,0.089949,0,0.0036867,0.082141,0,0,0,0.00095065,0.00018819,0.0010879,0,0.0057243,0,0,0,0.0034346,0,0.0063477,0.087972,0,0.017223,0,0.0024932,0,0,0.0039778,0,0,0.0050927,0.0086691,0,0.016672,0.0017513,0,0.002722,0.080666,0.0038436,0.0074952,0,0.0010335,0,0.0006593,0,0,0,0
0,0.078601,0,0.075712,0.067238,0,0.084133,0,0.079968,0,0.086286,0.0097251,0.086277,0,0,0,0.021638,0,0.0082061,0.082205,0,0,0,0.087332,0.087158,0.013712,0,0.012009,0,0.0074969,0,0.09747,0,0.037917,0.0032122,0,0.027863,0,0.0025679,0,0,0.11773,0,0,0.096418,0.022258,0.090859,0.028245,0.10823,0,0,0.011074,0.010927,0.0069367,0,0.095401,0.016186,0.0021983,0,0,0,0
0,0.0024302,0,0.0065832,0.0029912,0,0.077306,0,0.0036426,0,0.070715,0.0082198,0.010186,0,0,0,0.039415,0,0.0037874,0.0043142,0.0029191,0,0,0.010242,0.0056315,0.011121,0,0.083172,0,0.085195,0,0.092756,0,0.012697,0.0077196,0,0.011568,0,0.011737,0,0,0.0071445,0,0,0.0010101,0.0082832,0.0017455,0,0.0082908,0,0,0.070493,0.0013934,0.014329,0,0.0057089,0.0026545,0.0056627,0,0,0,0.0056828
0,0.0055343,0,0,0.073282,0,0,0,0.0029665,0,0.072381,0.0057598,0.0062627,0,0,0,0.00838,0,0.079628,0,0,0,0,0.0047509,0.07947,0.079501,0,0.08566,0,0.08103,0,0.0035937,0,0.010191,0.0038789,0,0.0069824,0,0.0014515,0.0054166,0,0.001449,0,0,0.0076984,0.0095199,0.0016599,0,0.0015565,0,0,0.0075641,0.089296,0.0067779,0,0.094677,0.0032324,0.0076451,0,0.0013772,0,0
0,0.072055,0.0012913,0.007129,0.078191,0,0.0043054,0,0.080632,0,0.080013,0.073815,0.083614,0,0,0,0.054089,0,0.08299,0.0073469,0,0,0,0.0062353,0.013393,0.093423,0,0.01,0,0.0016376,0,0.018742,0,0.048745,0.088482,0,0.03554,0,0.014234,0,0,0.043685,0,0,0.12558,0.0062305,0.010491,0.016358,0.096576,0,0,0.069058,0.015207,0.0061469,0,0.014391,0.0075103,0.10496,0,0,0,0
0,0.07724,0,0.079039,0.073327,0,0.081512,0,0.078894,0,0,0.0022834,0.082443,0,0,0,0.068761,0,0.076027,0.00461,0,0,0,0.030476,0.014072,0.0056782,0,0.0851,0,0.0072484,0,0.013741,0,0.09459,0.089922,0,0.041536,0,0.10459,0.0021413,0,0.0057252,0,0,0.10004,0.012839,0.0086211,0.11694,0.0053905,0,0,0.013519,0.098442,0.011254,0,0,0.010321,0,0,0,0,0
0,0.066304,0,0.067257,0.0059483,0,0.078429,0,0,0,0.0015701,0,0.0042869,0,0,0,0.0034443,0,0.0035356,0.0019795,0,0,0,0.011351,0.077158,0.079475,0,0.0038758,0,0.0046506,0.00099258,0.0059718,0,0.020086,0.0022807,0,0.0068562,0,0.0050542,0,0,0,0,0,0,0.010829,0.089306,0.0089365,0.0042564,0,0,0.0077774,0.011224,0.0047575,0,0.011553,0.0047892,0.0062666,0,0,0,0
