0,0.0044188,0.0083514,0.00055383,0,0,0.028692,0.035795,0,0,0,0.08965,0,0
0.046203,0,0,0.018497,0,0,0,0,0.00088038,0.019969,0.010754,0.0021282,0.052552,0
0.0092424,0.0079909,0.0021945,0.00015068,0,0,0.00093983,0,0,0.00078024,0,0.0043322,0,0
0.0062301,0,0.0051479,0.0041081,0,0.0010847,0,0,0.0025952,0.0037888,0,0.0092119,0,0
0.0033533,0,0,0,0,0,0,0,0.001071,0,0,0.0064826,0.0052821,0
0.0069509,0,0.012053,0,0,0,0.014112,0,0,0.019118,0.021241,0.006212,0.019466,0.010873
0.012589,0.012983,0.0037484,0,0.058488,0,0,0,0.0049751,0,0.0071658,0.0031131,0,0.023795
0,0,0,0.0041317,0,0,0,0,0,0.0046226,0.0063446,0.012541,0.011751,0.0036553
0,0,0.0041754,0,0,0,0,0,0.0030533,0.010764,0,0.0011442,0,0
0,0,0,0,0.005144,0,0,0,0.0017895,0.0023869,0,0,0,0.022398
0.051443,0.0082508,0.0077461,0.0022373,0,0.030524,0,0.015427,0,0.015958,0.0079936,0.016134,0,0.038297
0.0039309,0.0071492,0,0.00090009,0,0.017198,0,0,0.0098816,0.017949,0.007734,0.039016,0.016084,0
0.0092788,0,0,0.00030985,0,0.0036718,0,0,0.0054283,0.00082907,0,0,0.018604,0
0.0041026,0,0,0.0047675,0.0033896,0.0010375,0,0.010099,0,0.0015811,0,0.0021525,0,0.010085
0.015966,0,0.083753,0,0,0,0.042394,0.026704,0.045845,0,0,0.027725,0.031805,0
0,0,0,0,0.0011124,0,0.0039564,0.00024267,0.0049814,0.0072401,0.0060505,0,0,0
0,0,0,0,0,0,0.0017592,0.0015557,0.00596,0.0019525,0,0,0.0039769,0.0001192
0,0.01718,0,0.0034735,0.001182,0,0.0003987,0.005289,0,0,0.0034469,0,0.0061376,0
0.0063294,0.011021,0,0.013223,0,0,0,0,0,0.01178,0.0030774,0.0091844,0,0
0.0068408,0,0,0.007658,0,0.0005308,0,0.00078622,0.0062805,0.013967,0,0,0.017328,0
0.0035959,0,0,0,0.0057175,0,0.0092006,0,0.0064941,0,0.00064474,0,0,0.0023797
0.00088018,0.02973,0,0.0071836,0.0031672,0,0,0.0079804,0.0045655,0.060889,0,0,0,0
0.0037916,0.005799,0.00051794,0.00027373,0,0,0,0,0,0,0.0057372,0.0096891,0,0.0042108
0,0,0,0.080893,0,0.0012209,0,0.013674,0,0,0,0.0073822,0.011914,0
0.012844,0,0,0,0,0.0085876,0,0,0.0016949,0.010444,0,0,0.037192,0
0.016722,0,0.0098633,0,0.0058224,0,0,0,0.0053164,0,0.010363,0.0045096,0,0
0,0.026254,0.0076834,0.0097234,0,0,0,0,0,0.01986,0.042115,0.079221,0,0.078786
0.0019278,0.0020111,0.0099386,0.00093509,0,0.00659,0,0,0,0.019767,0,0.034005,0.0068986,0.049427
0.093051,0.0090058,0.01175,0.021521,0,0,0.04496,0.050993,0,0.0061964,0.011232,0.023722,0.010089,0
0.031106,0.0166,0.0088285,0.006728,0,0,0.08115,0.011472,0,0,0,0.054073,0,0
0.011598,0.0006934,0.0035174,0.0094073,0,0.0030323,0,0,0,0,0.0025482,0.0079372,0,0
0,0,0,0.088533,0,0,0,0,0,0.00047196,0,0,0.014103,0
0.0058266,0.0036463,0.015546,0.0086024,0,0.004886,0,0,0,0,0.0077309,0.077141,0,0.015941
0,0,0,0.0030391,0,0,0,0,0.0033094,0,0.004208,0.0080506,0,0.0087728
0.015276,0.0042861,0,0,0,0,0.0069093,0,0.0010615,0,0,0.014391,0,0.0082852
0.0011692,0.0013669,0.005442,0.0030476,0,0.0059608,0,0,0.0040574,0.00030689,0,0.0076364,0,0
0.005755,0,0.073689,0.00831,0,0,0,0,0,0.0025171,0,0.012016,0,0.022636
0.075815,0.003787,0.0083774,0.011196,0,0,0.041445,0,0,0,0,0,0,0.018891
0.057221,0,0.093386,0.0069692,0,0.025933,0.00045229,0.035404,0,0,0.014927,0,0,0
0.0071652,0,0.00037543,0,0.0040524,0.0084275,0.0022181,0,0,0,0,0,0.019926,0.0092566
0,0,0.0054285,0,0.0065918,0.074416,0.04493,0,0.0020417,0.01569,0,0,0.004752,0
0,0,0.0047208,0.0051895,0,0.064673,0.044499,0,0.00075628,0.019141,0,0.0060166,0.0031181,0
0.0029936,0,0.0099606,0.0084096,0,0,0,0.0011189,0.001258,0,0,0.0034499,0.019464,0
0,0.0058666,0.0035083,0.0075151,0.0028885,0.0039436,0,0,0,0,0,0,0,0.0048862
0.06562,0,0.0092205,0,0.067432,0,0,0,0.00099729,0,0.0082784,0.018063,0,0.042487
0.0078259,0,0.00037266,0.0086551,0.0047363,0,0,0,0,0,0.00057957,0.00062716,0,0.01831
0.0045029,0.0067726,0.00456,0.017542,0,0,0,0,0,0.009747,0.0018812,0.0020418,0.0033129,0.0097177
0.0065739,0.002205,0.0032045,0.0011727,0.0021102,0.001049,0,0,0.0012732,0,0.0038796,0.0054611,0,0
0.014587,0.0063519,0,0.011335,0,0,0.0021524,0,0.005015,0,0,0,0.00063086,0
0.026776,0,0,0.00010985,0,0,0.03662,0,0,0,0,0,0,0.035425
0.049241,0,0,0.099724,0,0,0,0,0,0.0088638,0.0029974,0.01039,0.029744,0.02179
0.001315,0,0.0077269,0.009144,0,0.063251,0.033087,0,0.0082206,0.017211,0,0.0038346,0.019189,0
0.05092,0.0059576,0.10439,0.021041,0,0,0,0,0.016257,0,0,0.066152,0,0
0,0.04107,0,0.0023353,0,0.020089,0.0042555,0,0.077818,0,0,0,0.025002,0.041563
0,0.0016345,0.0042258,0.0064914,0.012454,0.0012229,0,0,0.00108,0,0.0051148,0,0,0.021255
0.035061,0,0,0,0.029965,0,0.049632,0,0,0.014555,0.00925,0,0.0092582,0.075174
0.008478,0,0.07989,0.028625,0,0,0,0.0057069,0,0.0094298,0,0.002185,0,0.0041062
0.01378,0,0.0052477,0.0056578,0,0,0.0046989,0,0.0011348,0,0.001183,0.0035248,0,0
0.013291,0.038662,0,0.019566,0.0090202,0,0,0,0.0098041,0.046966,0,0.0044876,0,0
0.014418,0,0.0012826,0,0.055091,0,0,0,0.0078214,0,0.011892,0,0,0.02015
0.061265,0,0.0099796,0.022451,0,0,0.031684,0,0.007959,0,0,0.006904,0,0.0035602
0.0076269,0.0026132,0.0011791,0,0,0.003843,0.0021985,0,0.0024457,0,0,0,0.0043691,0
0.005908,0.00096622,0.0033011,0.0034802,0,0.0021266,0,0,0.0054275,0,0.0052847,0.01053,0,0
