0.090978,0.027384,0.0065077,0.022165,0,0.010873,0,0.039935,0.25145,0.0017126,0.059181,0.2305,0.0085634,0,0.025137,0.020126,0.011555,0.25173,0.0058632,0,0.010942,0.014148,0.0063693,0.2372,0,0,0.27436,0.016561,0.0063779,0,0.025382,0.22955,0,0.011191,0.024666,0.28774,0.045266,0.0092198,0.003295,0.16021,0.0071202,0.028509,0.008815,0.24173,0.21237,0,0.0076443,0.021276,0.019874,0.013766,0.23371,0.021553,0.072143,0.0019694
0,0.052747,0.26779,0.24886,0.26373,0.0095673,0.25387,0.20843,0.25816,0.15631,0.17306,0.25081,0.011273,0.26063,0.27828,0,0.060997,0.25324,0.26211,0,0.0029542,0.2559,0.010868,0.25265,0.0044968,0.25048,0,0.07173,0,0.26852,0.27,0.25543,0.014394,0.25143,0.19138,0,0.22502,0.26532,0.25281,0.2897,0.013129,0.27471,0.030553,0.001976,0.031328,0,0.0065457,0.11804,0.057414,0.17077,0.25571,0.021255,0.24608,0.25638
0.33701,0.28904,0.0059617,0.028754,0.0042569,0.25249,0.0081674,0.12331,0.0042858,0.18933,0.16668,0,0.26069,0.0050888,0.041565,0.24919,0.27783,0.0019785,0.015466,0.25962,0.26164,0.02243,0.25422,0.0034872,0.24896,0,0.2443,0.2496,0.27611,0.003958,0.096876,0.015154,0.26123,0.011725,0.16235,0.26439,0.074419,0,0.018976,0.071276,0.25434,0.062476,0.2409,0.24824,0.25391,0.25957,0.2305,0.23674,0.25037,0.1789,0.044459,0.25782,0.042442,0
0.0046954,0.0056004,0,0,0,0.0045881,0,0.006601,0.002488,0,0.008877,0,0,0.0014498,0.0076312,0,0.0064455,0,0,0,0,0.0037534,0,0,0,0,0.0025478,0,0.0019245,0.0021873,0,0.0011733,0.002435,0.0048932,0.02265,0,0,0,0.0039262,0.006586,0,0.0085657,0,0.0014918,0.0010883,0,0,0,0.0027087,0.0049875,0.0073861,0,0.0067039,0.0012636
0,0.015401,0,0.013446,0.0047992,0.0069577,0.0038384,0.015572,0.0056353,0.018619,0.015834,0,0,0,0.19243,0,0.020389,0.0014769,0.011231,0.004762,0.0014945,0.0046873,0.0082309,0.011708,0,0.26571,0.0019462,0.014641,0.0083681,0,0.068886,0,0.24547,0.011143,0.035248,0.0060095,0.001367,0.0032703,0,0.035423,0.0013299,0,0.0014954,0.0027219,0.21536,0.0027345,0.0018267,0.041582,0.0084785,0.0051135,0.0021235,0.0036197,0.026105,0
0.29427,0.2603,0.27696,0.22393,0.26468,0.24716,0.24928,0.29411,0.0053426,0.281,0.27134,0.24886,0.27305,0.23401,0.10665,0.23286,0.2833,0.2538,0.26919,0.25007,0.24434,0.26046,0.24971,0.24282,0.25385,0,0,0.27786,0.0078606,0.25751,0.27538,0.27215,0.014855,0,0.29267,0,0.2871,0.24284,0.25862,0.18834,0.26847,0.29703,0.25408,0.23849,0.052112,0.23158,0.2277,0.29075,0.274,0.31013,0.28068,0.26897,0.24271,0.25213
0.069393,0.23248,0.013149,0.28821,0.011949,0.25386,0,0.17708,0.25841,0.1929,0.23308,0,0.002721,0.0057607,0.24027,0.25636,0.16878,0.25635,0.011046,0,0.0070543,0.23439,0.013025,0.24135,0,0.25955,0.2381,0.014944,0,0.25451,0.27187,0.018831,0.25668,0,0.019793,0.24716,0.23535,0.0047635,0.012958,0.18271,0.25743,0.26233,0.019947,0.0096222,0.039893,0,0.0036896,0.085815,0.044166,0.06649,0.043824,0.025034,0.21388,0.25221
0.10358,0.037874,0.0045035,0.021236,0.0095081,0.0024599,0.0062561,0.1271,0.008354,0,0.010133,0.0088273,0.27193,0.013594,0.047797,0,0.029885,0.0018622,0.012032,0.0021291,0.030301,0.0216,0.002989,0.01578,0.0012297,0,0.0088526,0.051998,0.01066,0.012462,0.022472,0.0080474,0,0.027007,0.063293,0.017486,0.023471,0.27943,0.0084239,0.14558,0.012283,0.042617,0.010549,0.0044542,0.0066271,0.0062753,0,0.037182,0.028309,0.066823,0.04102,0.24776,0.012179,0.0063895
0.15285,0.059802,0.2564,0,0.24784,0.0045267,0.2588,0.004165,0,0.22301,0.07697,0.24001,0,0.25392,0.033511,0,0.14825,0,0.256,0.24937,0,0.011333,0.24941,0,0.0058607,0,0,0.2542,0.26663,0.0079932,0.049757,0.23947,0.011314,0.25785,0.21792,0,0.044712,0,0.25361,0.026261,0,0.021017,0.24389,0.23649,0.23853,0.25717,0.25038,0.14568,0.24083,0.20237,0.21107,0.014392,0.040878,0
0.014816,0.017527,0.0031092,0,0.0023776,0.0031752,0.0045563,0.026529,0.002682,0,0.017077,0,0.0021731,0,0,0,0,0,0,0.012207,0.0040763,0.0093331,0,0,0.01291,0,0,0.0085903,0.0021523,0,0.017572,0.0048003,0.0043871,0.0031964,0.04519,0,0,0,0.0020922,0,0,0.0085516,0,0.0018768,0.0031056,0.020341,0,0.068981,0,0.029386,0.0087719,0.012213,0.0092982,0
0.2471,0.10329,0.011707,0.002437,0.26477,0.2517,0.0015145,0.24629,0,0.26596,0.24013,0.25671,0.26626,0.019244,0.24666,0.2396,0.17043,0.0034507,0.27718,0.23661,0,0.25625,0.27258,0.24428,0.25016,0.23408,0,0.27241,0.014969,0.01748,0.20859,0.26491,0.27022,0.25813,0.2894,0,0.28479,0.23055,0.2654,0.19067,0.2572,0.28208,0.25258,0.24435,0.24966,0.0058771,0.23569,0.25741,0.27741,0.28313,0.27181,0.23878,0.2824,0.26006
0.0068586,0.0035588,0,0.0078926,0,0.0030683,0,0.0060432,0,0.041682,0.04741,0,0.0012262,0.0038424,0.0024605,0.0021103,0,0,0,0.0020973,0.0035346,0,0,0.0019954,0,0.0039314,0,0.016708,0.0061591,0.0056841,0,0,0,0,0.0092953,0.0064518,0,0.0024173,0,0.02657,0,0.0043734,0.002833,0,0,0.0085171,0,0.0018055,0,0.0053659,0.0030736,0.0024576,0.0043399,0
0.041989,0.19258,0.2599,0.26559,0,0,0.2573,0.013406,0.26256,0.040791,0.01925,0,0,0.24017,0.049506,0.00135,0.03408,0.25025,0,0,0.25852,0,0,0,0,0.0037216,0.27948,0.021419,0.24914,0.020937,0.10933,0,0.0083746,0.006785,0.037118,0.27501,0.014565,0.016186,0,0.12907,0,0.024417,0.017905,0.0015296,0.022314,0.0073362,0.0026766,0.059791,0.02111,0.031001,0.0086465,0.003968,0,0
