0,0.0076216,0.0045519,0.0078271,0.00051417,0.015458,0,0,0.0005681,0,0.0038431,0,0,0,0.014322,0.019166,0,0,0.016449,0,0.010571,0.0159,0,0.00099033,0.015671,0,0,0,0.014646,0,0,0,0,0,0,0,0.022534,0,0,0.0036821,0.0051903,0,0.014888,0,0.014891,0,0,0,0.0016013,0.051438,0.0035817,0,0.020482,0.009204
0,0,0.014969,0,0.02289,0,0,0,0.0093503,0,0,0.012414,0,0,0.0098655,0,0.015568,0,0,0,0.029708,0.039707,0.025311,0,0,0,0,0,0.059354,0.002726,0,0.031583,0,0.039333,0.047417,0.0036588,0.011524,0.0091565,0.05857,0.058756,0,0.023097,0,0,0,0.032746,0,0.04621,0.030677,0.024061,0.025636,0,0,0
0.007749,0,0.014081,0.005328,0,0.0077599,0,0,0,0.00014074,0,0.012974,0,0.016198,0.0026126,0.017543,0,0,0,0,0,0.036745,0,0,0.0029002,0.015211,0,0,0.0084293,0,0,0.033418,0,0.031,0,0,0.0049205,0,0,0.0044417,0,0,0.011427,0.0023776,0.0022865,0,0.04269,0,0.01333,0.0073297,0.020387,0,0.024907,0
0,0.028834,0,0,0.038049,0,0.03439,0.011205,0,0.0087188,0,0.011369,0.01413,0,0.021249,0.016703,0,0.029299,0,0,0.0014188,0,0,0.01957,0.0072443,0.01186,0.77426,0,0.021023,0,0.03186,0,0,0,0.0036688,0,0,0.035282,0.0071786,0,0.013049,0.0040288,0.010448,0,0.0018614,0,0.013957,0.0029886,0,0,0,0,0,0
0,0,0.0043642,0,0.017316,0,0.0054501,0.0018663,0,0,0.0092225,0,0,0.0074288,0.013696,0.0048685,0.016408,0,0.0058386,0,0.024024,0,0,0,0,0,0,0,0.028491,0,0.016414,0,0.0028094,0,0,0.038839,0.01203,0.0081311,0,0,0.019177,0.0028503,0,0.00081674,0.010127,0.078748,0,0,0,0,0.032259,0,0.094304,0
0,0,0.012688,0.012779,0.015717,0.036482,0.016078,0,0,0,0,0,0.0033693,0.0094297,0,0.0066763,0.013466,0,0,0,0.0082708,0.0046508,0.010594,0,0.02401,0,0.013152,0,0.028038,0.0069056,0,0.016566,0,0,0.030751,0.017262,0.01771,0.028332,0,0,0,0.0051017,0,0,0.010116,0.036523,0,0.033949,0,0.072258,0.024316,0.017104,0,0
0.04685,0.0091961,0.0092848,0,0.014056,0,0,0,0,0.034895,0.04352,0,0.018684,0.0092084,0,0,0,0.02682,0.010879,0.022888,0,0,0.0025987,0,0,0,0.064046,0.04029,0.013793,0.031632,0,0.030363,0,0.014556,0.013214,0,0.012424,0.019054,0,0.058174,0,0.0051338,0.035248,0,0,0.043939,0.0031349,0.0071538,0,0.12371,0,0.01191,0,0.020929
0,0.018467,0.0079988,0,0.0046818,0.0090962,0,0,0.0016744,0,0.00038452,0,0,0.028573,0.0054093,0,0,0,0,0,0.018766,0.0086891,0.0056614,0.006951,0,0.017475,0.039116,0,0.01282,0.0026433,0,0.016096,0.0064867,0,0.0029678,0,0.034816,0,0,0.053272,0.015137,0,0,0,0,0.014452,0.0095463,0,0.00047576,0.0015229,0.00298,0.0027741,0,0
0,0.033311,0.019093,0.0039032,0.026097,0,0,0.02205,0,0,0.0012874,0.030039,0,0.019527,0,0,0,0.011235,0,0.030614,0.030222,0,0.0031834,0,0,0.0022615,0.027733,0,0.068355,0,0,0,0.010066,0,0.032898,0,0.028848,0.03468,0,0.13617,0,0.024982,0.0016465,0.011719,0.024214,0.011068,0,0,0.0029922,0,0,0,0.029709,0.018543
0.0062256,0,0.0050479,0,0,0.0002626,0,0.00097768,0.010463,0,0.0073216,0,0.00042965,0,0,0.00049308,0,0.014168,0.0048792,0,0,0.0060774,0.00194,0.006946,0.0041853,0.021697,0,0.0051053,0.93269,0.0055421,0.021622,0,0.0063329,0,0.015281,0.011361,0,0,0,0.010874,0,0,0.007279,0,0,0,0,0,0,0,0,0.026742,0,0.031329
0.09754,0,0,0,0,0.013961,0.037791,0.039323,0,0.10781,0,0.063245,0.012078,0.13437,0.0028726,0,0,0,0,0,0.071801,0,0,0,0,0.003961,0,0,0.03465,0.11281,0,0.02851,0.016831,0,0.0013907,0.024268,0.008245,0.021518,0.036804,0,0,0.03139,0.018013,0,0.038497,0.0055348,0.0061256,0.059908,0.047565,0.035295,0.030389,0.013314,0.0077039,0.0071933
0,0.0086241,0,0.0082664,0.0029486,0.0062159,0.0064832,0,0,0.014337,0,0,0.0027397,0,0.0085582,0.0017366,0.011942,0.011494,0.0022192,0,0.0047836,0,0.0027428,0.0047358,0,0.0091847,0,0.0094255,0,0,0,0,0,0.0047211,0,0.038223,0.013989,0,0.00051441,0,0,0.0069462,0.00069398,0,0.003748,0.025845,0,0.025881,0,0,0.018923,0,0,0.092632
0.0044933,0,0.0013471,0,0,0.014477,0,0,0,0,0.013417,0.0041765,0.0012072,0,0.0065441,0,0,0,0.0016758,0.008387,0.012385,0,0.0016886,0,0,0,0.029817,0,0,0.003416,0,0.012214,0.011144,0,0.021188,0.0083977,0,0,0,0.034706,0,0,0,0,0,0,0.017905,0.0046472,0.011376,0.055848,0.0053291,0.049978,0.0069627,0
0,0,0,0,0.015643,0,0,0.037941,0,0.00074288,0.037034,0,0.048567,0.007444,0,0.051455,0.00043509,0.033202,0,0,0,0,0,0,0.013867,0,0.027004,0.054321,0.023113,0,0,0,0,0.017586,0.048486,0,0,0,0,0.30571,0,0.010926,0.028014,0.0071388,0.02176,0.006796,0.02657,0.054136,0.0056975,0.017037,0,0.021044,0,0.0332
0,0.03842,0.00041387,0,0.0063604,0,0,0,0,0,0,0.022422,0.0089163,0,0.0161,0,0.031047,0.024633,0,0,0,0.024547,0,0.0038433,0,0,0,0.013321,0.0017662,0,0,0.016292,0.0027377,0,0.00258,0.78307,0,0.010634,0.008198,0,0.0032948,0,0.031613,0,0.014199,0.017707,0,0,0.051032,0.057818,0,0,0.01743,0
0,0.016404,0.0081042,0,0.0038487,0,0,0.00047879,0,0.0083101,0.022239,0,0.016056,0.020501,0,0,0,0,0.019862,0,0.015485,0,0,0,0,0.0018088,0.016018,0,0.0091069,0,0,0.032044,0.0040466,0,0.01249,0.052827,0.010206,0.00025145,0,0.023194,0.022129,0.0099041,0,0.00066478,0.027839,0,0,0.0049099,0,0,0,0,0.04648,0.04142
0.0067231,0.036483,0.015464,0,0.002064,0.0098537,0,0,0,0.045832,0,0.025534,0.0011262,0,0,0,0.033603,0.037812,0,0.012158,0,0.0065346,0,0,0.0024241,0.012135,0.065614,0.011494,0.0063277,0.013028,0,0,0.0082221,0.0093351,0.044256,0,0,0.012777,0,0,0.00024957,0.0043132,0.0097015,0,0,0.0030671,0,0,0,0.038417,0.036099,0,0,0.026758
0,0,0,0,0.00455,0.01535,0.00098212,0.0082862,0,0.00098186,0.045388,0.002611,0.0055956,0.006257,0.004191,0,0,0,0.013705,0,0.040789,0.0052101,0,0,0,0,0.01265,0,0.020039,0,0,0.011136,0.0083627,0,0.018794,0.020375,0,0,0,0.023892,0.0029772,0.013739,0.019941,0.013838,0.026484,0,0,0,0,0.012396,0.0043147,0,0.01066,0.043519
0,0.0037189,0,0.007083,0.015472,0.012053,0.035015,0,0.0035694,0,0,0.0094494,0.011553,0,0.027089,0.00098337,0,0,0,0.010431,0.010392,0,0,0,0.0092661,0.014451,0.019838,0.0026234,0.025784,0,0,0.022932,0,0,0,0.038926,0.0069966,0.014685,0.012653,0.035803,0,0.019348,0.021118,0,0.014524,0.031321,0,0.016789,0.013611,0.0090077,0,0,0,0.020836
0,0.0034957,0,0,0,0.0052417,0.0042068,0,0.002269,0.014042,0.014209,0,0.0045566,0.0051486,0,0,0,0,0,0.016252,0.0022127,0.0041386,0,2.8793e-05,0.010237,0.005333,0.039816,0,0,0,0.034728,0.013239,0,0,0,0.015604,0,0,0.0010005,0.06259,0.010543,0.021307,0,0.0063229,0,0,0.039101,0,0,0.0042144,0.0079325,0.010851,0,0.083107
