0.0031405,0.0034149,0.00097257,0.0097671,0.0056412,0,0.0038856,0,0.003449,0.0056001,0.0027155,0,0.0019252,0,0.0031792,0.0011162,0,0.0076279,0,0,0.0031273,0.0039224,0,0.0052502,0,0.011503,0,0,0.012672,0.0026024,0.0055062,0,0,0.002103,0.0068164,0,0.0056414,0.00076378,0.011315,0
0.0023755,0.0091925,0.0089942,0.014707,0.0022602,0,0.0060069,0,0,0,0.0019043,0.0021128,0.0076092,0.0071262,0,0.00076856,0.0049885,0,0.0057179,0.00070265,0.0022616,0,0,0,0,0.005745,0.0065979,0.01071,0,0.0019353,0.0023722,0.008629,0,0.0030509,0.010353,0.0013534,0,0,0,0
0,0.0092774,0,0.011172,0.029542,0.00048391,0,0,0,0.011373,0,9.6746e-05,0.002222,0.0044841,0.0084012,0,0,0.010472,0.030113,0,0,0.019411,0,0.0069798,0,0.00747,0.0068937,0,0.013883,0,0.012399,0.018832,0.0021295,0,0,0.0062359,0.00083207,0,0.003213,0
0.010103,0.011541,0.0017861,0.043328,0,0,0,0.015519,0.0026461,0.009333,0,0,0.0092221,0,0.0047384,0.0021387,0.0021323,0,0,0.0025346,0,0,0,0,0,0,0,0,0.0027441,0,0.00051551,0,0,0,0.061418,0,0,0,0.009308,0.034717
0.0034371,0,0.00020281,0.00062926,0.006063,0,0.0042737,0,0.0033032,0,0,0,0.0059432,0,0,0,8.4377e-05,0.001394,0.019375,0,0,0.015129,0,0,0,0,0.017303,0,0.022388,0,0,0.00043327,0.012538,0,0,0,0,0.0043579,0,0
0.0020006,0.0059078,0.00093876,0.0011216,0.0058954,0,0,0.0059887,0.0066822,0.00045207,0,0,0,0.0012146,0.002792,0,0.0047255,0.014499,0.0021077,0,0,0,0,0,0.0042674,0.0056019,0,0,0.0087528,0,0,0.0051437,0,0.0027933,0,0.0028946,0,0,0,0.005234
0.0010444,0,0,0,0,0.0023487,0,0,0,0,0,0.0013728,0,0,0,0,0,0,0,0.0039795,0,0,0.0043847,0,0,0,0,0.00081198,0,0.0013313,0.00063237,0,0,0.0063942,0.0020854,0.0041874,0,0,0,0.0048194
0,0,0.0074341,0.088457,0,0,0,0.0054194,0,0,0.004732,0,0,0.0025991,0.00064128,0,0.0012579,0,0,0.0029395,0,0,0.0035414,0.018269,0.0059229,0,0,0,0.0011452,0.025462,0.0099396,0,0,0.0042148,0,0.0021353,0.0079261,0.011697,0,0
0,0,0,0.02486,0.0019967,0,0.012265,0,0,0.02857,0,0,0.0019115,0.0037194,0.012709,0.0058052,0,0,0.02384,0,0.011102,0.037332,0,0.053782,0,0.0092669,0.0023721,0,0.019763,0.019122,0.021692,0,0,0,0,0,0,0.029222,0,0.030026
0,0.002019,0,0.0060824,0,0.00062974,0,0,0,0.0077401,0.0012,0.00070249,0,0,0,0,0,0,0.00035578,0,0,0,0.0005016,0,0.00010365,0.0065816,0.01127,0,0,0.0011947,0.001494,0,0.0070373,1.7269e-05,0.0042354,0.0011991,0,0,0,0.0023587
0.0046744,0.016995,0,0.035415,0.0084817,0,0.064372,0,0,0.012367,0,0,0.0023833,0.013008,0,0,0.0034703,0.0011838,0.0056055,0.0058228,0,0,0,0,0.0062767,0.022057,0,0.026113,0.0072185,0,0,0,0.016627,0,0.080124,0,0.018055,0,0.017281,0.042804
0,0,0,0.00056425,0.00056803,0,0.0056385,0,0.0065072,0,0,0.0026977,0,0.0019306,0.0035059,0.00061722,0,0.0034701,0.0043927,0,0.0015251,0.0033604,0,0.0041925,0.00089262,3.86e-05,0.0089268,0,0.0095606,0,0,0.0020765,0.0054781,0,0,0,0,0.0075126,0.010742,0
0.0079528,0,0,0.087253,0.0027513,0.00092398,0,0,0.00046682,0,0.0030671,0,0,0.012358,0,0,0.010492,0,0.0036422,0.0032219,0.0022079,0,0,0,0,0,0,9.0952e-05,0.0038342,0,0.0033303,0,0.007607,0,0.0091248,0.0024612,0,0,0.0041479,0.059428
0,0.010738,0,0.025547,0,0,0,0.0071219,0.0068552,0.0018476,0,0,0.0012089,0,0.015121,0.018916,0.017395,0,0.01529,0,0.022447,0.010758,0.0029842,0,0,0,0,0.00098536,0.018438,0.0039912,0.0025331,0.024938,0.0023492,0,0.0069708,0,0.0099509,0,0.016558,0.037149
0.0023096,0.0070784,0.00066991,0.028169,0.010566,0.00020554,0,0,0.0011908,0,0.0013317,0,0.0013264,0.0050266,0,0,0.0045866,0.0052544,0,0,0,0,0,0,0.0072595,0.0086749,0,0,0.0037778,0,0.00065328,0,0,0,0.022253,0,0,0,0.0050305,0.018809
0.011467,0.004661,0,0.019227,0.0018732,0,0,0.0074891,0,0,0.0019283,0,0.0049462,0.015893,0.00362,0.0071656,0,0,0,0.0020365,0,0,0,0,0,0.011219,0.0045511,0,0,0,0,0.0059012,0.00039941,0.0020594,0.045229,0.0012172,0.027036,0,0,0.00071692
0.003156,0.0052339,0.0018416,0.00014317,0.0014833,0.0013497,0,0.010464,0.004574,0,0,0.0026264,0,0.0075088,0,0.0032057,0.0032732,0.0012255,0.0013808,0,0.0031839,0.0098443,0.0027139,0,0.016063,0,0.0015053,0,0.0022049,0,0,0.014316,0,0,0,0,0.015171,0.033586,0.018004,0.0095628
0.0016872,0,0.0023199,0,0.01587,0.0012165,0,0.004785,0.0066745,0,0,0.0026027,0,0,0,0.00010399,0,0.0038947,0.0040528,0,0.0030953,0.014365,0,0.0039153,0.0065092,0,0.022274,0,0.014487,0,0,0.0017957,0.0063234,0,0,0,0.002342,0.0055867,0,0.0009215
0.0054439,0,0.010928,0.090262,0,0,0.0059719,0,0,0.0075305,0.0051593,0.0040352,0,0,0,0,0,0,0,0.0035215,0,0,0,0.022478,0.0043707,0,0,0,0,0.025039,0,0.013152,0,0.003797,0,0.0024778,0.0090762,0.0081813,0,0
0.0024227,0,0.013227,0.026268,0.010337,0.0036495,0,0.0030182,0,0,0,0,0,0,0.0016508,0.009309,0.003753,0.0037021,0.014362,0.00246,0,0,0.0029464,0,0,0,0,0.00065173,0,0,0,0,0,0.0024256,0.030778,0,0,0,0,0
0.0048635,0,0.0024628,0.084647,0,0,0,0.0029621,0.0012013,0,0,0.0040518,0,0,0,0,0,0.0046159,0,0,0,0,0.0052462,0.023485,0,0.0001952,0,0,0,0.028997,0.009608,0,0,0.0035168,0,0.0023925,0.029995,0.01829,0,0.011146
0,0,0.013001,0.0074148,0.0051525,0,0,0,0.00097601,0.0071963,0,0.0045599,0.0020312,0.00087504,0.022661,0.0070961,0.0028429,0.014171,0.004796,0.0020267,0.0077068,0,0,0.0092489,0,0.010536,0.010876,0.015305,0.0062708,0,0,0,0.006362,0.0046139,0.0070552,0,0,0.0014756,0,0
