0.086079,0.12062,0.072641,0.059399,0.054449,0,0.011359,0.23477,0.054861,0,0,0.015005,0.022139,0.048668
0.26657,0.34002,0.068097,0.098756,0.29015,0.10677,0.11743,0.0089459,0.24768,0,0.25944,0.0054425,0.011483,0.24888
0.0845,0,0.29153,0.26498,0.08895,0.23511,0.15516,0.2722,0.087583,0.31299,0.015069,0.27727,0.24638,0.028386
0.0051218,0.002674,0.0066844,0.0097267,0,0.0016981,0.0020977,0.0016055,0.0050129,0,0,0,0,0
0.038763,0.012951,0.041708,0.0099053,0.043568,0.02461,0.04385,0.010018,0.019329,0.012149,0,0.0016729,0,0
0.29697,0.29568,0.22374,0.30382,0.25855,0.30538,0.21935,0.034502,0.18544,0.26575,0.2685,0.28133,0.26072,0.19276
0.28348,0.23849,0.2274,0.076276,0.11886,0.265,0.061196,0.28147,0.065659,0.03039,0.0025431,0.02966,0.0044862,0.2638
0.033043,0.026939,0.063764,0.10774,0.051,0.010251,0.023883,0.010004,0,0,0.0038551,0.24439,0,0.035023
0.018358,0.056537,0.051259,0.15927,0.16146,0.036147,0.21421,0,0.29608,0.17784,0.27556,0.01132,0.26003,0
0.012374,0.002983,0.016657,0.021221,0.0092032,0.010413,0,0,0.0039618,0.032438,0.0047321,0.0025506,0,0
0.23398,0.21789,0.1555,0.32437,0.15395,0.26064,0.30732,0.011325,0.16149,0.12196,0.014982,0.26784,0.27938,0.021579
0.012003,0.01336,0.0060601,0.012637,0.005407,0.018522,0,0.0030046,0,0.010254,0,0.0015717,0,0.0096932
0.049306,0.0521,0.13685,0,0.18167,0.0089529,0,0.2737,0.18545,0.010341,0.25316,0,0,0.25285
0.0058626,0.0064613,0.0057962,0.0078968,0.010886,0.0015116,0,0,0,0.0051617,0,0.0014023,0,0.0049997
0,0,0.034906,0,0.0011859,0,0.0013164,0,0,0,0.011536,0,0,0
0.012386,0.013344,0.010941,0.0049863,0.014487,0.0073793,0,0.0016562,0,0.0069064,0,0.012333,0,0.0019577
0.31276,0.23425,0.26787,0.10103,0.23443,0.29286,0.28232,0.26404,0.28034,0.30085,0.2727,0.27162,0.24547,0.24086
0.0013534,0.0010812,0.0065586,0.015243,0.0078655,0.0056621,0,0,0.035058,0.0023195,0.0026283,0,0.0070635,0
0.018683,0.084232,0.046015,0.24466,0.11399,0.023458,0,0.0049545,0.0040229,0,0,0.0026597,0.0029379,0.017792
0,0,0.0207,0.0089725,0.011216,0,0.0010608,0.0033789,0,0,0,0.0047167,0,0.009755
0.22624,0.11406,0.25157,0.26695,0.3379,0.27222,0.15928,0.27346,0.20628,0.25488,0.017511,0.013883,0,0.25434
0.008657,0.01322,0.015373,0.014499,0.0048262,0.009476,0.0071692,0,0.020515,0,0.0020642,0.012977,0.0031319,0
0.30577,0.28489,0.30786,0.32944,0.3385,0.29541,0.23185,0.26222,0.29242,0.23812,0.26053,0.27737,0.24287,0.2344
0.0036405,0,0.013124,0,0.0023153,0.005634,0,0.0043253,0.0038169,0,0.0029204,0,0.0065366,0.0099237
0.33547,0.36036,0.19466,0.28045,0.045912,0.29223,0.27843,0.26147,0.15668,0.27317,0.26201,0.018492,0.25435,0.27274
0,0,0.13379,0.055589,0.12891,0,0.0016232,0.015165,0.1947,0,0.0018526,0.2671,0,0
0.024806,0.016775,0.033226,0.023023,0.20222,0.07354,0,0,0,0.032229,0.0032719,0.0023115,0.0050283,0.0031685
0.087624,0.024974,0.020087,0.16041,0.16142,0.029193,0.33115,0.032126,0.01382,0,0.018172,0.025707,0,0.022515
0.2408,0.28268,0.25062,0.19442,0.13734,0.27281,0,0.24658,0.32623,0.2796,0.011552,0.27088,0.0033972,0.25083
0.020192,0.011137,0.080528,0.0071803,0.03323,0.026636,0.010199,0,0,0,0.25021,0,0.27847,0
0.0028176,0,0.014484,0.0055582,0.058821,0.011937,0,0.0070286,0,0.0041396,0.0038883,0,0,0.0011325
0.3107,0.32746,0.094464,0.27029,0.0359,0.26887,0.26767,0.27483,0.15554,0.2959,0.020254,0.014431,0,0.27573
0.0017703,0,0.059865,0.004144,0.071922,0,0.05903,0,0.067757,0,0,0.25304,0.0031461,0.0017981
0,0,0.16953,0.051781,0.047017,0,0,0.0089661,0.11862,0,0.25814,0.0070095,0.27107,0
0.02569,0.019623,0.030786,0.021672,0.19765,0.073442,0,0,0,0.025388,0.0061435,0.0030531,0.0037889,0.0051817
0,0,0.0039426,0.0030145,0.04723,0.0035351,0,0.0035103,0,0.0038548,0,0,0,0.0011625
0.011767,0.013722,0.022272,0.012655,0.0066723,0.010521,0.0072147,0.0041133,0.017231,0,0.0056514,0.011641,0.0019722,0
0.081109,0.1154,0.017003,0.12661,0.0059379,0.039052,0.012348,0.016203,0,0.021868,0.25704,0.27715,0,0.009417
