0.065185,0.14967,0.015885,0.24124,0.05327,0,0.012599,0.044459,0,0,0.024759,0.01074,0.015725,0.012224,0.0062494,0,0.0048999,0.23611,0,0.21013,0.015528,0.009828,0.23446,0.0094736,0.0044594,0.23527,0.017383,0,0.012914,0.0020222,0.0046232
0.29874,0.066339,0.0099998,0,0.28858,0.014018,0.0052164,0.21768,0.16272,0.27481,0.025928,0.0094268,0.02398,0.019234,0,0.25541,0.26317,0.25824,0.023381,0.24907,0.25791,0.25244,0.25618,0.016835,0.0093764,0.25538,0.26864,0.25382,0.24446,0.26549,0.010717
0.093432,0.28449,0.25992,0.2754,0.014692,0.26823,0.26108,0.066069,0.14507,0,0.25923,0.25699,0.25478,0.28453,0.28071,0.0047345,0.002663,0.011139,0.24113,0.019013,0.026362,0.022248,0.011304,0.25575,0.27865,0.0024566,0.0089754,0.02698,0.043444,0.0073159,0.29336
0.010637,0.013582,0,0.0018905,0.0039477,0,0,0,0,0.0015655,0,0.0039301,0,0,0.0029153,0,0.0030064,0,0.0043639,0.0028466,0,0.0046765,0.0017456,0,0,0,0,0.0016129,0,0.0011797,0.014552
0.064883,0.009994,0.0093574,0.0086963,0,0.0092793,0,0.013812,0.029756,0,0.0045986,0,0.0075712,0.016634,0.012241,0.0033741,0.23459,0.0024481,0.0049067,0.0050075,0,0.019553,0.022013,0,0.0084996,0,0.0031432,0,0.013575,0,0.067708
0.28333,0.28406,0.25596,0.015183,0.26197,0.25742,0.26253,0.20765,0.28231,0.26407,0.26939,0.26187,0.27251,0.23695,0.25367,0.25294,0.029813,0.25562,0.25344,0.25473,0.25277,0.029903,0.0068034,0.26154,0.26932,0.2524,0.2643,0.26686,0.27804,0.25735,0.034379
0.31445,0.086752,0.017094,0.24731,0.055642,0.01277,0.26411,0.27293,0.17723,0.002828,0.020503,0.017936,0.017292,0.031339,0.25362,0,0.24479,0.26164,0.25572,0.23668,0.025161,0.0083085,0.2592,0.0063912,0.036805,0.010804,0.0028302,0.026348,0.024918,0.25952,0.038053
0.070484,0.14615,0.0055327,0.012029,0.018667,0.0048094,0,0.012948,0,0.0088034,0.0026943,0,0.24408,0.051588,0.005065,0.0067454,0.0051147,0.0016389,0.0014555,0.014752,0.024479,0.0052202,0.0024378,0.02205,0.23683,0.010326,0.25687,0,0.0013413,0.0073453,0
0.0099097,0.08985,0.23951,0.016145,0.23196,0.23928,0.0061152,0,0.02515,0.26236,0.26695,0.24714,0.011643,0.036213,0.024148,0.25558,0.0087153,0.0049321,0.0056838,0.01595,0.24235,0.26174,0.0056367,0.24292,0.015212,0.23877,0.014106,0.25953,0.26236,0.0049045,0.27665
0.0038308,0.03546,0.004925,0,0.0024429,0.015684,0,0,0.029739,0.0072351,0,0.0020359,0.010028,0.0099932,0.0065458,0,0.0035094,0.0023231,0.0037317,0,0.0022099,0,0.0034957,0.0045598,0.0023389,0,0.0032675,0.0036571,0,0.0018742,0.010851
0.24323,0.26761,0.26019,0.0074788,0.27174,0.03851,0.25759,0.018243,0.29195,0.030614,0.2817,0.25464,0.2595,0.040659,0.040507,0.0059375,0.25994,0.024254,0.257,0.24724,0.025745,0.26681,0.0067864,0.25509,0.25892,0.25452,0.24701,0.033945,0.28298,0.25754,0.26421
0.025307,0.006662,0.0020688,0.0032189,0.0040089,0.0099188,0.0037064,0.0065353,0,0.001896,0,0.0033288,0,0.0079009,0,0.0010327,0,0,0.0042898,0.0057956,0.0024545,0.0012853,0,0,0.0029506,0,0,0.0030764,0.0061436,0.0012142,0.0022445
0.059141,0.048568,0.0088682,0.2655,0,0.013899,0.0054693,0.26113,0,0.24031,0.0034088,0,0,0.24012,0.036068,0.25247,0.00334,0.24282,0.0029978,0,0.24743,0.0043221,0.26451,0.0085295,0.012173,0.0033471,0.011284,0.22699,0,0.011842,0.040449
0.014902,0.010064,0,0,0.0037664,0.0047445,0,0.0024231,0.0013633,0,0,0,0.0036491,0.0063652,0.0030976,0,0.0019221,0,0,0.002819,0.0029462,0,0,0.002293,0.0013443,0,0.004817,0.0057615,0,0,0
0.0014736,0.0032989,0,0,0.0012828,0,0,0,0,0.002044,0,0,0,0.0025538,0.19316,0.0030199,0,0,0,0.0019276,0,0.0011782,0,0,0,0.0018632,0.0029571,0.0013639,0,0,0
0.02145,0.0065532,0,0.0017105,0.0074379,0.011248,0.0013358,0.0013808,0,0,0,0,0.010974,0.008363,0.0054033,0.0012951,0,0.0034683,0,0.0079589,0.0053405,0,0,0.0028264,0.01191,0.0011319,0.0054168,0.0036461,0,0.0017813,0
0.24133,0.20916,0.25348,0.24418,0.10019,0.2572,0.24959,0.27012,0.30704,0.26286,0.26419,0.25553,0.27104,0.024966,0.26097,0.24974,0.26259,0.26834,0.25842,0.2582,0.26726,0.26992,0.2578,0.022212,0.25453,0.25019,0.25328,0.2559,0.026713,0.019918,0.27614
0.016044,0.01611,0,0.0043095,0.0076578,0.0038412,0.0018033,0,0,0.0033124,0.007568,0.0033247,0,0.0075293,0.003462,0.012956,0,0,0,0.0028367,0,0.0019066,0.0033216,0.002047,0,0.0030481,0,0.0088809,0.0041787,0.0021087,0.02369
0.11324,0.10678,0.0052929,0.018179,0.19282,0.017424,0.011222,0,0,0.010039,0.0061952,0.0086604,0.0019559,0.25577,0.0012851,0,0,0,0.0028649,0.0070477,0.0041752,0,0,0.24782,0.023082,0.0046025,0.014358,0.011334,0.26067,0.24695,0
0.0096928,0.014708,0.0056773,0.0032817,0,0.001892,0.0027493,0.0070428,0,0,0.0017605,0,0.0021554,0.019511,0.0077707,0,0.0033636,0,0.0014192,0,0.0087392,0,0.0044622,0,0.0080386,0,0.0099958,0,0,0.0034094,0.0037965
0.21395,0.30118,0.21503,0.26103,0.24182,0.26875,0.24898,0.26937,0.2695,0.022677,0.011949,0.2249,0.016651,0.30253,0.2496,0.0043186,0.25145,0.01993,0.25741,0.23521,0.25734,0.24615,0.26349,0.24376,0.033982,0.25433,0.26796,0.26109,0.011062,0.27056,0.25821
0.029381,0.0094755,0.004209,0.0017381,0.0057028,0,0.0041939,0,0.016838,0.0056604,0.0053688,0,0.010284,0,0.0016273,0,0,0.0037521,0.0018016,0.0039569,0.0032499,0,0.0036024,0,0.010304,0.0045527,0,0,0.019154,0.0015843,0.029746
