0,0.045894,0,0,0,0,0,0.01229,0,0.062972,6.8466e-05,0,0,0.0017859,0
0,0.013778,0,0,0.034028,0.0099431,0,0.034828,0.0063607,0.058577,0,0.013487,0,0,0
0.041549,0.019595,0,0,0,0.011179,0,0,0,0,0,0,0.0077609,0.011458,0
0,0,0.081735,0.017573,0.16946,0,0.013291,0.39283,0,0.040157,0.026865,0,0.019123,0.083289,0
0,0.012635,0,0,0,0.0028239,0.0031646,0.034866,0,0.018735,0,0,0,0,0.00024007
0.025332,0.0083415,0.034359,0,0.055387,0,0,0.017319,0,0.012679,0,0,0,0,0.016267
0,0,0,0,0,0,0,0.019611,0.037774,0.017461,0.032086,0,0,0.0042107,0.0081825
0.024463,0.048808,0.036339,0.0074505,0.040189,0.010432,0.003746,0.020747,0.0053323,0.038986,0,0.0019447,0,0,0.030766
0,0.057573,0.020824,0,0.014894,0.0012866,0,0.022906,0,0.051247,0.00025235,0,0.042819,0,0
0,0.099766,0,0.063327,0.0081503,0,0.0062472,0.008359,0.015539,0.059777,0,0,0.0085654,0.021154,0
0.0020789,0,0,0.074177,0,0,0.046498,0.035016,0.019109,0.078815,0,0,0.097704,0,0.0056056
0.12037,0,0.03783,0.011491,0,0.0013769,0,0,0,0,0.010416,0,0,0,0.013563
0,0.012988,0,0,0.020267,0.0013138,0,0.001341,0.019373,0.053154,0.0024153,0,0,0,0.017678
0.0071205,0,0,0,0.0093574,0,0,0.048198,0,0.0035309,0.046044,0,0,0.056179,0
0,0.0058129,0,0.02931,0,0.034641,0,0.73608,0.0048774,0.018574,0.02624,0.057844,0.023916,0,0.0054574
0.025618,0,0.0044907,0,0,0.0077096,0,0.037054,0,0.062507,0,0,0,0,0.011356
0.019901,0,0.012317,0,0,0,0,0.041146,0,0.004051,0.055704,0,0.024019,0,0
0,0.013877,0,0.006135,0,0,0.014495,0.019231,0,0.066436,0,0,0.0095142,0,0.0026602
0,0.008095,0,0,0.025865,0,0.030315,0.045559,0.024147,0.026349,0,0,0.0050697,0.0027408,0
0.056368,0,0.016054,0,0,0,0,0.0048524,0,0,0,0,0,0,0
0.036023,0.016916,0.02528,0,0,0.025481,0.1042,0.17242,0,0.036565,0,0,0,0.036443,0
0.0096592,0,0.0022525,0,0,0,0,0.00051897,0.0028768,0.016653,0.0015844,0,0,0.0063767,0.00071301
0,0,0,0.010153,0.075737,0.039362,0,0,0.011627,0,0,0,0,0,0.041309
0,0,0,0,0,0,0.011314,0.04864,0.005469,0.040252,0.0023273,0,0,0,0
0,0.10195,0,0.087433,0.054674,0,0.009866,0.046907,0.012971,0.0075916,0,0,0.003652,0,0
0.00232,0,0.0017615,0,0,0,0,0,0,0.12891,0.0027958,0.00011408,0,0,0.012637
0.033567,0.018977,0,0,0,0,0.0092419,0,0.011101,0.00022698,0.011701,0,0.012372,0,0
0,0.007082,0.008145,0.0064446,0.076312,0.016218,0,0.015994,0,0.0091809,0.0026038,0,0,0.0030634,0
0.025342,0.035229,0,0,0,0,0.011416,0.026519,0.0059118,0,0,0,0,0.00098601,0
0,0.10554,0.049793,0,0,0,0.0074317,0.057802,0.035725,0.07087,0,0,0,0.017241,0
0,0.068104,0.027877,0,0,0.00021684,0.01436,0.05138,0,0.051741,0,0,0.045157,0,0
0.095406,0,0.040715,0.0095421,0.048788,0,0,0,0,0,0.00062038,0,0,0.0037717,0.013127
0.0079711,0.038251,0.024455,0,0,0.002445,0.0022591,0,0.013845,0.00070517,0,0.006648,0,0,0.018275
0.081705,0.030902,0.0091443,0,0,0,0,0.013692,0,0,0,0.0057639,0.0059822,0.036367,0
0.005208,0,0.026713,0,0.055366,0,0,0.019206,0.0052686,0,0,0,0.0021063,0.01782,0
0,0.043362,0,0,0,0.0047845,0,0,0,0.11508,0.024235,0,0,0.020409,0
0.0098497,0,0,0,0,0,0,0,0.015561,0,0.03375,0,0.0088575,0.0080772,0.012242
0,0.05155,0,0,0.0094248,0,0.0093034,0,0.017717,0,0.019044,0.00065624,0.024707,0,0.016055
0.030011,0.015533,0.012906,0.0027555,0.02849,0,0.0074436,0,0,0,0.0012595,0,0,0.00054183,0.0025186
0,0.011222,0.0094516,0,0.023009,0.018876,0.041211,0.035356,0,0.012162,0.021275,0,0.0069728,0.0301,0
0,0.0019197,0,0,0.0023787,0,0.002124,0,0.0079255,0,0.0092755,0,0.0027549,0,0
0.017609,0,0,0,0,0.022404,0,0.034458,0.053873,0.046359,0.16396,0.020107,0.02777,0,0
0,0.11486,0,0.021199,0.079196,0,0,0,0,0.011218,0,0,0,0.034801,0
0,0.01512,0,0,0.075779,0.0048682,0.0084925,0.0064172,0.00024773,0,0.0027709,0,0.0023906,0.0054522,0.0014308
0.052333,0,0.011471,0,0,0,0,0,0,0.024304,0,0,0.0068282,0,0.0057766
0.04808,0,0.027328,0,0.0082114,0.0032096,0,0,0,0,0.016634,0,0.046068,0,0
0,0,0.041335,0,0,0.01533,0.0090653,0.085903,0.167,0,0,0,0,0.10464,0.0072696
0.022616,0,0,0,0,0,0,0.029744,0,0,0.042067,0,0.016371,0.040609,0
0,0,0.0055444,0.030319,0,0,0,0.001485,0.01781,0,0,0.035197,0,0.0036263,0
0,0,0.014297,0.0012158,0.078517,0.0044752,0,0,0,0.035436,0,0.0060904,0,0,0.0043951
