0,0,0,0,0,0,0.0071129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014523,0,0,0,0.0011149,0.0010897,0,0
0.35553,0.33683,0.3573,0.38109,0.35675,0.3566,0.43699,0.35754,0.35654,0.35761,0.35758,0.35775,0.3579,0.35929,0.36317,0.41644,0.35878,0.35752,0.38487,0.34084,0.38383,0.36013,0.35762,0.3592,0.38529,0.35811,0.36043,0.38448,0.42308,0.39012,0.38432,0.38372,0.36371,0.37276,0.36627,0.37235
0,0.32883,0.35174,0.0026234,0.0010865,0.35183,0.1552,0.0021137,0.0013776,0.0021523,0.0020363,0.0016313,0.002064,0.001572,0.008322,0.028714,0.001583,0.0014499,0.0041192,0.32787,0.0026015,0.0020978,0,0.0024873,0.0033098,0.3486,0.34613,0.0029397,0.054677,0.0029461,0.0039595,0.0022011,0.0072096,0.01546,0.0067629,0.0048628
0.35295,0.33425,0.0038169,0.003573,0.35416,0.0035709,0.21601,0.35446,0.35422,0.353,0.35437,0.35377,0.35382,0.35584,0.35178,0.059079,0.35466,0.3548,0.0089854,0.33651,0.0078698,0.34722,0.35341,0.35606,0.0078653,0.0052685,0.010253,0.0082459,0.14933,0.0054527,0.0098923,0.004684,0.35347,0.35124,0.35324,0.33124
0,0,0,0,0,0,0.013551,0,0,0,0,0,0,0,0.001922,0.0057497,0,0,0,0,0,0,0,0.0010542,0,0,0,0,0.0048644,0,0.0015175,0,0,0.0040803,0.0015449,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0018826,0,0.0026867,0.0027411,0.35078,0.001852,0.01644,0.0020988,0.35338,0.0017851,0.0030108,0.3525,0.0020052,0.0017354,0.0027761,0.40284,0.0028459,0.0024932,0.0037602,0.0054168,0.0027264,0.35338,0.35262,0.35231,0.0037728,0.0019604,0.0037674,0.37735,0.41354,0.38189,0.002811,0.37636,0.0024395,0.0037458,0.004376,0.35715
0.35371,0.33635,0.35477,0.37881,0.0061948,0.35494,0.43021,0.35572,0.0035467,0.35586,0.35486,0.0054095,0.35618,0.35787,0.36133,0.033686,0.35635,0.35538,0.38185,0.33625,0.38129,0.0066489,0.0055906,0.0077258,0.38221,0.35689,0.35818,0.0076181,0.041764,0.008541,0.38176,0.0074368,0.36251,0.3716,0.36243,0.016456
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012986,0,0
0.0024094,0.0022185,0.35187,0.0025205,0.3529,0.0022668,0.04049,0.0032059,0.35394,0.0025391,0.35316,0.35223,0.0022815,0.34892,0.0047633,0.41215,0.35053,0.35281,0.37186,0.3316,0.37703,0.35327,0.35305,0.35283,0.0072922,0.0029431,0.0040439,0.37723,0.42285,0.38401,0.0050455,0.37811,0.0096277,0.01157,0.0080894,0.36076
