9.475184571324587893e-04,1.753932764823351934e-03,1.098409021686996877e-03,1.092257051811956542e-03,1.903746697943334851e-03,1.842771532271849852e-03,1.007865791996145465e-03,1.189804197504315889e-03,1.010788915035482809e-03,1.555895188818462232e-03
5.983710879703988631e-04,1.749942252600674743e-03,1.095317000094190880e-03,1.090799656153391972e-03,1.898990447700713447e-03,5.058106268944141234e-06,8.958021296520936059e-06,1.191675661279993984e-03,1.010344743175393229e-03,1.553522244037981552e-03
1.120360646969377445e-04,1.072567474962280115e-06,1.378035160168031474e-06,6.379427023905595479e-07,2.044534437331750571e-06,5.612329454131308895e-07,1.336048202297831758e-06,6.796396795501587684e-07,3.726202994490519065e-07,1.549898381019104796e-03
9.313588375986790778e-04,1.752087456927269070e-03,1.098265003488066134e-03,1.092295098297519935e-03,1.903643993574570710e-03,1.842578404438024401e-03,1.007607844447563298e-03,1.189896486986789402e-03,1.010913101949486833e-03,1.555828674859055776e-03
1.290855185547417911e-05,1.625276116097430493e-06,1.082967422496545147e-07,7.050517882927117476e-08,4.047195417718223802e-08,3.125014034791450775e-07,2.026078156221208718e-07,1.805285398955764419e-07,7.287752109814852201e-08,4.773048389489421607e-08
1.651023999765193760e-06,0.000000000000000000e+00,9.887286731493129204e-08,4.839692860120541417e-08,0.000000000000000000e+00,0.000000000000000000e+00,6.670927131566849730e-09,3.140392572419766564e-08,3.491379349123450884e-08,2.160469429748380581e-09
4.105063458566205674e-04,1.751310327816425760e-03,3.357604934551213626e-07,1.027696850780173599e-06,0.000000000000000000e+00,0.000000000000000000e+00,2.599157519525073807e-06,1.195097862781174195e-03,1.715819844779421015e-07,1.529885095263691936e-06
5.534918923677100639e-06,0.000000000000000000e+00,1.980930591303363491e-07,0.000000000000000000e+00,4.279437647394679037e-08,0.000000000000000000e+00,3.262895582470035476e-09,0.000000000000000000e+00,0.000000000000000000e+00,5.397375990051093159e-08
5.305894808586364766e-04,2.674614921723065443e-06,1.097908239150873454e-03,1.091304577573456265e-03,1.904110540810613397e-03,1.843031227146894359e-03,1.005211119388385458e-03,0.000000000000000000e+00,1.010807177836915835e-03,1.554374738485756998e-03
1.410695615889129824e-06,4.452353419946577361e-07,1.970520312298251748e-07,4.356552779602167766e-08,9.239240973351851414e-07,1.330631796151287126e-07,2.251024143956037792e-08,1.267354804839285811e-07,4.238628009818434992e-08,5.261800437111613330e-08
5.235616932513688241e-04,1.753590130979078244e-03,1.036931890557564343e-06,1.089810932948548361e-03,2.188580287930254208e-06,7.047875908670701396e-07,9.960249090952342892e-04,1.193127194079754861e-03,0.000000000000000000e+00,1.550906054701086658e-03
5.534918923677100639e-06,0.000000000000000000e+00,1.980930591303363491e-07,0.000000000000000000e+00,4.279437647394679037e-08,0.000000000000000000e+00,3.262895582470035476e-09,0.000000000000000000e+00,0.000000000000000000e+00,5.397375990051093159e-08
4.177828935655024129e-04,0.000000000000000000e+00,1.097108886140741799e-03,2.526165707965191356e-06,1.900640945845250094e-03,1.842073007320055213e-03,1.176950408870197531e-05,0.000000000000000000e+00,1.011069466249541219e-03,4.948146153050879710e-06
2.227840882454338757e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.358404934801586749e-07,3.060221074081840688e-07,3.636748302213559385e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.799853120917981000e-08
7.398583887181616392e-04,1.753126138364200989e-03,2.918289642528115712e-06,1.692945243215676642e-06,1.901093908268409452e-03,1.841505426639650700e-03,1.007603149858100466e-03,1.190845639570055825e-03,1.009881993158472362e-03,1.555155399342908040e-03
1.740695596051431793e-04,6.576413983366086634e-07,1.095312291707226712e-03,1.089964499563698909e-03,2.238069396837291812e-06,1.070587293582396277e-06,3.707619890848087319e-07,0.000000000000000000e+00,1.188269463467780506e-06,5.401582586390869093e-07
1.683256145752072249e-04,1.161269579449107751e-06,1.093100593805051632e-03,9.710034607051065987e-07,1.168739309093204862e-06,1.745139576824851502e-06,4.686397115915072933e-06,0.000000000000000000e+00,7.869674952997816666e-07,1.551454368712824883e-03
6.536918455602875591e-04,1.752007579701768880e-03,3.249963727239500723e-06,2.506281514676045483e-06,1.888996318809815561e-03,1.838295727022511410e-03,1.000749614249710120e-03,1.192952306592469890e-03,1.009051991488930412e-03,2.167518671557685717e-06
9.296803342228339548e-05,5.219574780941480629e-08,1.657603854035824647e-06,1.088794867558907226e-03,1.305550640797869981e-05,2.647881852357424517e-06,1.950997951161325384e-06,0.000000000000000000e+00,1.121077125905109845e-06,1.663297417921187160e-06
2.609473136096891215e-05,8.614659207075308234e-07,4.514789270208446757e-07,1.082833554970065691e-07,6.009376980862316537e-07,2.649313329403527294e-07,2.950155870896748324e-07,0.000000000000000000e+00,6.322223355846415483e-08,6.230651260741416755e-07
6.776936814571295133e-06,0.000000000000000000e+00,6.397060254758858893e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.508382930488731029e-07,0.000000000000000000e+00,0.000000000000000000e+00,2.100762743917276225e-09
5.058944785885076964e-04,1.750337873225385043e-03,5.974799634917170771e-07,9.367317489814444092e-07,2.961414174992968777e-06,9.361447175488480496e-07,1.003381506123682048e-03,0.000000000000000000e+00,1.009360249030825420e-03,1.552430838421963843e-03
2.787269029045493863e-04,2.472920184627482878e-06,1.096901860321344933e-03,1.678510475103377078e-06,1.181011245583709448e-05,1.840962694670626601e-03,2.403585313690093554e-06,1.196482714713098397e-03,6.969100768518966858e-07,1.636626061740510630e-06
1.163528607199596068e-04,8.737458786803874487e-07,7.236033056998535271e-07,8.641302741987231780e-07,1.888191732298405510e-03,5.703027209938458708e-07,5.799789621938910059e-07,0.000000000000000000e+00,7.578960014060822884e-07,1.244523610344554576e-06
4.686310956927607150e-05,2.743536813946205042e-07,2.431394177262630904e-07,1.088878038082389177e-03,8.092462484874934730e-07,4.427410956757630517e-07,1.567886300008944580e-06,1.095101961478230486e-06,1.780563448273233841e-07,5.983173006370259773e-07
7.628398347806052018e-05,0.000000000000000000e+00,3.717104965109295166e-07,2.567647448604677710e-07,0.000000000000000000e+00,2.572151788752355457e-07,6.167846951598357846e-07,0.000000000000000000e+00,6.852517103265046065e-07,1.549681507604520718e-03
4.677353988828694361e-05,9.344515711044611729e-07,2.668953358555083122e-07,7.953557524992258853e-08,7.427992875087456321e-07,5.504782625580870184e-07,1.952560893619299317e-06,0.000000000000000000e+00,1.267122618843572130e-07,9.324392364046771754e-07
6.229060041180995268e-06,0.000000000000000000e+00,6.544969233837088363e-08,3.673260046940478826e-08,3.937429267434086341e-07,8.934619416162689666e-08,0.000000000000000000e+00,5.127062262843226076e-08,7.856388910337184359e-08,3.617171903755863302e-08
4.904120580469181089e-05,2.960173565895994606e-06,1.091604847805077586e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.076851500923746100e-07,0.000000000000000000e+00,3.168099464363051411e-07,1.006266433678634038e-03,0.000000000000000000e+00
