,# of components,,,,,,,,,,,,,,,,,,,,,,,,,
,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,p-val,samples,groups,,
# of clusters,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,,
2,0.208897812,479,2,0.166717141,479,2,0.225223589,477,2,0.198056245,474,2,0.198857873,472,2,0.316590322,469,2,0.153319974,470,2,0.235758257,469,2,,
3,0.143954954,479,3,0.439547448,479,3,0.324689094,477,3,0.343066777,474,3,0.497075734,472,3,0.329962838,469,3,0.247685754,470,3,0.341079684,469,3,,
4,0.139767918,479,4,0.093684293,479,4,0.026628393,477,4,0.346401546,474,4,0.557318619,472,4,0.518108209,469,4,0.217848951,470,4,0.521151672,469,4,,
5,0.343159729,479,5,0.11360518,479,5,0.034352504,477,5,0.127308618,474,5,0.404031598,472,5,0.727026612,469,5,0.580299604,470,5,0.795302707,469,5,,
6,0.004774036,479,6,0.085699096,479,6,0.563169539,468,5,0.227535924,474,6,0.479887385,472,6,0.827358123,469,6,0.588984606,470,6,0.868600665,469,6,,
7,0.28396596,479,7,0.075806716,479,7,0.74023072,469,6,0.210131823,474,7,0.836012807,472,7,0.7699165,469,7,0.135826119,470,7,0.78474726,469,7,,
8,0.869717825,479,8,0.095660536,479,8,0.655615666,469,7,0.092887733,474,8,0.256684364,472,8,0.070449622,469,8,0.055400887,470,8,0.522079429,469,8,,
9,0.124228118,479,9,0.141277453,470,8,0.639405125,469,8,0.046820763,474,9,0.160215589,472,9,0.061875566,469,9,0.046428241,452,7,0.431060512,469,9,,
10,0.091955525,479,10,0.885362798,463,8,0.68220596,471,9,0.103545107,474,10,0.598774946,472,10,0.014566819,469,10,0.607511599,453,8,0.39453329,461,9,,
11,0.1129256,479,11,0.707704857,469,9,0.036472694,471,10,0.360202936,470,10,0.70821872,468,10,0.234379233,460,10,0.734275105,461,10,0.071178065,461,10,,
12,0.086419774,470,11,0.649463109,478,11,0.768046031,471,11,0.064213858,472,11,0.734063962,468,11,0.003115936,469,12,0.67740288,454,10,0.120389979,461,11,,
13,0.318324583,479,13,0.377008651,468,10,0.340652367,471,12,0.371436953,468,12,0.626895037,468,12,0.019917888,466,12,0.044768024,461,12,0.206541637,461,12,,
14,0.264853268,475,13,0.303641037,467,11,0.55432336,471,13,0.023194397,472,13,0.243461955,468,13,0.00614059,469,14,0.213001191,452,12,0.307427245,454,12,,
15,0.435679393,469,13,0.401446598,468,12,0.391827988,471,14,0.239092515,472,14,0.626404667,459,13,0.033152951,467,14,0.002680109,452,13,0.059846463,449,12,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.004774036,469,2,0.075806716,463,2,0.026628393,468,2,0.023194397,468,2,0.160215589,459,2,0.003115936,460,2,0.002680109,452,2,0.059846463,449,2,,0.002680109
,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
