"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"2",0.319682693657378,479,2,0.318766810339771,479,2,0.32238624516929,477,2,0.345401467433399,474,2,0.327069507096267,472,2,0.318453149889074,469,2,0.134399429259566,470,2,0.306532255912922,469,2
"3",0.247934874917208,479,3,0.310279887917271,479,3,0.242898067212682,477,3,0.244040503029213,474,3,0.244865221317814,472,3,0.240692504059531,469,3,0.199197638578452,470,3,0.198444771540302,469,3
"4",0.254846085808585,479,4,0.553456192317166,479,4,0.572848875890245,477,4,0.172189332860968,474,4,0.310155768008384,472,4,0.0620792780823358,469,4,0.190599185693863,470,4,0.330861566308421,469,4
"5",0.561441441826033,479,5,0.676066542538781,479,5,0.777774440165886,477,5,0.250472172099497,474,5,0.421814183662917,472,5,0.0695180068720374,469,5,0.285095485476174,470,5,0.672773572857833,469,5
"6",0.761278985847232,479,6,0.819037691559947,479,6,0.77514660447008,477,6,0.492544087739683,474,6,0.324680697841116,472,6,0.0801845745926992,469,6,0.46652925773568,470,6,0.39621915357783,469,6
"7",0.908260259504657,479,7,0.617971504144646,479,7,0.876883400152074,477,7,0.479155493670224,474,7,0.352981584099756,472,7,0.140969947126326,469,7,0.307817597270561,470,7,0.309771018590503,469,7
"8",0.867981017071208,479,8,0.746330618590852,479,8,0.118704272202155,477,8,0.54983511518812,474,8,0.708724436511572,472,8,0.0907504917018349,469,8,0.0291990530354036,470,8,0.0658757877568577,469,8
"9",0.275336645382233,479,9,0.813971990916285,479,9,0.437792328159407,477,9,0.643126545996826,474,9,0.2011615762264,472,9,0.0931813500707858,469,9,0.477673807187845,470,9,0.348186518558329,469,9
"10",0.538673279755899,479,10,0.961039298648252,479,10,0.4316003738002,477,10,0.735708330340195,474,10,0.667342769698935,472,10,0.242075974783675,469,10,0.0676547740486701,470,10,0.170786401662812,469,10
"11",0.373999934034735,479,11,0.953935606583714,479,11,0.375221346971701,477,11,0.798581731310412,474,11,0.179205784958098,472,11,0.286018686283334,469,11,0.0555132444593185,470,11,0.0570799849561806,469,11
"12",0.189962791226237,479,12,0.974173678000461,479,12,0.269126877309825,477,12,0.623234834828969,474,12,0.358507780653518,472,12,0.194581829144649,469,12,0.0201077168531553,470,12,0.302158447773083,469,12
"13",0.0471573185946197,479,13,0.960485327399199,479,13,0.698923503694416,477,13,0.0335242944714296,474,13,0.062057701017229,472,13,0.287810905534473,469,13,0.00425318647991193,470,13,0.130203944012031,469,13
"14",0.0672361125058186,470,13,0.515866792209259,479,14,0.541616017611747,477,14,0.0874089351271145,474,14,0.288912191956771,472,14,0.0150167763918784,469,14,0.0906838069801764,470,14,0.0828674698822766,469,14
"15",0.0832345596477241,479,15,0.707462034648059,479,15,0.808873267093681,477,15,0.347593746166917,474,15,0.231331626568944,472,15,0.0910784026080952,469,15,0.474338672959206,470,15,0.00472972729730092,469,15
