0.0063753,0,0,0,0,0.0054989,0.01774,0,0,0.0031981,0,0.0072926,0,0.0036642,0.010257,0,0,0,0,0.011478,0,0,0,0.0014369,0,0,0.0061906,0.0080836,0.015916,0,0,0.011184,0,0,0,0.010318,0,0.029443,0.001375,0.01135,0,0,0,0,0,0,0.013792,0,0.02938,0.001956,0,0,0.0064263,0,0,0.01905,0.045878,0,0,0.0074621,0,0.020401,0,0.019232,0,0.017561,0.041618,0.04972,0.015265,0.038666,0.0029946,0.038065
0,0,0,0,0,0.021665,0,0,0.013158,0,0.0061737,0.01651,0.013369,0.06475,0,0.0016223,0,0.0058247,0,0,0.0059696,0.011493,0.0034272,0,0,0,0,0,0,0.0097001,0,0,0.032246,0.011956,0,0.024163,0,0.040108,0,0,0,0,0.024138,0.0034102,0.0050931,0,0.0010801,0,0,0.067418,0.00067021,0,0.030903,0,0.092842,0.003434,0.042256,0.0086252,0.0020249,0,0,0,0,0,0,0.015242,0.010805,0,0.0040019,0,0.042885,0
0.013141,0,0.0045604,0,0,0,0,0.0023041,0,0.019866,0,0.0047322,0,0.0070276,0.015282,0.0072396,0,0.0069598,0,0,0,0.0076402,0.012122,0,0,0,0,0,0.0025399,0.011475,0,0,0.0048673,0,0.0037628,5.7589e-05,0,0.07223,0,0.011019,0.050147,0,0,0.0033025,0,0.0071597,0,0,0,0.066857,0.00065432,0.0035261,0.0010497,0,0,0,0.016613,0,0,0,0,0.0033293,0,0,0.015734,0.0021512,0.001961,0.035933,0,0.0067272,0.050814,0
0.038046,0,0,0.039856,0,0.018999,0,0,0,0.043014,0.036107,0,0.020672,0.014521,0,0.018022,0,0.0027681,0.0018546,0.024147,0.0020174,0,0.025649,0,0.019688,0,0,0.020909,0.030454,0.00087323,0.029624,0,0.041251,0.014763,0,0.0082863,0.0043254,0,0,0,0.032174,0,0.0025682,0.0083932,0,0.0018554,0,0.025516,0.022749,0.025277,0.0041412,0,0,0,0.0053723,0,0.0066663,0,0,0.031251,0.0061416,0,0,0.0107,0,0.0019107,0.016909,0,0.61344,0,0,0
0,0,0,0,0,0.013345,0.025391,0,0.0080387,0.018741,0,0.0033276,0.0046298,0,0,0,0,0,0,0,0,0,0,0,0.0055951,0,0.00058435,0,0.00059807,0.015596,0,0.0053739,0.0069047,0,0,0,0.0028889,0,0,0.011657,0,0,0,0.00037121,0,0.0088127,0.009146,0.00012138,0,0.0040344,0,0.0019971,0,0.0015083,0.024491,0.017,0.0086279,0,0,0.0093947,0.0041601,0,0,0.0031648,0.006037,0,0.023532,0,0.01131,5.3454e-05,0,0.034492
0,0,0,0,0,0.010868,0.0039215,0,0,0.007213,0,0.0088576,0,0.0055969,0,0,0,0,0,0.027293,0.012706,0,0.013364,0.022261,0.010555,0.0051799,0,0.03449,0.0041507,0,0.0019473,0,0.013674,0,0,0,0.016272,0,0,0.049916,0.0024645,0.0077162,0.011432,0,0.0057405,0.021341,0,0,0.039821,0.031871,0.0047025,0.010655,0,0,0.073736,0.044608,0.067087,0,0.020951,0,0,0,0,0.0065863,0.031672,0.016643,0.00050848,0,0.00705,0,0.0057142,0.041322
0.0088052,0,0.024311,0.007059,0.018137,0.018904,0,0.013379,0.018857,0.061825,0.033842,0,0.042673,0.021923,0,0,0,0,0.014893,0,0,0,0.012937,0.020473,0,0.0057906,0,0,0.015711,0,0,0.010183,0.027655,0.034476,0,0,0.031267,0,0,0.031437,0.017712,0,0.014496,0,0,0.018371,0,0.020809,0.075475,0.06106,0.0023636,0.0033875,0.016991,0.02361,0.048839,0.042342,0.0019668,0.016384,0.03836,0,0.0035114,0.12549,0.02293,0.0038937,0.011067,0.0064533,0.065736,0,0.018899,0.014518,0.07171,0.048204
0,0,0,0,0,0.0082046,0.014625,0,0.020671,0,0.0027759,0.0015306,0,0.010629,0.0087929,0,0.0020354,0.016378,0,0,0,0.003346,0,0.0016056,0,0.023119,0.0076011,0.049082,0.018664,0.0092533,0.0034503,0,0,0,0,0,0.064247,0.0068539,0,0.033878,0,0,0,0.004913,0,0.0052926,0,0,0.008057,0.05882,0,0.010526,0,0,0,0,0.05979,0.018958,0,0.012455,0.015232,0.020205,0,0,0,0.017217,0.015825,0.01972,0,0.0086618,0,0.05525
0,0,0,0,0,0.031317,0.024452,0.0010246,0,0.016357,0.0027284,0,0,0.018865,0,0.029485,0,0.038077,0,0,0.005308,0,0,0,0,0,0.057219,0.043471,0.00035739,0.020291,0,0.0053284,0.021202,0,0,0.0061851,0.079407,0.046728,0,0.029321,0.012365,0,0,0.01399,0,0.024239,0.018954,0.04601,0.01683,0,0,0.006775,0.0004977,0,0,0,0,0.013828,0,0,0,0.017974,0.0048969,0.012149,0,0,0,0,0,0.0086297,0.008147,0.011481
0,0.001175,0.001016,0,0,0.00067765,0.0089301,0.004006,0,0,0.00733,0,0,0,0.00039819,0,0.021629,0,0.0070995,0.000195,0,0.011157,0.015355,0.0047141,0,0.0054097,0,0.0006269,0.0015629,0.0036155,0.0047629,0.00081277,0,0.0036815,0,0.006951,0,0,0.011975,0,0,0.0074057,0.0061612,0,0,0.0015788,0,0.02319,0.005032,0,0.018521,0.0022347,0.013278,0.0062786,0,0,0,0.00017153,0.019377,0.017497,0.0060224,0.0020169,0,0,0.00044284,0.0067029,0,0.046346,0,0,0.0071681,0
