0.016881,0.017351,0.022452,0.013706,0.0018146,0,0.0055341,0.26519,0,0.25048,0.0011043,0.24448,0.0012894,0.014215,0.022112,0.23927,0.046324,0.0010399,0.011587,0.011241,0.007063,0.0020746,0.012784,0.027575,0,0.0074574,0.019409,0.046219,0.0069542,0.015204,0.22726,0.014599,0.0020689,0.0094499,0.015916,0,0.0011975,0.03493,0,0.054005,0.0031993,0.021062,0.018696,0.2415,0.0064453,0.0059695,0.01004,0.20206,0.0010346,0.073334,0.0094376,0,0.048312,0.021607,0.10278,0.027962,0.037657,0.0097322,0.041749,0.075849,0.23492,0.10209,0.04488,0.23107,0.046061,0.012101,0.061343,0,0.26462,0.10991,0.039059,0.091205
0.043702,0.0039413,0.017103,0.26878,0.012125,0.25872,0.29991,0,0,0.25641,0.25499,0.26087,0.0090709,0.0046555,0.25517,0.24333,0.15118,0.015358,0,0.0036556,0.0040957,0.0014299,0.19607,0.034492,0.24286,0.25944,0.022523,0.27181,0.036654,0.03481,0.23995,0.27183,0.25816,0.26578,0,0.25008,0.26897,0.26163,0.24346,0.1599,0.017638,0.026742,0.0064087,0.010059,0.26121,0.039891,0.039354,0.1748,0.013449,0.19648,0.0076261,0.24482,0.11516,0.013926,0.11912,0.065427,0.24723,0.27748,0.0667,0.16194,0.26942,0.19586,0.17459,0.019326,0.26743,0.26209,0.083116,0.24713,0,0.18363,0.255,0.25354
0.2296,0.27555,0.26868,0.0013339,0.24501,0.010142,0,0.25808,0.26133,0.0087489,0.0037184,0.0024856,0.24884,0.26432,0.020177,0.0055047,0.23002,0.25718,0.28063,0.26148,0.25328,0.2634,0.11366,0.25727,0,0.011247,0.26374,0.076991,0.2543,0.25613,0.013547,0,0.028946,0.002811,0.27913,0.0085548,0.012923,0.05303,0.02622,0.20934,0.25836,0.26018,0.26936,0.24915,0.026938,0.2508,0.25288,0.17329,0.26241,0.15434,0.2621,0,0.23291,0.27619,0.22103,0.24212,0.084923,0.00853,0.28389,0.18066,0.0078617,0.15004,0.18558,0.25228,0.053689,0.02266,0.26166,0,0.24155,0.15897,0.063884,0.10626
0,0.0064423,0,0,0,0,0.005973,0,0,0.0029203,0,0,0.0039497,0,0,0,0.0018391,0,0,0,0.0034792,0,0,0.0028451,0,0.0025964,0.0031194,0.01155,0,0,0,0,0,0.0021251,0,0,0.0019395,0.0011906,0,0.0059083,0.0097189,0.0045191,0,0.0010173,0.0018349,0.0031513,0.0011954,0.0050384,0,0.030428,0,0,0.018234,0,0,0,0.011185,0,0.017552,0,0.0022189,0.0078201,0.0080596,0,0,0.00297,0.0020094,0.0018135,0.0021795,0.0090522,0.0047786,0.0026117
0.01095,0.0044031,0.008269,0.0091297,0.015786,0.0020851,0.031184,0,0.001375,0.01186,0,0,0.0078183,0.0026605,0.012295,0.0033826,0.019709,0,0,0.0019224,0.0057541,0.0089004,0.0052693,0.0036788,0,0.010524,0.0064629,0,0.0042784,0,0.0045828,0.004537,0.012949,0,0,0,0.0067108,0.019788,0,0.022126,0.023522,0.0092848,0,0,0.24516,0.030123,0.012084,0.020324,0.25192,0,0.0076695,0,0.024724,0.0068062,0.016757,0.20341,0.010036,0.0053677,0.066858,0,0,0.05913,0.008138,0.2253,0.0099049,0.0082353,0.011409,0.26917,0,0.012047,0.01028,0.012089
0.24411,0.26539,0.26757,0.25933,0.24223,0.27294,0.13572,0.0091441,0.25446,0.0079428,0.24442,0.25312,0.2446,0.25485,0.25231,0.24843,0.32802,0.26805,0.26278,0.25776,0.2453,0.25703,0.28357,0.26539,0.24369,0.25076,0.26096,0.33533,0.27945,0.27964,0.24596,0.26493,0.27498,0.26437,0.025321,0.2563,0.014264,0.24629,0.26604,0.31071,0.021025,0.035026,0.26921,0.26249,0.036531,0.25816,0.27235,0.28397,0.0092819,0.27617,0.023209,0.24745,0.28079,0.2678,0.31635,0.096421,0.29396,0.28106,0.25527,0.33265,0.26232,0.22683,0.31132,0.046541,0.29745,0.22225,0.32792,0,0.001324,0.30269,0.21954,0.32121
0.26809,0.0010069,0.0064985,0.014843,0.0051962,0.0034937,0.037693,0.24549,0,0.25925,0.24963,0.25855,0.26,0.0057511,0.0065713,0.0074319,0.12374,0.010277,0.008009,0.011601,0.0044386,0.0093645,0.27024,0.028778,0,0.26106,0.25654,0.090874,0.052643,0.042437,0.2429,0.012807,0.041098,0.25881,0.0041676,0.012252,0.006364,0.1005,0.22549,0.27956,0.019971,0.26476,0.25992,0.0037765,0.27933,0.26698,0.26703,0.21694,0.27041,0.14855,0.01166,0,0.21372,0.0064954,0.20896,0.084649,0.071582,0.26684,0.090584,0.15257,0.039745,0.062438,0.22766,0.039052,0.082614,0.19362,0.20607,0.25756,0.23257,0.19208,0.071432,0.13208
0,0.010847,0.24338,0.0062046,0.0016144,0.0049021,0.0010363,0.014001,0.0082979,0.0057281,0.013347,0.0027804,0,0.017199,0.26595,0.0064203,0.090878,0.2599,0.035762,0.0049183,0.0043221,0,0.022353,0.017907,0,0.0041741,0.015445,0.034673,0.019599,0.014225,0.0034987,0.006269,0.0018059,0.010869,0.0093461,0.0021718,0.0041235,0.057434,0,0.05305,0,0.019054,0.021136,0.0093727,0,0,0.0041535,0.079102,0.0067691,0.080684,0.0075031,0.0088419,0.089634,0.036149,0.0223,0.021377,0.19739,0.015845,0.054849,0.010976,0.018003,0.039871,0.044398,0.0044217,0.19733,0.015356,0.05575,0,0.012813,0.056366,0.021763,0.13346
0.0060849,0.27579,0.023487,0.25035,0.24316,0.25915,0.24598,0,0.24778,0,0,0.0020286,0,0.24308,0.010505,0.23827,0.066111,0.0061462,0.013408,0.0066908,0.24658,0.24382,0.012613,0.23829,0.25047,0.0015387,0.010424,0.20069,0.22775,0.24539,0.0075374,0.255,0.23267,0,0.26048,0.24314,0.26433,0.15942,0.047285,0.031216,0.25843,0.00928,0,0.24135,0.0028942,0.033715,0.011092,0.040473,0,0.087141,0.25642,0.23473,0.040818,0.24665,0.096387,0.010684,0.05262,0.0067185,0.19499,0.16301,0.21721,0.23872,0.075895,0.22663,0.025979,0.072928,0.052712,0,0,0.08709,0.2237,0.083183
0,0.0010831,0.016374,0,0.0035602,0.0054565,0.0054558,0,0.011921,0.0018213,0,0.0014531,0.0041833,0.0047331,0,0,0.083333,0,0.0028286,0.015566,0,0.010659,0,0.0069254,0.0047242,0.00185,0.0051147,0.027758,0,0,0,0,0.0054323,0,0.0027646,0.0018311,0.0021822,0,0,0.0023931,0.0053856,0,0,0.0044633,0.0059458,0.0057218,0.010576,0,0,0.040565,0,0.0010152,0.0093171,0.0050709,0.022949,0.020712,0.0238,0,0.016664,0.013149,0.0037622,0.010394,0.013387,0.002159,0.025556,0.0031616,0.035996,0.0010931,0.0012297,0.0015348,0.0077819,0.019191
