0.0017547,0.076574,0,0.073477,0.00073105,0,0,0,0.0032994,0.0036114,0.0038843,0,0.082872,0.0043941,0,0.0023659,0,0.0064248,0,0.0086299,0,0,0,0,0,0,0.085348,0,0.045135,0,0.087965,0.0057973,0,0.0014239,0,0.0030518,0.0042872,0,0.0025643,0.0111,0.0038126,0,0,0.10002,0,0,0,0.047776,0,0,0.00067808,0,0,0,0.04737,0,0.018385,0,0.0034641,0.034903,0.0030221,0,0,0,0.026917,0.097055,0,0.0039465,0.0071919,0.063205,0.030691,0.066706
0.0059105,0.016491,0,0.011528,0.071564,0,0,0,0.071197,0.008185,0.0087158,0,0.077325,0.0084149,0,0.0067264,0.00078907,0.0071769,0,0.011022,0.00097846,0,0,0,0.0039504,0,0.088035,0,0.074866,0,0.090373,0,0,0.086502,0,0,0.0011858,0,0.0045907,0,0.01408,0,0,0.0045124,0,0,0,0.019275,0.0038916,0.0064185,0.00040346,0.00091591,0,0,0.024277,0.0032523,0.13123,0,0,0.0043977,0,0,0,0,0.11953,0,0,0.076864,0.071198,0,0,0
0.075242,0.0074982,0,0.0085508,0.0074264,0,0,0,0.06876,0.010022,0.07888,0,0.08638,0.084288,0,0.0007207,0,0.0011147,0,0.0086239,0.0041513,0,0,0,0.077476,0,0.014894,0,0,0,0,0.0048892,0,0.10022,0,0,0.0049743,0.030194,0.079731,0.012099,0.010513,0,0,0.0022563,0,0,0,0.093076,0.0085701,0.067362,0,0.0031968,0,0,0.013559,0,0.071106,0,0,0.0067669,0.0040375,0,0,0,0.045622,0,0,0.083844,0.070133,0.04793,0,0
0.0090487,0.013267,0,0.0010361,0,0.0033537,0.0017656,0,0.0011983,0.0050846,0.0057895,0,0,0,0,0,0,0,0,0,0.081972,0,0.030544,0,0,0,0.01045,0,0,0,0.089762,0.002521,0,0.011196,0,0,0.0032185,0.046901,0.0060471,0.007432,0.014382,0,0,0.1001,0,0,0,0.022313,0.097092,0.015822,0,0,0.001806,0,0.011271,0.0082493,0.030049,0,0,0.029494,0.0076531,0,0,0.00098759,0,0,0,0.0045512,0.0029963,0.057916,0,0
0,0.0092015,0,0,0.077851,0,0,0,0.073394,0.075854,0.079926,0,0.0035177,0,0,0.083777,0,0,0,0.003711,0.087065,0,0.0089537,0,0.00042372,0,0.0082974,0,0,0,0,0.0017185,0,0.010253,0,0,0.0021884,0.01704,0.015886,0.041497,0.0075546,0,0,0.0050972,0,0,0,0.051912,0.00078112,0.035162,0,0,0,0,0.0056065,0,0.0029215,0,0,0,0.010488,0,0,0.098852,0.0030398,0.088122,0,0.080226,0.0010377,0.03482,0.01838,0
0.00086859,0.018013,0,0.0028913,0.076377,0,0,0,0,0.076743,0,0,0.084271,0.003698,0,0.085893,0,0.0051653,0.0001722,0.0079961,0.084769,0,0.020519,0,0.0057284,0,0.0068704,0,0,0,0.08201,0.011347,0,0.0034628,0,0,0.00026015,0.0015654,0,0.012758,0.0086093,0,0,0.0003729,0,0,0.0041387,0.047179,0,0.067861,0,0.0019973,0,0,0.053689,0,0.086589,0,0,0.037398,0.003034,0,0.0039305,0,0.048625,0,0,0.085707,0.069342,0.06255,0.016249,0
0.07616,0.096976,0,0.071572,0.075546,0,0,0,0.070447,0.016375,0.0049923,0,0.085452,0.012387,0,0.086274,0,0.010178,0,0.013136,0,0,0.088515,0,0,0,0.021639,0,0.078646,0,0.0030152,0.086581,0,0.10111,0,0.0010914,0.0087938,0.038444,0.034169,0.12348,0.00946,0,0,0.10568,0,0,0,0.059694,0.01638,0,0,0.088815,0,0,0.097809,0.011473,0.0015506,0,0,0.020273,0.016958,0,0,0.094653,0.01641,0.065687,0,0.080387,0.0049535,0.033252,0,0.12224
0.0032493,0.078334,0,0.0050369,0.074543,0,0,0,0,0.0073949,0.002313,0,0.0052284,0.0074071,0.00065913,0.0045315,0,0.087612,0,0.086146,0.081636,0,0.0045726,0,0.077034,0,0.021173,0,0.074532,0,0,0.0052586,0,0.0072737,0,0,0.00032523,0.10463,0.090657,0,0.0099559,0,0,0.0014431,0,0.0058739,0,0.057519,0.0031498,0.06831,0,0.0010116,0,0,0.10224,0,0,0.00069119,0,0.011596,0,0.020701,0,0,0.0093633,0,0,0.0014668,0.00022604,0.059245,0,0.0025506
0.0060341,0.01933,0,0.00040221,0.071439,0,0,0.0045962,0.07006,0.0036717,0.08036,0,0,0.082853,0,0,0,0.077996,0,0.077787,0,0,0.01418,0,0.081319,0,0.0036185,0,0.06879,0,0,0.0044744,0,0.0072038,0.00011063,0.0020814,0.006143,0.025921,0.074116,0.0044376,0.0080648,0,0,0.098334,0,0.0046606,0,0.031604,0.0047099,0.041361,0,0.084766,0.0045069,0.002625,0.004189,0.011108,0.065234,0,0,0.028227,0.0071144,0,0,0,0,0,0,0,0.0019526,0,0.061389,0
0.076321,0.10334,0,0.01109,0,0,0,0,0.078968,0.081242,0.079321,0,0.081627,0.0015299,0,0.0066803,0,0.085197,0,0.0065807,0.07812,0,0.10213,0,0.074669,0,0.018377,0,0.076882,0,0.091466,0,0,0.094547,0,0,0.088835,0.0038005,0,0.029165,0.020614,0,0,0.0048604,0,0,0,0.040446,0.01085,0.037803,0,0,0,0,0.057928,0.017138,0.033665,0,0,0.065568,0,0,0,0.10096,0,0.1022,0,0,0.067403,0,0,0.085335
