"clinival_var","score_clini"
"Metastasis.CodedPositive",1.36143134164398
"NA.82.89.",1.37112185683126
"HER2.Final.StatusEquivocal",1.37379226438301
"patient.ethnicityhispanic.or.latino",1.3934989127877
"X.clinical.patients..cols..mixed.histology..please.specify.",1.40302355029723
"NA.76.82.",1.40805521268169
"X.clinical.patients..cols..other..specify",1.42794911457239
"X.clinical.patients..cols..Stage.IIIC",1.45245256169429
"NA.26.36.",1.47647592302
"NA.70.76.",1.5116210912788
