"clinival_var","score_clini"
"X.clinical.patients..cols..Stage.I",2.4839407027177
"NA.64.70.",2.76214824291483
"X.clinical.patients..cols..infiltrating.lobular.carcinoma",2.80666088938841
"X.clinical.patients..cols..Stage.IIIA",2.91709482180612
"NA.76.82.",2.98962993719029
"X.clinical.patients..cols..Stage.IIB",3.160353463114
"NA.70.76.",3.18076690481402
"NA.54.59.",3.30709157941522
"X.clinical.patients..cols..Stage.IIA",3.3402799432605
"NA.26.36.",3.34322796859671
