"clinival_var","score_clini"
"X.clinical.patients..cols..Stage.I",2.79405923721633
"NA.64.70.",3.05996467499875
"X.clinical.patients..cols..infiltrating.lobular.carcinoma",3.15055949622645
"X.clinical.patients..cols..Stage.IIIA",3.25571926424566
"NA.76.82.",3.37532090118922
"X.clinical.patients..cols..Stage.IIA",3.53426966529431
"X.clinical.patients..cols..Stage.IIB",3.53736469458034
"NA.70.76.",3.58108105336097
"NA.54.59.",3.61520585726641
"NA.26.36.",3.75317261517502
