0.023877,0.00063929,0.05157,0.014541,0.0084195,0,0,0,0,0.075824,0,0.010976,0.071677,0.0091079,0.0062436,0.005402,0,0.068376,0.0059879,0,0.07692,0.017585,0,0.021417,0
0.0079641,0.046853,0.014179,0.024116,0.057412,0,0,0.0012919,0,0.016783,0,0.0098073,0.083849,0.021645,0.0073639,0.0011042,0,0.069022,0.008153,0,0.0022623,0.0054837,0,0,0
0.029346,0.068686,0.0022056,0.068114,0.071524,0,0,0,0,0.0074894,0,0.0092768,0.082524,0.082577,0.074609,0.0039951,0.00083882,0.0052366,0.008144,0,0,0.0036208,0,0.079071,0
0.06064,0.025286,0.023856,0.020316,0.0059286,0,0,0,0,0,0,0.001613,0,0.0059783,0.0083592,0.0054943,0,0.0076345,0.0015282,0,0,0.0037662,0,0.0094168,0
0.016367,0.048357,0.039398,0.019346,0.00023644,0,0,0,0,0.0016401,0,0.0046779,0.0083017,0.014931,0.076131,0.0054118,0,0,0.0071785,0,0.0036525,0.0031383,0,0.01448,0
0.015664,0.051452,0.034905,0.021054,0.061489,0,0,0.0039911,0,0.0038876,0,0.0090621,0.079147,0.017603,0,0,0,0.0022654,0.0032696,0,0.0050274,0.0068712,0,0,0
0.053761,0.078717,0.090332,0.013655,0.019272,0,0,0,0,0.076254,0,0.090447,0.072099,0.025735,0.011143,0.082443,0,0.08931,0.014543,0,0.011415,0.016882,0,0.098963,0
0.017104,0.026463,0.07923,0.055825,0.0014926,0,0,0,0,0.0087904,0,0,0.0055601,0.013974,0.01328,0.075842,0,0.066332,0.0037583,0,0.0065244,0.085354,0,0.081584,0
0.0017288,0.022673,0.027024,0.063648,0.0059538,0,0,0,0,0.0023322,0,0.074464,0.008761,0.084316,0.071798,0.0015564,0,0.072967,0.07526,0,0.0091544,0.068788,0,0.0062142,0
0.048338,0.060484,0.076893,0.079766,0.072278,0,0,0,0,0.01548,0,0.023062,0.085968,0.015453,0.084311,0.0089602,0,0.082311,0.079282,0,0.067678,0.091978,0,0.030003,0
0.056572,0.035645,0.04811,0.074976,0.072761,0,0,0,0,0.080974,0,0.026347,0.082141,0.023011,0.082638,0.074231,0,0.00058054,0.084464,0,0.00039578,0.076272,0,0.019184,0
0.023346,0.022267,0.03186,0.019857,0.067274,0,0,0,0,0.070473,0,0.00688,0,0.073325,0.067752,0.084991,0,0.006441,0.0069136,0,0.0020011,0.010012,0,0.014716,0
0.027704,0.023282,0.019904,0.067374,0.059993,0,0,0,0,0.069094,0,0.013704,0.080553,0.077209,0.010036,0.005825,0,0.083286,0.093153,0,0.077696,0.084435,0,0.019241,0
0.077547,0.072113,0.10629,0.042136,0.063823,0,0,0,0,0.0082816,0,0.028424,0.076194,0.020474,0.08685,0.078566,0,0.08108,0.087152,0,0.08204,0.089616,0,0.09459,0
0.024801,0.068596,0.040676,0.081567,0.0014759,0,0,0,0,0.0059427,0,0.02271,0.080484,0.008339,0.0092953,0.00083493,0,0.013883,0.0056809,0,0.0086253,0.0030026,0,0.084153,0
0.030207,0.018734,0.036972,0.013066,0.0042521,0,0,0,0,0,0,0.0099281,0.078682,0.018362,0.0037577,0.0050319,0,0.00134,0.0073286,0,0,0.0034432,0,0.0058018,0
0.017639,0.033349,0.081334,0.068922,0.062683,0,0,0,0,0.0068879,0,0.084497,0.017045,0.019856,0.068707,0.0062626,0,0.067521,0.0047712,0,0.073569,0.008108,0,0.0033388,0
