0.0031948,0,0,0,0,0,0,0.0021171,0,0,0.0015176,0,0,0,0,0,0,0,0,0
0.40827,0.33741,0.35783,0.35885,0.35842,0.38279,0.35917,0.38865,0.3572,0.35777,0.42862,0.35926,0.35939,0.35976,0.36093,0.36636,0.36046,0.35883,0.39562,0.36025
0.076242,0.32876,0.35167,0.0031615,0.35118,0.0026952,0.0059071,0.046136,0.001521,0.0031198,0.058592,0.0040086,0.0025773,0.0037429,0.002519,0.012511,0.0019528,0.0032161,0.0096282,0.002514
0.30514,0.33415,0.0040295,0.35353,0.0041361,0.0036097,0.35512,0.32654,0.35429,0.35276,0.14136,0.35529,0.35333,0.35422,0.35592,0.34845,0.3546,0.35467,0.014833,0.35162
0.0078851,0,0,0,0,0,0,0.0046691,0,0,0.0082358,0,0,0,0,0.0018243,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0012886,0,0,0,0,0,0,0,0,0
0.010156,0.0012274,0.0030575,0.34973,0.0018932,0.0023543,0.0022027,0.0074927,0.35375,0.0019501,0.40623,0.0034488,0.35361,0.0016943,0.0023785,0.0039102,0.0043896,0.0046121,0.0098735,0.35138
0.40512,0.33643,0.355,0.0099007,0.35695,0.38079,0.35759,0.38523,0.0038578,0.35593,0.069288,0.3563,0.0063715,0.35857,0.35906,0.36398,0.35656,0.35504,0.38784,0.0090821
0,0,0,0,0,0,0,0,0,0,0.0016677,0,0,0,0,0,0,0,0,0
0.022172,0.0023534,0.35149,0.35355,0.003238,0.014509,0.0049018,0.015671,0.35426,0.003315,0.41698,0.35311,0.35332,0.0033783,0.34739,0.0057699,0.35025,0.35337,0.34019,0.35182
0.39535,0.3354,0.0065729,0.0062252,0.35578,0.36875,0.35526,0.37812,0.0033034,0.35443,0.055034,0.0068725,0.0066722,0.35704,0.014188,0.36299,0.01076,0.0066678,0.058205,0.0086935
0.0062763,0,0,0,0,0,0,0.0025362,0.35018,0,0,0,0,0,0,0,0,0,0,0
0.38186,0.0076282,0.3568,0.35559,0.35762,0.38071,0.011484,0.37755,0.0042887,0.35597,0.39159,0.0076526,0.35785,0.3575,0.35996,0.35973,0.35712,0.01005,0.38893,0.35896
0.028071,0.3305,0.0011527,0.0033261,0.0010549,0.0024152,0.34855,0.012996,0.0031883,0.0017468,0.061453,0.35182,0.001751,0.0027598,0.0011952,0.007844,0.0037274,0.3495,0.0083396,0.0014188
0.38043,0.33653,0.35507,0.35756,0.35692,0.3819,0.35865,0.37334,0.35685,0.35633,0.41346,0.35758,0.35823,0.35771,0.012412,0.36113,0.3583,0.35648,0.3909,0.35953
0.023683,0,0.0027905,0,0.0014093,0,0,0.013199,0,0,0.0036843,0.0017862,0,0.0020527,0.34711,0.005358,0.0017234,0.0019012,0.0039093,0
0,0,0,0,0,0,0,0,0,0,0.0018759,0,0,0,0,0,0,0,0,0
0.0042373,0,0,0,0,0,0,0.002541,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0049039,0,0,0,0,0,0,0.0024911,0,0,0.019096,0,0.0012218,0,0.0017435,0,0,0,0.0011807,0
0.25183,0.33209,0.0022008,0.35274,0.0023628,0.0020628,0.35087,0.30288,0.0025498,0.0050828,0.18762,0.0073046,0.0067163,0.0055439,0.35136,0.33677,0.0044297,0.35237,0.0068722,0.35165
0.045862,0.0020059,0.3503,0,0.35018,0.0019561,0.0013412,0.028222,0.0012466,0.0019534,0.040466,0.0010176,0.001433,0.0015511,0.0012245,0.0073567,0.0013777,0.0018792,0.007608,0.0017214
0.067512,0.0011505,0.0034307,0.0025505,0.0036666,0.37761,0.0029316,0.038751,0.0017136,0.0022734,0.20157,0.0025791,0.0034946,0.003622,0.0031941,0.011601,0.0044897,0.002249,0.37659,0.0033424
0.024538,0.0016913,0,0.0015467,0.0015605,0.0011644,0.0024356,0.011504,0.0010951,0.0010652,0.033661,0.0022577,0.34598,0.0036506,0.0022668,0.0061864,0.0025586,0.001559,0.0042022,0.0014248
0.023375,0.0011,0,0.0012961,0,0,0.0026541,0.011186,0,0.34726,0.015088,0,0.001487,0.34136,0.0014714,0.0050977,0.34564,0.0013148,0.0029973,0.0011037
0.0019966,0,0,0,0,0,0,0.0013535,0,0,0,0,0,0,0,0.0010196,0,0,0,0
0.0048959,0,0,0,0,0,0,0.002279,0.35039,0,0.0065696,0.34649,0.0010472,0.0047573,0.0015527,0.0019937,0.0020958,0,0.0012552,0
0.0040253,0,0,0,0,0,0,0.0011811,0,0,0.0015394,0,0,0,0,0,0,0,0,0
0.0074111,0,0,0,0.34088,0,0,0.0056798,0,0.3477,0.028369,0,0.0037435,0.0054747,0,0.0035039,0,0,0,0.0029391
