0,0,0,0,0.0081471,0.0029119,0.013341,0.012476,0,0.032691,0,0.010728,0.024378,0.0071402,0.0029441,0.015731,0.0058932,0,0,0.020468,0.003117,0,0,0.006694,0,0,0,0.026702,0,0.016941,0.0062202,0,0.05349,0.014482,0.0099602,0,0.019907,0
0,0,0.011497,0.014983,0,0.008739,0,0,0,0.034402,0.0019712,0.01092,0.01853,0,0.02921,0,0.019265,0.089965,0.019694,0.0051618,0,0.0053468,0,0,0.0041622,0,0.05699,0.024907,0,0,0,0.024844,0,0,0.016634,0,0,0
0.0035231,0,0,0,0.012116,0.015976,0.020163,0,0,0.023314,0,0.0064421,0.016695,0,0,0.0072272,0,0.018055,0.01712,0.01073,0.0076258,0.008854,0,0,0.010687,0.014807,0.0076946,0,0.016381,0,0,0,0.025627,0.012872,0.028797,0,0.006096,0.00253
0,0.013487,0.012789,0.0036988,0,0.0083561,0.0015472,0.0035977,0.0011375,0,0,0.002749,0,0.0044602,0,0.0034872,0,0.00065269,0.001363,0,0.0081907,0,0,0.0055579,0.00030575,0.0021263,0,0.0022244,0,0,0,0,0,0.0061114,0,0,0.0083068,0
0,0,0,0,0,0.0078531,0,0.0061858,0,0.036222,0.00076385,0,0.011075,0.0061302,0,0,0.013778,0,0.012488,0.012972,0,0,0,0,0,0,0,0,0.020783,0,0.0017252,0.013148,0,0,0.014141,0.00066761,0.012768,0
0,0.014809,0,0.017441,0.0040854,0.0030745,0.011236,0.0057588,0.0015363,0.013866,0,0,0.033916,0,0.012269,0.034552,0.015968,0,0,0,0,0,0,0,0,0,0.002103,0,0.0042698,0.025907,0.012249,0.02859,0.008345,0.018971,0.036421,0.013459,0,0.00014871
0,0.059992,0,0.0012349,0,0,0,0,0.012016,0,0.048921,0.005494,0.012793,0,0,0,0,0,0.017003,0.016352,0,0,0.036865,0,0,0,0.019076,0,0.057272,0,0.010943,0.039861,0.035987,0.00071997,0.017444,0.0092841,0,0
0,0,0,0,0,0.0085822,0,0.022939,0.0013983,0.058078,0.010123,0,0.039735,0.011094,0.029242,0.0084253,0.010383,0,0,0.0069407,0,0.005214,0,0.015422,0,0.025805,0.00049398,0,0,0,0,0,0,0.0057557,0.0020024,0.028306,0,0
0,0,0.010864,0,0,0.0064174,0.020204,0.022237,0,0.054057,0,0.021262,0.072446,0,0,0.0064823,0.0003365,0,0.02502,0.011538,0,0,0.007035,0,0.034203,0.0095659,0.010365,0,0.01965,0,0,0.033095,0,0,0,0,0.001695,0
0,0,0,0.10293,0.001734,0,0.03184,0,0,0.010703,0,0.037884,0.48211,0,0,0,0,0.043836,0.037437,0,0,0,0,0,0.018385,0,0,0.029486,0,0,0.033992,0,0,5.5564e-05,0,0,0.0071362,0.037445
0,0.04838,0.028712,0.065806,0,0,0.0059193,0,0.0077328,0.10495,0.023673,0,0.024475,0,0,0.004471,0.022802,0.061221,0.019268,0,0.02693,0,0,0.0002828,0.05583,0.0078859,0.021129,0,0.023109,0,0,0.027361,0.013763,0.031401,0,0.014451,0,0.0034248
