0,0,0,0,0.015197,0.0056186,0,0,0,0.05993,0.003118,0.0081714,0.0059598
0,0.013325,0,0,0.014812,0,0,0,0,0.046017,0.011597,0,0.018678
0,0,0,0,0,0.0062678,0,0.055149,0,0.025442,0.021256,0,0.021569
0,0,0,0.099097,0.70494,0,0.063161,0.020334,0.03533,0,0.013081,0,0
0,0,0,0,0.036415,0,0,0.0068236,0.0020485,0.042429,0.0074866,0,0
0.013151,0,0,0,0.043034,0,0.071831,0.016458,0.0020222,0.032249,0,0,0
0.036056,0.018232,0.080268,0,0.060919,0,0,0.05497,0,0,0,0,0
0.039447,0.0094879,0,0,0.010294,0.04535,0.026119,0.010522,0.0026959,0.083897,0.0039732,0.020771,0
0.025532,0,0,0,0.028854,0,0,0.058124,0,0.068163,0.0047624,0.049861,0.017611
0,0.06873,0,0.020734,0.043865,0,0,0.17225,0,0.058819,0,0.011495,0.029179
0,0,0.025195,0.1008,0.00071503,0,0.028446,0.1933,0.042855,0.087374,0,0,0
0.0013694,0.0015207,0.022306,0,0,0,0,0.0034064,0.0086079,0.018231,0.00064275,0,0
0.0087691,0.020078,0.0043673,0,0.0022781,0,0.0045349,0,0,0.02871,0.0012995,0,0
0,0,0.066393,0,0.1102,0,0,0.014377,0,0,0,0,0.037169
0.015353,0.040556,0.010394,0.047784,0.38974,0.16271,0,0,0,0.0016096,0.019962,0,0
0.0026256,0,0,0,0.024995,0.035138,0,0.014839,0,0.054051,0.0029831,0,0
0.0091568,0,0.075703,0,0.068849,0,0,0.013529,0.004581,0,0.007171,0,0
0,0,0,0.014705,0.017959,0.00037281,0.0081462,0.01383,0.0093672,0.1029,0,0,0
0,0.038832,0,0,0.051486,0,0.0043054,0,0.032724,0.033183,0,0,0.011496
0.0027669,0,0,0,0.012436,0,0.0028818,0,0.00062188,0.0060183,0,0,0.0058341
0.035416,0,0,0,0.15385,0.14274,0,0.0064494,0.064233,0,0.023428,0,0.0017499
0,0.005339,0,0,0.010647,0,0,0,0,0.0048237,0,0.00011823,0
